date,n_hours,daily_mean,first_hour,mean_minus_first
2016-03-29,24,0.3302916666666667,0.333,-0.0027083333333333126
2016-03-30,24,0.327375,0.33,-0.0026249999999999885
2016-03-31,24,0.3257083333333333,0.329,-0.0032916666666666927
2016-04-01,24,0.323875,0.328,-0.00412499999999999
2016-04-02,24,0.32258333333333333,0.327,-0.00441666666666668
2016-04-03,24,0.3195,0.325,-0.005500000000000005
2016-04-04,24,0.31708333333333333,0.321,-0.003916666666666679
2016-04-05,24,0.31354166666666666,0.319,-0.005458333333333343
2016-04-06,24,0.31195833333333334,0.316,-0.004041666666666666
2016-04-07,24,0.31145833333333334,0.316,-0.004541666666666666
2016-04-08,24,0.3093333333333333,0.315,-0.005666666666666709
2016-04-09,24,0.30475,0.311,-0.006249999999999978
2016-04-10,24,0.29741666666666666,0.307,-0.009583333333333333
2016-04-11,24,0.29154166666666664,0.298,-0.006458333333333344
2016-04-12,24,0.28804166666666664,0.291,-0.0029583333333333406
2016-04-13,24,0.2844583333333333,0.288,-0.003541666666666665
2016-04-14,24,0.29029166666666667,0.287,0.0032916666666666927
2016-04-15,24,0.33079166666666665,0.324,0.00679166666666664
2016-04-16,24,0.3269166666666667,0.33,-0.003083333333333327
2016-04-17,24,0.3245,0.33,-0.005500000000000005
2016-04-18,24,0.319625,0.326,-0.0063750000000000195
2016-04-19,24,0.31295833333333334,0.321,-0.00804166666666667
2016-04-20,24,0.30495833333333333,0.313,-0.00804166666666667
2016-04-21,24,0.2976666666666667,0.306,-0.008333333333333304
2016-04-22,24,0.29004166666666664,0.296,-0.005958333333333343
2016-04-23,24,0.2984583333333333,0.287,0.011458333333333348
2016-04-24,24,0.311375,0.31,0.001375000000000015
2016-04-25,24,0.30683333333333335,0.313,-0.006166666666666654
2016-04-26,24,0.30124999999999996,0.307,-0.005750000000000033
2016-04-27,24,0.2969583333333333,0.302,-0.0050416666666666665
2016-04-28,24,0.29233333333333333,0.298,-0.005666666666666653
2016-04-29,24,0.3167083333333333,0.292,0.024708333333333332
2016-04-30,24,0.3444583333333333,0.35,-0.005541666666666667
2016-05-01,24,0.3382083333333334,0.343,-0.0047916666666666385
2016-05-02,24,0.33383333333333337,0.34,-0.006166666666666654
2016-05-03,24,0.326375,0.334,-0.007624999999999993
2016-05-04,24,0.31754166666666667,0.325,-0.007458333333333345
2016-05-05,24,0.30954166666666666,0.316,-0.006458333333333344
2016-05-06,24,0.3056666666666667,0.308,-0.0023333333333332984
2016-05-07,24,0.305125,0.31,-0.004875000000000018
2016-05-08,24,0.299625,0.307,-0.00737500000000002
2016-05-09,24,0.28641666666666665,0.298,-0.011583333333333334
2016-05-10,24,0.27616666666666667,0.283,-0.006833333333333302
2016-05-11,24,0.27175,0.278,-0.006250000000000033
2016-05-12,24,0.26545833333333335,0.275,-0.00954166666666667
2016-05-13,24,0.2555,0.265,-0.009500000000000008
2016-05-14,24,0.24454166666666666,0.257,-0.012458333333333349
2016-05-15,24,0.23720833333333333,0.239,-0.0017916666666666636
2016-05-16,24,0.32358333333333333,0.239,0.08458333333333334
2016-05-17,24,0.33283333333333337,0.337,-0.004166666666666652
2016-05-18,24,0.3272083333333334,0.334,-0.00679166666666664
2016-05-19,24,0.3316666666666667,0.327,0.004666666666666708
2016-05-20,24,0.3270416666666667,0.331,-0.0039583333333333415
2016-05-21,24,0.337625,0.325,0.012624999999999997
2016-05-22,24,0.3443333333333333,0.348,-0.0036666666666666514
2016-05-23,24,0.33687500000000004,0.342,-0.005124999999999991
2016-05-24,24,0.33187500000000003,0.336,-0.00412499999999999
2016-05-25,24,0.3300416666666667,0.331,-0.0009583333333333388
2016-05-26,24,0.3265,0.331,-0.004500000000000004
2016-05-27,24,0.3236666666666667,0.326,-0.0023333333333332984
2016-05-28,24,0.318875,0.325,-0.0061249999999999916
2016-05-29,24,0.31525,0.32,-0.004750000000000032
2016-05-30,24,0.30916666666666665,0.317,-0.007833333333333359
2016-05-31,24,0.301125,0.309,-0.007875000000000021
2016-06-01,24,0.295875,0.302,-0.0061249999999999916
2016-06-02,24,0.28833333333333333,0.297,-0.008666666666666656
2016-06-03,24,0.2803333333333333,0.287,-0.006666666666666654
2016-06-04,24,0.274375,0.284,-0.009624999999999995
2016-06-05,24,0.265625,0.278,-0.012375000000000025
2016-06-06,24,0.251625,0.264,-0.012375000000000025
2016-06-07,24,0.23745833333333333,0.252,-0.014541666666666675
2016-06-08,24,0.226125,0.241,-0.014875
2016-06-09,24,0.20650000000000002,0.222,-0.015499999999999986
2016-06-10,24,0.19829166666666667,0.206,-0.007708333333333317
2016-06-11,24,0.29004166666666664,0.268,0.022041666666666626
2016-06-12,24,0.28775,0.299,-0.011249999999999982
2016-06-13,24,0.277375,0.289,-0.011624999999999996
2016-06-14,24,0.26329166666666665,0.274,-0.010708333333333375
2016-06-15,24,0.25204166666666666,0.263,-0.010958333333333348
2016-06-16,24,0.24587499999999998,0.253,-0.00712500000000002
2016-06-17,24,0.25845833333333335,0.256,0.00245833333333334
2016-06-18,24,0.2697916666666667,0.272,-0.002208333333333312
2016-06-19,24,0.30341666666666667,0.309,-0.005583333333333329
2016-06-20,24,0.2964583333333333,0.305,-0.00854166666666667
2016-06-21,24,0.2866666666666667,0.299,-0.012333333333333307
2016-06-22,24,0.27491666666666664,0.287,-0.012083333333333335
2016-06-23,24,0.2667916666666667,0.278,-0.01120833333333332
2016-06-24,24,0.25329166666666664,0.265,-0.011708333333333376
2016-06-25,24,0.24308333333333332,0.255,-0.011916666666666687
2016-06-26,24,0.24029166666666668,0.251,-0.01070833333333332
2016-06-27,24,0.237125,0.25,-0.012874999999999998
2016-06-28,24,0.23045833333333332,0.243,-0.012541666666666673
2016-06-29,24,0.22391666666666665,0.242,-0.01808333333333334
2016-06-30,24,0.21295833333333333,0.229,-0.016041666666666676
2016-07-01,24,0.19979166666666667,0.216,-0.016208333333333325
2016-07-02,24,0.18866666666666665,0.206,-0.01733333333333334
2016-07-03,24,0.17770833333333333,0.184,-0.006291666666666668
2016-07-04,24,0.17,0.186,-0.015999999999999986
2016-07-05,24,0.16079166666666667,0.175,-0.014208333333333323
2016-07-06,24,0.15329166666666666,0.159,-0.005708333333333343
2016-07-07,24,0.1485,0.155,-0.006500000000000006
2016-07-08,24,0.14654166666666665,0.154,-0.007458333333333345
2016-07-09,24,0.14304166666666665,0.146,-0.0029583333333333406
2016-07-10,24,0.2535833333333333,0.151,0.10258333333333333
2016-07-11,24,0.3323333333333333,0.345,-0.01266666666666666
2016-07-12,24,0.328125,0.327,0.0011249999999999871
2016-07-13,24,0.33525000000000005,0.346,-0.010749999999999926
2016-07-14,24,0.32445833333333335,0.336,-0.011541666666666672
2016-07-15,24,0.3154166666666667,0.327,-0.011583333333333334
2016-07-16,24,0.3052916666666667,0.316,-0.01070833333333332
2016-07-17,24,0.29662499999999997,0.303,-0.0063750000000000195
2016-07-18,24,0.2914583333333333,0.3,-0.00854166666666667
2016-07-19,24,0.28779166666666667,0.292,-0.004208333333333314
2016-07-20,24,0.334125,0.35,-0.015874999999999972
2016-07-21,24,0.3202083333333334,0.332,-0.011791666666666645
2016-07-22,24,0.30879166666666663,0.32,-0.011208333333333376
2016-07-23,24,0.29520833333333335,0.304,-0.008791666666666642
2016-07-24,24,0.28670833333333334,0.296,-0.009291666666666643
2016-07-25,24,0.27999999999999997,0.292,-0.01200000000000001
2016-07-26,24,0.2715,0.285,-0.013499999999999956
2016-07-27,24,0.2585,0.272,-0.013500000000000012
2016-07-28,24,0.24450000000000002,0.257,-0.012499999999999983
2016-07-29,24,0.22704166666666667,0.247,-0.019958333333333328
2016-07-30,24,0.20808333333333331,0.227,-0.018916666666666693
2016-07-31,24,0.18729166666666666,0.208,-0.02070833333333333
2016-08-01,24,0.17108333333333334,0.187,-0.015916666666666662
2016-08-02,24,0.15941666666666668,0.173,-0.013583333333333308
2016-08-03,24,0.14766666666666667,0.162,-0.014333333333333337
2016-08-04,24,0.141625,0.152,-0.010374999999999995
2016-08-05,24,0.13558333333333333,0.149,-0.01341666666666666
2016-08-06,24,0.13066666666666668,0.142,-0.011333333333333306
2016-08-07,24,0.12354166666666666,0.133,-0.009458333333333346
2016-08-08,24,0.11599999999999999,0.124,-0.008000000000000007
2016-08-09,24,0.15758333333333333,0.119,0.03858333333333333
2016-08-10,24,0.28954166666666664,0.32,-0.030458333333333365
2016-08-11,24,0.258125,0.278,-0.01987500000000003
2016-08-12,24,0.23508333333333334,0.253,-0.017916666666666664
2016-08-13,24,0.21641666666666667,0.234,-0.01758333333333334
2016-08-14,24,0.1975,0.212,-0.014499999999999985
2016-08-15,24,0.17854166666666668,0.195,-0.016458333333333325
2016-08-16,24,0.162,0.18,-0.017999999999999988
2016-08-17,24,0.14804166666666665,0.162,-0.01395833333333335
2016-08-18,24,0.13695833333333332,0.151,-0.014041666666666675
2016-08-19,24,0.12566666666666668,0.137,-0.011333333333333334
2016-08-20,24,0.11708333333333333,0.128,-0.010916666666666672
2016-08-21,24,0.11141666666666666,0.121,-0.009583333333333333
2016-08-22,24,0.10658333333333332,0.115,-0.008416666666666683
2016-08-23,24,0.09741666666666667,0.106,-0.008583333333333332
2016-08-24,24,0.09599999999999999,0.107,-0.01100000000000001
2016-08-25,24,0.09170833333333334,0.102,-0.010291666666666657
2016-08-26,24,0.09016666666666667,0.1,-0.009833333333333333
2016-08-27,24,0.08845833333333332,0.096,-0.007541666666666683
2016-08-28,24,0.08508333333333333,0.091,-0.005916666666666667
2016-08-29,24,0.08233333333333333,0.093,-0.010666666666666672
2016-08-30,24,0.08095833333333334,0.092,-0.011041666666666658
2016-08-31,24,0.0745,0.083,-0.008500000000000008
2016-09-01,24,0.07333333333333333,0.081,-0.007666666666666669
2016-09-02,24,0.06925,0.077,-0.007749999999999993
2016-09-03,24,0.06470833333333333,0.07,-0.005291666666666681
2016-09-04,24,0.060875000000000005,0.067,-0.0061249999999999985
2016-09-05,24,0.06170833333333334,0.068,-0.006291666666666668
2016-09-06,24,0.06108333333333333,0.066,-0.004916666666666673
2016-09-07,24,0.059458333333333335,0.061,-0.0015416666666666634
2016-09-08,24,0.06504166666666666,0.067,-0.0019583333333333397
2016-09-09,24,0.066125,0.075,-0.008874999999999994
2016-09-10,24,0.06870833333333333,0.073,-0.004291666666666666
2016-09-11,24,0.07425,0.078,-0.0037500000000000033
2016-09-12,24,0.071,0.08,-0.009000000000000008
2016-09-13,24,0.06916666666666667,0.079,-0.009833333333333333
2016-09-14,24,0.06879166666666667,0.076,-0.0072083333333333305
2016-09-15,24,0.07054166666666667,0.076,-0.005458333333333329
2016-09-16,24,0.07195833333333333,0.075,-0.0030416666666666647
2016-09-17,24,0.0735,0.079,-0.005500000000000005
2016-09-18,24,0.072375,0.079,-0.006625000000000006
2016-09-19,24,0.0705,0.075,-0.004500000000000004
2016-09-20,24,0.0675,0.07,-0.0025000000000000022
2016-09-21,24,0.065,0.07,-0.0050000000000000044
2016-09-22,24,0.06329166666666668,0.065,-0.0017083333333333256
2016-09-23,24,0.06370833333333333,0.064,-0.0002916666666666762
2016-09-24,24,0.06404166666666666,0.072,-0.007958333333333331
2016-09-25,24,0.06191666666666667,0.063,-0.001083333333333332
2016-09-26,24,0.06308333333333334,0.067,-0.0039166666666666655
2016-09-27,24,0.06641666666666667,0.073,-0.00658333333333333
2016-09-28,24,0.06529166666666666,0.072,-0.00670833333333333
2016-09-29,24,0.06433333333333334,0.069,-0.004666666666666666
2016-09-30,24,0.064625,0.069,-0.004375000000000004
2016-10-01,24,0.06075,0.062,-0.0012500000000000011
2016-10-02,24,0.05554166666666666,0.059,-0.003458333333333334
2016-10-03,24,0.05525,0.056,-0.0007500000000000007
2016-10-04,24,0.053875,0.058,-0.004125000000000004
2016-10-05,24,0.06208333333333333,0.054,0.008083333333333331
2016-10-06,24,0.15175,0.166,-0.014250000000000013
2016-10-07,24,0.14604166666666665,0.148,-0.0019583333333333397
2016-10-08,24,0.2061666666666667,0.154,0.052166666666666694
2016-10-09,24,0.199375,0.206,-0.006624999999999992
2016-10-10,24,0.25345833333333334,0.2,0.05345833333333333
2016-10-11,24,0.2520833333333333,0.277,-0.024916666666666698
2016-10-12,24,0.226125,0.24,-0.013874999999999998
2016-10-13,24,0.21920833333333334,0.221,-0.0017916666666666636
2016-10-14,24,0.277625,0.221,0.05662500000000001
2016-10-15,24,0.2927916666666666,0.307,-0.014208333333333378
2016-10-16,24,0.3305416666666667,0.338,-0.007458333333333345
2016-10-17,24,0.3160833333333333,0.316,8.333333333332416e-05
2016-10-18,21,0.3177142857142857,0.327,-0.009285714285714286
2016-10-19,24,0.30391666666666667,0.313,-0.009083333333333332
2016-10-20,24,0.29654166666666665,0.297,-0.00045833333333333837
2016-10-21,24,0.3013333333333333,0.297,0.0043333333333333
2016-10-22,24,0.31045833333333334,0.306,0.004458333333333342
2016-10-23,24,0.30641666666666667,0.311,-0.004583333333333328
2016-10-24,24,0.302875,0.307,-0.00412499999999999
2016-10-25,24,0.30491666666666667,0.305,-8.333333333332416e-05
2016-10-26,24,0.3333333333333333,0.315,0.018333333333333313
2016-10-27,24,0.327,0.335,-0.008000000000000007
2016-10-28,24,0.33445833333333336,0.331,0.003458333333333341
2016-10-29,24,0.3236666666666667,0.329,-0.005333333333333301
2016-10-30,24,0.345,0.368,-0.02300000000000002
2016-10-31,24,0.3445,0.338,0.00649999999999995
2016-11-01,24,0.3358333333333334,0.343,-0.0071666666666666545
2016-11-02,24,0.32683333333333336,0.332,-0.005166666666666653
2016-11-03,24,0.32116666666666666,0.325,-0.0038333333333333552
2016-11-04,24,0.316875,0.32,-0.003124999999999989
2016-11-05,24,0.31233333333333335,0.316,-0.0036666666666666514
2016-11-06,24,0.3097083333333333,0.313,-0.0032916666666666927
2016-11-07,24,0.3056666666666667,0.308,-0.0023333333333332984
2016-11-08,24,0.305375,0.308,-0.0026249999999999885
2016-11-09,24,0.3037916666666666,0.306,-0.0022083333333333677
2016-11-10,24,0.29916666666666664,0.304,-0.004833333333333356
2016-11-11,24,0.2967916666666666,0.299,-0.0022083333333333677
2016-11-12,24,0.29520833333333335,0.298,-0.0027916666666666368
2016-11-13,24,0.2934583333333333,0.295,-0.0015416666666666634
2016-11-14,24,0.29841666666666666,0.297,0.0014166666666666772
2016-11-15,24,0.31245833333333334,0.307,0.005458333333333343
2016-11-16,24,0.316375,0.324,-0.007624999999999993
2016-11-17,24,0.305,0.312,-0.007000000000000006
2016-11-18,24,0.29854166666666665,0.303,-0.004458333333333342
2016-11-19,24,0.29816666666666664,0.295,0.003166666666666651
2016-11-20,24,0.2997083333333333,0.302,-0.002291666666666692
2016-11-21,24,0.31625,0.302,0.014249999999999985
2016-11-22,24,0.3110833333333333,0.316,-0.00491666666666668
2016-11-23,24,0.30975,0.309,0.0007500000000000284
2016-11-24,24,0.3082916666666667,0.313,-0.004708333333333314
2016-11-25,24,0.3065,0.307,-0.0005000000000000004
2016-11-26,24,0.3053333333333333,0.307,-0.0016666666666667052
2016-11-27,24,0.302125,0.306,-0.0038750000000000173
2016-11-28,24,0.3002916666666667,0.302,-0.0017083333333333117
2016-11-29,24,0.301375,0.3,0.001375000000000015
2016-11-30,22,0.30168181818181816,0.301,0.0006818181818181723
2016-12-01,24,0.30154166666666665,0.302,-0.00045833333333333837
2016-12-02,24,0.2973333333333333,0.3,-0.002666666666666706
2016-12-03,24,0.2947083333333333,0.293,0.0017083333333333117
2016-12-04,24,0.3000833333333333,0.297,0.003083333333333327
2016-12-05,24,0.302375,0.301,0.001375000000000015
2016-12-06,22,0.3014090909090909,0.302,-0.0005909090909090864
2016-12-07,24,0.30033333333333334,0.301,-0.0006666666666666488
2016-12-08,24,0.29775,0.299,-0.0012499999999999734
2016-12-09,24,0.29475,0.295,-0.00024999999999997247
2016-12-10,24,0.295375,0.294,0.001375000000000015
2016-12-11,24,0.29704166666666665,0.297,4.166666666666208e-05
2016-12-12,24,0.29775,0.297,0.0007500000000000284
2016-12-13,24,0.2985833333333333,0.298,0.0005833333333333246
2016-12-14,24,0.299875,0.299,0.0008750000000000147
2016-12-15,23,0.30017391304347824,0.3,0.00017391304347824654
2016-12-16,24,0.300875,0.301,-0.00012499999999998623
2016-12-17,24,0.30066666666666664,0.301,-0.00033333333333335213
2016-12-18,24,0.29841666666666666,0.3,-0.0015833333333333255
2016-12-19,24,0.2965,0.297,-0.0005000000000000004
2016-12-20,24,0.29591666666666666,0.296,-8.333333333332416e-05
2016-12-21,24,0.2992916666666667,0.296,0.0032916666666666927
2016-12-22,24,0.3009583333333333,0.301,-4.166666666666208e-05
2016-12-23,24,0.30016666666666664,0.3,0.0001666666666666483
2016-12-24,24,0.30075,0.3,0.0007500000000000284
2016-12-25,24,0.3025833333333333,0.302,0.0005833333333333246
2016-12-26,24,0.302375,0.303,-0.0006249999999999867
2016-12-27,24,0.30075,0.302,-0.0012499999999999734
2016-12-28,24,0.300125,0.3,0.00012499999999998623
2016-12-29,24,0.3012916666666667,0.3,0.001291666666666691
2016-12-30,24,0.3022916666666667,0.302,0.00029166666666669006
2016-12-31,24,0.305125,0.303,0.002124999999999988
2017-01-01,24,0.30691666666666667,0.306,0.0009166666666666767
2017-01-02,24,0.30691666666666667,0.307,-8.333333333332416e-05
2017-01-03,24,0.30695833333333333,0.307,-4.166666666666208e-05
2017-01-04,24,0.306125,0.307,-0.0008750000000000147
2017-01-05,24,0.30520833333333336,0.306,-0.000791666666666635
2017-01-06,24,0.3033333333333333,0.304,-0.0006666666666667043
2017-01-07,24,0.30066666666666664,0.302,-0.001333333333333353
2017-01-08,24,0.2985,0.299,-0.0005000000000000004
2017-01-09,24,0.298125,0.298,0.00012499999999998623
2017-01-10,24,0.29954166666666665,0.298,0.0015416666666666634
2017-01-11,24,0.301,0.3,0.0010000000000000009
2017-01-12,24,0.30241666666666667,0.302,0.0004166666666666763
2017-01-13,24,0.30291666666666667,0.303,-8.333333333332416e-05
2017-01-14,24,0.3017083333333333,0.303,-0.001291666666666691
2017-01-15,24,0.3005833333333333,0.301,-0.0004166666666666763
2017-01-16,24,0.2995,0.3,-0.0005000000000000004
2017-01-17,24,0.2982916666666667,0.299,-0.0007083333333333108
2017-01-18,24,0.29741666666666666,0.298,-0.0005833333333333246
2017-01-19,24,0.3050833333333333,0.298,0.00708333333333333
2017-01-20,24,0.3147083333333333,0.311,0.0037083333333333135
2017-01-21,24,0.3175,0.317,0.0005000000000000004
2017-01-22,24,0.31854166666666667,0.318,0.0005416666666666625
2017-01-23,21,0.318952380952381,0.319,-4.7619047619018584e-05
2017-01-24,24,0.3179166666666667,0.318,-8.333333333332416e-05
2017-01-25,24,0.3160833333333333,0.317,-0.0009166666666666767
2017-01-26,24,0.314875,0.315,-0.00012499999999998623
2017-01-27,23,0.3135217391304348,0.314,-0.00047826086956520575
2017-01-28,24,0.312,0.313,-0.0010000000000000009
2017-01-29,24,0.310125,0.311,-0.0008750000000000147
2017-01-30,24,0.3095833333333333,0.31,-0.0004166666666666763
2017-01-31,24,0.30954166666666666,0.309,0.0005416666666666625
2017-02-01,24,0.30945833333333334,0.309,0.00045833333333333837
2017-02-02,24,0.3089166666666667,0.31,-0.001083333333333325
2017-02-03,24,0.30695833333333333,0.308,-0.001041666666666663
2017-02-04,24,0.30604166666666666,0.306,4.166666666666208e-05
2017-02-05,24,0.316125,0.309,0.0071249999999999925
2017-02-06,24,0.3435416666666667,0.34,0.003541666666666665
2017-02-07,24,0.3355416666666667,0.339,-0.003458333333333341
2017-02-08,24,0.3319166666666667,0.333,-0.001083333333333325
2017-02-09,24,0.344125,0.331,0.013124999999999998
2017-02-10,24,0.34775,0.356,-0.00824999999999998
2017-02-11,24,0.3372916666666667,0.343,-0.005708333333333315
2017-02-12,24,0.3285,0.334,-0.005500000000000005
2017-02-13,24,0.322,0.324,-0.0020000000000000018
2017-02-14,24,0.31879166666666664,0.318,0.000791666666666635
2017-02-15,24,0.3269166666666667,0.319,0.007916666666666683
2017-02-16,24,0.3545,0.354,0.0005000000000000004
2017-02-17,24,0.3458333333333334,0.358,-0.012166666666666603
2017-02-18,24,0.3425416666666667,0.348,-0.005458333333333287
2017-02-19,24,0.3425833333333333,0.355,-0.012416666666666687
2017-02-20,24,0.3418333333333334,0.342,-0.0001666666666666483
2017-02-21,23,0.34660869565217395,0.353,-0.006391304347826032
2017-02-22,24,0.3395416666666667,0.353,-0.013458333333333294
2017-02-23,24,0.3255416666666667,0.336,-0.010458333333333347
2017-02-24,24,0.30445833333333333,0.315,-0.010541666666666671
2017-02-25,24,0.28329166666666666,0.293,-0.009708333333333319
2017-02-26,24,0.26029166666666664,0.264,-0.003708333333333369
2017-02-27,24,0.2728333333333333,0.26,0.012833333333333308
2017-02-28,24,0.288875,0.284,0.004875000000000018
2017-03-01,24,0.294,0.293,0.0010000000000000009
2017-03-02,24,0.29675,0.296,0.0007500000000000284
2017-03-03,24,0.3045,0.298,0.006500000000000006
2017-03-04,24,0.328125,0.321,0.0071249999999999925
2017-03-05,24,0.328125,0.329,-0.0008750000000000147
2017-03-06,24,0.3269166666666667,0.327,-8.333333333332416e-05
2017-03-07,24,0.3260416666666667,0.327,-0.0009583333333333388
2017-03-08,24,0.33508333333333334,0.325,0.010083333333333333
2017-03-09,24,0.34225,0.343,-0.0007500000000000284
2017-03-10,24,0.3547916666666666,0.353,0.0017916666666666359
2017-03-11,24,0.3482083333333333,0.356,-0.007791666666666697
2017-03-12,24,0.34925,0.357,-0.007749999999999979
2017-03-13,24,0.34741666666666665,0.357,-0.009583333333333333
2017-03-14,24,0.35112499999999996,0.352,-0.0008750000000000147
2017-03-15,24,0.34525,0.35,-0.0047499999999999765
2017-03-16,24,0.34429166666666666,0.344,0.00029166666666669006
2017-03-17,24,0.3370416666666667,0.343,-0.005958333333333343
2017-03-18,24,0.34229166666666666,0.339,0.003291666666666637
2017-03-19,24,0.34570833333333334,0.358,-0.012291666666666645
2017-03-20,24,0.33679166666666666,0.341,-0.0042083333333333695
2017-03-21,24,0.33641666666666664,0.338,-0.001583333333333381
2017-03-22,23,0.3427826086956522,0.339,0.0037826086956521676
2017-03-23,24,0.34145833333333336,0.349,-0.007541666666666613
2017-03-24,24,0.3369166666666667,0.341,-0.004083333333333328
