split,n,dropped_nonfinite,r2,rmse,rel_rmse,mae,bias_me,model,n_features
train,15964,0,0.7138551472153627,0.05873082236805604,0.2804348178565783,0.04619971453527825,-4.228361306515254e-18,linear,40
val,7149,0,0.5731205927493561,0.0749984086466491,0.37296185570657703,0.05701011991477148,0.0100322789326508,linear,40
test,8902,0,0.4623277748674849,0.07721373618795802,0.41383744299383246,0.06096070260941157,0.016852513649509474,linear,40
train,15964,0,0.9724785739215146,0.01821413620650811,0.08697099348408253,0.012657781651458751,-4.143219980527007e-05,xgb,40
val,7149,0,0.675831159220718,0.06535594219420608,0.3250105425175839,0.044627757673448516,-0.0010810935581567632,xgb,40
test,8902,0,0.5348726443661165,0.07181608190371892,0.38490798617132244,0.0548187902541178,0.009646583923763054,xgb,40
train,15964,0,0.990969969978408,0.01043320426003353,0.04981768717603304,0.0060021630281894296,1.5036220830027014e-05,rf,40
val,7149,0,0.6856077719657815,0.06436286188949991,0.32007202342108015,0.04386102554823104,0.0043940138206539515,rf,40
test,8902,0,0.5654545734188154,0.06941500479062954,0.3720390892370631,0.05208043010542669,0.012913508785587183,rf,40
