station_id,date,window_start,window_end,window_span_days,lstm_scalar_prediction,lstm_z_00,lstm_z_01,lstm_z_02,lstm_z_03,lstm_z_04,lstm_z_05,lstm_z_06,lstm_z_07,lstm_z_08,lstm_z_09,lstm_z_10,lstm_z_11,lstm_z_12,lstm_z_13,lstm_z_14,lstm_z_15,lstm_z_16,lstm_z_17,lstm_z_18,lstm_z_19,lstm_z_20,lstm_z_21,lstm_z_22,lstm_z_23,lstm_z_24,lstm_z_25,lstm_z_26,lstm_z_27,lstm_z_28,lstm_z_29,lstm_z_30,lstm_z_31,lstm_z_32,lstm_z_33,lstm_z_34,lstm_z_35,lstm_z_36,lstm_z_37,lstm_z_38,lstm_z_39,lstm_z_40,lstm_z_41,lstm_z_42,lstm_z_43,lstm_z_44,lstm_z_45,lstm_z_46,lstm_z_47,lstm_z_48,lstm_z_49,lstm_z_50,lstm_z_51,lstm_z_52,lstm_z_53,lstm_z_54,lstm_z_55,lstm_z_56,lstm_z_57,lstm_z_58,lstm_z_59,lstm_z_60,lstm_z_61,lstm_z_62,lstm_z_63
Darrington,2017-01-27,2017-01-11,2017-01-26,16,0.36968008,-0.043189604,-0.52975875,1.117435,1.7886827,0.36725304,-0.51984835,0.96354896,-0.5248953,-0.5276402,-0.5258653,-0.52079177,2.058929,0.53029436,-0.53455627,-0.5121535,-0.32824996,1.4642911,0.08626844,-0.5212714,-0.53439677,-0.518943,2.863163,-0.15594193,-0.53434044,-0.5339259,-0.52132666,-0.5337147,-0.51760983,-0.53496665,-0.51513404,0.8336962,-0.5276598,-0.42387316,-0.5219972,-0.53347754,0.012848046,0.19540232,-0.5253829,-0.52856755,-0.49406263,-0.5147518,-0.37748173,-0.524778,0.42110637,-0.5241668,-0.5220722,-0.5335544,2.0523074,-0.113364406,1.302672,-0.33901608,-0.5153037,-0.5290127,-0.5220634,-0.52458036,-0.5276691,-0.5168679,-0.52239496,4.3461404,-0.5225513,-0.5186322,-0.51971143,-0.4309598,2.1794477
Darrington,2017-01-28,2017-01-12,2017-01-27,16,0.36716387,-0.073580176,-0.53992593,1.0650616,1.6629844,0.35061517,-0.53001165,1.0095884,-0.4756897,-0.5377928,-0.5359875,-0.5309689,2.1612449,0.54809046,-0.5448435,-0.52216256,-0.28350738,1.487056,0.12728792,-0.53145117,-0.5446816,-0.5290891,2.8779688,-0.13769862,-0.54462296,-0.5442143,-0.53135324,-0.54398626,-0.5277303,-0.54527545,-0.52520424,0.83797365,-0.5378251,-0.3320831,-0.53220296,-0.54366165,-0.025908172,0.14751998,-0.5354865,-0.53874284,-0.30559158,-0.524812,-0.3464757,-0.5348699,0.4404462,-0.5342525,-0.5321147,-0.5438227,1.9031847,-0.05673196,1.1920058,-0.22481622,-0.52537835,-0.53919107,-0.5322718,-0.5348527,-0.53781176,-0.5269643,-0.5326124,4.3798122,-0.5327671,-0.5287741,-0.5298701,-0.46249408,2.2627323
Darrington,2017-01-29,2017-01-13,2017-01-28,16,0.35386083,-0.14449386,-0.55544186,1.1639788,1.6128974,0.37307,-0.54552174,1.0515665,-0.4683642,-0.5532865,-0.54276925,-0.5465001,2.3007526,0.5855492,-0.56054264,-0.53743726,-0.28951338,1.3687704,0.38108015,-0.54698634,-0.56037706,-0.5445728,2.699011,-0.068259776,-0.56031495,-0.5599153,-0.5466546,-0.55966145,-0.5431749,-0.56100756,-0.5405723,0.8183034,-0.5533383,-0.26439863,-0.5477778,-0.55920345,0.024704212,0.1622783,-0.55090564,-0.5542712,-0.17844777,-0.5401647,-0.29700115,-0.41922778,0.49981722,-0.508967,-0.54744035,-0.55949295,1.6801784,-0.06932433,1.1512166,-0.240474,-0.54075307,-0.5547241,-0.54785067,-0.5505292,-0.55329025,-0.54237217,-0.5482051,4.4728594,-0.54835737,-0.54425144,-0.545373,-0.4845542,2.27998
Darrington,2017-01-30,2017-01-14,2017-01-29,16,0.34394863,-0.21900344,-0.57639986,1.4636253,1.7266433,0.1636684,-0.56647176,1.1922505,-0.5712284,-0.57421446,-0.5723001,-0.5674786,2.3320744,0.6705131,-0.5817481,-0.5580694,-0.3872797,1.1269267,0.6855393,-0.5679704,-0.5815776,-0.56548727,2.3332567,-0.08437041,-0.5815107,-0.58112323,-0.56732273,-0.5808346,-0.5640366,-0.5822575,-0.5613305,0.92330754,-0.57429254,-0.31078994,-0.56881523,-0.5801964,0.3646757,0.27123654,-0.57173276,-0.5752459,-0.190195,-0.56090224,-0.2842175,-0.33335206,0.65080523,-0.28708887,-0.5681414,-0.58065933,1.5291324,-0.19612664,1.4481628,-0.17234462,-0.56152034,-0.57570523,-0.56889373,-0.57170403,-0.5741977,-0.56318426,-0.56926674,4.479561,-0.56941575,-0.56515735,-0.56631345,-0.4050711,2.0227523
Darrington,2017-01-31,2017-01-15,2017-01-30,16,0.2959694,-0.52771604,-0.54139686,1.6984699,1.4091742,0.42734432,-0.53148204,0.8476779,-0.5364565,-0.53926164,-0.5374519,-0.5324413,1.8875691,0.9827475,-0.54633176,-0.52361065,-0.5247047,0.83861554,1.1966637,-0.53292394,-0.5461695,-0.5305569,2.0616734,0.33458126,-0.5461106,-0.5457028,-0.027183548,-0.54547226,-0.5291944,-0.5467669,-0.52666116,1.163521,-0.5392958,-0.53144896,-0.5336795,-0.545135,0.5286947,-0.2949349,-0.5369483,-0.54021496,-0.36544004,-0.52626747,-0.5356493,-0.49082664,0.5783876,-0.5357117,-0.5335676,-0.54530823,1.1430923,-0.5265449,1.2983165,-0.14239788,-0.5268359,-0.5406636,-0.5337487,-0.53633887,-0.5392791,-0.528425,-0.5340906,4.902133,-0.53424513,-0.5302414,-0.53133976,-0.13154897,2.0638196
Darrington,2017-03-01,2017-02-19,2017-02-28,10,0.37345415,-0.5229963,-0.5366391,1.7333531,1.0175077,0.22406957,-0.5267261,1.2016066,-0.53173023,-0.53451073,-0.53271526,-0.5276789,0.98092955,0.6268555,-0.54151785,-0.05810306,-0.5338564,0.48490816,1.4788346,0.25695714,-0.54135674,-0.5258091,2.1018353,0.75548774,-0.54129887,-0.5408883,-0.019212697,-0.34093684,-0.5244586,-0.54194283,-0.5219488,1.2036252,-0.53453887,-0.52668107,-0.52890366,-0.54036933,1.0258816,-0.5236748,-0.53222024,-0.53545344,-0.5398056,-0.5215598,-0.53093123,-0.53160745,0.5373195,-0.53099203,-0.5288682,-0.5405032,1.0175093,-0.52183414,0.7581827,-0.20853548,-0.5221214,-0.53590065,-0.5289717,-0.5315319,-0.53453285,-0.52370036,-0.52930933,5.3108263,-0.5294646,-0.52549547,-0.526586,-0.23094189,1.8788993
Darrington,2017-03-02,2017-02-20,2017-03-01,10,0.383346,-0.52427334,-0.53792644,1.6529471,1.004928,0.17195326,-0.528013,1.2414055,-0.53300905,-0.5357962,-0.5339969,-0.5289675,0.9086137,0.6403423,-0.5428204,0.06573782,-0.53513986,0.48498273,1.4928578,0.29329592,-0.542659,-0.52709377,2.111509,0.74639064,-0.5426008,-0.542191,-0.009447079,-0.30650496,-0.52573997,-0.5432481,-0.5232239,1.2572681,-0.53582597,-0.52797115,-0.5301959,-0.5416588,1.1360306,-0.52495366,-0.53349954,-0.5367418,-0.5411053,-0.5228336,-0.53220785,-0.53288525,0.48077676,-0.53226906,-0.53013974,-0.54180336,1.0099202,-0.5231088,0.8125708,-0.30315024,-0.5233971,-0.53718936,-0.5302642,-0.53283256,-0.5358171,-0.52497876,-0.53060305,5.2980585,-0.5307581,-0.5267796,-0.52787226,-0.2570582,1.8554976
Darrington,2017-03-03,2017-02-21,2017-03-02,10,0.38940984,-0.5254919,-0.53915477,1.6341182,1.0467314,0.058194183,-0.52924085,1.2968028,-0.5342293,-0.53702277,-0.5352198,-0.530197,0.79497874,0.6361083,-0.5440632,0.1776263,-0.53636444,0.46512452,1.5084955,0.3482243,-0.5439015,-0.52831954,2.1218154,0.681552,-0.5438431,-0.54343396,0.012258929,-0.3127176,-0.52696264,-0.54449356,-0.52444047,1.3582435,-0.5370541,-0.5292021,-0.5314289,-0.5428892,1.2183847,-0.5261739,-0.53472024,-0.53797114,-0.5423454,-0.524049,-0.5334259,-0.53410447,0.4112686,-0.53348756,-0.531353,-0.54304385,1.0460647,-0.524325,0.87368155,-0.4288147,-0.5246142,-0.39366442,-0.53149754,-0.5340736,-0.53704244,-0.5261985,-0.53183746,5.280028,-0.5319923,-0.5280049,-0.5290996,-0.2817961,1.7496854
Darrington,2017-03-04,2017-02-22,2017-03-03,10,0.37276658,-0.575764,-0.5283835,2.263429,2.0482714,-0.28331006,-0.5798987,1.1715494,-0.5845718,-0.58762723,-0.58567274,-0.58092386,0.6701244,0.69033396,-0.5953388,0.9010227,-0.5868878,-0.12652074,1.858113,0.31390366,-0.59516513,-0.5788914,0.6902955,-0.10957521,-0.5950952,-0.59471554,0.35736254,-0.5944046,-0.577407,-0.5958767,-0.5746345,2.2637706,-0.58772224,-0.5799873,-0.5822983,0.13250796,1.3898623,0.33026445,-0.13731569,-0.58868873,-0.5935099,-0.574193,-0.58368003,-0.5844067,0.47956747,-0.2971003,-0.58140874,-0.594225,1.2613722,-0.57450205,0.7888057,-0.5842424,-0.57483023,0.44967628,-0.5823803,-0.5852751,-0.58759737,-0.5765228,-0.5827652,4.6929846,-0.58291215,-0.57855606,-0.57973427,-0.4737929,0.792458
Darrington,2017-03-05,2017-02-23,2017-03-04,10,0.31984708,-0.591166,-0.37111327,2.5041428,2.5468612,-0.5878953,-0.595419,1.0601209,-0.5999954,-0.6031311,-0.6011302,-0.5964652,0.35516614,0.76576877,-0.61104834,1.0638019,-0.6023668,-0.3305122,1.8745329,0.16000703,-0.61087096,-0.5943853,-0.13176584,-0.1477491,-0.6107975,-0.61042684,0.5245436,-0.61009014,-0.59286183,-0.6116192,-0.5654193,2.5230439,-0.6032456,-0.59554654,-0.59788334,0.73044443,1.3933376,0.96907234,-0.11315191,-0.49088383,-0.60918534,-0.5895558,-0.59907657,-0.5189901,0.31755057,0.20208855,-0.59674454,-0.60990554,1.3568965,-0.589875,0.8737229,-0.5998584,-0.5902151,1.1071393,-0.5979694,-0.6009619,-0.5298962,-0.5919409,-0.59836817,3.9115825,-0.59851265,-0.5940436,-0.5952474,-0.48079243,-0.19511151
Darrington,2017-03-06,2017-02-24,2017-03-05,10,0.37058112,-0.58147013,-0.49395806,2.5171185,1.9596863,-0.5782484,-0.58564866,1.029661,-0.5902859,-0.59337115,-0.59139943,-0.24844511,0.047009952,0.45755768,-0.6011589,1.003021,-0.59262246,-0.33499953,2.0058265,0.272911,-0.6009838,-0.5846316,0.14535607,0.18217558,-0.60091263,-0.6005362,0.569957,-0.6002158,-0.5831327,-0.60170895,-0.5803318,2.8280845,-0.5934733,-0.5857517,-0.58807224,0.62381065,1.4268947,0.56257534,0.15355839,-0.59444547,-0.5993174,-0.57988465,-0.58938414,-0.5901162,0.054001614,-0.23365611,-0.5870904,-0.60003436,1.0133076,-0.5801974,1.1057041,-0.5900278,-0.58053,1.2761266,-0.58815575,-0.59108675,-0.5933356,-0.5822349,-0.5885458,4.180989,-0.58869183,-0.5842939,-0.5854816,-0.269477,-0.03441026
Darrington,2017-03-07,2017-02-25,2017-03-06,10,0.4045914,-0.584462,-0.5230601,2.3315506,2.0776012,-0.35827938,-0.5886635,1.060679,-0.593282,-0.5963828,-0.5944021,-0.5897005,0.28862375,0.64183515,-0.6042105,0.95454943,-0.5956293,-0.05715765,1.794008,0.18498042,-0.6040347,-0.5876413,0.7709986,0.006052188,-0.60396284,-0.6035882,0.29322252,-0.6032627,-0.58613485,-0.60476696,-0.58331907,2.5694404,-0.5964888,-0.58877414,-0.5910997,0.69405425,1.1809846,0.48772478,0.03527923,-0.59746385,-0.60236233,-0.5828689,-0.592375,-0.5931099,0.16594496,-0.48403165,-0.59006935,-0.60308033,1.4791676,-0.58318365,1.1491003,-0.5930612,-0.58351856,0.9875638,-0.59118396,-0.594134,-0.59634435,-0.58522993,-0.5915767,4.3723464,-0.59172225,-0.5873024,-0.588495,-0.4446658,0.26169494
Darrington,2017-03-08,2017-02-26,2017-03-07,10,0.40694213,-0.5830376,-0.41021216,2.2807896,2.067015,-0.2589479,-0.5872282,1.1448113,-0.5918556,-0.59494895,-0.5929725,-0.5882633,0.5894007,0.69134474,-0.60275763,0.64135313,-0.59419775,0.2784097,1.5300798,0.047258034,-0.6025822,-0.5862084,1.2881066,-0.1594342,-0.6025107,-0.6021352,0.093372546,-0.6018121,-0.58470553,-0.6033111,-0.58189684,2.291049,-0.59505314,-0.58733517,-0.5896583,0.61466324,0.8503487,0.42033166,-0.051776797,-0.59602684,-0.6009127,-0.5814481,-0.5909511,-0.59168464,0.24085994,-0.5910323,-0.5886511,-0.60163015,1.9210155,-0.5817619,1.1306157,-0.59161705,-0.58209574,0.71229887,-0.5897423,-0.5926832,-0.59491193,-0.583804,-0.5901337,4.50449,-0.5902795,-0.5858701,-0.58706033,-0.4801651,0.48151022
Darrington,2017-03-09,2017-02-27,2017-03-08,10,0.40987357,-0.57256585,-0.4464994,2.102478,2.0744033,-0.13039401,-0.5766761,1.2073913,-0.58136916,-0.584408,-0.5824631,-0.5776968,0.84154046,0.848087,-0.5920769,0.31723055,-0.58367366,0.6069975,1.2996438,-0.13226604,-0.5919039,-0.57567424,1.7691509,-0.31508303,-0.5918348,-0.5914532,-0.124628685,-0.5911476,-0.5741979,-0.5926079,-0.57144135,2.0659285,-0.58449894,-0.57675654,-0.57906216,0.46224022,0.6464993,0.4313128,-0.15270595,-0.5854623,-0.590255,-0.571003,-0.5804831,-0.5812066,0.32008538,-0.58056074,-0.5782244,-0.590969,2.245252,-0.57131,1.0689597,-0.58099985,-0.57163566,0.29764444,-0.57914335,-0.58201784,-0.5180335,-0.5733214,-0.57952535,4.505147,-0.5796728,-0.57534015,-0.57651305,-0.49447578,0.678442
Darrington,2017-03-10,2017-02-28,2017-03-09,10,0.41890082,-0.5648119,-0.57879156,1.8897073,2.0868435,-0.029708639,-0.56886256,1.1672497,-0.57360435,-0.57660276,-0.5746812,-0.5698727,0.95124763,0.9963046,-0.58416814,0.14447002,-0.57588094,0.7896824,1.1739981,-0.25450066,-0.583997,-0.567874,2.097269,-0.36902928,-0.5839296,-0.5835435,-0.3111716,-0.5413857,-0.5664174,-0.5846826,-0.5636994,2.0045898,-0.5766839,-0.5689234,-0.57121605,0.34835908,0.5665367,0.47296062,-0.2048642,-0.5776396,-0.5823634,-0.5632688,-0.57273185,-0.573448,0.35600287,-0.5114947,-0.5705038,-0.58307487,2.4089851,-0.5635706,1.0350305,-0.5731381,-0.56389034,-0.04858631,-0.57129514,-0.5741205,-0.3162005,-0.5655593,-0.5716703,4.3973203,-0.57181895,-0.56754315,-0.5687032,-0.5511604,0.86079115
Darrington,2017-03-11,2017-03-01,2017-03-10,10,0.4240087,-0.56889415,-0.5829068,1.8049273,2.0742261,-0.018464655,-0.5729762,1.0970418,-0.57769233,-0.580712,-0.5787782,-0.5739919,1.0298771,1.0385121,-0.5883319,0.07978132,-0.57998365,0.8481595,1.1086318,-0.28887817,-0.58815986,-0.57198066,2.2791176,-0.4257937,-0.5880915,-0.58770776,-0.4363734,-0.49063885,-0.57051367,-0.5888551,-0.56777537,2.0202992,-0.5807983,-0.5730474,-0.5753468,0.3373093,0.486497,0.51280326,-0.21322182,-0.581758,-0.4469498,-0.5673407,-0.5768127,-0.57753277,0.34997463,-0.4262404,-0.5745685,-0.587231,2.5057726,-0.5676452,1.0475848,-0.5772771,-0.5679681,-0.16712119,-0.57542706,-0.5782783,-0.17564711,-0.5696459,-0.5758058,4.26442,-0.57595384,-0.5716481,-0.5728149,-0.573657,0.9519013
Darrington,2017-03-12,2017-03-02,2017-03-11,10,0.41557345,-0.57410973,-0.53420377,1.7922006,1.9777325,-0.044496138,-0.5782318,0.9320572,-0.5829152,-0.58596206,-0.58401257,-0.5792546,1.1406413,1.0268387,-0.5936516,0.034506287,-0.5852253,0.82776237,1.0608913,-0.18866499,-0.59347826,-0.5772273,2.343074,-0.54552704,-0.59340876,-0.59302807,-0.44532186,-0.46374974,-0.5757471,-0.5941859,-0.57298285,2.0407295,-0.586055,-0.5783162,-0.5806244,0.42643607,0.4714518,0.4968119,-0.2020922,-0.58701986,-0.37931865,-0.57254297,-0.5820264,-0.58275145,0.3498464,-0.44274512,-0.5797616,-0.59254086,2.570058,-0.57285094,0.96848905,-0.5825652,-0.5731778,-0.08438754,-0.58070594,-0.58359027,-0.0054351473,-0.5748669,-0.5810894,4.2561646,-0.5812366,-0.5768926,-0.5780681,-0.5855688,0.9776721
Darrington,2017-03-13,2017-03-03,2017-03-12,10,0.41704825,-0.59679794,-0.2942957,1.9709103,1.986161,-0.23699911,-0.6010941,0.94741505,-0.60563517,-0.6088003,-0.6067824,-0.60214806,0.93963015,0.9019193,-0.6167927,0.21512271,-0.60802686,0.5573737,1.3101379,0.19746877,-0.6166139,-0.6000508,1.9460641,-0.5953545,-0.61653924,-0.61617184,-0.34260336,-0.5838456,-0.598513,-0.61737555,-0.59563583,2.2159815,-0.6089219,-0.601236,-0.60358214,0.86041045,0.47539327,0.49282596,0.0028281054,-0.6099091,-0.5661438,-0.59517336,-0.60470647,-0.6054532,0.19883451,-0.6047925,-0.6023522,-0.6156393,2.486713,-0.59549624,0.99435264,-0.6055685,-0.5958407,0.6657046,-0.60366976,-0.6066979,0.15790209,-0.59757864,-0.6040735,4.179244,-0.6042171,-0.59970677,-0.6009199,-0.60838646,0.6828398
