split,n,dropped_nonfinite,r2,rmse,rel_rmse,mae,bias_me,model,n_features
train,6868,0,0.7582621820034572,0.04923106097621626,0.25102205528332816,0.038419636826072544,-2.1338008044630264e-18,linear,50
val,2720,0,0.8057598270540223,0.0463094517339602,0.20907895746738878,0.035120222821068164,-0.010059571292157973,linear,50
test,4016,0,0.6567057389421962,0.05517177761369414,0.26115648052675317,0.04297037066189325,0.005686277331753489,linear,50
train,6868,0,0.9839466548858238,0.012686729133094661,0.06468779584804836,0.008561349946429958,3.988100163818492e-05,xgb,50
val,2720,0,0.8125273136806613,0.045495570209147906,0.20540442679733692,0.03618520139467283,-0.02021578325945652,xgb,50
test,4016,0,0.6489652318740929,0.05579030965896263,0.2640843117299885,0.04415547462438161,-0.021388110518690877,xgb,50
train,6868,0,0.989739130392873,0.010142826130952224,0.05171680258938749,0.006094935206169938,2.1120991460079842e-05,rf,50
val,2720,0,0.8314524098355961,0.04313813696860277,0.19476103401731196,0.033729407486985157,-0.017521428809647223,rf,50
test,4016,0,0.7455238110226512,0.047501495348068926,0.22484907830449358,0.0366179854075188,-0.011249822270031235,rf,50
