model_id,seed,dataset,window,scope,n,rmse_no_smap,mae_no_smap,bias_no_smap,ubrmse_no_smap,r2_no_smap,pearson_no_smap,target_std,prediction_std,diff_pearson,reference_config_id,reference_only,rmse_original,mae_original,bias_original,ubrmse_original,r2_original,pearson_original,rmse_delta_no_smap_minus_original,mae_delta_no_smap_minus_original,bias_delta_no_smap_minus_original,ubrmse_delta_no_smap_minus_original,r2_delta_no_smap_minus_original,pearson_delta_no_smap_minus_original
Clustering_V0_Full_k2_no_smap_fs60,13,wa_temporal,temporal_full,__pooled__,6620,0.05253326633629214,0.039338404033164236,0.008939773669802857,0.05176702153584369,0.7340517686767634,0.861694192384045,0.10186754770708609,0.09059343822139952,0.3444064790076365,Clustering_V0_Full_k2_c0_0_c1_0,True,0.0441761811814679,0.0340358052487639,0.0062353477337389,0.0437339161568825,0.8119364463630931,0.9037703009792996,0.008357085154824244,0.005302598784400335,0.002704425936063957,0.008033105378961194,-0.07788467768632978,-0.04207610859525457
Clustering_V0_Full_k2_no_smap_fs60,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.08648711256111342,0.07685189517412548,0.05034183165239319,0.07032581762795799,-2.3791180802822796,-0.3163559887754833,0.047048925994675826,0.039463365238186346,-0.05362895117099547,Clustering_V0_Full_k2_c0_0_c1_0,True,0.0573423428888674,0.0497668384982955,0.0280739199262176,0.0499999930796071,-0.4854274272904706,0.1098316041960211,0.029144769672246024,0.02708505667582998,0.022267911726175593,0.020325824548350892,-1.893690652991809,-0.42618759297150444
Clustering_V0_Full_k2_no_smap_fs60,42,wa_temporal,temporal_full,__pooled__,6620,0.05221591660129095,0.039198373536274866,0.009160052096357485,0.05140618048547265,0.7372552122706225,0.8637473177371618,0.10186754770708609,0.09071816494876467,0.3483039603868193,Clustering_V0_Full_k2_c0_0_c1_0,True,0.0438936451151031,0.0337737558762832,0.0057493349266736,0.0435154826399932,0.8143343367764553,0.9049030688945208,0.008322271486187846,0.005424617659991665,0.0034107171696838847,0.007890697845479452,-0.07707912450583276,-0.04115575115735892
Global_Single_40_no_smap_fs40,7,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05166253140578694,0.04405465826439232,0.01860513673034335,0.04819612057519932,-0.20573519077883362,0.020152213705289974,0.047048925994675826,0.011444023524684224,-0.05879511079939548,Global_Single_54,True,0.0586011709823274,0.050672179988541,0.0157693235159618,0.0564395754444424,-0.5513620395740133,-0.0609684196126876,-0.006938639576540458,-0.00661752172414868,0.0028358132143815502,-0.008243454869243078,0.3456268487951797,0.08112063331797757
Global_Single_40_no_smap_fs40,7,wa_temporal,temporal_full,__pooled__,6620,0.048935305146783306,0.037260602365060506,0.009432570511867959,0.048017608263505124,0.7692334279222999,0.8826478832881943,0.10186754770708609,0.0935287708436436,0.3488029113245708,Global_Single_54,True,0.0477056662935515,0.0369286533888553,0.0099529233454037,0.0466558668700112,0.7806850540659813,0.8895674772815279,0.0012296388532318028,0.0003319489762052055,-0.0005203528335357404,0.0013617413934939246,-0.011451626143681448,-0.006919593993333528
Global_Single_40_no_smap_fs40,13,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05100514863917878,0.04324693958011636,0.01759000868406916,0.0478760564603967,-0.17524552700585905,0.04564444129794822,0.047048925994675826,0.011264933603682895,-0.07861895045272266,Global_Single_54,True,0.0597555815101415,0.0515400361264247,0.0188279145291152,0.0567118960721602,-0.6130860151803805,-0.0539637766207907,-0.008750432870962721,-0.008293096546308339,-0.001237905845046041,-0.008835839611763499,0.4378404881745215,0.09960821791873892
Global_Single_40_no_smap_fs40,13,wa_temporal,temporal_full,__pooled__,6620,0.04880889996739103,0.03713767708082573,0.009669549509369681,0.04784149379265486,0.7704240781126743,0.8833972682858874,0.10186754770708609,0.09313971483839827,0.35147414001056326,Global_Single_54,True,0.0479825247626769,0.0370793493274385,0.0101154307983523,0.0469041655118674,0.7781320914521387,0.888415013139757,0.0008263752047141318,5.832775338723145e-05,-0.0004458812889826195,0.000937328280787457,-0.007708013339464359,-0.005017744853869632
Global_Single_40_no_smap_fs40,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05123841470713222,0.043836127633510025,0.019162688362668205,0.0475201695747745,-0.18601980352826009,0.07477771928862485,0.047048925994675826,0.011064262698156987,-0.07531417504716237,Global_Single_54,True,0.0595053821947749,0.0513544261023579,0.0164779621194504,0.0571783811814937,-0.5996061669264132,-0.0605705527081843,-0.008266967487642683,-0.007518298468847877,0.0026847262432178054,-0.009658211606719203,0.41358636339815313,0.13534827199680916
Global_Single_40_no_smap_fs40,42,wa_temporal,temporal_full,__pooled__,6620,0.048856873777288194,0.03725469763973147,0.009569217092978236,0.0479105854641469,0.7699725602854519,0.8830625166821534,0.10186754770708609,0.09318082155095404,0.3488929473738362,Global_Single_54,True,0.0478636361243758,0.0370592415431565,0.0105483640440731,0.0466868255404066,0.779230195195575,0.8894319903189023,0.0009932376529123918,0.00019545609657497381,-0.0009791469510948645,0.0012237599237402974,-0.009257634910123103,-0.00636947363674889
Global_Single_50_no_smap_fs50,7,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05122785189561648,0.043818206042521894,0.01882543589479749,0.04764342318946118,-0.1855308573961192,0.056145929022351805,0.047048925994675826,0.010596001703033223,-0.04516519496428948,Global_Single_54,True,0.0586011709823274,0.050672179988541,0.0157693235159618,0.0564395754444424,-0.5513620395740133,-0.0609684196126876,-0.007373319086710919,-0.006853973946019103,0.0030561123788356917,-0.008796152254981218,0.3658311821778941,0.1171143486350394
Global_Single_50_no_smap_fs50,7,wa_temporal,temporal_full,__pooled__,6620,0.0487739313128696,0.037167840377360664,0.009691855232007881,0.04780130037848681,0.770752915080012,0.8834501522871646,0.10186754770708609,0.09264992677088792,0.3420881106913585,Global_Single_54,True,0.0477056662935515,0.0369286533888553,0.0099529233454037,0.0466558668700112,0.7806850540659813,0.8895674772815279,0.0010682650193180945,0.00023918698850536324,-0.0002610681133958185,0.00114543350847561,-0.009932138985969341,-0.006117324994363238
Global_Single_50_no_smap_fs50,13,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.050539983391135274,0.04304453591552743,0.017798020748367158,0.04730243522924503,-0.15390687690671578,0.08758326001141112,0.047048925994675826,0.010515938423427162,-0.017539699462385563,Global_Single_54,True,0.0597555815101415,0.0515400361264247,0.0188279145291152,0.0567118960721602,-0.6130860151803805,-0.0539637766207907,-0.009215598119006227,-0.008495500210897268,-0.001029893780748043,-0.00940946084291517,0.45917913827366474,0.1415470366322018
Global_Single_50_no_smap_fs50,13,wa_temporal,temporal_full,__pooled__,6620,0.04869410248256379,0.03723245315640894,0.009593361651546251,0.04773974265541307,0.7715027234227587,0.8837255658417486,0.10186754770708609,0.09251662879957212,0.34661237980207504,Global_Single_54,True,0.0479825247626769,0.0370793493274385,0.0101154307983523,0.0469041655118674,0.7781320914521387,0.888415013139757,0.0007115777198868911,0.00015310382897044256,-0.00052206914680605,0.0008355771435456724,-0.006629368029379967,-0.0046894472980084645
Global_Single_50_no_smap_fs50,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05037179589909519,0.04303974489418039,0.01725916724211995,0.04732271091356281,-0.14623968859065117,0.07448012690161433,0.047048925994675826,0.009678108141964263,-0.044616217142995684,Global_Single_54,True,0.0595053821947749,0.0513544261023579,0.0164779621194504,0.0571783811814937,-0.5996061669264132,-0.0605705527081843,-0.009133586295679709,-0.008314681208177514,0.0007812051226695517,-0.00985567026793089,0.45336647833576205,0.13505067960979864
Global_Single_50_no_smap_fs50,42,wa_temporal,temporal_full,__pooled__,6620,0.048697184047365435,0.03710742541290481,0.009432637881098162,0.0477749000705083,0.7714738019965909,0.8836530245691174,0.10186754770708609,0.09288715815315346,0.34435350475813176,Global_Single_54,True,0.0478636361243758,0.0370592415431565,0.0105483640440731,0.0466868255404066,0.779230195195575,0.8894319903189023,0.0008335479229896331,4.818386974830835e-05,-0.0011157261629749383,0.0010880745301017,-0.007756393198984135,-0.00577896574978487
Global_Single_60_no_smap_fs60,7,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.0499897780569685,0.042101340614535146,0.01454258487430239,0.04782772350173778,-0.12891953724365846,0.05530736427314202,0.047048925994675826,0.011583293085127493,-0.008537510608671467,Global_Single_54,True,0.0586011709823274,0.050672179988541,0.0157693235159618,0.0564395754444424,-0.5513620395740133,-0.0609684196126876,-0.008611392925358903,-0.00857083937400585,-0.0012267386416594094,-0.00861185194270462,0.42244250233035485,0.11627578388582963
Global_Single_60_no_smap_fs60,7,wa_temporal,temporal_full,__pooled__,6620,0.05381330837686976,0.04049050130436247,0.010468790323919726,0.05278519288226468,0.7209335146302859,0.8557058708862963,0.10186754770708609,0.08993530973743516,0.35127074538675873,Global_Single_54,True,0.0477056662935515,0.0369286533888553,0.0099529233454037,0.0466558668700112,0.7806850540659813,0.8895674772815279,0.0061076420833182585,0.00356184791550717,0.0005158669785160271,0.00612932601225348,-0.059751539435695444,-0.0338616063952315
Global_Single_60_no_smap_fs60,13,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.050881041166893855,0.0428868865696368,0.014763316520124914,0.0486921434684668,-0.16953318996777522,-0.012227827993691187,0.047048925994675826,0.011980743184245954,-0.01163949854677518,Global_Single_54,True,0.0597555815101415,0.0515400361264247,0.0188279145291152,0.0567118960721602,-0.6130860151803805,-0.0539637766207907,-0.008874540343247646,-0.0086531495567879,-0.004064598008990287,-0.008019752603693399,0.4435528252126053,0.04173594862709951
Global_Single_60_no_smap_fs60,13,wa_temporal,temporal_full,__pooled__,6620,0.053451288741965634,0.04036476600077397,0.009938580557956043,0.05251918587211725,0.7246756270405349,0.8572025502867257,0.10186754770708609,0.08982030181359563,0.3516585424235475,Global_Single_54,True,0.0479825247626769,0.0370793493274385,0.0101154307983523,0.0469041655118674,0.7781320914521387,0.888415013139757,0.005468763979288735,0.00328541667333547,-0.00017685024039625769,0.005615020360249849,-0.05345646441160379,-0.031212462853031364
Global_Single_60_no_smap_fs60,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.050019542278166296,0.041619704388357937,0.012542621749709297,0.04842145443252387,-0.13026426872160246,-0.016562173573985026,0.047048925994675826,0.010694346534073872,-0.024224508939860466,Global_Single_54,True,0.0595053821947749,0.0513544261023579,0.0164779621194504,0.0571783811814937,-0.5996061669264132,-0.0605705527081843,-0.009485839916608604,-0.009734721713999965,-0.003935340369741103,-0.008756926748969836,0.46934189820481076,0.04400837913419928
Global_Single_60_no_smap_fs60,42,wa_temporal,temporal_full,__pooled__,6620,0.05374518530678892,0.04055004162893734,0.010130307665251139,0.05278183219885829,0.7216396162710803,0.855723229553296,0.10186754770708609,0.08992866224973035,0.3530117302585014,Global_Single_54,True,0.0478636361243758,0.0370592415431565,0.0105483640440731,0.0466868255404066,0.779230195195575,0.8894319903189023,0.005881549182413119,0.003490800085780843,-0.00041805637882196163,0.006095006658451689,-0.057590578924494706,-0.03370876076560625
Global_Single_69_no_smap_fs69,7,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05057002601547768,0.04127380456300035,0.011098832744429752,0.049337039259741394,-0.15527912485467077,-0.11178326063993328,0.047048925994675826,0.010495147387338819,0.05167909532862589,Global_Single_54,True,0.0586011709823274,0.050672179988541,0.0157693235159618,0.0564395754444424,-0.5513620395740133,-0.0609684196126876,-0.008031144966849722,-0.009398375425540645,-0.004670490771532048,-0.007102536184701004,0.39608291471934254,-0.050814841027245684
Global_Single_69_no_smap_fs69,7,wa_temporal,temporal_full,__pooled__,6620,0.054111610559729385,0.04062513065290414,0.009499826232139044,0.053271190139952566,0.7178310527091825,0.8531006937701376,0.10186754770708609,0.0905090677441811,0.3424110841687242,Global_Single_54,True,0.0477056662935515,0.0369286533888553,0.0099529233454037,0.0466558668700112,0.7806850540659813,0.8895674772815279,0.006405944266177882,0.003696477264048842,-0.00045309711326465586,0.006615323269941367,-0.06285400135679886,-0.03646678351139021
Global_Single_69_no_smap_fs69,13,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05033022223128982,0.04038368338066254,0.008887185114691897,0.04953937030875765,-0.14434840311412955,-0.11224574612029004,0.047048925994675826,0.01110301068328714,0.023788251798526654,Global_Single_54,True,0.0597555815101415,0.0515400361264247,0.0188279145291152,0.0567118960721602,-0.6130860151803805,-0.0539637766207907,-0.009425359278851679,-0.011156352745762162,-0.009940729414423304,-0.0071725257634025485,0.468737612066251,-0.058281969499499334
Global_Single_69_no_smap_fs69,13,wa_temporal,temporal_full,__pooled__,6620,0.05404249091754497,0.04063171753235094,0.00989356384273739,0.053129165427875956,0.7185514511632015,0.8538762170524143,0.10186754770708609,0.0903921632914162,0.34143513192045977,Global_Single_54,True,0.0479825247626769,0.0370793493274385,0.0101154307983523,0.0469041655118674,0.7781320914521387,0.888415013139757,0.00605996615486807,0.0035523682049124414,-0.00022186695561491124,0.006224999916008556,-0.05958064028893717,-0.03453879608734267
Global_Single_69_no_smap_fs69,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05023865364077765,0.03995116593630216,0.006727357961803921,0.049786192608912906,-0.1401882367634837,-0.18860949054888337,0.047048925994675826,0.009668218053699797,0.05282338655841864,Global_Single_54,True,0.0595053821947749,0.0513544261023579,0.0164779621194504,0.0571783811814937,-0.5996061669264132,-0.0605705527081843,-0.009266728553997253,-0.011403260166055744,-0.009750604157646479,-0.007392188572580796,0.45941793016292953,-0.12803893784069909
Global_Single_69_no_smap_fs69,42,wa_temporal,temporal_full,__pooled__,6620,0.05415106419513737,0.04072841418583587,0.009651864293550763,0.05328394945126317,0.7174194349757934,0.8530055718907226,0.10186754770708609,0.09045409762545299,0.3436961097604981,Global_Single_54,True,0.0478636361243758,0.0370592415431565,0.0105483640440731,0.0466868255404066,0.779230195195575,0.8894319903189023,0.006287428070761568,0.0036691726426793733,-0.0008964997505223372,0.006597123910856567,-0.0618107602197816,-0.03642641842817973
Seasonal_Binary_k2_no_smap_fs60,7,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05091465836528397,0.04160580643626988,0.011770276435286053,0.04953547243229372,-0.17107912600162645,-0.15802390386685794,0.047048925994675826,0.009753474224219037,0.09322942907510295,Seasonal_Binary_k2_c0_0_c1_0,True,0.0586669553567209,0.0511771148931686,0.0207957712889415,0.0548575204263328,-0.5548470437837549,-0.0691458021977475,-0.007752296991436931,-0.009571308456898714,-0.009025494853655447,-0.005322047994039084,0.3837679177821285,-0.08887810166911043
Seasonal_Binary_k2_no_smap_fs60,7,wa_temporal,temporal_full,__pooled__,6620,0.0539602299153275,0.04002683563186503,0.010148159675034478,0.05299737038500126,0.719407615217383,0.8546108056561015,0.10186754770708609,0.09032266575754512,0.3168592293142762,Seasonal_Binary_k2_c0_0_c1_0,True,0.0489954371571259,0.037798917388916,0.0105487999559349,0.0478463758471584,0.7686659446463058,0.8836700548488229,0.004964792758201601,0.0022279182429490313,-0.0004006402809004217,0.0051509945378428595,-0.04925832942892283,-0.029059249192721404
Seasonal_Binary_k2_no_smap_fs60,13,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.050834711907596634,0.04065842414443996,0.00907694633610074,0.050017766642862956,-0.1674043444495643,-0.19919995165083296,0.047048925994675826,0.010018901102961244,0.06079279637638933,Seasonal_Binary_k2_c0_0_c1_0,True,0.0591880500351442,0.0511516046267793,0.0214695425908469,0.0551569035380209,-0.5825907988707002,-0.0451723589746157,-0.008353338127547565,-0.01049318048233934,-0.01239259625474616,-0.005139136895157943,0.4151864544211359,-0.15402759267621724
Seasonal_Binary_k2_no_smap_fs60,13,wa_temporal,temporal_full,__pooled__,6620,0.05366823084719431,0.039842274032141495,0.009671273102149826,0.052789634198878214,0.722436180168478,0.8558507691674404,0.10186754770708609,0.09045400947792916,0.32449451694682335,Seasonal_Binary_k2_c0_0_c1_0,True,0.0486397040527892,0.0375289795677827,0.0107298425277374,0.0474414511758744,0.7720129679664113,0.8856268205482768,0.00502852679440511,0.002313294464358795,-0.0010585694255875744,0.0053481830230038135,-0.049576787797933286,-0.029776051380836388
Seasonal_Binary_k2_no_smap_fs60,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05106098652832824,0.0413329892468934,0.009770894257297364,0.05011740187458674,-0.17782013571612043,-0.20553612635753143,0.047048925994675826,0.01012030804019316,0.029557856293317343,Seasonal_Binary_k2_c0_0_c1_0,True,0.0584175304965368,0.0507000711552008,0.0188414492786628,0.0552956386923361,-0.5416541622549425,-0.0387682594725169,-0.007356543968208562,-0.0093670819083074,-0.009070555021365436,-0.005178236817749357,0.363834026538822,-0.16676786688501455
Seasonal_Binary_k2_no_smap_fs60,42,wa_temporal,temporal_full,__pooled__,6620,0.054008818810004085,0.04001150314295579,0.009897841805174598,0.053094116781914634,0.71890206466192,0.854092876479355,0.10186754770708609,0.0904313470208876,0.3163957014191713,Seasonal_Binary_k2_c0_0_c1_0,True,0.0488756742809565,0.0376977827784878,0.0104277426500334,0.0477503269061356,0.7697954935406667,0.884221724558964,0.005133144529047583,0.002313720364467989,-0.0005299008448588025,0.005343789875779034,-0.050893428878746705,-0.030128848079609027
Trained_Gating_k2_no_smap_fs60,7,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05140296610103131,0.04121671689118763,0.008655787317027892,0.050668947787635706,-0.19364980502693752,-0.0851155453921498,0.047048925994675826,0.015225007541001074,0.03584899619785771,Trained_Gating_k2_c0_0_c1_0,True,0.0528727008864622,0.0462336176968946,0.0201048435058986,0.0489011018958942,-0.262884298855129,-0.0372302295539607,-0.0014697347854308873,-0.005016900805706971,-0.01144905618887071,0.001767845891741504,0.06923449382819147,-0.0478853158381891
Trained_Gating_k2_no_smap_fs60,7,wa_temporal,temporal_full,__pooled__,6620,0.053830005912239,0.0406621390388091,0.012843972110793276,0.05227525147647642,0.7207603067166839,0.8631316464725198,0.10186754770708609,0.09722717841506105,0.26159712616943726,Trained_Gating_k2_c0_0_c1_0,True,0.0524431628576483,0.038834805109084,0.0144967499973685,0.0503996981144493,0.734963279125743,0.875377499455871,0.0013868430545906987,0.0018273339297251029,-0.001652777886575224,0.0018755533620271256,-0.0142029724090591,-0.012245852983351124
Trained_Gating_k2_no_smap_fs60,13,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.05172383774068624,0.04105874674232032,0.007274044362773742,0.0512098005193658,-0.20859850630811128,-0.11523625843985327,0.047048925994675826,0.015512381154267672,0.049472421349959446,Trained_Gating_k2_c0_0_c1_0,True,0.0535149567411324,0.0470187927239855,0.0213422113520846,0.0490750507855898,-0.2937516875485415,-0.0531820490507697,-0.0017911190004461577,-0.005960045981665177,-0.014068166989310859,0.0021347497337760035,0.0851531812404302,-0.06205420938908357
Trained_Gating_k2_no_smap_fs60,13,wa_temporal,temporal_full,__pooled__,6620,0.05370366148847267,0.040532957084733555,0.012470202302671598,0.05223578573926985,0.7220695755621942,0.8632072740131721,0.10186754770708609,0.09708479090343879,0.2618569197101081,Trained_Gating_k2_c0_0_c1_0,True,0.0525656084903949,0.0389735843204209,0.01462432500196,0.0504903190146639,0.7337242053253119,0.874742340597141,0.0011380529980777737,0.0015593727643126581,-0.002154122699288403,0.0017454667246059458,-0.011654629763117708,-0.011535066583968856
