model_id,dataset,window,scope,n_seeds,n_mean,rmse_mean,rmse_std,rmse_median,mae_mean,mae_std,mae_median,bias_mean,bias_std,bias_median,ubrmse_mean,ubrmse_std,ubrmse_median,r2_mean,r2_std,r2_median,pearson_mean,pearson_std,pearson_median,target_std_mean,target_std_std,target_std_median,prediction_std_mean,prediction_std_std,prediction_std_median,diff_pearson_mean,diff_pearson_std,diff_pearson_median
Clustering_Backbone_k2_no_smap_fs60,wa_temporal,temporal_full,Quinault,3,1044.0,0.04209890530110457,8.041583467655909e-05,0.04209510137201754,0.03384274705637386,7.42685286603413e-05,0.03380088463945181,-0.025126267186735968,9.801710347434036e-05,-0.0250915987122219,0.033778449930543165,6.424178363250892e-05,0.033798645148109645,0.6320570393268231,0.0014057550043611125,0.6321244235893417,0.8735780081672025,0.0005099394108237591,0.8734095428101736,0.06940345358458443,0.0,0.06940345358458443,0.06084578253335116,0.00014585791090145254,0.06084120871823155,0.7005572666689387,0.0023244610604717325,0.6994152760263247
Clustering_Backbone_k2_no_smap_fs60,wa_temporal,temporal_full,SourdoughGulch_WA_985,3,906.0,0.066828721419647,0.000274116483479371,0.06683105301046824,0.04695005138000204,0.0002806723057748208,0.047014570335152404,0.01009547273467091,0.0004142119540761041,0.010113752443598302,0.06606079937738044,0.0003144868968787952,0.06600101938644597,0.3050342570660193,0.00570097927704928,0.3049935582832465,0.6578762656210895,0.0024937888454764847,0.6570513540980654,0.08016483243232275,0.0,0.08016483243232275,0.07955154809366975,0.00035551157662618254,0.07952941957910449,0.14374375234747958,0.002400193025796314,0.14469054174459572
Clustering_Backbone_k2_no_smap_fs60,wa_temporal,temporal_full,Spokane,3,897.0,0.030851027339221532,0.0002679858092776435,0.03072276252803073,0.02167130925576954,0.00012938339843306253,0.02168927033655884,0.0026445650532758267,9.026515421955369e-05,0.0026492722088277583,0.030737417225982572,0.0002620827279562924,0.030608323935121015,0.9278451799724792,0.001256488448101488,0.9284475071732412,0.9686421109320137,0.0006424000517265399,0.9689385906680303,0.11485446404947203,0.0,0.11485446404947203,0.09983014556229548,0.00014544561235258486,0.09975579717880173,0.2547908867357309,0.014156467982666834,0.25400909968083096
Clustering_Backbone_k2_no_smap_fs60,wa_temporal,temporal_full,__pooled__,3,6620.0,0.052268541449255856,0.0002455377919727416,0.05221344552992778,0.03913266224114436,0.00019775053733735962,0.039037009697324196,0.009099749252647277,2.642900725800959e-05,0.009094384682304515,0.05147030024978835,0.00025369621026697606,0.051415329050362016,0.7367214671890193,0.002475387692949449,0.737280080004455,0.8634108176096428,0.0014157445862008442,0.8637616944090557,0.1018675477070861,1.6996749443881478e-17,0.10186754770708609,0.09079158772980267,0.00012219726473091622,0.09074125539847143,0.34546201533088955,0.00020370989207912034,0.34552604037478063
Clustering_Backbone_k2_no_smap_fs60,wa_temporal,temporal_summer_2025,CayusePass_WA,3,31.0,0.021462310728927087,0.0001046817488791051,0.021494825405891597,0.0074853222985421415,0.00012282501479936976,0.0075381735178732005,-0.004689370186098214,0.000674988703864778,-0.004319701698518623,0.02093622406631389,0.00016737655146353765,0.020903564744194622,0.21524088097738944,0.007647299399249554,0.21287379632291048,0.5214983068042738,0.01870134447759211,0.5291565355707896,0.024227674856002995,0.0,0.024227674856002995,0.009354915132320408,0.00033673371482892097,0.009325614105398169,-0.13549214132581452,0.04676456174805659,-0.12284844162081558
Clustering_Backbone_k2_no_smap_fs60,wa_temporal,temporal_summer_2025,Darrington,3,31.0,0.03919820799688295,0.0009299111330045757,0.03883984556280892,0.03272806274249986,0.000902352886557113,0.032402604478020784,0.030359819350704028,0.0011655145828710605,0.029779586159413823,0.024786259863660263,0.0003736471173857399,0.02480713625857941,-0.5276367626238526,0.07287748714438508,-0.4992696458433501,0.6996570158947811,0.008646678288297977,0.7004832722435224,0.03172032440295856,0.0,0.03172032440295856,0.03221501240165257,0.0008852836361082842,0.03221260663536544,0.6941947143165993,0.019006202669943267,0.696743057616586
Clustering_Backbone_k2_no_smap_fs60,wa_temporal,temporal_summer_2025,Paradise_WA,3,31.0,0.02179242322559256,0.000953316189717166,0.02205527883676652,0.01610155690164972,0.0009112162039697901,0.016567334594265067,0.01610155690164972,0.0009112162039697901,0.016567334594265067,0.014681292928331173,0.0004922568388789398,0.014558803144805179,-35.221502595989996,3.1386915458526374,-36.0532931919299,0.41172716397085213,0.027994718471688933,0.3968668220286801,0.003623257053444897,5.311484201212962e-19,0.0036232570534448965,0.01579709557770342,0.000424975564119227,0.015611815863937676,-0.1219840291053349,0.04217440641993772,-0.13198860222372347
Clustering_Backbone_k2_no_smap_fs60,wa_temporal,temporal_summer_2025,Quinault,3,31.0,0.025801231068770924,0.0006676740503236973,0.02593380270209181,0.02182706918319069,0.00041334715567227357,0.022003883075329595,-0.021173535134843633,0.0004498646590389025,-0.021186501228040295,0.014742919131875936,0.0005388093066672655,0.014956412949142303,0.7271208057775415,0.014064660140320562,0.7244324137076961,0.9545727592209743,0.0032704429643693653,0.953545324372369,0.04940286510036509,8.498374721940739e-18,0.04940286510036508,0.046923716907511175,0.0011261745016598165,0.04754607532430336,0.9191199396125294,0.007351581901239714,0.922684015846484
Clustering_Backbone_k2_no_smap_fs60,wa_temporal,temporal_summer_2025,Spokane,3,31.0,0.022292909571669673,0.0002318091035153254,0.022411048635206002,0.019863356380052422,0.00026381875335781653,0.019845105501913214,0.019863356380052422,0.00026381875335781653,0.019845105501913214,0.010116243914498257,0.0003284576897000439,0.010030900822896332,-10.250442003564544,0.23326651902575565,-10.369179629559419,-0.3236810969670942,0.031128423713330484,-0.3319150078509472,0.006646570473821484,0.0,0.006646570473821484,0.005769743192274097,0.0002894117886027037,0.005623905679044751,0.018834441601711546,0.017079435079321574,0.010496872527548069
Clustering_Backbone_k2_no_smap_fs60,wa_temporal,temporal_summer_2025,__pooled__,3,155.0,0.026966439795605895,0.0002978188271755077,0.026879302620709304,0.019601073501186964,0.0002956270889830005,0.019609318969326616,0.008092365462292864,0.0005308327036172259,0.00779776173445482,0.025720755967305664,0.00015724538831414652,0.025730511556204424,0.7241497192652632,0.006106032721990049,0.7259518435939822,0.8668617706262501,0.002302922867727456,0.8668191268341161,0.051345756207705255,0.0,0.051345756207705255,0.04203292738400507,0.00039358716329065306,0.041940649427324554,0.5531900047254749,0.010467853337556598,0.5478946565502917
