model_id,seed,dataset,window,scope,reference_config_id,reference_only,rmse,mae,bias,ubrmse,r2,pearson
Global_Single_60_no_smap_fs60,13,wa_temporal,temporal_full,__pooled__,Global_Single_54,True,0.0479825247626769,0.0370793493274385,0.0101154307983523,0.0469041655118674,0.7781320914521387,0.888415013139757
Global_Single_69_no_smap_fs69,42,wa_temporal,temporal_full,__pooled__,Global_Single_54,True,0.0478636361243758,0.0370592415431565,0.0105483640440731,0.0466868255404066,0.779230195195575,0.8894319903189023
Global_Single_69_no_smap_fs69,7,wa_temporal,temporal_full,__pooled__,Global_Single_54,True,0.0477056662935515,0.0369286533888553,0.0099529233454037,0.0466558668700112,0.7806850540659813,0.8895674772815279
Global_Single_69_no_smap_fs69,13,wa_temporal,temporal_full,__pooled__,Global_Single_54,True,0.0479825247626769,0.0370793493274385,0.0101154307983523,0.0469041655118674,0.7781320914521387,0.888415013139757
Clustering_V0_Full_k2_no_smap_fs60,42,ece_spatial,spatial_ece_v3_full,__pooled__,Clustering_V0_Full_k2_c0_0_c1_0,True,0.0573423428888674,0.0497668384982955,0.0280739199262176,0.0499999930796071,-0.4854274272904706,0.1098316041960211
Clustering_V0_Full_k2_no_smap_fs60,7,ece_spatial,spatial_ece_v3_full,__pooled__,Clustering_V0_Full_k2_c0_0_c1_0,True,0.0585756594340565,0.0510231282397537,0.0305369694472957,0.0499860117943961,-0.5500115876294633,0.1150540501587033
Clustering_V0_Full_k2_no_smap_fs60,13,ece_spatial,spatial_ece_v3_full,__pooled__,Clustering_V0_Full_k2_c0_0_c1_0,True,0.0595111636304364,0.0511577309023604,0.0304718829185424,0.0511179317661349,-0.5999170117292603,0.1006092030197065
Clustering_Backbone_k2_no_smap_fs60,42,ece_spatial,spatial_ece_v3_full,__pooled__,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0573423315103404,0.0497668237726701,0.0280738954208624,0.0499999937894021,-0.48542683777935,0.1098316296049818
Clustering_Backbone_k2_no_smap_fs60,7,ece_spatial,spatial_ece_v3_full,__pooled__,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0585756468905128,0.0510231126474391,0.0305369441544897,0.0499860125469878,-0.5500109237825275,0.1150540742983844
Clustering_Backbone_k2_no_smap_fs60,13,ece_spatial,spatial_ece_v3_full,__pooled__,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0595111520313998,0.0511577162301339,0.0304718584798723,0.0511179328307299,-0.5999163880649543,0.1006092247178154
Trained_Gating_k2_no_smap_fs60,42,ece_spatial,spatial_ece_v3_full,__pooled__,Trained_Gating_k2_c0_0_c1_0,True,0.052027147642283,0.0450855406178725,0.0177634527990349,0.0489007549680817,-0.2228145709697504,-0.0363750194739915
Trained_Gating_k2_no_smap_fs60,7,ece_spatial,spatial_ece_v3_full,__pooled__,Trained_Gating_k2_c0_0_c1_0,True,0.0528727008864622,0.0462336176968946,0.0201048435058986,0.0489011018958942,-0.262884298855129,-0.0372302295539607
Trained_Gating_k2_no_smap_fs60,13,ece_spatial,spatial_ece_v3_full,__pooled__,Trained_Gating_k2_c0_0_c1_0,True,0.0535149567411324,0.0470187927239855,0.0213422113520846,0.0490750507855898,-0.2937516875485415,-0.0531820490507697
Univariate_G_API_k2_no_smap_fs60,42,ece_spatial,spatial_ece_v3_full,__pooled__,Univariate_G_API_k2_c0_0_c1_0,True,0.0576472111198825,0.0514315459948391,0.0209833662292066,0.0536926372195601,-0.5012643622173723,-0.0815241878192231
Univariate_G_API_k2_no_smap_fs60,7,ece_spatial,spatial_ece_v3_full,__pooled__,Univariate_G_API_k2_c0_0_c1_0,True,0.0578657733412616,0.0517207603246978,0.0210432798743946,0.0539038783067616,-0.512669655897205,-0.0860824715513776
Univariate_G_API_k2_no_smap_fs60,13,ece_spatial,spatial_ece_v3_full,__pooled__,Univariate_G_API_k2_c0_0_c1_0,True,0.0588597482743464,0.052150349178717,0.0221216650387349,0.054544494706922,-0.5650829948951992,-0.0743378192389169
Clustering_Dynamic_k2_no_smap_fs60,42,ece_spatial,spatial_ece_v3_full,__pooled__,Clustering_Dynamic_k2_c0_0_c1_0,True,0.0598591898286793,0.0532210015960042,0.0266477263609713,0.0536005717015841,-0.6186846225548344,-0.1403959656603549
Clustering_Dynamic_k2_no_smap_fs60,7,ece_spatial,spatial_ece_v3_full,__pooled__,Clustering_Dynamic_k2_c0_0_c1_0,True,0.0586251340351437,0.0520295566491127,0.0246312550012668,0.0531996956542153,-0.5526310576055897,-0.1370695917365441
Clustering_Dynamic_k2_no_smap_fs60,13,ece_spatial,spatial_ece_v3_full,__pooled__,Clustering_Dynamic_k2_c0_0_c1_0,True,0.0583869783613655,0.0515048810773367,0.0231431554800868,0.0536044176966328,-0.5400420259944612,-0.1277461241312806
Seasonal_Binary_k2_no_smap_fs60,42,ece_spatial,spatial_ece_v3_full,__pooled__,Seasonal_Binary_k2_c0_0_c1_0,True,0.0584175304965368,0.0507000711552008,0.0188414492786628,0.0552956386923361,-0.5416541622549425,-0.0387682594725169
Seasonal_Binary_k2_no_smap_fs60,7,ece_spatial,spatial_ece_v3_full,__pooled__,Seasonal_Binary_k2_c0_0_c1_0,True,0.0586669553567209,0.0511771148931686,0.0207957712889415,0.0548575204263328,-0.5548470437837549,-0.0691458021977475
Seasonal_Binary_k2_no_smap_fs60,13,ece_spatial,spatial_ece_v3_full,__pooled__,Seasonal_Binary_k2_c0_0_c1_0,True,0.0591880500351442,0.0511516046267793,0.0214695425908469,0.0551569035380209,-0.5825907988707002,-0.0451723589746157
Global_Single_40_no_smap_fs40,42,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0595053821947749,0.0513544261023579,0.0164779621194504,0.0571783811814937,-0.5996061669264132,-0.0605705527081843
Global_Single_40_no_smap_fs40,7,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0586011709823274,0.050672179988541,0.0157693235159618,0.0564395754444424,-0.5513620395740133,-0.0609684196126876
Global_Single_40_no_smap_fs40,13,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0597555815101415,0.0515400361264247,0.0188279145291152,0.0567118960721602,-0.6130860151803805,-0.0539637766207907
Global_Single_50_no_smap_fs50,42,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0595053821947749,0.0513544261023579,0.0164779621194504,0.0571783811814937,-0.5996061669264132,-0.0605705527081843
Global_Single_50_no_smap_fs50,7,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0586011709823274,0.050672179988541,0.0157693235159618,0.0564395754444424,-0.5513620395740133,-0.0609684196126876
Global_Single_50_no_smap_fs50,13,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0597555815101415,0.0515400361264247,0.0188279145291152,0.0567118960721602,-0.6130860151803805,-0.0539637766207907
Global_Single_60_no_smap_fs60,42,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0595053821947749,0.0513544261023579,0.0164779621194504,0.0571783811814937,-0.5996061669264132,-0.0605705527081843
Global_Single_60_no_smap_fs60,7,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0586011709823274,0.050672179988541,0.0157693235159618,0.0564395754444424,-0.5513620395740133,-0.0609684196126876
Global_Single_60_no_smap_fs60,13,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0597555815101415,0.0515400361264247,0.0188279145291152,0.0567118960721602,-0.6130860151803805,-0.0539637766207907
Global_Single_69_no_smap_fs69,42,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0595053821947749,0.0513544261023579,0.0164779621194504,0.0571783811814937,-0.5996061669264132,-0.0605705527081843
Global_Single_69_no_smap_fs69,7,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0586011709823274,0.050672179988541,0.0157693235159618,0.0564395754444424,-0.5513620395740133,-0.0609684196126876
Global_Single_69_no_smap_fs69,13,ece_spatial,spatial_ece_v3_full,__pooled__,Global_Single_54,True,0.0597555815101415,0.0515400361264247,0.0188279145291152,0.0567118960721602,-0.6130860151803805,-0.0539637766207907
