model_id,old_model_id,dataset,window,n_seeds,old_rmse_mean,new_rmse_mean,change_rmse_mean,old_mae_mean,new_mae_mean,change_mae_mean,old_bias_mean,new_bias_mean,change_bias_mean,old_ubrmse_mean,new_ubrmse_mean,change_ubrmse_mean,old_r2_mean,new_r2_mean,change_r2_mean,old_pearson_mean,new_pearson_mean,change_pearson_mean,old_diff_pearson_mean,new_diff_pearson_mean,change_diff_pearson_mean
Clustering_Backbone_k2_no_smap_fs60,Clustering_Backbone54_k2_no_smap,ece_spatial,spatial_ece_v3_full,3,0.12857630827948005,0.07440770195990198,-0.05416860631957804,0.119088592112147,0.06070604776223223,-0.058382544349914765,0.11720457236773794,0.029328191553291593,-0.08787638081444636,0.05286501667807799,0.06838391016469744,0.015518893486619447,-6.468799010705351,-1.501170152612746,4.967628858092605,0.03859231843410409,-0.29991059323374886,-0.3385029116678529,-0.06616545742675957,-0.016019944374057935,0.050145513052701644
Clustering_Backbone_k2_no_smap_fs60,Clustering_Backbone54_k2_no_smap,wa_temporal,temporal_full,3,0.050413314780510976,0.052268541449255856,0.0018552266687448828,0.0386733187179731,0.03913266224114435,0.0004593435231712503,0.0021180009401456468,0.009099749252647277,0.006981748312501632,0.05036865283503524,0.051470300249788346,0.0011016474147531087,0.7550829606060693,0.7367214671890193,-0.018361493417049995,0.8715017218799398,0.8634108176096428,-0.008090904270297128,0.3551876613462561,0.34546201533088955,-0.009725646015366574
Clustering_Dynamic_k2_no_smap_fs60,Clustering_Dynamic_k2_no_smap,ece_spatial,spatial_ece_v3_full,3,0.05496047758801823,0.053308497860111596,-0.001651979727906638,0.04481536644842286,0.04449653652400049,-0.0003188299244223647,0.004610307522684578,0.015595211510595591,0.010984903987911012,0.05474220815349005,0.05097224537045991,-0.0037699627830301355,-0.36472493985051896,-0.2838314489730806,0.08089349087743836,-0.04197707032742526,-0.13264844009037985,-0.09067136976295459,-0.11006344843627962,0.038249716408818926,0.14831316484509852
Clustering_Dynamic_k2_no_smap_fs60,Clustering_Dynamic_k2_no_smap,wa_temporal,temporal_full,3,0.05003949231174906,0.05204341886924424,0.0020039265574951803,0.03825160910172345,0.040164334647719103,0.0019127255459956579,0.0031576022117069135,0.011224990583210399,0.008067388371503484,0.04993971396715947,0.050818195406515776,0.0008784814393562995,0.7587013829082224,0.7389882877490149,-0.019713095159207605,0.8729254787903914,0.8673341248088463,-0.0055913539815450886,0.3469958910477306,0.3321611621853134,-0.014834728862417212
Clustering_V0_Full_k2_no_smap_fs60,Clustering_V0_Full_k2_no_smap,ece_spatial,spatial_ece_v3_full,3,0.13329617199116225,0.08661310109395644,-0.04668307089720584,0.1249379296955263,0.07656860275805623,-0.04836932693747007,0.105437859172361,0.050051688046657626,-0.05538617112570338,0.0815487976055195,0.07068631302076166,-0.010862484584757836,-7.027391935856002,-2.388974358634332,4.63841757722167,-0.530158001688059,-0.30679240907686284,0.22336559261119618,-0.0584591575214132,-0.04169389912119881,0.016765258400214395
Clustering_V0_Full_k2_no_smap_fs60,Clustering_V0_Full_k2_no_smap,wa_temporal,temporal_full,3,0.05042684013283647,0.052276547792188925,0.0018497076593524512,0.038728587292322335,0.039221339742876844,0.0004927524505545072,0.0022243948386574688,0.009116267825343425,0.0068918729866859554,0.05037772490994186,0.05147527307705369,0.0010975481671118374,0.7549510185141576,0.7366412087536038,-0.01830980976055378,0.8713994028129884,0.863360180625985,-0.008039222187003444,0.36004418901694174,0.34682859437721203,-0.013215594639729692
Global_Single_40_no_smap_fs40,Global_Single_54_no_smap,ece_spatial,spatial_ece_v3_full,3,0.05724526711222294,0.05130203158403265,-0.0059432355281902926,0.046945324663679566,0.043712575159339566,-0.0032327495043400004,0.004654846149752783,0.018452611259026905,0.013797765109274123,0.057045267120212385,0.047864115536790174,-0.00918115158342221,-0.4805251636043959,-0.18900017377098424,0.29152498983341163,-0.030602982964245188,0.04685812476395435,0.07746110772819953,-0.04606754645029635,-0.07090941209976016,-0.024841865649463817
Global_Single_40_no_smap_fs40,Global_Single_54_no_smap,wa_temporal,temporal_full,3,0.050590882971757144,0.04886702629715417,-0.0017238566746029596,0.038741135236704936,0.037217659028539234,-0.0015234762081657003,0.0038007917805110234,0.009557112371405291,0.005756320590894269,0.050447855468878644,0.04792322917343563,-0.0025246262954430145,0.7533541783617946,0.7698766887734753,0.016522510411680735,0.870039543831541,0.883035889418745,0.012996345587204009,0.3731325752793999,0.34972333290299007,-0.023409242376409827
Global_Single_50_no_smap_fs50,Global_Single_54_no_smap,ece_spatial,spatial_ece_v3_full,3,0.05724526711222294,0.050713210395282315,-0.006532056716940624,0.046945324663679566,0.04330082895074324,-0.0036444957129363304,0.004654846149752783,0.0179608746284282,0.013306028478675418,0.057045267120212385,0.04742285644408967,-0.00962241067612271,-0.4805251636043959,-0.16189247429782871,0.3186326893065672,-0.030602982964245188,0.07273643864512576,0.10333942160937093,-0.04606754645029635,-0.035773703856556906,0.010293842593739442
Global_Single_50_no_smap_fs50,Global_Single_54_no_smap,wa_temporal,temporal_full,3,0.050590882971757144,0.04872173928093294,-0.0018691436908241956,0.038741135236704936,0.03716923964889147,-0.0015718955878134659,0.0038007917805110234,0.009572618254884098,0.005771826474373074,0.050447855468878644,0.047771981034802735,-0.0026758744340759136,0.7533541783617946,0.7712431468331206,0.01788896847132589,0.870039543831541,0.8836095808993436,0.013570037067802502,0.3731325752793999,0.3443513317505218,-0.028781243528878137
Global_Single_60_no_smap_fs60,Global_Single_54_no_smap,ece_spatial,spatial_ece_v3_full,3,0.05724526711222294,0.05029678716734288,-0.006948479944880057,0.046945324663679566,0.042202643857509964,-0.004742680806169607,0.004654846149752783,0.0139495077147122,0.009294661564959417,0.057045267120212385,0.04831377380090948,-0.008731493319302902,-0.4805251636043959,-0.14290566531101204,0.33761949829338384,-0.030602982964245188,0.008839120901821935,0.03944210386606712,-0.04606754645029635,-0.014800506031769037,0.03126704041852731
Global_Single_60_no_smap_fs60,Global_Single_54_no_smap,wa_temporal,temporal_full,3,0.050590882971757144,0.05366992747520811,0.0030790445034509692,0.038741135236704936,0.04046843631135793,0.0017273010746529903,0.0038007917805110234,0.010179226182375637,0.006378434401864613,0.050447855468878644,0.052695403651080074,0.0022475481822014317,0.7533541783617946,0.7224162526473004,-0.030937925714494274,0.870039543831541,0.856210550242106,-0.013828993589435012,0.3731325752793999,0.3519803393562692,-0.021152235923130702
Global_Single_69_no_smap_fs69,Global_Single_54_no_smap,ece_spatial,spatial_ece_v3_full,3,0.05724526711222294,0.05037963396251505,-0.0068656331497078905,0.046945324663679566,0.04053621795998835,-0.0064091067036912185,0.004654846149752783,0.008904458606975191,0.004249612457222407,0.057045267120212385,0.049554200725803986,-0.007491066394408399,-0.4805251636043959,-0.14660525491076135,0.3339199086936346,-0.030602982964245188,-0.13754616576970222,-0.10694318280545705,-0.04606754645029635,0.04276357789519039,0.08883112434548675
Global_Single_69_no_smap_fs69,Global_Single_54_no_smap,wa_temporal,temporal_full,3,0.050590882971757144,0.0541017218908039,0.0035108389190467715,0.038741135236704936,0.040661754123696985,0.0019206188869920482,0.0038007917805110234,0.009681751456142399,0.005880959675631375,0.050447855468878644,0.05322810167303057,0.0027802462041519225,0.7533541783617946,0.7179339796160592,-0.03542019874573551,0.870039543831541,0.8533274942377581,-0.016712049593782845,0.3731325752793999,0.3425141086165607,-0.03061846666283924
Seasonal_Binary_k2_no_smap_fs60,Seasonal_Binary_k2_no_smap,ece_spatial,spatial_ece_v3_full,3,0.056303541291826076,0.050936785600402955,-0.005366755691423124,0.04611549426934284,0.04119907327586775,-0.0049164209934750985,0.00794771359172488,0.010206039009561386,0.0022583254178365065,0.05573571353888612,0.04989021364991447,-0.005845499888971643,-0.4321442052184106,-0.1721012020557704,0.26004300316264023,-0.0014434627189468044,-0.18758666062507412,-0.1861431979061273,-0.0008389406880814342,0.061193360581603205,0.06203230126968464
Seasonal_Binary_k2_no_smap_fs60,Seasonal_Binary_k2_no_smap,wa_temporal,temporal_full,3,0.05141856494154635,0.05387909319084196,0.0024605282492956176,0.0393150537160438,0.039960204268987436,0.0006451505529436324,0.004015851015707843,0.009905758194119632,0.005889907178411792,0.05126143747707629,0.05296037378859803,0.0016989363115217486,0.7452179284170871,0.7202486200159269,-0.02496930840116011,0.8656755809229982,0.8548514837676322,-0.010824097155365994,0.35143382556878583,0.3192498158934236,-0.0321840096753622
Trained_Gating_k2_no_smap_fs60,Trained_Gating_k2_no_smap,ece_spatial,spatial_ece_v3_full,3,0.05194523848775769,0.05179795025277704,-0.00014728823498065305,0.043163792322123855,0.04148631753507496,-0.0016774747870488941,0.006446166626019854,0.00870127563649109,0.0022551090104712375,0.0515400426535581,0.05104867615386671,-0.0004913664996913786,-0.21898727459202752,-0.21212192531266708,0.006865349279360444,0.023207221115238402,-0.09911934050389219,-0.1223265616191306,0.07747143550271172,0.04857162760015141,-0.02889980790256032
Trained_Gating_k2_no_smap_fs60,Trained_Gating_k2_no_smap,wa_temporal,temporal_full,3,0.05363567697146732,0.053777578866738444,0.00014190189527111866,0.03995166932460284,0.040605967111088714,0.0006542977864858676,0.0059760570051146334,0.012612344807935591,0.006636287802820959,0.05330167640173992,0.05227744379611102,-0.0010242326056289057,0.7227723383733363,0.7213036870598359,-0.0014686513135003798,0.8581489795493645,0.863088349657573,0.004939370108208441,0.27025534592618633,0.2622464962649107,-0.008008849661275649
Univariate_G_API_k2_no_smap_fs60,Univariate_G_API_k2_no_smap,ece_spatial,spatial_ece_v3_full,3,0.056219652333977375,0.050963831824933914,-0.005255820509043466,0.046980412683059296,0.042621686799933785,-0.004358725883125507,0.006113754187759669,0.01580613955001392,0.00969238536225425,0.05587599834694023,0.04843993242447343,-0.0074360659224667934,-0.4278657606452634,-0.17340290387856397,0.2544628567666994,-0.03903924883350888,0.013578163754541914,0.0526174125880508,-0.005899069357202327,-0.002080861043552776,0.0038182083136495512
Univariate_G_API_k2_no_smap_fs60,Univariate_G_API_k2_no_smap,wa_temporal,temporal_full,3,0.052677929444163364,0.05092975006934333,-0.0017481793748200362,0.04059070538233175,0.03872806016824696,-0.0018626452140847783,0.0032349442132349727,0.009674858710944078,0.006439914497709105,0.05257844075504142,0.050002180938353506,-0.002576259816687914,0.7325850394544201,0.7500391223365127,0.017454082882092603,0.8587360866287163,0.8718272364314386,0.013091149802722413,0.31321159045458474,0.329599324267501,0.01638773381291621
