split,n,dropped_nonfinite,r2,rmse,rel_rmse,mae,bias_me,model,n_features
train,4004,0,0.2171651628883311,0.022104158023741303,0.10810239060799831,0.01834116306827615,-1.818946813571685e-17,linear,50
val,1293,0,0.1567752003263435,0.02295060137446865,0.10973474287622523,0.01908828738791558,0.003146927284861717,linear,50
test,2471,0,-0.2525262883643109,0.028948724623960812,0.14067591996983136,0.02326055872276553,0.012536211724017591,linear,50
train,4004,0,0.8700698919297816,0.009005209161787995,0.0440407925634962,0.006323691234076965,9.247134897001462e-07,xgb,50
val,1293,0,0.2289014556901755,0.021947109275934084,0.10493670095940143,0.017445688727269277,0.003642295613390984,xgb,50
test,2471,0,-0.2395726885546683,0.028798642035479834,0.1399465957429347,0.02278368213076465,0.010989541890091202,xgb,50
train,4004,0,0.8907278298955501,0.008258357678787971,0.040388247614499946,0.005612242842328767,2.6381250776601707e-06,rf,50
val,1293,0,0.24578180247168968,0.021705554637536914,0.10378174489953275,0.018236983656318047,-0.00017251378005891162,rf,50
test,2471,0,0.045485335194410004,0.02527128425242975,0.12280545022999557,0.020638367471533914,0.0038202120118402483,rf,50
