config_id,strategy_name,seed,n_train_total,n_test,train_time_s,r2,rmse,ubrmse,bias,mae,pearson,evidence_role,source_harness
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,42,14608,6620,247.96046651620415,0.8143343367764553,0.0438936451151031,0.0435154826399932,0.0057493349266736,0.0337737558762832,0.9049030688945208,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,7,14608,6620,203.99496099259704,0.8119529221543251,0.0441742460551071,0.0437431248896762,0.0061565444385087,0.0339739230681852,0.903920759349856,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,13,14608,6620,242.0863535469398,0.8119364463630931,0.0441761811814679,0.0437339161568825,0.0062353477337389,0.0340358052487639,0.9037703009792996,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,21,14608,6620,227.53633730486035,0.809261549327785,0.0444892389576003,0.0441175832141168,0.005738574245572,0.0341398469170684,0.90229680986966,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,55,14608,6620,266.3511502118781,0.8123330519244882,0.0441295752183011,0.0437146840909372,0.0060370360092724,0.0339367298516171,0.9039589876332944,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,99,14608,6620,211.30278810672465,0.8097343089474938,0.0444340697859268,0.0440134079909291,0.0060997110394372,0.034139622351086,0.9026102898365602,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,123,14608,6620,243.95154309086504,0.8107459557289398,0.0443157838906796,0.0439102971097559,0.0059811796142885,0.0340753142191834,0.9029735737391076,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,2024,14608,6620,216.54944533389065,0.8136897649019634,0.043969771458086,0.0435942048144401,0.0057346411110861,0.0338627621452163,0.9044616753913204,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,3141,14608,6620,229.59101268928495,0.8120747323588555,0.0441599364851962,0.0438171902985263,0.0054912498321688,0.0338367469539905,0.9035217130328436,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,2718,14608,6620,224.7803164767101,0.8119202769342606,0.0441780802423195,0.0437574243747211,0.0060819886539997,0.0340246563910177,0.9036341642267216,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,808,14608,6620,202.48124930728227,0.8097732887113731,0.0444295179451344,0.0440250195720189,0.0059816148756313,0.0341436336738465,0.9025645776413646,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,1618,14608,6620,246.1222053682432,0.8094447942442904,0.0444678631263868,0.0440744039768722,0.0059023525064625,0.0341392990595984,0.9022962099893244,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,2357,14608,6620,248.2257773913443,0.8138017333708076,0.0439565570260016,0.0435093093928935,0.0062545105111112,0.0338927775792935,0.9047731432343586,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,3333,14608,6620,293.9488820470869,0.810321442931604,0.0443654580725471,0.0439308719411655,0.0061945427979677,0.0341449063666367,0.9029800690729222,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,4321,14608,6620,226.8585478048772,0.8107808904913762,0.044311693534673,0.0439473214094822,0.0056709015899104,0.0340099186633738,0.9029252270645552,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,5555,14608,6620,240.60928466822952,0.8116890044455193,0.044205233715958,0.0437594165835389,0.006262279788605,0.0340343103999277,0.9036720556668956,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,6789,14608,6620,242.8808493586257,0.8136837394239119,0.0439704824677378,0.0435528682358219,0.0060457420453384,0.0338715311858949,0.904655722100085,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,7777,14608,6620,209.46030781511217,0.8132064670395593,0.0440267643902877,0.0435900303109111,0.0061858904105839,0.0338571342671385,0.904478789099752,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,8888,14608,6620,247.4730075476691,0.8124034158202935,0.0441213014653081,0.0437116749313566,0.0059982262118075,0.033935820270566,0.9040244170894876,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,9091,14608,6620,211.2616854161024,0.8120081804729897,0.0441677551966918,0.0437686242263332,0.0059243676834686,0.0340023313732395,0.903578696461684,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,101,14608,6620,255.7980940565467,0.8112567789417778,0.0442559362205496,0.0438979571865799,0.0056175836088614,0.0340279486153241,0.9031606056711632,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,202,14608,6620,201.42535020131615,0.8116773742314835,0.0442065987673994,0.0438032820028593,0.0059578402428918,0.033957214227967,0.9035903156233062,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,303,14608,6620,221.62083790823817,0.8119130904610234,0.0441789242502579,0.0437850640291993,0.0058860441613143,0.0339292244030539,0.9037173629225804,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,404,14608,6620,249.54295110702515,0.8135458133506339,0.0439867546760649,0.0436249749804204,0.0056299329383225,0.0338558558273981,0.9042821368084611,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,505,14608,6620,225.6892883470282,0.8126168737136226,0.0440961924775259,0.0436313726857756,0.0063857269413881,0.0339437428113557,0.9042375401968278,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,606,14608,6620,207.78284627292305,0.8107668984898152,0.0443133318412514,0.0439035549259686,0.0060124241147246,0.0340948173402029,0.9031112588467956,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,707,14608,6620,268.7335072411224,0.8109132258421082,0.0442961955515001,0.0439253946482743,0.0057194969472928,0.034104920793516,0.902925714071106,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,909,14608,6620,242.93302594218403,0.8116194715859594,0.0442133942394916,0.043819702550119,0.0058870959390686,0.0339460893829423,0.903498793231856,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,1111,14608,6620,211.67569155525416,0.8135881460396459,0.0439817610008257,0.0435560086343925,0.0061048679407899,0.0338081925339659,0.904618269633614,sensitivity_anchored,derived_8.4-formal-eval-1.0
Clustering_V0_Full_k2_c0_0_c1_0,Clustering_V0_Full_k2,2222,14608,6620,233.75031759869307,0.8122950150885899,0.0441340471415232,0.0437489298199456,0.0058176676339973,0.0338779728483577,0.9037801016597692,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,42,14608,6620,125.248563086614,0.779230195195575,0.0478636361243758,0.0466868255404066,0.0105483640440731,0.0370592415431565,0.8894319903189023,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,7,14608,6620,138.03324396628886,0.7806850540659813,0.0477056662935515,0.0466558668700112,0.0099529233454037,0.0369286533888553,0.8895674772815279,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,13,14608,6620,117.66511884983628,0.7781320914521387,0.0479825247626769,0.0469041655118674,0.0101154307983523,0.0370793493274385,0.888415013139757,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,21,14608,6620,122.80399807635696,0.7810123024916402,0.047670061259559,0.0465564617261254,0.0102435644203532,0.0368288887153309,0.8901502499378615,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,55,14608,6620,120.37398898787796,0.7795972522626409,0.0478238299685589,0.0467861789605731,0.0099081870758911,0.036979882311938,0.8890041961746978,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,99,14608,6620,134.28837154153734,0.7787616554726478,0.0479143996985781,0.0468111460429207,0.0102228325146922,0.0369900374052027,0.8888188579634302,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,123,14608,6620,153.95526578929275,0.7794989806277423,0.0478344904577154,0.0468107312290562,0.0098434708893929,0.0369795113229409,0.8888213751309947,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,2024,14608,6620,112.931725025177,0.7797992085775954,0.0478019143207833,0.0468460394913536,0.0095116558340831,0.0370175231365728,0.8885794346780798,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,3141,14608,6620,114.401170627214,0.7802079879922941,0.0477575241177634,0.0467597813624672,0.0097110224380864,0.0368722824667785,0.8890770235516824,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,2718,14608,6620,115.80211604665963,0.7797510290205094,0.0478071435233704,0.0466767499802572,0.0103346012571697,0.0369276287210221,0.8894840631389118,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,808,14608,6620,114.26075248606504,0.7790709613143143,0.0478808942334907,0.0467967628911921,0.0101312889359778,0.0370128607683401,0.8888197081367786,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,1618,14608,6620,122.1141995890066,0.7791972661504174,0.0478672055551455,0.0468188704138406,0.0099630688460211,0.0370341409046664,0.888752308170339,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,2357,14608,6620,133.5489392587915,0.7807234740652478,0.0477014875269521,0.0466315825313474,0.0100462641268338,0.0368352329801396,0.8897465703812545,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,3333,14608,6620,119.27389448322356,0.7814230976004614,0.0476253285633279,0.046614486232493,0.0097602046108497,0.0367369405351736,0.8898600775340982,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,4321,14608,6620,114.00739915855227,0.7816632796913326,0.0475991549490351,0.0465096436925534,0.0101258380124306,0.0367330517207477,0.8903782150887357,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,5555,14608,6620,147.07757881376892,0.781029956512814,0.0476681397241436,0.0466374508054137,0.009858992196624,0.0368354196876197,0.8897186403649308,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,6789,14608,6620,125.85970197804272,0.7818523308472503,0.0475785431526891,0.0464509889725029,0.0102967660946878,0.0367962322007043,0.8905420420183704,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,7777,14608,6620,123.2636881750077,0.7783824887016125,0.0479554408907397,0.0469262910586448,0.0098816758955443,0.0370334151917804,0.8883013987835586,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,8888,14608,6620,141.5746628101915,0.7786015136746831,0.0479317378098931,0.0467789407218091,0.0104490283960662,0.0369944660474346,0.8889439037758528,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,9091,14608,6620,114.98015336412936,0.7784666649602838,0.0479463326461817,0.0469345265128723,0.0097980117998904,0.0370339290748099,0.8882854059546937,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,101,14608,6620,122.23911138996482,0.7805467177614125,0.0477207094663036,0.0466237809802735,0.010172962158135,0.0368448117509439,0.8898343189207318,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,202,14608,6620,119.55195955559611,0.7778579026144206,0.0480121644942505,0.0468504390943987,0.0104978233974955,0.0370993893903637,0.8886086843926915,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,303,14608,6620,117.89549723733217,0.7776886963842541,0.0480304465106506,0.0468354855943736,0.0106471160955299,0.0371034168463819,0.8886601457881462,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,404,14608,6620,132.28381530661136,0.7794928297698052,0.0478351576226662,0.0468067925338699,0.0098654182616137,0.0370538596990065,0.888768083782345,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,505,14608,6620,121.48264760803433,0.7806178688087344,0.0477129728453711,0.0466037123324568,0.0102284786051853,0.0368013429856732,0.8899637384275024,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,606,14608,6620,140.06166791263968,0.7803963053917673,0.0477370604532518,0.0467046102119317,0.0098745291365687,0.0368470679275488,0.8894562377357861,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,707,14608,6620,127.1846031965688,0.7818859328350519,0.0475748786734808,0.0464559380380873,0.0102574315400011,0.0367910218426198,0.8905580752726273,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,909,14608,6620,113.76870620716365,0.7813216442870692,0.0476363800211732,0.046651025202047,0.0096388043407677,0.0368099700282797,0.8896268254516341,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,1111,14608,6620,114.22389346640556,0.7794032303155923,0.0478448751495665,0.0467743981016847,0.0100641820483697,0.0369109384738966,0.8889773056394413,sensitivity_anchored,derived_8.4-formal-eval-1.0
Global_Single_54,Global_Single,2222,14608,6620,118.3616362242028,0.7775234403578473,0.0480482950097952,0.0471576779161937,0.0092082607967435,0.0371916564456645,0.8870620646440164,sensitivity_anchored,derived_8.4-formal-eval-1.0
Univariate_G_API_k2_c0_0_c1_0,Univariate_G_API_k2,42,14608,6620,217.56936412863436,0.7696316887965589,0.0488930602212781,0.047845142290751,0.0100684505749054,0.0379484275482842,0.8837694445102533,sensitivity_anchored,derived_8.4-formal-eval-1.0
