config_id,strategy_name,seed,n_train_total,n_test,train_time_s,r2,rmse,ubrmse,bias,mae,pearson
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,42,14608,6620,239.42962133092806,0.8143343367764553,0.04389364511510318,0.043515482639993226,0.00574933492667365,0.03377375587628327,0.9049030688945207
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,7,14608,6620,277.90486941998824,0.8119529221543251,0.04417424605510713,0.043743124889676264,0.0061565444385087,0.033973923068185224,0.9039207593498559
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,13,14608,6620,262.23250351985916,0.8119364463630931,0.044176181181467905,0.04373391615688259,0.006235347733738918,0.034035805248763984,0.9037703009792997
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,21,14608,6620,288.3888503368944,0.809261549327785,0.044489238957600354,0.044117583214116816,0.005738574245572088,0.03413984691706849,0.9022968098696599
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,55,14608,6620,253.87170054297894,0.8123330519244882,0.0441295752183011,0.043714684090937254,0.006037036009272419,0.03393672985161719,0.9039589876332943
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,99,14608,6620,239.22324660699815,0.8097343089474938,0.044434069785926816,0.0440134079909291,0.006099711039437266,0.03413962235108603,0.9026102898365602
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,123,14608,6620,214.9390552919358,0.8107459557289398,0.04431578389067964,0.04391029710975593,0.005981179614288567,0.03407531421918343,0.9029735737391077
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,2024,14608,6620,288.42564727319404,0.8136897649019634,0.04396977145808602,0.04359420481444015,0.005734641111086141,0.033862762145216364,0.9044616753913205
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,3141,14608,6620,202.78510664077476,0.8120747323588555,0.04415993648519622,0.043817190298526335,0.0054912498321688045,0.03383674695399052,0.9035217130328436
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,2718,14608,6620,260.7266234648414,0.8119202769342606,0.04417808024231957,0.043757424374721195,0.006081988653999799,0.034024656391017746,0.9036341642267215
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,808,14608,6620,238.50891635660082,0.8097732887113731,0.044429517945134445,0.044025019572018924,0.005981614875631388,0.03414363367384654,0.9025645776413646
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,1618,14608,6620,228.02669796766713,0.8094447942442904,0.04446786312638684,0.04407440397687222,0.005902352506462538,0.03413929905959847,0.9022962099893244
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,2357,14608,6620,204.7095476668328,0.8138017333708076,0.04395655702600167,0.043509309392893554,0.006254510511111275,0.03389277757929351,0.9047731432343586
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,3333,14608,6620,273.00744675891474,0.810321442931604,0.04436545807254715,0.04393087194116553,0.006194542797967744,0.034144906366636744,0.9029800690729222
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,4321,14608,6620,272.66361147817224,0.8107808904913762,0.04431169353467304,0.043947321409482244,0.005670901589910427,0.034009918663373884,0.9029252270645552
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,5555,14608,6620,244.77047633286566,0.8116890044455193,0.04420523371595807,0.04375941658353896,0.006262279788605034,0.034034310399927756,0.9036720556668957
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,6789,14608,6620,251.18012715224177,0.8136837394239119,0.04397048246773786,0.04355286823582197,0.006045742045338418,0.03387153118589494,0.904655722100085
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,7777,14608,6620,204.15773072605953,0.8132064670395593,0.04402676439028775,0.04359003031091118,0.006185890410583903,0.03385713426713857,0.9044787890997521
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,8888,14608,6620,205.2546226810664,0.8124034158202935,0.04412130146530816,0.0437116749313566,0.005998226211807517,0.03393582027056606,0.9040244170894877
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,9091,14608,6620,254.60761368414387,0.8120081804729897,0.04416775519669181,0.043768624226333284,0.005924367683468626,0.03400233137323957,0.9035786964616839
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,101,14608,6620,230.35453236894682,0.8112567789417778,0.04425593622054963,0.043897957186579975,0.005617583608861415,0.0340279486153241,0.9031606056711631
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,202,14608,6620,230.5787698859349,0.8116773742314835,0.04420659876739946,0.04380328200285935,0.005957840242891872,0.033957214227967034,0.9035903156233062
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,303,14608,6620,223.23073698906228,0.8119130904610234,0.04417892425025797,0.04378506402919938,0.005886044161314328,0.033929224403053966,0.9037173629225803
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,404,14608,6620,291.39574515772983,0.8135458133506339,0.0439867546760649,0.04362497498042043,0.0056299329383225575,0.03385585582739817,0.9042821368084611
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,505,14608,6620,200.82972958730534,0.8126168737136226,0.04409619247752597,0.043631372685775625,0.006385726941388177,0.033943742811355704,0.9042375401968278
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,606,14608,6620,259.9274107539095,0.8107668984898152,0.04431333184125143,0.04390355492596864,0.006012424114724658,0.03409481734020292,0.9031112588467956
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,707,14608,6620,217.51004228414968,0.8109132258421082,0.04429619555150013,0.04392539464827434,0.005719496947292834,0.034104920793516035,0.9029257140711059
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,909,14608,6620,199.87306062178686,0.8116194715859594,0.04421339423949163,0.04381970255011909,0.005887095939068633,0.03394608938294235,0.9034987932318559
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,1111,14608,6620,199.22170750703663,0.8135881460396459,0.04398176100082579,0.04355600863439251,0.006104867940789981,0.03380819253396592,0.9046182696336139
Guarded_Backbone54_k2_c0_0_c1_0,Guarded_Backbone54_k2,2222,14608,6620,268.45369923627004,0.8122950150885899,0.04413404714152321,0.04374892981994569,0.005817667633997347,0.03387797284835775,0.9037801016597693
StationMean_Backbone54_k2_c0_0_c1_0,StationMean_Backbone54_k2,42,14608,6620,251.77365800226107,0.8143343367764553,0.04389364511510318,0.043515482639993226,0.00574933492667365,0.03377375587628327,0.9049030688945207
StationMean_Backbone54_k2_c0_0_c1_0,StationMean_Backbone54_k2,7,14608,6620,225.62214413192123,0.8119529221543251,0.04417424605510713,0.043743124889676264,0.0061565444385087,0.033973923068185224,0.9039207593498559
