config_id,seed,station,n_test,r2,rmse,ubrmse,bias,mae,pearson
Guarded_Backbone54_k2_c0_0_c1_0,3333,SourdoughGulch_WA_985,906,0.5446262162445052,0.0540963422734019,0.054000241401320044,-0.0032230693384116857,0.038170557469524295,0.7880831767708826
Guarded_Backbone54_k2_c0_0_c1_0,3333,Spokane,897,0.9547677594001028,0.024427101118323316,0.024414865285286854,-0.0007730602473851162,0.017027667546617813,0.9811815080049233
Guarded_Backbone54_k2_c0_0_c1_0,4321,BeaverPass_WA_990,626,0.6165294864092534,0.05642147150866408,0.032402644315073274,0.04618929625566774,0.049555185043392846,0.934639281776927
Guarded_Backbone54_k2_c0_0_c1_0,4321,CayusePass_WA,1081,0.7988668932121643,0.05356261323532228,0.053548826365735276,0.0012152083973769878,0.042234874836556004,0.896748961036911
Guarded_Backbone54_k2_c0_0_c1_0,4321,Darrington,999,0.8276899429793458,0.038783505397841374,0.031544225448213704,0.022563734881811074,0.032409439170503755,0.9468924023884824
Guarded_Backbone54_k2_c0_0_c1_0,4321,Paradise_WA,1067,0.8428087308707486,0.03901931145485735,0.0384742116034785,0.006499362115001947,0.030853586331526586,0.9206407064591453
Guarded_Backbone54_k2_c0_0_c1_0,4321,Quinault,1044,0.6920085923169739,0.03851681630126425,0.03389429656408378,-0.018295403750977296,0.031490074579571856,0.8731511056937372
Guarded_Backbone54_k2_c0_0_c1_0,4321,SourdoughGulch_WA_985,906,0.539759744768517,0.05438463148170564,0.05429901954607313,-0.003050347150095779,0.038261769088359335,0.7868330067024853
Guarded_Backbone54_k2_c0_0_c1_0,4321,Spokane,897,0.9536247573087479,0.024733807549516554,0.024731565128532997,-0.0003330498305850202,0.017424313281890143,0.9807388164717666
Guarded_Backbone54_k2_c0_0_c1_0,5555,BeaverPass_WA_990,626,0.6232758841487567,0.055922957643158265,0.03196781663502804,0.04588502905248833,0.04913095198928738,0.9364285172056848
Guarded_Backbone54_k2_c0_0_c1_0,5555,CayusePass_WA,1081,0.8046241679910944,0.05279045396272839,0.05273916966106724,0.0023263733690254765,0.04159076369349103,0.900735328985082
Guarded_Backbone54_k2_c0_0_c1_0,5555,Darrington,999,0.8211334305544431,0.03951448584705834,0.031525053531960945,0.023823635145887596,0.03304810450820474,0.9468696036915846
Guarded_Backbone54_k2_c0_0_c1_0,5555,Paradise_WA,1067,0.8434104526430493,0.038944557680605195,0.03801430588131272,0.008461153662472881,0.031122313874786773,0.9228657747086421
Guarded_Backbone54_k2_c0_0_c1_0,5555,Quinault,1044,0.6959663096072365,0.03826854386475106,0.03361471699141898,-0.018290222828472712,0.031401493808375924,0.8751608581689617
Guarded_Backbone54_k2_c0_0_c1_0,5555,SourdoughGulch_WA_985,906,0.5364304450731652,0.05458098161592581,0.05449400177435187,-0.003080150122147787,0.03853773411496586,0.7849748741456775
Guarded_Backbone54_k2_c0_0_c1_0,5555,Spokane,897,0.9526943913578624,0.024980676590384943,0.024967604945496366,-0.0008080261128403269,0.017470046150910284,0.9803685098046643
Guarded_Backbone54_k2_c0_0_c1_0,6789,BeaverPass_WA_990,626,0.6254621155290767,0.05576045355334048,0.031664311923530045,0.045897707250838075,0.0489640635492893,0.9376692210162556
Guarded_Backbone54_k2_c0_0_c1_0,6789,CayusePass_WA,1081,0.808387669316481,0.052279533442203895,0.05223056290905624,0.002262280959039787,0.04123161368481435,0.9028739817217201
Guarded_Backbone54_k2_c0_0_c1_0,6789,Darrington,999,0.8237724383430933,0.0392219031277652,0.031489380953530335,0.023383254096195384,0.03286209404015088,0.9474851399722828
Guarded_Backbone54_k2_c0_0_c1_0,6789,Paradise_WA,1067,0.8481931890466785,0.038345201102197725,0.03759362372004943,0.007554727206413392,0.03054026263656187,0.9247179916567434
Guarded_Backbone54_k2_c0_0_c1_0,6789,Quinault,1044,0.6937396533694206,0.03840842218780873,0.03376075843526131,-0.018314422863767523,0.03154655953396782,0.8741503307080275
Guarded_Backbone54_k2_c0_0_c1_0,6789,SourdoughGulch_WA_985,906,0.5360043081822223,0.05460606267097938,0.054499966330983925,-0.003402315439306876,0.038627775278641426,0.7860779791650725
Guarded_Backbone54_k2_c0_0_c1_0,6789,Spokane,897,0.9534443858447326,0.024781860598148273,0.024778377452101735,-0.0004154823067594928,0.01745774084754878,0.9803786778967135
Guarded_Backbone54_k2_c0_0_c1_0,7777,BeaverPass_WA_990,626,0.6162014158782357,0.05644560147973456,0.032352064814936486,0.04625418714688608,0.04976701042941583,0.9348392801660592
Guarded_Backbone54_k2_c0_0_c1_0,7777,CayusePass_WA,1081,0.8044293104645845,0.05281677260619343,0.052744889512720744,0.002754650399819442,0.04164745062021719,0.9008898287074173
Guarded_Backbone54_k2_c0_0_c1_0,7777,Darrington,999,0.8244412367380408,0.039147407172991096,0.031482466544522324,0.02326744052621576,0.03291294247085029,0.9477168623861024
Guarded_Backbone54_k2_c0_0_c1_0,7777,Paradise_WA,1067,0.8488476197318721,0.038262459822239234,0.0374365719622573,0.007906890119585685,0.030185360546076304,0.9252220039083145
Guarded_Backbone54_k2_c0_0_c1_0,7777,Quinault,1044,0.7009903421519053,0.03795104072056165,0.03318135868220904,-0.01841952572072146,0.031138225862235403,0.8787353474065918
