split,MAE,RMSE,R2
train,0.0179464779211415,0.02813468681576146,0.9236663451503884
val,0.0529988292242103,0.06794627056664661,0.5999900262617153
test,0.050461173337733395,0.06531342221867366,0.5065708879170268
