n_features,candidate_mean_nrmse,candidate_ucb,fold_id,validation_year,held_out_stations,beta,n_train,n_validation,rmse,nrmse
150,0.7734481238328059,0.798846196899383,outer_year_2021_stations_0_beta_0,2021,"['Darrington', 'SourdoughGulch_WA_985', 'Touchet_WA_824']",0.0,11658,700,0.07663340644888957,0.7089382505204234
150,0.7734481238328059,0.798846196899383,outer_year_2021_stations_0_beta_0.2,2021,"['Darrington', 'SourdoughGulch_WA_985', 'Touchet_WA_824']",0.2,11658,700,0.07573090949027157,0.7005892204486704
150,0.7734481238328059,0.798846196899383,outer_year_2021_stations_1_beta_0,2021,"['BeaverPass_WA_990', 'HartsPass_WA_515', 'RainyPass_WA_711']",0.0,11753,925,0.1003772019338797,0.9564220375802605
150,0.7734481238328059,0.798846196899383,outer_year_2021_stations_1_beta_0.2,2021,"['BeaverPass_WA_990', 'HartsPass_WA_515', 'RainyPass_WA_711']",0.2,11753,925,0.10042791539751475,0.9569052496372626
150,0.7734481238328059,0.798846196899383,outer_year_2021_stations_2_beta_0,2021,"['CayusePass_WA', 'Paradise_WA', 'Spokane']",0.0,11645,1059,0.06981463746107558,0.6433123401345913
150,0.7734481238328059,0.798846196899383,outer_year_2021_stations_2_beta_0.2,2021,"['CayusePass_WA', 'Paradise_WA', 'Spokane']",0.2,11645,1059,0.07105589341642916,0.6547499884900627
150,0.7734481238328059,0.798846196899383,outer_year_2021_stations_3_beta_0,2021,"['BurntMountain_WA', 'MartenRidge_WA_999', 'Quinault']",0.0,12056,968,0.08963652200521435,0.7531565488749805
150,0.7734481238328059,0.798846196899383,outer_year_2021_stations_3_beta_0.2,2021,"['BurntMountain_WA', 'MartenRidge_WA_999', 'Quinault']",0.2,12056,968,0.08637232988424547,0.7257296963187109
150,0.7734481238328059,0.798846196899383,outer_year_2022_stations_0_beta_0,2022,"['Darrington', 'SourdoughGulch_WA_985', 'Touchet_WA_824']",0.0,11658,701,0.08903047435838761,0.7891737054841068
150,0.7734481238328059,0.798846196899383,outer_year_2022_stations_0_beta_0.2,2022,"['Darrington', 'SourdoughGulch_WA_985', 'Touchet_WA_824']",0.2,11658,701,0.08739361188377623,0.7746644171335022
