split,n,dropped_nonfinite,r2,rmse,rel_rmse,mae,bias_me,model,n_features
train,16972,0,0.6749331777675286,0.05829979783750788,0.2991674013016011,0.04621015430734996,2.972456648536832e-17,linear,40
val,2919,0,0.6587016819773942,0.05884026821616369,0.26672351888630397,0.04593751816795435,-0.01941074966239584,linear,40
test,2829,0,0.591812304679562,0.05975553980812551,0.275958226531752,0.04793587277139822,-0.007027306347323508,linear,40
train,16972,0,0.978617732161231,0.014952286452865312,0.07672816797904809,0.010269787043808277,-6.145071871906667e-05,xgb,40
val,2919,0,0.7677247093305017,0.04854103987927633,0.22003701477765164,0.03706007866030789,-0.022276741860382872,xgb,40
test,2829,0,0.6769410952087251,0.05316050253572073,0.24550155597957418,0.04084806744906236,-0.018923141663104787,xgb,40
