config_id,seed,year,r2,rmse,ubrmse,bias,mae,pearson
Guarded_Backbone54_k2_c0_0_c1_0,42,2023,0.8213003603036068,0.043734759349637393,0.04067030371359501,0.016082772497757827,0.0338313783123416,0.9199667412060052
Guarded_Backbone54_k2_c0_0_c1_0,42,2024,0.78510121989395,0.04418548023334337,0.0441732287721394,0.0010404437973354135,0.0343480524627003,0.8921134346579941
Guarded_Backbone54_k2_c0_0_c1_0,42,2025,0.8284363843177923,0.04373333665234955,0.04372001779336162,-0.001079249227881801,0.0330145170119592,0.9105081669407412
Guarded_Backbone54_k2_c0_0_c1_0,7,2023,0.8196640331705837,0.043934539531373044,0.040737828729232685,0.016452144974485383,0.033785939833493886,0.9196623760449226
Guarded_Backbone54_k2_c0_0_c1_0,7,2024,0.779669257542426,0.04474042995898075,0.044718703095495,0.001394154357102479,0.03486117238460642,0.8896113457652544
Guarded_Backbone54_k2_c0_0_c1_0,7,2025,0.828093608475613,0.04377700340250409,0.04377339469825111,-0.0005620885108023056,0.033135582832702036,0.9102154979997185
Guarded_Backbone54_k2_c0_0_c1_0,13,2023,0.8173593734328756,0.04421438584993516,0.04107805731690767,0.01635558385248887,0.034095549808515,0.9181617529525082
Guarded_Backbone54_k2_c0_0_c1_0,13,2024,0.7824686903962217,0.044455294501374656,0.044429335350614815,0.0015190028000501594,0.03458408721236074,0.8903345595275232
Guarded_Backbone54_k2_c0_0_c1_0,13,2025,0.8279749100701337,0.043792114428283554,0.043790895546167725,-0.000326731333833277,0.033305241769730244,0.9102362467053505
Guarded_Backbone54_k2_c0_0_c1_0,21,2023,0.8211885308355769,0.04374844172178501,0.040711441102931366,0.016015764621365104,0.033534676330321284,0.9198383126263839
Guarded_Backbone54_k2_c0_0_c1_0,21,2024,0.7749806010021146,0.045213964046215686,0.04519799652917284,0.001201521752347874,0.03515941878654842,0.8873157701531587
Guarded_Backbone54_k2_c0_0_c1_0,21,2025,0.8223737745210407,0.04449933918028257,0.04448238075765137,-0.0012284093833730845,0.03364658666829494,0.9070537937228652
