config_id,seed,station,cluster,n_train,n_test,r2,rmse,ubrmse,bias,mae,pearson
StationMean_Backbone54_k2_c0_0_c1_0,13,Darrington,0,8576,999,0.7037705700762239,0.05085174353339478,0.04328990361625973,0.026681155621170165,0.04132741902820818,0.9006329383864857
StationMean_Backbone54_k2_c0_0_c1_0,13,Darrington,1,3984,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,13,Paradise_WA,0,8435,1066,0.781467586000169,0.04602850788373922,0.03944346872525668,0.023724171490763193,0.035832582302992605,0.9167326872115948
StationMean_Backbone54_k2_c0_0_c1_0,13,Paradise_WA,1,3984,1,,0.13413796210289,0.0,0.13413796210289,0.13413796210289,
StationMean_Backbone54_k2_c0_0_c1_0,13,Quinault,0,8464,1044,0.572084259603278,0.04540045578138828,0.04538154643391348,0.0013102016731582837,0.036052375303888225,0.8741304081332921
StationMean_Backbone54_k2_c0_0_c1_0,13,Quinault,1,3984,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,13,SourdoughGulch_WA_985,0,6393,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,13,SourdoughGulch_WA_985,1,6024,906,0.3406518836975049,0.06509404712604654,0.05606106986994355,-0.033081587269737756,0.05230354137873281,0.7351820007669542
StationMean_Backbone54_k2_c0_0_c1_0,13,Spokane,0,6393,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,13,Spokane,1,6422,897,0.6141253559184112,0.07134622523626263,0.05740822274986136,0.04236248123240445,0.061058499284611906,0.8978165003480568
StationMean_Backbone54_k2_c0_0_c1_0,21,BeaverPass_WA_990,0,8439,626,0.7535547550069978,0.04523125548684737,0.0413920719515381,0.01823630588894454,0.03510984294130779,0.8972429045853906
StationMean_Backbone54_k2_c0_0_c1_0,21,BeaverPass_WA_990,1,3984,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,21,CayusePass_WA,0,8582,1066,0.702570292006309,0.0655008868092499,0.06469725660594866,0.010228937406309547,0.052497977527344204,0.853269006755932
StationMean_Backbone54_k2_c0_0_c1_0,21,CayusePass_WA,1,3984,15,-13.241648358207275,0.13237035695539778,0.023958449986964916,0.13018411606152852,0.13018411606152852,0.9379847975099318
StationMean_Backbone54_k2_c0_0_c1_0,21,Darrington,0,8576,999,0.6750349074818239,0.05326109643059125,0.04260272581737992,0.03196485798369657,0.0434557402992511,0.899300715066402
StationMean_Backbone54_k2_c0_0_c1_0,21,Darrington,1,3984,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,21,Paradise_WA,0,8435,1066,0.7848819694348164,0.045667514098473805,0.03942534371286412,0.02304699800531144,0.03588098741215121,0.9170289141605552
StationMean_Backbone54_k2_c0_0_c1_0,21,Paradise_WA,1,3984,1,,0.13574901604652403,0.0,0.13574901604652403,0.13574901604652403,
StationMean_Backbone54_k2_c0_0_c1_0,21,Quinault,0,8464,1044,0.5787451693475341,0.04504571958427559,0.045018019475149926,0.0015794858024723226,0.03572299611682636,0.8700670202362473
StationMean_Backbone54_k2_c0_0_c1_0,21,Quinault,1,3984,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,21,SourdoughGulch_WA_985,0,6393,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,21,SourdoughGulch_WA_985,1,6024,906,0.3358863031606817,0.06532886421575218,0.057220151108818305,-0.03152324232695908,0.05216737569463963,0.7318302001555775
StationMean_Backbone54_k2_c0_0_c1_0,21,Spokane,0,6393,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,21,Spokane,1,6422,897,0.6083144897577386,0.07188141745147199,0.056880402489233144,0.043949493597715335,0.06154203751998867,0.8946347413334904
StationMean_Backbone54_k2_c0_0_c1_0,55,BeaverPass_WA_990,0,8439,626,0.7461246310329712,0.04590803508564445,0.0414119786173331,0.01981402817254249,0.03563672198112399,0.8968067115274528
StationMean_Backbone54_k2_c0_0_c1_0,55,BeaverPass_WA_990,1,3984,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,55,CayusePass_WA,0,8582,1066,0.6994265849087613,0.06584613535626993,0.06452558257284098,0.013121079795188348,0.05246317994499519,0.8534403173905385
StationMean_Backbone54_k2_c0_0_c1_0,55,CayusePass_WA,1,3984,15,-12.940675974825648,0.13096417976861946,0.023342013538791815,0.1288672448158264,0.1288672448158264,0.9475070752374266
StationMean_Backbone54_k2_c0_0_c1_0,55,Darrington,0,8576,999,0.69263239356688,0.051798930651863556,0.042983004786021455,0.028906582576316876,0.04197201474203361,0.8989912511389369
StationMean_Backbone54_k2_c0_0_c1_0,55,Darrington,1,3984,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,55,Paradise_WA,0,8435,1066,0.7839584102245699,0.04576544052785784,0.0396491684954219,0.022856486701383825,0.035879643323162035,0.9160642301855207
StationMean_Backbone54_k2_c0_0_c1_0,55,Paradise_WA,1,3984,1,,0.13410932207107543,0.0,0.13410932207107543,0.13410932207107543,
