,max_depth,min_child_weight,lambda,subsample,colsample_bytree,val_R2_mean,val_R2_std,val_RMSE_mean,val_bias_mean,best_iter_mean
465,5,5,30,1.0,0.6,0.7877270165549916,0.0,0.04949685170389195,0.01041518841142998,180.0
276,3,100,10,1.0,0.6,0.7877259117975871,0.0,0.049496980504885324,0.00984531588036733,316.0
375,4,50,5,1.0,0.6,0.7877148925722652,0.0,0.04949826519136665,0.009261047714813982,222.0
550,5,100,5,0.6,0.8,0.7876983813489495,0.00235974830933696,0.04949942762556758,0.009054322399642078,85.0
567,5,100,30,0.6,0.6,0.7876545978800257,0.002546366926109654,0.04950440056983762,0.009579095627195076,179.33333333333334
549,5,100,5,0.6,0.6,0.7876334905035551,0.0016068638734235308,0.04950740021848223,0.009378108176012874,128.0
522,5,50,10,0.6,0.6,0.7876043954291072,0.0017673214228892012,0.04951071607261653,0.010348512493774982,177.66666666666666
249,3,50,30,1.0,0.6,0.7875912063292314,0.0,0.04951268297842027,0.009890244294200618,324.0
498,5,20,30,0.8,0.6,0.7875296462986956,0.0009433167512266,0.049519735267047775,0.01042545085018049,186.66666666666666
168,3,5,10,1.0,0.6,0.7874780914545735,1.1102230246251565e-16,0.049525864813787596,0.008931079346972995,238.0
333,4,20,5,0.6,0.6,0.787418605176922,0.001971707490216663,0.04953226122868295,0.008886792468737827,88.0
504,5,50,1,0.6,0.6,0.7874082798961783,0.004156069557220693,0.0495316176246423,0.009454751431601667,114.33333333333333
459,5,5,30,0.6,0.6,0.7874013142673135,0.002074583937549384,0.04953421888500923,0.010347678689755781,224.0
552,5,100,5,0.8,0.6,0.787398492891786,0.001469852967352727,0.049534842415622664,0.008766691672201057,84.66666666666667
420,4,100,10,1.0,0.6,0.7872798861304484,0.0,0.04954895420364964,0.008333380123840843,90.0
231,3,50,5,1.0,0.6,0.787253788420693,0.0,0.04955199358375986,0.010416963157818997,302.0
564,5,100,10,1.0,0.6,0.7871745658883084,1.1102230246251565e-16,0.04956121882212702,0.009998133741808888,129.0
546,5,100,1,1.0,0.6,0.787092109543242,1.1102230246251565e-16,0.04957081880538728,0.010070337209336791,169.0
489,5,20,10,0.8,0.6,0.7870810547918307,0.0028619919340712747,0.049570982659780806,0.009705672742900948,112.66666666666667
534,5,50,30,0.8,0.6,0.7870082413784191,0.002280534064372973,0.049579871547613376,0.010267584157707562,189.66666666666666
303,4,5,5,1.0,0.6,0.7870055855135636,0.0,0.049580890370410934,0.008887454293394994,145.0
243,3,50,30,0.6,0.6,0.786933971898156,0.0019489869219978086,0.04958870571878212,0.009536062083556495,278.3333333333333
204,3,20,10,1.0,0.6,0.786933727648829,1.1102230246251565e-16,0.0495892532105344,0.009311739169682063,310.0
543,5,100,1,0.8,0.6,0.786929699271249,0.0018103951616054857,0.0495892737792803,0.008613355709015391,81.33333333333333
334,4,20,5,0.6,0.8,0.7869236842721579,0.002870321674153056,0.04958929914698506,0.010008064581558044,209.33333333333334
570,5,100,30,0.8,0.6,0.7869031292808533,0.0004572742867677911,0.049592785282877506,0.009779247101499801,138.0
396,4,100,1,0.6,0.6,0.7868385222445952,0.0026320195227529752,0.04959938798765249,0.008802440274342113,107.33333333333333
258,3,100,1,1.0,0.6,0.7868181015235637,1.1102230246251565e-16,0.049602706854439176,0.009919984089263095,319.0
408,4,100,5,0.8,0.6,0.7866881258120041,0.0004996387396546194,0.04961779172944331,0.008840903386377462,122.33333333333333
