,importance
air_temp_mean,0.279323
elev,0.19216233
DOY,0.18687753
NDMI,0.07144278
rh_mean,0.06564449
MSI,0.04781159
solar_radiation,0.027047835
s1_vv,0.02269247
SAR_ratio,0.022481997
precip_mm,0.022375045
NDVI,0.02220795
s1_vh,0.02193354
rain_mm,0.01155664
slope,0.0064428262
