split,n,dropped_nonfinite,r2,rmse,rel_rmse,mae,bias_me,model,n_features
train,15704,0,0.44880825177142625,0.08053421683471983,0.38857186872480054,0.06588143645633796,1.945576772649281e-17,linear,50
val,7149,0,0.40636770936052014,0.0884419285516955,0.43981554262461847,0.07326311572447487,0.014646267364362399,linear,50
test,8902,0,0.2597751358016164,0.09059778934834675,0.485571082761061,0.07300910002001589,0.025785856159819702,linear,50
train,15704,0,0.9629330775914968,0.020884416728011272,0.10076582543647773,0.01488988805568356,-8.600716884672855e-06,xgb,50
val,7149,0,0.6863460193726318,0.06428724990194334,0.3196960102802464,0.04393993314838188,0.003439267566069743,xgb,50
test,8902,0,0.5235955459261027,0.07268146504336499,0.3895461239354287,0.05522505573880797,0.011880605626273242,xgb,50
train,15704,0,0.9898502352255704,0.010928412384188122,0.0527288125373375,0.006407694673966982,6.766614610384262e-06,rf,50
val,7149,0,0.6928238343092938,0.06361993242885856,0.3163774870262434,0.042750227741366074,0.004915494575895452,rf,50
test,8902,0,0.5480625283593255,0.07079049384268733,0.37941120850330295,0.05337741418802369,0.013445837545153074,rf,50
