split,n,dropped_nonfinite,r2,rmse,rel_rmse,mae,bias_me,model,n_features
train,29362,0,0.5520122559035849,0.07330060977851434,0.442274213583446,0.05860754208441443,-1.5487614974676934e-17,linear,40
val,13637,0,0.43567116087935676,0.08570046715141447,0.5439670249649873,0.06625661882767125,0.02187474937248612,linear,40
test,20166,0,0.26492942695588495,0.09636827781230718,0.5937333685265025,0.07545276355479602,0.026465893739087917,linear,40
train,29362,0,0.9054985345028846,0.03366617625510654,0.20313175664676866,0.024536129672931513,2.234582920077595e-05,xgb,40
val,13637,0,0.5776008697190305,0.07414443746619027,0.47061737708999624,0.05474224133537775,0.01710544208014171,xgb,40
test,20166,0,0.45457855609789033,0.08301100726421061,0.5114380591479593,0.061024660938133024,0.013022677891745884,xgb,40
train,29362,0,0.983003630539145,0.014277514259642547,0.08614630096789118,0.008416093598493423,-3.4974388981959437e-05,rf,40
val,13637,0,0.5671417306074215,0.07505677954865801,0.47640829077864055,0.053395109108770995,0.016178167304633752,rf,40
test,20166,0,0.4277540414770692,0.0850278007903418,0.5238637000442771,0.06016112446350241,0.012040417242781303,rf,40
