,importance
air_temp_mean,0.2506676
DOY,0.17852272
s1_vh,0.107639045
SAR_ratio,0.08291638
MSI,0.07833145
s1_vv,0.076896645
NDVI,0.052139968
rh_mean,0.04825167
NDMI,0.046186823
solar_radiation,0.031763345
precip_mm,0.029899955
rain_mm,0.016784325
