split,MAE,RMSE,R2
train,0.009801905737591913,0.01413599415723277,0.9804328926265424
val,0.04457527653648016,0.06028511374166214,0.6746233423025956
test,0.04440021885087571,0.05813216465324926,0.6421895065949177
