feature,ood_fraction
soil_moisture_5cm,0.007221115537848605
SMAP_sm_am_interp,0.19682787311492458
SMAP_sm_pm_interp,0.16614664586583464
LST_modis,0.029880478087649404
F_NDVI,0.007221115537848605
F_NDMI,0.04706175298804781
precip_mm,0.009462151394422311
latitude,0.0
elev,0.0
