station_id,train_mean,val_mean,test_mean,train_test_diff,train_test_ratio,train_val_diff
Quinault,0.1907194194885971,0.22447685834502104,0.2410258620689655,0.0503064425803684,1.2637719992817835,0.03375743885642393
Touchet_WA_824,0.15417036506800286,,0.1988705882352941,0.04470022316729125,1.2899404379536525,
Darrington,0.21839651416122005,0.24328464977645306,0.20422922922922923,-0.01416728493199082,0.9351304438790972,0.02488813561523301
Spokane,0.1706973018549747,0.17663756177924217,0.15959308807134895,-0.01110421378362575,0.9349479244079678,0.005940259924267471
SourdoughGulch_WA_985,0.24123408624229978,0.23586419753086418,0.2381887417218543,-0.00304534452044547,0.9873759775499277,-0.005369888711435594
