split,n,dropped_nonfinite,r2,rmse,rel_rmse,mae,bias_me,model,n_features
train,29362,0,0.5403354287517395,0.07424975704241141,0.4480010876296971,0.059638228684576244,-1.9359518718346166e-17,linear,40
val,13637,0,0.43741642430636785,0.08556784437806365,0.5431252277396024,0.06607611152508594,0.017935296407578988,linear,40
test,20166,0,0.287555877360399,0.09487351328097887,0.5845239938184889,0.07288426337788026,0.017490365734399996,linear,40
train,29362,0,0.9070210695720596,0.033393873222971215,0.20148876063680451,0.024261476551331148,1.648633817479404e-05,xgb,40
val,13637,0,0.5603033071935676,0.07564734086333817,0.48015676371098065,0.05511860203203497,0.005110755079466629,xgb,40
test,20166,0,0.4817900738090415,0.08091377119532076,0.4985168047264319,0.05813268060369474,0.005220501203487649,xgb,40
train,29362,0,0.9514082576741089,0.02414102783826457,0.14565982649429662,0.014474377603553815,-2.8587066699753118e-05,rf,40
val,13637,0,0.5194683475047107,0.07908207695403595,0.5019580821273167,0.056364776779811394,0.009746650321388665,rf,40
test,20166,0,0.4544946447817032,0.08301739250544812,0.5114773991763885,0.05839986087767387,0.0056654226441889095,rf,40
