Date,Station Id,Station Name,Precipitation Increment (in),Air Temperature Observed (degF),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Soil Moisture Percent -2in (pct),Soil Moisture Percent -4in (pct),Soil Moisture Percent -8in (pct),Soil Moisture Percent -20in (pct),Soil Moisture Percent -40in (pct),Soil Temperature Observed -2in (degF),Soil Temperature Observed -4in (degF),Soil Temperature Observed -8in (degF),Soil Temperature Observed -20in (degF),Soil Temperature Observed -40in (degF),Relative Humidity (pct),Solar Radiation Average (watt/m2)
2025-10-07 08:00,2021,Lind #1,0.00,51.8,54.0,56.7,51.8,0.0,0.0,4.9,5.2,10.2,51,55,60,63,66,50.00,331.90
2025-10-07 09:00,2021,Lind #1,0.00,56.7,59.0,62.2,56.7,0.0,0.0,4.9,4.9,10.0,51,54,60,63,66,43.00,470.80
2025-10-07 10:00,2021,Lind #1,0.00,62.2,64.0,65.8,62.2,0.0,0.0,4.9,5.2,10.0,52,54,60,63,66,36.00,553.00
2025-10-07 11:00,2021,Lind #1,0.00,65.8,67.6,70.3,65.8,0.0,0.3,5.0,5.2,10.0,53,55,59,63,66,31.00,587.20
2025-10-07 12:00,2021,Lind #1,0.00,70.3,70.0,70.5,69.6,0.0,0.0,4.7,5.2,10.1,56,55,59,62,66,26.00,566.60
2025-10-07 13:00,2021,Lind #1,0.00,70.5,70.7,71.1,70.5,0.0,0.2,4.7,5.2,10.1,60,56,59,62,66,25.00,508.70
2025-10-07 14:00,2021,Lind #1,0.00,70.7,71.2,71.8,70.7,0.0,0.0,4.7,4.9,10.0,64,58,59,62,66,23.00,399.30
2025-10-07 15:00,2021,Lind #1,0.00,71.8,71.2,71.8,70.5,0.3,0.0,5.0,5.3,9.8,66,59,59,62,66,24.00,256.10
2025-10-07 16:00,2021,Lind #1,0.00,70.5,69.4,70.5,66.6,0.6,0.2,4.9,4.9,10.1,68,61,59,62,66,22.00,107.00
2025-10-07 17:00,2021,Lind #1,0.00,66.6,63.9,66.6,60.4,0.7,0.4,4.8,5.3,10.0,68,62,60,62,66,26.00,9.99
2025-10-07 18:00,2021,Lind #1,0.00,60.4,60.8,61.2,59.9,0.6,0.4,4.8,5.2,10.0,67,63,60,62,66,31.00,0.00
2025-10-07 19:00,2021,Lind #1,0.00,59.9,57.6,59.9,52.2,0.4,0.3,4.9,5.2,10.0,66,63,60,62,66,32.00,0.00
2025-10-07 20:00,2021,Lind #1,0.00,52.2,53.8,56.3,51.6,0.3,0.3,4.9,5.0,10.0,64,63,61,62,66,41.00,0.00
2025-10-07 21:00,2021,Lind #1,0.00,52.3,53.1,58.5,47.1,0.0,0.3,4.8,5.0,10.0,62,62,61,62,66,38.00,0.00
2025-10-07 22:00,2021,Lind #1,0.00,47.1,48.2,51.1,47.1,0.0,0.2,5.0,5.0,10.0,60,62,61,62,66,49.00,0.00
2025-10-07 23:00,2021,Lind #1,0.00,51.1,50.7,51.4,49.3,0.0,0.2,4.9,5.0,10.0,59,61,61,62,66,43.00,0.00
2025-10-08 00:00,2021,Lind #1,0.00,49.3,48.6,49.3,46.6,0.0,0.1,5.0,5.0,10.2,58,60,61,62,66,46.00,0.00
2025-10-08 01:00,2021,Lind #1,0.00,46.6,46.4,46.9,45.3,0.0,0.3,4.9,5.0,9.9,57,59,61,62,66,51.00,0.00
2025-10-08 02:00,2021,Lind #1,0.00,46.8,45.3,46.8,43.7,0.0,0.1,5.0,5.0,10.0,56,59,61,62,66,53.00,0.00
2025-10-08 03:00,2021,Lind #1,0.00,46.8,45.9,46.8,44.4,0.0,0.3,5.0,5.0,9.9,55,58,61,62,66,56.00,0.00
2025-10-08 04:00,2021,Lind #1,0.00,45.7,46.6,47.3,45.7,0.0,0.0,4.8,5.0,10.3,54,57,61,62,66,60.00,0.00
2025-10-08 05:00,2021,Lind #1,0.00,46.0,45.5,46.0,45.0,0.0,0.1,4.9,5.0,9.9,53,57,61,62,66,61.00,0.50
2025-10-08 06:00,2021,Lind #1,0.00,45.7,46.6,49.8,44.6,0.0,0.1,4.9,5.0,9.9,52,56,60,62,66,61.00,51.98
2025-10-08 07:00,2021,Lind #1,0.00,49.8,51.6,56.3,49.8,0.0,0.2,5.0,5.0,10.2,52,56,60,62,66,52.00,173.20
2025-10-08 08:00,2021,Lind #1,0.00,56.3,58.5,63.1,56.3,0.0,0.1,5.0,5.0,10.0,51,55,60,62,66,43.00,325.00
2025-10-08 09:00,2021,Lind #1,0.00,63.1,65.7,69.6,63.1,0.0,0.2,4.8,5.3,9.8,52,55,60,62,66,34.00,463.70
2025-10-08 10:00,2021,Lind #1,0.00,69.6,70.3,71.2,69.6,0.0,0.0,4.9,4.9,10.0,53,55,60,62,66,26.00,545.90
2025-10-08 11:00,2021,Lind #1,0.00,71.2,72.3,74.1,71.2,0.0,0.1,4.7,5.0,9.9,54,55,59,62,66,24.00,581.70
2025-10-08 12:00,2021,Lind #1,0.00,74.1,73.8,74.8,73.0,0.0,0.1,4.9,5.0,9.9,57,56,59,62,66,23.00,565.90
2025-10-08 13:00,2021,Lind #1,0.00,74.8,75.2,75.6,74.8,0.0,0.1,4.9,5.0,10.2,61,57,59,62,66,23.00,501.70
2025-10-08 14:00,2021,Lind #1,0.00,74.8,75.0,75.4,74.8,0.1,0.2,4.9,5.0,9.9,65,58,59,62,66,22.00,390.80
2025-10-08 15:00,2021,Lind #1,0.00,75.2,75.0,75.2,74.5,0.6,0.3,4.9,5.1,9.9,68,60,59,62,66,22.00,245.60
2025-10-08 16:00,2021,Lind #1,0.00,75.2,73.6,75.2,69.1,1.1,0.3,4.9,5.1,9.9,69,62,60,62,66,23.00,91.40
2025-10-08 17:00,2021,Lind #1,0.00,69.1,65.8,69.1,62.6,1.1,0.3,4.8,5.0,9.9,69,63,60,62,66,28.00,3.33
2025-10-08 18:00,2021,Lind #1,0.00,62.6,61.9,62.8,60.6,1.1,0.5,4.9,5.0,10.0,69,64,60,62,66,35.00,0.00
2025-10-08 19:00,2021,Lind #1,0.00,61.5,61.0,62.6,58.5,0.9,0.5,4.9,5.0,10.1,67,64,60,62,66,37.00,0.00
2025-10-08 20:00,2021,Lind #1,0.00,58.5,58.3,59.0,57.2,0.8,0.2,5.0,5.0,9.8,66,64,61,62,66,41.00,0.00
2025-10-08 21:00,2021,Lind #1,0.00,57.2,57.9,58.5,57.2,0.6,0.3,4.8,5.0,10.0,64,63,61,62,66,43.00,0.00
2025-10-08 22:00,2021,Lind #1,0.00,58.3,59.9,61.3,57.2,0.4,0.3,4.9,5.1,10.0,63,63,61,62,66,41.00,0.00
2025-10-08 23:00,2021,Lind #1,0.00,57.2,54.5,57.2,51.6,0.3,0.4,4.9,5.1,10.0,62,62,61,62,66,41.00,0.00
2025-10-09 00:00,2021,Lind #1,0.00,51.6,52.0,52.7,51.1,0.1,0.3,5.1,5.3,10.0,61,62,62,62,66,49.00,0.00
2025-10-09 01:00,2021,Lind #1,0.00,52.3,52.5,53.4,51.4,0.0,0.2,5.1,5.0,10.1,60,62,62,62,66,49.00,0.00
2025-10-09 02:00,2021,Lind #1,0.00,51.4,51.6,52.5,51.4,0.0,0.3,5.1,4.9,9.8,59,61,62,62,66,50.00,0.00
2025-10-09 03:00,2021,Lind #1,0.00,52.5,51.8,53.6,51.4,0.0,0.2,5.1,5.3,10.0,58,60,62,62,66,49.00,0.00
2025-10-09 04:00,2021,Lind #1,0.00,53.6,53.4,54.3,52.2,0.0,0.3,5.1,5.0,10.0,57,60,61,62,66,47.00,0.00
2025-10-09 05:00,2021,Lind #1,0.00,52.3,52.5,54.0,50.2,0.0,0.3,5.1,5.0,10.0,57,59,61,62,66,51.00,0.25
2025-10-09 06:00,2021,Lind #1,0.00,50.2,51.4,53.8,49.6,0.0,0.3,4.9,5.1,9.8,56,59,61,62,66,56.00,14.34
2025-10-09 07:00,2021,Lind #1,0.00,53.8,53.8,57.0,53.2,0.0,0.1,4.9,5.1,9.8,56,58,61,62,66,52.00,86.00
2025-10-09 08:00,2021,Lind #1,0.00,57.0,56.8,61.2,55.9,0.0,0.2,5.0,5.3,10.0,56,58,61,62,66,47.00,249.10
2025-10-09 09:00,2021,Lind #1,0.00,61.2,63.1,64.9,61.2,0.0,0.2,4.9,5.0,9.9,56,58,61,62,66,44.00,490.30
2025-10-09 10:00,2021,Lind #1,0.00,64.9,66.0,66.9,64.9,0.0,0.0,5.0,5.1,9.9,57,58,61,62,66,39.00,535.80
2025-10-09 11:00,2021,Lind #1,,66.9,,,,0.0,0.2,4.8,5.0,9.9,58,58,60,62,66,37.00,
