split,n,dropped_nonfinite,r2,rmse,rel_rmse,mae,bias_me,model,n_features
train,15704,0,0.44005707717647446,0.08117101302227818,0.39164436504154254,0.06649200354190063,1.945576772649281e-17,linear,32
val,7149,0,0.4022459000550582,0.08874843998286815,0.44133980259530703,0.07347935470226093,0.014440888605644835,linear,32
test,8902,0,0.2509698582431642,0.09113504523430749,0.4884505782116911,0.07369529121311129,0.024570653754401886,linear,32
train,15704,0,0.9541037041626134,0.023239025056281584,0.11212664316329181,0.016600988408671302,-2.2810533684334752e-05,xgb,32
val,7149,0,0.6838984820437246,0.06453758895683383,0.3209409289412233,0.04424765715099966,0.003936192891833796,xgb,32
test,8902,0,0.5147036597030701,0.07335661356192885,0.3931646735660722,0.056261458654613405,0.009635658651457681,xgb,32
train,15704,0,0.9876083238082514,0.012075193927044904,0.058261951923810805,0.00726038040905748,1.6244735717809028e-05,rf,32
val,7149,0,0.6976252231153077,0.06312076103571639,0.31389514250105377,0.0426949515446379,0.00396721901006449,rf,32
test,8902,0,0.5479718595471944,0.07079759456844983,0.37944926580162874,0.05410297789917628,0.012491362643449412,rf,32
