n,r2,rmse,mae,ubrmse,bias,pearson_r,med_ae,p90_ae,station_id,strategy,seed
30,-90.87605789358634,0.0731712900535906,0.06997332242432831,0.02139560321672843,-0.06997332242432831,-0.6048443026259146,0.07267652356704345,0.09506087147284781,ECE_BBG_Lost_Meadow,no_smap_retrained,42
30,-156.69005218577175,0.0703431052941506,0.06809512272407213,0.019066244163731646,-0.06770990175678096,0.710784875056753,0.07353057621249079,0.08382564743362002,ECE_BBG_Main_St,no_smap_retrained,42
30,-0.8805058573192994,0.035529315840199624,0.027104594165733166,0.02767293841606266,0.02228319464290216,0.3298101372214398,0.018572198602504933,0.0667903735797311,ECE_Renton_Garden_North,no_smap_retrained,42
30,-173.83383148949716,0.05975487860323691,0.05740739295980024,0.01870332747725488,-0.05675236610191812,0.6807256227873572,0.05797163956757184,0.07762629020156045,ECE_Renton_Garden_Shed,no_smap_retrained,42
30,-2132.1292522298286,0.1151217862801597,0.11358151976867628,0.01876869849969796,-0.11358151976867628,0.5540622931606796,0.11454505497621997,0.13527944161088556,ECE_Renton_Home,no_smap_retrained,42
30,-57.818084232025036,0.05854569596742616,0.055298889441857055,0.020161464825685475,-0.05496466003163257,-0.4189374743408614,0.061670896142063156,0.0802033905308571,ECE_BBG_Lost_Meadow,block_masked_retrained,42
30,-74.39641479253824,0.04864013093948412,0.046320254926180825,0.018232891172616072,-0.045093503049748754,0.6654459312805613,0.04809670738839356,0.06318019348911001,ECE_BBG_Main_St,block_masked_retrained,42
30,-3.229798870911055,0.053285538358913975,0.04445879328413879,0.029372849673082596,0.04445879328413879,0.2565786373652907,0.03683812537178892,0.09463549055800588,ECE_Renton_Garden_North,block_masked_retrained,42
30,-76.07977004012619,0.03967626990446841,0.03597993418674358,0.019398653433003284,-0.03461067232109854,0.6415439520614282,0.034308972444765,0.06093539992975789,ECE_Renton_Garden_Shed,block_masked_retrained,42
30,-1430.2836701298377,0.09430002159087901,0.0920888413449537,0.02030121601737682,-0.0920888413449537,0.4900311372907945,0.09101012475620071,0.12118247404873757,ECE_Renton_Home,block_masked_retrained,42
30,-90.78644577933726,0.07313559722022528,0.07085226269864636,0.018132083477665418,-0.07085226269864636,-0.4630940284279804,0.07315470769921506,0.08950780029053565,ECE_BBG_Lost_Meadow,zero_filled_existing_policy,7
30,-141.980647564329,0.06698198562715851,0.06523755386401811,0.01701200481848382,-0.06478563182228567,0.48416190391502406,0.06837285372189622,0.08077421313267105,ECE_BBG_Main_St,zero_filled_existing_policy,7
30,-1.460917327601022,0.04064414682514029,0.031074996283498087,0.03378479566751402,0.022595005041997376,0.04145195845104378,0.022253787481013365,0.08716363844864676,ECE_Renton_Garden_North,zero_filled_existing_policy,7
30,-175.9276254493837,0.06011162317476832,0.057444665110118066,0.02082730428270623,-0.056388213635660704,0.5190537190766975,0.06635351951320403,0.076256718753076,ECE_Renton_Garden_Shed,zero_filled_existing_policy,7
30,-2162.4064226967344,0.11593591430909052,0.11397345880274089,0.02124116087281262,-0.11397345880274089,0.34409598154575255,0.12147773337861001,0.13457842107139226,ECE_Renton_Home,zero_filled_existing_policy,7
30,-74.65679977112073,0.06639930277673177,0.0630611408979058,0.02078845636141771,-0.0630611408979058,-0.5376979838883009,0.06525316240173182,0.08874834698011931,ECE_BBG_Lost_Meadow,native_missing_existing_training,7
30,-127.01280703043659,0.06337910444486024,0.06182131849401952,0.013965509653911792,-0.06182131849401952,0.5838887857433854,0.06451608752989185,0.07677273563642749,ECE_BBG_Main_St,native_missing_existing_training,7
30,-1.5215288389796746,0.04114162764552066,0.03223144286955067,0.03362162011065703,0.0237111827300397,-0.007693188052633622,0.024557129222092106,0.0595121382241026,ECE_Renton_Garden_North,native_missing_existing_training,7
30,-167.19411963644322,0.05860923257757708,0.055358497451918814,0.019247828532029828,-0.055358497451918814,0.525251363486813,0.06362067777163757,0.07554270728665172,ECE_Renton_Garden_Shed,native_missing_existing_training,7
30,-2109.1103237294355,0.11449895292705918,0.11272939438227923,0.020052278264513133,-0.11272939438227923,0.3617028824657947,0.11986576301356255,0.1355282733713776,ECE_Renton_Home,native_missing_existing_training,7
30,-78.29267041165312,0.06797607082102435,0.06550629180971383,0.018156870259092982,-0.06550629180971383,-0.5413951510437447,0.06473273957999975,0.08601106400246496,ECE_BBG_Lost_Meadow,training_month_climatology,7
30,-111.2435556585175,0.059347181145781,0.057732108060812935,0.014776057996509061,-0.05747830912643434,0.5823515366118749,0.06069284817361248,0.07115161790994205,ECE_BBG_Main_St,training_month_climatology,7
30,-1.7937226675569704,0.04330530934337291,0.033896766925425946,0.03279143220262496,0.02828554032409265,0.0757727087171213,0.02603623547381774,0.08815570273146778,ECE_Renton_Garden_North,training_month_climatology,7
30,-144.8416250052787,0.05457595929556571,0.05176668355962324,0.020023100129665065,-0.0507701762280638,0.5508846000223375,0.060376918497154854,0.07023182155598841,ECE_Renton_Garden_Shed,training_month_climatology,7
30,-1932.622868226477,0.1096061241940447,0.1076721214463722,0.020499188376080345,-0.1076721214463722,0.3768807117348503,0.11563138944407403,0.1281330206545412,ECE_Renton_Home,training_month_climatology,7
30,-91.88856552368767,0.07357337245228499,0.07191869435015914,0.015515880154571707,-0.07191869435015914,-0.19085149491766334,0.07106487910113399,0.09036053460052873,ECE_BBG_Lost_Meadow,no_smap_retrained,7
30,-107.23427873933726,0.05827761923069066,0.05686108924378552,0.012782147325407962,-0.05685857554449401,0.3526580972163891,0.059167470105083705,0.06676580641246613,ECE_BBG_Main_St,no_smap_retrained,7
30,-2.0226606845524833,0.04504475178064158,0.033678981681963864,0.03261488331189277,0.03106926213367854,-0.11752357298892739,0.025973385667077797,0.07770607680723819,ECE_Renton_Garden_North,no_smap_retrained,7
30,-123.59300841555103,0.05044376188864223,0.04814756167531697,0.01555517129642744,-0.04798551614202807,0.438617887361402,0.050941003561386665,0.06291859008306587,ECE_Renton_Garden_Shed,no_smap_retrained,7
30,-1746.8358618837826,0.10420756716591872,0.10306904707952452,0.015361920086962492,-0.10306904707952452,0.16935152916241056,0.10594600614525312,0.11836102405977855,ECE_Renton_Home,no_smap_retrained,7
30,-162.9073584510371,0.09773244442223755,0.09612416518036125,0.017657167415086054,-0.09612416518036125,-0.2660565900247898,0.09863251904807155,0.11332569608485295,ECE_BBG_Lost_Meadow,block_masked_retrained,7
30,-169.3540268920094,0.07311316590588991,0.07161132924188772,0.016199949678154017,-0.07129583900346122,0.38242894788527954,0.0734751362448402,0.0824544448015767,ECE_BBG_Main_St,block_masked_retrained,7
30,-0.807115415194311,0.034829115439204736,0.02638617806298445,0.030136689443043596,0.017459874904792252,0.17540274841568126,0.018822380110531306,0.07605953080920552,ECE_Renton_Garden_North,block_masked_retrained,7
30,-200.9418351423312,0.06422051442909985,0.06190841101210006,0.0181608947209517,-0.06159915889419863,0.6197697177713019,0.06297483542226973,0.08299966632558506,ECE_Renton_Garden_Shed,block_masked_retrained,7
30,-2234.795727659638,0.11785960872474963,0.11648678972923868,0.017936420694419933,-0.11648678972923868,0.44100110813981036,0.11896807339134086,0.1363098980391465,ECE_Renton_Home,block_masked_retrained,7
30,-93.30100081402209,0.07413062924315554,0.07251340962751307,0.015399857667481228,-0.07251340962751307,-0.49501967217829995,0.07574284562335858,0.08976130483100256,ECE_BBG_Lost_Meadow,zero_filled_existing_policy,13
30,-155.53353305545807,0.07008467789510728,0.06869521794149876,0.01716968490815389,-0.06794898082985243,0.5714265484195513,0.0728796316139522,0.08010662528603427,ECE_BBG_Main_St,zero_filled_existing_policy,13
30,-1.1662942381845833,0.03813363644058937,0.029429425124895194,0.026947346042690896,0.02698174882098113,0.3199825788640033,0.02231313198998866,0.06675102257253067,ECE_Renton_Garden_North,zero_filled_existing_policy,13
30,-145.13716449210924,0.05463122879758943,0.05306492984394916,0.01661818715618008,-0.05204235789793481,0.6922490267051966,0.05763049563766081,0.0667698186347526,ECE_Renton_Garden_Shed,zero_filled_existing_policy,13
30,-2004.6161860553016,0.1116279237224646,0.1102725071917386,0.017342650092656977,-0.1102725071917386,0.5518246070357299,0.11290344620155796,0.12658297294774987,ECE_Renton_Home,zero_filled_existing_policy,13
30,-87.47104106002192,0.07180258908433211,0.06955446171068745,0.017826627705484804,-0.06955446171068745,-0.5623757104408718,0.06710090302320797,0.08963073759406733,ECE_BBG_Lost_Meadow,native_missing_existing_training,13
30,-179.5167557019004,0.07526241464776046,0.0745009678867833,0.010678803422851824,-0.0745009678867833,0.638672682529195,0.07576742207237305,0.0819181919505658,ECE_BBG_Main_St,native_missing_existing_training,13
30,-0.3188706104375525,0.029754358732415897,0.023336735554909352,0.021684740562794458,0.020373853103956327,0.5472717932886502,0.018059987570885533,0.04427969063904858,ECE_Renton_Garden_North,native_missing_existing_training,13
30,-173.72013158471563,0.059735445210635923,0.05868369877455383,0.011160058810343139,-0.05868369877455383,0.7430887096270187,0.05790858459280335,0.07200611962504834,ECE_Renton_Garden_Shed,native_missing_existing_training,13
30,-2202.411238042106,0.11700292367970545,0.11644055539969715,0.011457801176885529,-0.11644055539969715,0.7534672358193004,0.11416234580902515,0.1319788373486576,ECE_Renton_Home,native_missing_existing_training,13
30,-83.85309596472722,0.07031911267649764,0.06801475800378717,0.01785413961232068,-0.06801475800378717,-0.5422992221679345,0.0663483303547624,0.09108944300139588,ECE_BBG_Lost_Meadow,training_month_climatology,13
30,-121.58988851802526,0.06202213513707511,0.060913064032093664,0.014719852915684197,-0.06025007200910411,0.5604084846999753,0.06350894602356902,0.06973181467616084,ECE_BBG_Main_St,training_month_climatology,13
30,-1.7949995402625656,0.04331520457230844,0.034697244928965865,0.026365616437016525,0.03436657121443822,0.3332727846145473,0.030559550966862553,0.08057028125332844,ECE_Renton_Garden_North,training_month_climatology,13
30,-109.0831494478352,0.04741557852911237,0.04573811320067135,0.015931969784541377,-0.044658811292228595,0.6632793657175795,0.04338918354535591,0.06252355801046548,ECE_Renton_Garden_Shed,training_month_climatology,13
30,-1743.9782986689547,0.10412234705805071,0.1027942069580566,0.016577520102276668,-0.1027942069580566,0.5267123250616907,0.10048682626428473,0.1214026206866793,ECE_Renton_Home,training_month_climatology,13
30,-98.2787366918946,0.07606198528546344,0.07266338708304959,0.022482388289168886,-0.07266338708304959,-0.4878981098080155,0.07278715455440984,0.09698078812801596,ECE_BBG_Lost_Meadow,no_smap_retrained,13
30,-156.01756362181297,0.0701929516368354,0.0682259634875218,0.019981265504730648,-0.06728892545077961,0.6369640551680957,0.06943327680355796,0.0880974547651489,ECE_BBG_Main_St,no_smap_retrained,13
30,-1.3157597879484135,0.03942722884629934,0.029315029520169542,0.029424891302751586,0.026242754167954865,0.21434799041860883,0.020350716115984296,0.07801068718837749,ECE_Renton_Garden_North,no_smap_retrained,13
30,-150.9726624107407,0.05571130950801044,0.05372376668056535,0.01791350033912791,-0.05275278677659978,0.6407592364430137,0.05804992260449219,0.07078987441292356,ECE_Renton_Garden_Shed,no_smap_retrained,13
30,-2051.6679149304896,0.11292972770653156,0.1113212222318263,0.01899233742022565,-0.1113212222318263,0.4137940692327896,0.11552592280902461,0.13167643948665975,ECE_Renton_Home,no_smap_retrained,13
30,-91.60839120444544,0.07346233113824036,0.07007757318321464,0.022041956197571776,-0.07007757318321464,-0.5836987718155179,0.06851353722890487,0.09700339761289117,ECE_BBG_Lost_Meadow,block_masked_retrained,13
30,-117.23971591424215,0.06091174995424269,0.0593640403939247,0.01660299545084554,-0.05860530543003242,0.6206333638451709,0.06522501777295817,0.07019444543501692,ECE_BBG_Main_St,block_masked_retrained,13
30,-1.7705663873533934,0.043125463917506185,0.03316762933842498,0.02835569529525012,0.03249246347113524,0.2946699730175965,0.026597034093621172,0.08305324086071388,ECE_Renton_Garden_North,block_masked_retrained,13
30,-122.30699641034958,0.05018275387042541,0.04770439605018186,0.018609900437076735,-0.04660451042272398,0.6888567384219499,0.04905034476184073,0.06851745925179074,ECE_Renton_Garden_Shed,block_masked_retrained,13
30,-1782.0054206044902,0.1052507661219293,0.1036576400906256,0.018243284246412035,-0.1036576400906256,0.5036519928872701,0.10520494671863653,0.12638454510362238,ECE_Renton_Home,block_masked_retrained,13
30,-90.99775086010374,0.0732197329501956,0.07064519227899044,0.020170641066267214,-0.07038660762015579,-0.535957915451118,0.07380753160139567,0.09120403897335584,ECE_BBG_Lost_Meadow,zero_filled_existing_policy,101
30,-147.70903849818947,0.06831059539926239,0.06710678998310962,0.020116393555115724,-0.0652814533702906,0.6207557856377004,0.0682719073039505,0.08054977200638981,ECE_BBG_Main_St,zero_filled_existing_policy,101
30,-1.2379405914282047,0.03875910822876151,0.029337382959446885,0.026795698466315777,0.02800462487502967,0.40309469228146416,0.025003349369195543,0.06410025798798935,ECE_Renton_Garden_North,zero_filled_existing_policy,101
30,-146.0878793909592,0.054808646100796596,0.05290814007422018,0.019945421164698596,-0.05105064017194261,0.7154954435155624,0.0510251298689348,0.0705613777573845,ECE_Renton_Garden_Shed,zero_filled_existing_policy,101
30,-1913.4952395140947,0.10906265840077005,0.10694981659058841,0.021363524725160822,-0.10694981659058841,0.6293866897226497,0.10411285589249805,0.130563612975317,ECE_Renton_Home,zero_filled_existing_policy,101
30,-67.96109497706344,0.06339304454960513,0.060735854430035735,0.018161334860679404,-0.060735854430035735,-0.5036134374316595,0.06462490606242181,0.08353924805642857,ECE_BBG_Lost_Meadow,native_missing_existing_training,101
30,-118.01072755769474,0.06111002240901279,0.05972472387228172,0.012938013650083516,-0.05972472387228172,0.6227409017856298,0.06322703074938071,0.06941051798066253,ECE_BBG_Main_St,native_missing_existing_training,101
30,-1.511980687214575,0.041063659256146356,0.031809489455069555,0.026107197750426744,0.0316960303054658,0.3353460130199382,0.027831522708562456,0.06580010414765032,ECE_Renton_Garden_North,native_missing_existing_training,101
30,-120.24576803374184,0.049761552947529805,0.047341508071797586,0.015329506359884419,-0.047341508071797586,0.6660555656882294,0.04700969890137183,0.0682520895623094,ECE_Renton_Garden_Shed,native_missing_existing_training,101
30,-1838.5805424994444,0.10690754033503475,0.1057225092709473,0.015873664162427786,-0.1057225092709473,0.5413907139895382,0.10384481308360993,0.12883390486461874,ECE_Renton_Home,native_missing_existing_training,101
30,-84.69144325316296,0.0706656347500958,0.06847045422948334,0.017976140163432578,-0.06834098564886647,-0.43861449716300854,0.07355547095346304,0.08466303333099709,ECE_BBG_Lost_Meadow,training_month_climatology,101
30,-108.93376047975926,0.058733371272337936,0.05793630053529738,0.016546705353013596,-0.05635437376969816,0.5417602519539428,0.05971607126978841,0.06730333285531157,ECE_BBG_Main_St,training_month_climatology,101
30,-2.014086140659063,0.044980815972670396,0.035835391681636825,0.027441304445778688,0.035640547356646006,0.2913289858846623,0.030843839045409077,0.07713348412038223,ECE_Renton_Garden_North,training_month_climatology,101
30,-104.57775193667375,0.04643514820220158,0.0451413605620532,0.0165178125022549,-0.04339798219618946,0.6929549597147269,0.046395814653865726,0.058894304520275345,ECE_Renton_Garden_Shed,training_month_climatology,101
30,-1629.08344261318,0.10063611253121713,0.09906798695131254,0.017696358574869654,-0.09906798695131254,0.542632667422773,0.09992317494096625,0.11743068569597619,ECE_Renton_Home,training_month_climatology,101
30,-99.69120666452716,0.0766011532853493,0.0737210677792986,0.020807230717364594,-0.0737210677792986,-0.5013349637535711,0.07712869576989562,0.10031260286704093,ECE_BBG_Lost_Meadow,no_smap_retrained,101
30,-97.35876233398744,0.055555353519694685,0.05364018375604946,0.01672178367364705,-0.05297904543751241,0.6552399950630405,0.05315296567939965,0.06828700375871498,ECE_BBG_Main_St,no_smap_retrained,101
30,-2.5538231076114912,0.04884244576293128,0.03834600528740957,0.030251750141154502,0.03834600528740957,0.10580887174958661,0.03409087890910317,0.09052774891898781,ECE_Renton_Garden_North,no_smap_retrained,101
30,-93.34272607958498,0.04389497857945198,0.0418778069575696,0.01636330383456174,-0.040730964045899605,0.5866819086282413,0.04702969514989081,0.055974790069895766,ECE_Renton_Garden_Shed,no_smap_retrained,101
30,-1508.8299777705165,0.09685297292663093,0.09544407223268461,0.016459873643767345,-0.09544407223268461,0.39879520389164697,0.09978528973957002,0.1142386912367575,ECE_Renton_Home,no_smap_retrained,101
30,-46.907736185786206,0.05283751209831171,0.049563772493173,0.020294518642093248,-0.048784579508539025,-0.5723560726300991,0.049916114746613366,0.07119598204562785,ECE_BBG_Lost_Meadow,block_masked_retrained,101
30,-55.516567004217144,0.042112136436781814,0.04101629897882142,0.014109050748048083,-0.039678290314215034,0.6950043682902085,0.04381497890952418,0.05237963742607582,ECE_BBG_Main_St,block_masked_retrained,101
30,-4.24909182787743,0.059359684594181374,0.053687557137649014,0.02532228985918074,0.053687557137649014,0.4132520248722197,0.04699670463506196,0.10016225264117866,ECE_Renton_Garden_North,block_masked_retrained,101
30,-44.72736615813547,0.03055967452125269,0.027183074033267172,0.017032433947884888,-0.025373015206235132,0.697666003566264,0.027444951406444783,0.04458501349302504,ECE_Renton_Garden_Shed,block_masked_retrained,101
30,-1102.8323174062484,0.08281337540409528,0.08098530366623513,0.017304211507817916,-0.08098530366623513,0.6260387703423202,0.07922353881992893,0.10108194154138823,ECE_Renton_Home,block_masked_retrained,101
30,-118.94571750645467,0.08360493411262486,0.0821869156490127,0.015332837443813623,-0.0821869156490127,-0.25190802030152776,0.08469340241426226,0.09510675567510402,ECE_BBG_Lost_Meadow,zero_filled_existing_policy,123
30,-226.83566643078242,0.08455323797798062,0.08310279779308798,0.015594071037485974,-0.08310279779308798,0.10958632910846859,0.08477460640640097,0.09490787370699001,ECE_BBG_Main_St,zero_filled_existing_policy,123
30,-0.5374003136427399,0.032124988593158536,0.02577907544758432,0.030766588766160848,0.009242938266834363,-0.05885069065757982,0.021081682067750962,0.061099651412239185,ECE_Renton_Garden_North,zero_filled_existing_policy,123
30,-247.26191332756085,0.07120585078610071,0.06979713231442122,0.01409373998822234,-0.06979713231442122,0.3709694700721341,0.07144149532114011,0.07946623241572355,ECE_Renton_Garden_Shed,zero_filled_existing_policy,123
30,-2596.6054250693583,0.12703854917795385,0.12627200627927096,0.013934611851327345,-0.12627200627927096,0.10546689588246844,0.1301515807239054,0.13387848015826764,ECE_Renton_Home,zero_filled_existing_policy,123
30,-93.08476178782024,0.07404558701167033,0.0717132182648142,0.018438093231295926,-0.0717132182648142,-0.5682008756131293,0.0755871698487566,0.09417614411881026,ECE_BBG_Lost_Meadow,native_missing_existing_training,123
30,-166.39741333205183,0.07247592373318466,0.07173144030246895,0.010361466745192685,-0.07173144030246895,0.6701741201286517,0.07492448432690553,0.08064675804842576,ECE_BBG_Main_St,native_missing_existing_training,123
30,-0.6031901975971827,0.03280514969543663,0.025029324394046926,0.026260273436825673,0.019661533143759513,0.22970945400362558,0.015508477858941903,0.04771081790969523,ECE_Renton_Garden_North,native_missing_existing_training,123
30,-177.27928378668634,0.0603408010265617,0.05937230850376437,0.010767601936408133,-0.05937230850376437,0.6749170196938394,0.061308475818864734,0.07181621148014294,ECE_Renton_Garden_Shed,native_missing_existing_training,123
30,-2235.3232429366417,0.1178735118458033,0.11731013675137472,0.011510717190361886,-0.11731013675137472,0.5213920579158426,0.11819792074461877,0.13171224846712468,ECE_Renton_Home,native_missing_existing_training,123
30,-110.69749401898646,0.08067913818371426,0.07900511813465355,0.016349759832985263,-0.07900511813465355,-0.39020696329454063,0.08249893859521436,0.09480585864660077,ECE_BBG_Lost_Meadow,training_month_climatology,123
30,-197.5128933891306,0.07892484680087164,0.07754961085988839,0.014669331887340252,-0.07754961085988839,0.246338071587779,0.07978858884059689,0.08811978637090846,ECE_BBG_Main_St,training_month_climatology,123
30,-0.5869842790082209,0.03263892240055223,0.02471357927305799,0.028525917897297606,0.015860998190085834,0.08701684146322002,0.0177559557965236,0.06693919594692241,ECE_Renton_Garden_North,training_month_climatology,123
30,-202.5574151416371,0.0644768919448133,0.06316563154377292,0.012937255757673348,-0.06316563154377292,0.4634026959795693,0.06580340112883558,0.07238169718423104,ECE_Renton_Garden_Shed,training_month_climatology,123
30,-2295.7529972690154,0.11945548059934502,0.11873323440158479,0.013116054809233581,-0.11873323440158479,0.25218583974561065,0.12033445771033263,0.1275702952939555,ECE_Renton_Home,training_month_climatology,123
30,-73.3244576381093,0.06581204863462832,0.06228435925944247,0.021257571289481438,-0.06228435925944247,-0.5475093783886177,0.060720147968135976,0.0895213764024393,ECE_BBG_Lost_Meadow,no_smap_retrained,123
30,-97.20379791224968,0.055511572484752775,0.0537084205193281,0.015746186851919697,-0.053231497060991936,0.7358122566177455,0.054975903940232496,0.07001109819972041,ECE_BBG_Main_St,no_smap_retrained,123
30,-1.5391992967355748,0.041285532836398006,0.03164187490897538,0.02871606937175079,0.029662814792633795,0.22473906878515548,0.025696674828998345,0.08207201895706961,ECE_Renton_Garden_North,no_smap_retrained,123
30,-132.6065774221187,0.052236557736542996,0.05003731750051864,0.017017741378595377,-0.04938678408779452,0.6217832900514739,0.05240241685175124,0.06929244927397321,ECE_Renton_Garden_Shed,no_smap_retrained,123
30,-1581.3671066122326,0.09915224621349168,0.09762513756358734,0.01733494865500097,-0.09762513756358734,0.5832433175089706,0.09612873849769532,0.12046002759580239,ECE_Renton_Home,no_smap_retrained,123
30,-100.21084657706558,0.07679855777719485,0.07430843281054098,0.019397816627096255,-0.07430843281054098,-0.48290335405995993,0.07508630479606421,0.09652652013243777,ECE_BBG_Lost_Meadow,block_masked_retrained,123
30,-181.47785674686696,0.07567012886517233,0.07419321730905534,0.014877328651444028,-0.07419321730905534,0.49646092593012475,0.07758540554487836,0.08557516363133058,ECE_BBG_Main_St,block_masked_retrained,123
30,-0.7121050508683124,0.03390117131419304,0.02579324099086633,0.029125409364262896,0.017349350011985246,0.22649160908423396,0.017691174585513933,0.07041243896529822,ECE_Renton_Garden_North,block_masked_retrained,123
30,-200.74339740458132,0.06418895359428954,0.06168361072855939,0.017758207426917035,-0.06168361072855939,0.6580700637913218,0.06097868970037062,0.08239396384884622,ECE_Renton_Garden_Shed,block_masked_retrained,123
30,-2396.5421244114423,0.1220483906749312,0.12070174609228086,0.01808032512470943,-0.12070174609228086,0.4423923932027574,0.1198253172678253,0.14297449900750742,ECE_Renton_Home,block_masked_retrained,123
