id,group,track,Configuration,year,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson
4,SR,single,SR MSE Objective Est=1000,2023,0.7484107640777182,0.05189325717304716,0.04666730643001999,-0.022695212113011218,0.04099634963953637,0.033212423041462893,0.8926478255531984
4,SR,single,SR MSE Objective Est=1000,2024,0.771720464754979,0.04554032171035999,0.045395014535384734,-0.0036350459398423827,0.03592697742782009,0.030221523284912094,0.8851065894714673
4,SR,single,SR MSE Objective Est=1000,2025,0.808925945951323,0.04615310002863942,0.04593620868851221,-0.004469158414210337,0.03449165353317861,0.02763987091183663,0.9018005072121089
5,SR,single,SR MAPE Objective,2023,0.7399180670187498,0.05276184756599428,0.047676062348032455,-0.022601009657932006,0.04195339544670686,0.03620071870088577,0.8875106956222345
5,SR,single,SR MAPE Objective,2024,0.7583825291735271,0.04685185293653417,0.04627032805445037,-0.007358863751817732,0.03676183853671594,0.02902817589044572,0.8776626932707589
5,SR,single,SR MAPE Objective,2025,0.7976478752775958,0.047495657324338254,0.047086055135697934,-0.006224216852555807,0.034682403845887104,0.026058282077312464,0.899087100775987
6,SA,single,SA d=8 LR=0.003 MCW=4 Est=1500,2023,0.7502265283328229,0.05170565664097387,0.04625831600304977,-0.023100717079907473,0.04094646902438904,0.03381755378842355,0.8945846169440524
6,SA,single,SA d=8 LR=0.003 MCW=4 Est=1500,2024,0.770589548074224,0.045652987701637636,0.04542971657566319,-0.0045095603262580684,0.035876077600462464,0.030087816476821905,0.8853112009916579
6,SA,single,SA d=8 LR=0.003 MCW=4 Est=1500,2025,0.8074500345102074,0.0463310071069157,0.04604244488203998,-0.005162894993882346,0.0345094083380165,0.027833783149719238,0.9011895448010908
7,SA,single,SA d=8 LR=0.003 MCW=6 Est=1500,2023,0.7514901765726945,0.0515746967553968,0.04616276863075588,-0.02299887252762875,0.04086918103625682,0.03334167672693729,0.8950516733912336
7,SA,single,SA d=8 LR=0.003 MCW=6 Est=1500,2024,0.7714063802424779,0.045571639877236364,0.045344767932588584,-0.004541627645115552,0.03586036334791912,0.030010674774646764,0.8856717805283378
7,SA,single,SA d=8 LR=0.003 MCW=6 Est=1500,2025,0.8089473959140083,0.04615050938370924,0.04587261873811017,-0.005056913307632955,0.03433853790385746,0.027509995102882392,0.9019643388601859
8,SA,single,SA d=8 LR=0.003 MCW=8 Est=1500,2023,0.7508888452618284,0.0516370579551228,0.04625787434869675,-0.022947653809052594,0.04094184748820789,0.03322234427928926,0.8946106846818265
8,SA,single,SA d=8 LR=0.003 MCW=8 Est=1500,2024,0.7704386710592842,0.04566799759833502,0.04545373497483969,-0.004418594968883803,0.035961340451935754,0.03020516192913056,0.8851277529955038
8,SA,single,SA d=8 LR=0.003 MCW=8 Est=1500,2025,0.8094995200976096,0.046083775804287595,0.04580954639988313,-0.005019945039270958,0.034370169351585246,0.02736689999699593,0.9023027964402365
9,SA,single,SA d=8 LR=0.003 MCW=10 Est=1500,2023,0.750214737041311,0.05170687708538491,0.04633643188942503,-0.022946377007883014,0.04098577605966615,0.03323930114507674,0.8942550785764247
9,SA,single,SA d=8 LR=0.003 MCW=10 Est=1500,2024,0.7716830832801911,0.04554405024147838,0.04531074351599842,-0.004604024644973041,0.03587800816781372,0.029800314784049986,0.8858886572217544
9,SA,single,SA d=8 LR=0.003 MCW=10 Est=1500,2025,0.8091301767860206,0.04612842790277784,0.04585883080672606,-0.004979909330046324,0.0343774130884347,0.02700882440805437,0.9020174949506335
10,SA,single,SA d=8 LR=0.003 MCW=15 Est=1500,2023,0.7488120741581357,0.0518518531790158,0.04642879804366559,-0.02308638972219299,0.04115852562469594,0.03444314119219779,0.8938769054450966
10,SA,single,SA d=8 LR=0.003 MCW=15 Est=1500,2024,0.7730289075979051,0.04540962112446552,0.04517698650844971,-0.004590597353671161,0.03572189089282708,0.0297132087945938,0.8867637822697754
10,SA,single,SA d=8 LR=0.003 MCW=15 Est=1500,2025,0.80737948993888,0.04633949348010419,0.046082909758887056,-0.004869711088033893,0.03421014601737261,0.026054093718528744,0.9007157088226857
11,SA,single,SA d=8 LR=0.005 MCW=4 Est=1000,2023,0.7519076284217922,0.05153136043684577,0.04615921046603041,-0.022908696981945656,0.04080038006162272,0.033656689345836634,0.895148756870803
11,SA,single,SA d=8 LR=0.005 MCW=4 Est=1000,2024,0.7672337074663382,0.04598568383169785,0.04579342511108216,-0.004200635303105794,0.036178985746254694,0.030683900594711294,0.8841782465129614
11,SA,single,SA d=8 LR=0.005 MCW=4 Est=1000,2025,0.8078670567880564,0.0462808083578757,0.04601909407129374,-0.004914896289824703,0.03429634985967657,0.02726542919874192,0.9009769570241538
12,SA,single,SA d=8 LR=0.005 MCW=6 Est=1000,2023,0.7514585343971533,0.051577980093740095,0.04614014241070831,-0.02305157886926983,0.04083901995745664,0.033782780200242994,0.8952817818709389
12,SA,single,SA d=8 LR=0.005 MCW=6 Est=1000,2024,0.7681863747184758,0.045891482106799907,0.04567218138610743,-0.0044810688292118836,0.03608809257134489,0.030284718304872518,0.8847437774679325
12,SA,single,SA d=8 LR=0.005 MCW=6 Est=1000,2025,0.8081822303753082,0.046242833414711755,0.045984669870980065,-0.004879526663038316,0.03436600152881151,0.027314954996109017,0.9011332650134684
13,SA,single,SA d=8 LR=0.005 MCW=8 Est=1000,2023,0.7516636322546992,0.051556694477563836,0.046229901481109496,-0.02282299179732418,0.04083655145425803,0.03342604920268059,0.8948606178142209
13,SA,single,SA d=8 LR=0.005 MCW=8 Est=1000,2024,0.7664557625443675,0.046062465756798635,0.04583530108578829,-0.004569017991398048,0.036251926018292566,0.030551994442939767,0.8838541723784182
13,SA,single,SA d=8 LR=0.005 MCW=8 Est=1000,2025,0.8090650181600797,0.046136300830136596,0.04590565310154765,-0.004607522757065959,0.03428534917365356,0.027064763426780714,0.9016177956169487
14,SA,single,SA d=8 LR=0.005 MCW=10 Est=1000,2023,0.7494869088083764,0.051782154445559746,0.04641998152227093,-0.022947261982669657,0.04104206866173919,0.03375210371613502,0.8939436875629168
14,SA,single,SA d=8 LR=0.005 MCW=10 Est=1000,2024,0.7677603242484466,0.045933634745680615,0.04567754201392857,-0.004843651421821802,0.03614971616099338,0.03036373728513718,0.884754541098722
14,SA,single,SA d=8 LR=0.005 MCW=10 Est=1000,2025,0.8091426240170275,0.046126923787172744,0.04587881305804747,-0.004777825158860546,0.03422962190575292,0.026592576235532767,0.90169244050042
15,SA,single,SA d=8 LR=0.005 MCW=15 Est=1000,2023,0.7481839602322142,0.051916642392426667,0.046486398532482216,-0.02311606601829571,0.041207738580898344,0.03437065008282662,0.8936645275805967
15,SA,single,SA d=8 LR=0.005 MCW=15 Est=1000,2024,0.7699640594834618,0.04571518187167288,0.04543391804247836,-0.005063294322959964,0.035855336634962987,0.029886684983968733,0.8861091899340479
15,SA,single,SA d=8 LR=0.005 MCW=15 Est=1000,2025,0.8080370460561354,0.046260330397383295,0.046013551874653606,-0.004771919306716762,0.03401568960634,0.025673018455505375,0.900838604046739
16,SA,single,SA d=8 LR=0.008 MCW=4 Est=750,2023,0.7512668276483614,0.0515978680043814,0.04611864330131263,-0.023138943870004838,0.04071933058944022,0.033296100258827205,0.8954219711934689
16,SA,single,SA d=8 LR=0.008 MCW=4 Est=750,2024,0.7667926934268329,0.04602922693870931,0.04580947793684129,-0.004492378328922068,0.0361677128924616,0.029934741497039785,0.8845587561844445
16,SA,single,SA d=8 LR=0.008 MCW=4 Est=750,2025,0.807546918651109,0.0463193496013067,0.0460529395599727,-0.0049607363974581535,0.03427049724527479,0.026781517863273596,0.900629328504589
17,SA,single,SA d=8 LR=0.008 MCW=6 Est=750,2023,0.7518184816314213,0.05154061796208708,0.046045064204354,-0.023157879035478453,0.04071989301115096,0.033577744007110596,0.8958269055472717
17,SA,single,SA d=8 LR=0.008 MCW=6 Est=750,2024,0.7674495600578777,0.04596435679331348,0.04574099533941175,-0.0045258630911849985,0.03612480079994807,0.029850444197654726,0.8850857570110596
17,SA,single,SA d=8 LR=0.008 MCW=6 Est=750,2025,0.8090040837051299,0.04614366214773369,0.04591122082760362,-0.004625728120311833,0.03412571594755172,0.026690344095230092,0.9011844981457544
18,SA,single,SA d=8 LR=0.008 MCW=8 Est=750,2023,0.7512092560918194,0.05160383905696704,0.046148840428974276,-0.023092005810894874,0.040695928655107454,0.032982244133949276,0.8953341213696392
18,SA,single,SA d=8 LR=0.008 MCW=8 Est=750,2024,0.766649032707628,0.04604340225311615,0.045821887916513905,-0.004511039633923697,0.03616528184879348,0.029941823035478585,0.8847492613913029
18,SA,single,SA d=8 LR=0.008 MCW=8 Est=750,2025,0.8096485601936128,0.04606574520857114,0.04581906764034461,-0.004760873985953483,0.03403494220206286,0.026779935657978052,0.901624989667338
19,SA,single,SA d=8 LR=0.008 MCW=10 Est=750,2023,0.7529405807583252,0.05142397107874919,0.046001287743716625,-0.02298491521144741,0.04058600938060374,0.03266073229908943,0.896027119062839
19,SA,single,SA d=8 LR=0.008 MCW=10 Est=750,2024,0.7691233389603892,0.04579864413263281,0.045569271923809156,-0.004577909611568085,0.035985828277388165,0.02989692687988281,0.8858427337642458
19,SA,single,SA d=8 LR=0.008 MCW=10 Est=750,2025,0.8100015043502876,0.04602301850479788,0.04580855234260507,-0.004437878505876393,0.03405057279324403,0.02687203378975392,0.9016672163636107
20,SA,single,SA d=8 LR=0.008 MCW=15 Est=750,2023,0.7496119609655987,0.05176922841761654,0.046205661790807026,-0.02334715884499004,0.041010978896085105,0.034497440218925465,0.8950969993495145
20,SA,single,SA d=8 LR=0.008 MCW=15 Est=750,2024,0.76948597206855,0.04576266251538485,0.045509909928969125,-0.004803059255356036,0.03579019694138913,0.02944921267032624,0.8861879465757323
20,SA,single,SA d=8 LR=0.008 MCW=15 Est=750,2025,0.8100421719534734,0.046018092818384274,0.045760442274552234,-0.0048627966451933406,0.03371904569173694,0.02524120116233826,0.9017649905177227
21,SA,single,SA d=8 LR=0.01 MCW=4 Est=500,2023,0.7476075251462447,0.05197602992688092,0.04629274761607231,-0.023632376185768397,0.04122734732861104,0.03460208487510681,0.8945202342781449
21,SA,single,SA d=8 LR=0.01 MCW=4 Est=500,2024,0.7671637480304901,0.04599259396195488,0.04579114541430749,-0.00429996494200611,0.03615140718791001,0.030267980098724362,0.8844946720980107
21,SA,single,SA d=8 LR=0.01 MCW=4 Est=500,2025,0.807222047076507,0.04635842794416635,0.04608784114853285,-0.005001473571940198,0.03437989302835092,0.0271047471165657,0.9007587927656379
22,SA,single,SA d=8 LR=0.01 MCW=6 Est=500,2023,0.7458936782254535,0.05215220049143171,0.046451289404468805,-0.023709275150936786,0.04133911545396817,0.03486282002925874,0.8937557191835618
22,SA,single,SA d=8 LR=0.01 MCW=6 Est=500,2024,0.7689294587945625,0.045817869950690406,0.0456156949380486,-0.004299486027343604,0.03603104727361255,0.029693034917116154,0.8850608784651981
22,SA,single,SA d=8 LR=0.01 MCW=6 Est=500,2025,0.8087237402346352,0.04617751452330384,0.04593565200419279,-0.004720033952599942,0.034326882494174246,0.026775487065315254,0.9014036442307359
23,SA,single,SA d=8 LR=0.01 MCW=8 Est=500,2023,0.7485650515518627,0.051877342924136795,0.04637976944536298,-0.02324168013228708,0.04112507227071436,0.03418604224920273,0.894101194162766
23,SA,single,SA d=8 LR=0.01 MCW=8 Est=500,2024,0.7690102875810962,0.045809855673468326,0.04557342167842293,-0.0046482377552697325,0.03604169324922853,0.029830529004335398,0.8852796212667179
23,SA,single,SA d=8 LR=0.01 MCW=8 Est=500,2025,0.8099833007646524,0.04602522316407639,0.04581928431235548,-0.004349063362078367,0.03430177593469067,0.026868134915828706,0.9020017553062539
24,SA,single,SA d=8 LR=0.01 MCW=10 Est=500,2023,0.7462880188341408,0.052111717996963666,0.04647389341737656,-0.023575588683007825,0.04131037380249705,0.034506920695304866,0.8936118555966274
24,SA,single,SA d=8 LR=0.01 MCW=10 Est=500,2024,0.7687110339996158,0.04583952003835887,0.0456019217894369,-0.004661150792770177,0.03613771324437335,0.03014032411575318,0.8849761085503177
24,SA,single,SA d=8 LR=0.01 MCW=10 Est=500,2025,0.8089433638902173,0.04615099636730974,0.04592137246093986,-0.0045980450123717315,0.034382945348018536,0.026986473321914686,0.9015579019664279
25,SA,single,SA d=8 LR=0.01 MCW=15 Est=500,2023,0.7466289648279425,0.05207669155779246,0.04646696896451333,-0.023511754528462936,0.04127471526120833,0.03508035570383071,0.8937476416138481
25,SA,single,SA d=8 LR=0.01 MCW=15 Est=500,2024,0.7712318568261834,0.04558903275295066,0.045305293119884245,-0.005078416712403195,0.035725442664930995,0.029930858194828033,0.8869285877066532
25,SA,single,SA d=8 LR=0.01 MCW=15 Est=500,2025,0.809328122408632,0.046104502462889524,0.04583133370956922,-0.005011387029810435,0.033952641366047726,0.025584947645664227,0.9016854054767944
26,SA,single,SA d=9 LR=0.003 MCW=4 Est=1500,2023,0.7496817549297066,0.05176201275446741,0.0465054079425923,-0.022727802303872956,0.040872436752226855,0.032898705929517755,0.8933320841826383
26,SA,single,SA d=9 LR=0.003 MCW=4 Est=1500,2024,0.7730169290101656,0.04541081937387368,0.04525213753592509,-0.0037929631002554046,0.035746857669178914,0.03065301793813706,0.8854486601304619
26,SA,single,SA d=9 LR=0.003 MCW=4 Est=1500,2025,0.8080661840867559,0.0462568193395189,0.046044696208792237,-0.004424848400509075,0.034611815471190625,0.028494030475616466,0.9014366382972209
27,SA,single,SA d=9 LR=0.003 MCW=6 Est=1500,2023,0.7504330075682497,0.05168428056830083,0.04644246789067841,-0.022679550983862852,0.04082684914186559,0.032996315807104104,0.893660378014353
27,SA,single,SA d=9 LR=0.003 MCW=6 Est=1500,2024,0.7740082103064578,0.04531155172669961,0.04516170385335641,-0.0036820129829732056,0.03574106441289953,0.030400128841400142,0.885942322799016
27,SA,single,SA d=9 LR=0.003 MCW=6 Est=1500,2025,0.8107416336062789,0.04593329090000616,0.04572376003955057,-0.0043823490447828005,0.03441170765969799,0.02857828104496002,0.9028786631029339
28,SA,single,SA d=9 LR=0.003 MCW=8 Est=1500,2023,0.7512638895104788,0.05159817275103324,0.04645585072289599,-0.02245496307933371,0.04073738909607398,0.03254191169142723,0.893606601581864
28,SA,single,SA d=9 LR=0.003 MCW=8 Est=1500,2024,0.7709369244667876,0.045618410423260224,0.045472047600739335,-0.00365133580123913,0.03597575367778208,0.030236340641975418,0.8846647022257286
28,SA,single,SA d=9 LR=0.003 MCW=8 Est=1500,2025,0.8098229801468368,0.04604463523810115,0.04585083342291855,-0.00422013166718699,0.03449094283551622,0.02825468897819519,0.9022223864280952
29,SA,single,SA d=9 LR=0.003 MCW=10 Est=1500,2023,0.749904766969432,0.05173894986453399,0.046573870534262346,-0.02253427423825146,0.040852794944198335,0.03248452764749528,0.8930620879933018
29,SA,single,SA d=9 LR=0.003 MCW=10 Est=1500,2024,0.7730811816948469,0.04540439163994661,0.045237986351851674,-0.0038837313335420847,0.03576499988603219,0.029981366813182836,0.8858065506893599
29,SA,single,SA d=9 LR=0.003 MCW=10 Est=1500,2025,0.8105166918094927,0.04596057965057848,0.04576363734215649,-0.004250221130423761,0.03438545905455686,0.027545186221599585,0.9025962739945074
30,SA,single,SA d=9 LR=0.003 MCW=15 Est=1500,2023,0.7483260130021852,0.05190199689321652,0.04660036640767137,-0.02285220191050368,0.04109716034047338,0.03384252160787581,0.8929255014630038
30,SA,single,SA d=9 LR=0.003 MCW=15 Est=1500,2024,0.7758977543342319,0.045121726489925795,0.04494466331288836,-0.003993424569507405,0.03554833029343477,0.02969506418704987,0.8872961328941841
30,SA,single,SA d=9 LR=0.003 MCW=15 Est=1500,2025,0.8096383366075403,0.04606698226458743,0.04586148969544316,-0.004346333632592867,0.03409445598498217,0.026092469871044164,0.9019646176425196
31,SA,single,SA d=9 LR=0.005 MCW=4 Est=1000,2023,0.7495350113053791,0.051777182708355525,0.04656561958043673,-0.022638898366819257,0.04068534453307221,0.03221782532334326,0.8931488091158991
31,SA,single,SA d=9 LR=0.005 MCW=4 Est=1000,2024,0.7712967170866927,0.04558256960184188,0.04543777000712164,-0.0036303872454713382,0.03588714841192214,0.030647198110818855,0.8848772151168033
31,SA,single,SA d=9 LR=0.005 MCW=4 Est=1000,2025,0.8088996120745522,0.04615628033530466,0.04593883851601244,-0.004474967594879049,0.03451627738299625,0.02842168749868869,0.9015691905268209
32,SA,single,SA d=9 LR=0.005 MCW=6 Est=1000,2023,0.7501491371410951,0.051713666403662574,0.04647922246201937,-0.02267124105056863,0.04077683116855753,0.03285286849737167,0.8936029053842368
32,SA,single,SA d=9 LR=0.005 MCW=6 Est=1000,2024,0.7719122809237925,0.0455211846339381,0.04537288519108258,-0.0036714490612978386,0.03588536273506606,0.03041919833421708,0.8853806272065861
32,SA,single,SA d=9 LR=0.005 MCW=6 Est=1000,2025,0.8118072505840181,0.04580379493767719,0.04559941324766148,-0.00432216876304788,0.03429610036918174,0.028227396309375763,0.9031085092539318
33,SA,single,SA d=9 LR=0.005 MCW=8 Est=1000,2023,0.7487831964669447,0.051854833654222526,0.04664338296086066,-0.022656535513959474,0.04089336881698295,0.03301763188838958,0.8928135796910279
33,SA,single,SA d=9 LR=0.005 MCW=8 Est=1000,2024,0.7711324740783295,0.04559893420015621,0.04544760677094663,-0.003711850817026139,0.03598173696459566,0.030520157277584087,0.8850005427724719
33,SA,single,SA d=9 LR=0.005 MCW=8 Est=1000,2025,0.8105047688625163,0.04596202562737558,0.04574786600688718,-0.004431766685654709,0.03442343274660477,0.02798828470706939,0.9025468484042988
34,SA,single,SA d=9 LR=0.005 MCW=10 Est=1000,2023,0.7474808211604622,0.051989074578587965,0.04675597432201085,-0.022731976187563254,0.041025550670223114,0.03312505027651787,0.8922714121109779
34,SA,single,SA d=9 LR=0.005 MCW=10 Est=1000,2024,0.7721653534151685,0.045495923833079564,0.04532054030263744,-0.003990953494355363,0.035869956673507924,0.030171671152114887,0.8855853529125698
34,SA,single,SA d=9 LR=0.005 MCW=10 Est=1000,2025,0.812048544113921,0.04577442158420182,0.04553673101573145,-0.004658733738684138,0.03418767726751299,0.02727054911851884,0.903492958693126
35,SA,single,SA d=9 LR=0.005 MCW=15 Est=1000,2023,0.747329396046382,0.052004660071429516,0.046693453617650364,-0.022895546701634323,0.041129045693415,0.034294661819934846,0.8926059768584718
35,SA,single,SA d=9 LR=0.005 MCW=15 Est=1000,2024,0.7719304947984211,0.045519367057555396,0.0453480663288472,-0.003945333735528521,0.035735178551296376,0.03038158077001571,0.8859741469225715
35,SA,single,SA d=9 LR=0.005 MCW=15 Est=1000,2025,0.811578036477644,0.04583168039304254,0.04560836290419785,-0.004518867492867609,0.03384445465686055,0.026116385877132428,0.9027933370858414
36,SA,single,SA d=9 LR=0.008 MCW=4 Est=750,2023,0.7502155500323249,0.05170679293858591,0.04634235869308051,-0.022934215176028002,0.040815308158399455,0.03323417592048644,0.8942604360793049
36,SA,single,SA d=9 LR=0.008 MCW=4 Est=750,2024,0.7710292694250164,0.0456092141465297,0.045482868715913435,-0.003392501671225037,0.03584035033634888,0.030448534309864037,0.8851972093610646
36,SA,single,SA d=9 LR=0.008 MCW=4 Est=750,2025,0.8107508375443652,0.045932173981600696,0.045700777740474555,-0.004604728289631442,0.0341875555576981,0.02716384351253509,0.9025487636556949
37,SA,single,SA d=9 LR=0.008 MCW=6 Est=750,2023,0.7541551102666351,0.05129741675192663,0.04600825779572476,-0.02268623320983829,0.04047696112809609,0.033219623088836664,0.8958730341844059
37,SA,single,SA d=9 LR=0.008 MCW=6 Est=750,2024,0.7713995872990218,0.045572316981158746,0.04543145915331307,-0.003580306066522825,0.035849531076803776,0.030461148232221607,0.8855875945244188
37,SA,single,SA d=9 LR=0.008 MCW=6 Est=750,2025,0.8135039651933833,0.045596847722736825,0.0453713821281388,-0.004528819851439166,0.03398633512568369,0.026911699831485753,0.903970710293334
38,SA,single,SA d=9 LR=0.008 MCW=8 Est=750,2023,0.7531775996465451,0.051399298113088895,0.046265909822738885,-0.022390923065977376,0.04046936231523193,0.03221803379058838,0.8946561768884395
38,SA,single,SA d=9 LR=0.008 MCW=8 Est=750,2024,0.7690975442831292,0.045801202486179686,0.045683294375030055,-0.0032843214151086876,0.03602961887212831,0.030554506182670582,0.8843840008491473
38,SA,single,SA d=9 LR=0.008 MCW=8 Est=750,2025,0.812684674552427,0.0456968931001793,0.04549319931775859,-0.004309855549706549,0.034060056132733454,0.026900509178638454,0.903352846292431
39,SA,single,SA d=9 LR=0.008 MCW=10 Est=750,2023,0.7526304831377574,0.051456233460093356,0.04625017252069571,-0.022553613965328897,0.04060518467082036,0.032785861223936084,0.8947507716854742
39,SA,single,SA d=9 LR=0.008 MCW=10 Est=750,2024,0.7706101575550892,0.04565093699840895,0.04551522843108804,-0.0035173896945834057,0.03594225981777237,0.029769836604595187,0.8854137436577609
39,SA,single,SA d=9 LR=0.008 MCW=10 Est=750,2025,0.8127330176619353,0.04569099589861349,0.04548474849923648,-0.00433644552281017,0.033897622419856915,0.026181578397750857,0.9033348963979464
40,SA,single,SA d=9 LR=0.008 MCW=15 Est=750,2023,0.7516261925029317,0.05156058073295453,0.04625519634962346,-0.02278048056609871,0.040793687737296754,0.03385602414608001,0.8947149025478518
40,SA,single,SA d=9 LR=0.008 MCW=15 Est=750,2024,0.7717984170539253,0.04553254555145272,0.0453506734292051,-0.004065603043494257,0.03565967410539579,0.029941380620002754,0.8864807129295719
40,SA,single,SA d=9 LR=0.008 MCW=15 Est=750,2025,0.8143965192398356,0.045487605556482555,0.045279469220064414,-0.004346484328450368,0.033514153957973115,0.02562545694410802,0.9041229079571129
41,SA,single,SA d=9 LR=0.01 MCW=4 Est=500,2023,0.7499121345124633,0.05173818777134592,0.04636698097987107,-0.022955242246827653,0.04079588761860274,0.032952062964439366,0.8940402777974152
41,SA,single,SA d=9 LR=0.01 MCW=4 Est=500,2024,0.7715597302228288,0.04555635164979481,0.04538917747984034,-0.0038991983730416254,0.035866932209760054,0.029922399640083308,0.8851039774160667
41,SA,single,SA d=9 LR=0.01 MCW=4 Est=500,2025,0.8095672384453707,0.04607558423820343,0.045873120179471344,-0.0043146617842030575,0.0343472947652397,0.027565132975578305,0.9019378896096047
42,SA,single,SA d=9 LR=0.01 MCW=6 Est=500,2023,0.7529743916040816,0.05142045219359608,0.046196285733714884,-0.022582428742000053,0.04058212026796809,0.033177355140447624,0.8949266679390028
42,SA,single,SA d=9 LR=0.01 MCW=6 Est=500,2024,0.7729582636431308,0.045416687367159335,0.045266666049753324,-0.003688418761017136,0.03578968620718829,0.029851650357246393,0.8860456372831201
42,SA,single,SA d=9 LR=0.01 MCW=6 Est=500,2025,0.8127677001240339,0.04568676464120676,0.04550485450848346,-0.004072920419759166,0.03414181547430099,0.02735844987630845,0.9034913629111209
43,SA,single,SA d=9 LR=0.01 MCW=8 Est=500,2023,0.7504960110324332,0.05167775627951713,0.046357480596072274,-0.022838005320641435,0.04079087360336017,0.03307573872804643,0.8941410917879661
43,SA,single,SA d=9 LR=0.01 MCW=8 Est=500,2024,0.7718556434714234,0.045526836064680505,0.045361690946688765,-0.003874247158185849,0.0358685470872573,0.029749981105327616,0.8854189265166522
43,SA,single,SA d=9 LR=0.01 MCW=8 Est=500,2025,0.8135761245529842,0.04558802566476995,0.0454053906642582,-0.004076589679159415,0.03390695060706715,0.026377730250358583,0.9040470828127023
44,SA,single,SA d=9 LR=0.01 MCW=10 Est=500,2023,0.7498381224890385,0.051745843010213524,0.04642504309205739,-0.022854926034592195,0.04082071919397523,0.033128868579864496,0.8938418035727576
44,SA,single,SA d=9 LR=0.01 MCW=10 Est=500,2024,0.7729856117569434,0.0454139519711037,0.045239262964756735,-0.003979462111180275,0.035830356537848454,0.029445460081100466,0.8862972042950273
44,SA,single,SA d=9 LR=0.01 MCW=10 Est=500,2025,0.8147097395985138,0.045449207407510205,0.04525851677017006,-0.004158979926806952,0.03356643095782101,0.025571767926216127,0.9045984761972881
45,SA,single,SA d=9 LR=0.01 MCW=15 Est=500,2023,0.7497074599419857,0.05175935498309126,0.04629356774568482,-0.02315030054292639,0.041041101091791446,0.034339376330375676,0.8944469527057051
45,SA,single,SA d=9 LR=0.01 MCW=15 Est=500,2024,0.7746854264549841,0.045243609573561536,0.045066135409840447,-0.004003454078960122,0.03567534196056668,0.029806994974613185,0.8874360617251339
45,SA,single,SA d=9 LR=0.01 MCW=15 Est=500,2025,0.8121585865674176,0.04576101954073374,0.045567861284033645,-0.004200110724631286,0.03361086882995375,0.025813119590282457,0.9029245183518738
46,SA,single,SA d=10 LR=0.003 MCW=4 Est=1500,2023,0.7520868106157976,0.05151274807491072,0.04660534820536335,-0.02194321610823667,0.040515225972754774,0.03132649201154709,0.8928093076524215
46,SA,single,SA d=10 LR=0.003 MCW=4 Est=1500,2024,0.7764168330236415,0.04506943940774361,0.044974436772940704,-0.002924791063704429,0.03554168616977119,0.03082983237504959,0.886036785951944
