id,group,track,Configuration,year,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson
88,SB,single,SB L2=1.0 L1=0.08 (d9 LR0.005 MCW8),2025,0.8069414281409903,0.04639215670246454,0.046156418772456485,-0.00467088966785204,0.034673608944357115,0.027251841068267835,0.900989313933398
89,SB,single,SB L2=1.0 L1=0.1 (d9 LR0.005 MCW8),2023,0.7474036723835691,0.05199701573227028,0.04674162284619293,-0.02277960358417171,0.041272621428728964,0.03390543776750564,0.8921894583172689
89,SB,single,SB L2=1.0 L1=0.1 (d9 LR0.005 MCW8),2024,0.7709933357098492,0.045612792866417166,0.04546056031596583,-0.00372348344812927,0.03608262381398504,0.03040959441661835,0.8841214605811978
89,SB,single,SB L2=1.0 L1=0.1 (d9 LR0.005 MCW8),2025,0.8048383281511127,0.04664416070913473,0.04642806742875117,-0.004484671688365273,0.03492530773432751,0.027144730284810063,0.8998155082467942
90,SB,single,SB L2=1.5 L1=0.0 (d9 LR0.005 MCW8),2023,0.7510466979469057,0.051620695099109166,0.0464738336007258,-0.022469511648787712,0.04062473908628878,0.032576045989990234,0.8936414591725085
90,SB,single,SB L2=1.5 L1=0.0 (d9 LR0.005 MCW8),2024,0.7717929643076789,0.04553308953526421,0.04538578656299019,-0.0036595927434454243,0.03586285240348832,0.030348316490650187,0.8855628694736493
90,SB,single,SB L2=1.5 L1=0.0 (d9 LR0.005 MCW8),2025,0.8109959077879425,0.045902424165279475,0.04569275854706915,-0.0043822783314067595,0.03431008216777834,0.02772458273172379,0.9027011093944797
91,SB,single,SB L2=1.5 L1=0.01 (d9 LR0.005 MCW8),2023,0.7507190919226763,0.05165464863715557,0.04645493305221082,-0.022586321473458282,0.0407488528317617,0.0329714285135269,0.8937120444236808
91,SB,single,SB L2=1.5 L1=0.01 (d9 LR0.005 MCW8),2024,0.7727996419237261,0.045432549682434965,0.04527762342039718,-0.0037487859584991764,0.0357898243861864,0.03033104813098908,0.8859394538790935
91,SB,single,SB L2=1.5 L1=0.01 (d9 LR0.005 MCW8),2025,0.8101891862303796,0.046000281954286314,0.04578067880643628,-0.0044894747970324585,0.034323774553190856,0.027655354857444775,0.9022976431290363
92,SB,single,SB L2=1.5 L1=0.03 (d9 LR0.005 MCW8),2023,0.7484107640777182,0.05189325717304716,0.04666730643001999,-0.022695212113011218,0.04099634963953637,0.033212423041462893,0.8926478255531984
92,SB,single,SB L2=1.5 L1=0.03 (d9 LR0.005 MCW8),2024,0.771720464754979,0.04554032171035999,0.045395014535384734,-0.0036350459398423827,0.03592697742782009,0.030221523284912094,0.8851065894714673
92,SB,single,SB L2=1.5 L1=0.03 (d9 LR0.005 MCW8),2025,0.808925945951323,0.04615310002863942,0.04593620868851221,-0.004469158414210337,0.03449165353317861,0.02763987091183663,0.9018005072121089
93,SB,single,SB L2=1.5 L1=0.05 (d9 LR0.005 MCW8),2023,0.7473648978419486,0.05200100645355955,0.046740758877997134,-0.022790483333392723,0.04118709461849567,0.03368376863002777,0.8922691225392437
93,SB,single,SB L2=1.5 L1=0.05 (d9 LR0.005 MCW8),2024,0.7711875273264529,0.04559344954170198,0.04544746402669682,-0.003645634924957776,0.03603690741058458,0.030391028761863698,0.8844928309769106
93,SB,single,SB L2=1.5 L1=0.05 (d9 LR0.005 MCW8),2025,0.8076588416635118,0.0463058789022308,0.04607317875397351,-0.004636444664064384,0.03464250046451385,0.027587027370929718,0.9012684525646486
94,SB,single,SB L2=1.5 L1=0.08 (d9 LR0.005 MCW8),2023,0.7482691153175242,0.05190786348395848,0.04665091936774692,-0.022762205849656512,0.04116652770502411,0.03389280095696449,0.8926398286322053
94,SB,single,SB L2=1.5 L1=0.08 (d9 LR0.005 MCW8),2024,0.7714281225698765,0.04556947258779742,0.04541104293270639,-0.003796579314788763,0.036057782239100125,0.03035558980703354,0.884326398415355
94,SB,single,SB L2=1.5 L1=0.08 (d9 LR0.005 MCW8),2025,0.8059744794852701,0.046508190928833695,0.0462907510347395,-0.004492014745804725,0.03478277466506779,0.027050390273332597,0.9004717842086253
95,SB,single,SB L2=1.5 L1=0.1 (d9 LR0.005 MCW8),2023,0.7479357630218567,0.05194222136724397,0.04670085406674377,-0.022738174741123843,0.041256557903732886,0.03416870513558389,0.892397286177932
95,SB,single,SB L2=1.5 L1=0.1 (d9 LR0.005 MCW8),2024,0.7693855413029329,0.04577263040928534,0.04560879132288149,-0.0038693477704443728,0.03622440665644014,0.03072006434202193,0.8832650027678429
95,SB,single,SB L2=1.5 L1=0.1 (d9 LR0.005 MCW8),2025,0.8056329757484062,0.04654910239840783,0.04632340305194758,-0.004578347839169534,0.03479219958730173,0.027011950671672808,0.9003681451949958
96,SB,single,SB L2=2.0 L1=0.0 (d9 LR0.005 MCW8),2023,0.7511635441321581,0.051608579595597226,0.04641366011013848,-0.02256585123748832,0.04076871523558331,0.033068318724632256,0.8938991726041711
96,SB,single,SB L2=2.0 L1=0.0 (d9 LR0.005 MCW8),2024,0.7726259583137542,0.0454499118508573,0.04530274752928935,-0.0036545250530947335,0.035817904304054855,0.0303910117149353,0.8857703960991423
96,SB,single,SB L2=2.0 L1=0.0 (d9 LR0.005 MCW8),2025,0.8099063510647996,0.04603454147304117,0.045808638743843624,-0.004554956087253673,0.03437416334770214,0.027941520452499397,0.9022635297193392
97,SB,single,SB L2=2.0 L1=0.01 (d9 LR0.005 MCW8),2023,0.7492884930887218,0.051802657086300406,0.046550942340895844,-0.02272718749441149,0.0409359256979602,0.033284000635147096,0.8932240598191531
97,SB,single,SB L2=2.0 L1=0.01 (d9 LR0.005 MCW8),2024,0.7722009863698677,0.04549236595106151,0.04533399408848868,-0.0037926693510513363,0.03582670855357297,0.030176870882511142,0.8855217560052776
97,SB,single,SB L2=2.0 L1=0.01 (d9 LR0.005 MCW8),2025,0.8100324421900378,0.046019271341607514,0.045795441039848846,-0.004533311399614897,0.034358639330976284,0.02765066689252854,0.9024253432494279
98,SB,single,SB L2=2.0 L1=0.03 (d9 LR0.005 MCW8),2023,0.7488881738961417,0.0518439980814093,0.0466103752559246,-0.02269962676462716,0.041075692560387185,0.03334062993526457,0.8928977132367752
98,SB,single,SB L2=2.0 L1=0.03 (d9 LR0.005 MCW8),2024,0.770931272316377,0.045618973238821074,0.045472405355549285,-0.0036539115607227305,0.0360121018876598,0.03052373155951499,0.8845166598538377
98,SB,single,SB L2=2.0 L1=0.03 (d9 LR0.005 MCW8),2025,0.8082427970839015,0.04623553222112702,0.04601383933164742,-0.004522281118128621,0.03457976914951472,0.027705843523144716,0.9015387008434952
99,SB,single,SB L2=2.0 L1=0.05 (d9 LR0.005 MCW8),2023,0.7498481582768941,0.05174480505127979,0.046600408086902974,-0.02249281700296551,0.0410487078748078,0.03370201835036278,0.8929344745155232
99,SB,single,SB L2=2.0 L1=0.05 (d9 LR0.005 MCW8),2024,0.7718152022356471,0.045530870965992266,0.04538275593604224,-0.0036695604245809412,0.036023355563032225,0.030599846869707112,0.8847081912555326
99,SB,single,SB L2=2.0 L1=0.05 (d9 LR0.005 MCW8),2025,0.8076720776280677,0.046304285604358994,0.046094835644491836,-0.004399203717900415,0.03458882888105729,0.027665778279304498,0.9012441471510851
100,SB,single,SB L2=2.0 L1=0.08 (d9 LR0.005 MCW8),2023,0.7473926889989955,0.05199814618618031,0.04672893928382706,-0.02280818797402776,0.0412822517644922,0.033936735093593594,0.8922605139044655
100,SB,single,SB L2=2.0 L1=0.08 (d9 LR0.005 MCW8),2024,0.7712477865266452,0.045587445485885,0.04542365067350501,-0.0038609764345092505,0.036082488070087154,0.030417366147041325,0.8840778450203086
100,SB,single,SB L2=2.0 L1=0.08 (d9 LR0.005 MCW8),2025,0.8054080808251796,0.04657602473869893,0.04633422072836038,-0.00473983871993579,0.034808925576960754,0.027064536571502686,0.9002586833907895
101,SB,single,SB L2=2.0 L1=0.1 (d9 LR0.005 MCW8),2023,0.7482916058053781,0.05190554462020154,0.04673705631040549,-0.022579484744799354,0.04124283672112714,0.033956636667251586,0.8922032636879326
101,SB,single,SB L2=2.0 L1=0.1 (d9 LR0.005 MCW8),2024,0.7688025723858595,0.04583044807305788,0.0456541351911893,-0.0040162060168247495,0.036370929365859436,0.030704589188098902,0.8828023470592699
101,SB,single,SB L2=2.0 L1=0.1 (d9 LR0.005 MCW8),2025,0.804706396403835,0.046659924065475325,0.04645128302212912,-0.0044075866329620845,0.03494029701339229,0.027417008101940143,0.8998894184853481
102,SB,single,SB L2=3.0 L1=0.0 (d9 LR0.005 MCW8),2023,0.7506689725372695,0.0516598411108749,0.04648013636314297,-0.022546310330443367,0.04092895154331041,0.033346669554710384,0.8935310077046195
102,SB,single,SB L2=3.0 L1=0.0 (d9 LR0.005 MCW8),2024,0.7725539025968298,0.045457112907187645,0.04529607849712556,-0.003822877159786265,0.03584369337105066,0.030188658595085138,0.8854479891094462
102,SB,single,SB L2=3.0 L1=0.0 (d9 LR0.005 MCW8),2025,0.8087266014560293,0.04617716914697031,0.04594088601348888,-0.004665398599543483,0.03452395634144453,0.027849815607070935,0.9018243744355847
103,SB,single,SB L2=3.0 L1=0.01 (d9 LR0.005 MCW8),2023,0.7508053421930596,0.05164571170555179,0.046472331891983076,-0.022530022287815935,0.040961121504264106,0.03362373283505439,0.8935642023883907
103,SB,single,SB L2=3.0 L1=0.01 (d9 LR0.005 MCW8),2024,0.772911389865415,0.045421375363903914,0.0452617278034098,-0.0038049101086387706,0.035820151968256886,0.03056197702884675,0.8855031480442287
103,SB,single,SB L2=3.0 L1=0.01 (d9 LR0.005 MCW8),2025,0.8093207755740284,0.04610539068745511,0.04587903723726116,-0.004563002425597944,0.03444486694410827,0.027611549496650706,0.9021524046249836
104,SB,single,SB L2=3.0 L1=0.03 (d9 LR0.005 MCW8),2023,0.7493350231682996,0.0517978497808169,0.04661229283792784,-0.022590073000376076,0.04110551692918896,0.03377120324969292,0.8928822105757034
104,SB,single,SB L2=3.0 L1=0.03 (d9 LR0.005 MCW8),2024,0.7714163102983298,0.04557065005555133,0.04541526431304416,-0.003760042514997066,0.036019535892382645,0.03048240903019904,0.8845287197278091
104,SB,single,SB L2=3.0 L1=0.03 (d9 LR0.005 MCW8),2025,0.8082620083616374,0.04623321609978807,0.0460051577008713,-0.004586473595063239,0.03448674467369438,0.027365005254745473,0.9016610825691973
105,SB,single,SB L2=3.0 L1=0.05 (d9 LR0.005 MCW8),2023,0.7488541089708947,0.051847514447118194,0.04665481168414544,-0.02261621764108526,0.041168745301536844,0.03390456168353556,0.8926359345954932
105,SB,single,SB L2=3.0 L1=0.05 (d9 LR0.005 MCW8),2024,0.7713650574977633,0.045575758671424,0.04540589330733622,-0.003931237748228207,0.03607538351873463,0.030513023823499682,0.88417762645309
105,SB,single,SB L2=3.0 L1=0.05 (d9 LR0.005 MCW8),2025,0.8059025116286755,0.04651681552751585,0.046278361300653395,-0.0047039777097109044,0.03478651037327293,0.027541836202144634,0.9005213440865547
106,SB,single,SB L2=3.0 L1=0.08 (d9 LR0.005 MCW8),2023,0.7482510767909428,0.051909723256951645,0.04669794916641937,-0.022669823830885345,0.04131751025580537,0.03428843072056771,0.892403729111101
106,SB,single,SB L2=3.0 L1=0.08 (d9 LR0.005 MCW8),2024,0.770065171228997,0.0457051337681622,0.04551689420698246,-0.0041438626425459,0.03630647531594589,0.030431540727615336,0.8832341520615064
106,SB,single,SB L2=3.0 L1=0.08 (d9 LR0.005 MCW8),2025,0.8034332372763047,0.04681176980505743,0.04655828889601454,-0.004864928468463349,0.035057018872177804,0.027258523106575006,0.8993711489163472
107,SB,single,SB L2=3.0 L1=0.1 (d9 LR0.005 MCW8),2023,0.7473072221239527,0.052006941939565184,0.04675890700256798,-0.022766787742352693,0.04146346455514558,0.03461123391985893,0.8921000851001247
107,SB,single,SB L2=3.0 L1=0.1 (d9 LR0.005 MCW8),2024,0.7698012291731172,0.04573135869262857,0.04553743278824332,-0.0042070636549392665,0.03638104816637359,0.030692883431911483,0.8829130492811083
107,SB,single,SB L2=3.0 L1=0.1 (d9 LR0.005 MCW8),2025,0.8027488013888774,0.04689319713561462,0.046646692184180716,-0.004801879040843181,0.03506891472514883,0.027065961390733716,0.899125267770453
108,SB,single,SB L2=0.65 L1=0.02 (d9 LR0.005 MCW8 plateau),2023,0.7503601391207214,0.05169182539299934,0.04654045230883714,-0.02249513530463158,0.0406751121097488,0.03250355875492095,0.8933394233341394
108,SB,single,SB L2=0.65 L1=0.02 (d9 LR0.005 MCW8 plateau),2024,0.7710358969279556,0.045608554067865056,0.045463151746332996,-0.003638961626501118,0.03591481539633246,0.030539028763771056,0.885123079736971
108,SB,single,SB L2=0.65 L1=0.02 (d9 LR0.005 MCW8 plateau),2025,0.8121273710353071,0.04576482167150053,0.04557229766680904,-0.004193398070906266,0.03429700035401586,0.028231137990951546,0.9032414908101043
109,SB,single,SB L2=0.65 L1=0.04 (d9 LR0.005 MCW8 plateau),2023,0.7489248432806548,0.05184021260276824,0.04666986186038729,-0.02256837688030108,0.040847756721994005,0.03299066817760467,0.8926911903885073
109,SB,single,SB L2=0.65 L1=0.04 (d9 LR0.005 MCW8 plateau),2024,0.7708507121157149,0.045626994304407725,0.04547854551296543,-0.0036775678793674487,0.036023998971038064,0.03080579763650894,0.8846835624761016
109,SB,single,SB L2=0.65 L1=0.04 (d9 LR0.005 MCW8 plateau),2025,0.8108294525185802,0.045922632772259886,0.0457074561916354,-0.004440343362809639,0.034405535790942667,0.028210427820682525,0.902754825139063
110,SB,single,SB L2=0.9 L1=0.02 (d9 LR0.005 MCW8 plateau),2023,0.7513345343712547,0.051590844895461396,0.04647449747217306,-0.022399472392841423,0.04062067336533202,0.03264381268620491,0.8936434250235821
110,SB,single,SB L2=0.9 L1=0.02 (d9 LR0.005 MCW8 plateau),2024,0.7717752129132948,0.04553486042744948,0.04539113124054653,-0.0036150679707616616,0.035917965156219485,0.03057117295265198,0.8853125278364304
110,SB,single,SB L2=0.9 L1=0.02 (d9 LR0.005 MCW8 plateau),2025,0.8109016992403394,0.04591386270590694,0.04571882989315346,-0.004227455480490359,0.034363737635230054,0.028150944411754614,0.9025804434574646
111,SB,single,SB L2=0.9 L1=0.04 (d9 LR0.005 MCW8 plateau),2023,0.7498804217071102,0.05174146804058909,0.046554445867971354,-0.022580147962391578,0.040843895829426415,0.033147280633449544,0.893216605246247
111,SB,single,SB L2=0.9 L1=0.04 (d9 LR0.005 MCW8 plateau),2024,0.7720426042726178,0.045508177969429464,0.04537426991004055,-0.003488536642298845,0.03590464031026023,0.030579482153058044,0.885271030018783
111,SB,single,SB L2=0.9 L1=0.04 (d9 LR0.005 MCW8 plateau),2025,0.8099966734036168,0.04602360359715347,0.04581068887702981,-0.004421863110737931,0.03442919316767388,0.02784881055355072,0.9022652744691293
112,SB,single,SB L2=1.25 L1=0.02 (d9 LR0.005 MCW8 plateau),2023,0.7509806650326509,0.05162754063782003,0.04642454036932418,-0.022586832497221276,0.04075708573296322,0.03276009267568588,0.893861295722769
112,SB,single,SB L2=1.25 L1=0.02 (d9 LR0.005 MCW8 plateau),2024,0.7717730390409162,0.04553507728982647,0.045382079246759646,-0.003729631038954542,0.03592259498011468,0.030377310276031494,0.8854043883152511
112,SB,single,SB L2=1.25 L1=0.02 (d9 LR0.005 MCW8 plateau),2025,0.8103194853149676,0.045984490378714514,0.04575963985737625,-0.004541884381212793,0.03439793459128063,0.02779916059970855,0.9024571214023449
113,SB,single,SB L2=1.25 L1=0.04 (d9 LR0.005 MCW8 plateau),2023,0.7479162974289397,0.05194422694056328,0.04666675139719833,-0.022812650527223904,0.04106571799810128,0.03364957368373871,0.892635308769184
113,SB,single,SB L2=1.25 L1=0.04 (d9 LR0.005 MCW8 plateau),2024,0.7723120410822653,0.04548127556609608,0.04533535932840969,-0.0036402773249121223,0.03590063756501771,0.030189570426940926,0.88531852790168
113,SB,single,SB L2=1.25 L1=0.04 (d9 LR0.005 MCW8 plateau),2025,0.8093170680173507,0.04610583892065597,0.0458820885213871,-0.004536776088400678,0.034452627379159474,0.027819664478302003,0.9020942375655808
114,SC,single,SC sub=0.8 col=0.7 (d9 LR0.005 MCW8),2023,0.7625908962029933,0.050409638965894815,0.04562371458535168,-0.02143847867099525,0.03981801151520455,0.032815705299377454,0.8975474441090774
114,SC,single,SC sub=0.8 col=0.7 (d9 LR0.005 MCW8),2024,0.777399842299831,0.04497025376350092,0.04483744665988622,-0.0034535628398097602,0.03561090013890896,0.030239563226699823,0.8872516254171173
114,SC,single,SC sub=0.8 col=0.7 (d9 LR0.005 MCW8),2025,0.8123080994969171,0.0457428041058199,0.045605698874526035,-0.0035389773715536815,0.034421965944871354,0.027325242936611163,0.9038961328447712
115,SC,single,SC sub=0.8 col=0.75 (d9 LR0.005 MCW8),2023,0.75893527987411,0.050796259209871325,0.046004144796020996,-0.021537841430430926,0.04001133215198736,0.03193622508645058,0.895792781863272
115,SC,single,SC sub=0.8 col=0.75 (d9 LR0.005 MCW8),2024,0.7752330206874088,0.045188597128787006,0.045035961818946,-0.0037109908045271146,0.035659104360692445,0.030389981567859645,0.8866806470346306
115,SC,single,SC sub=0.8 col=0.75 (d9 LR0.005 MCW8),2025,0.8113452458667896,0.04585998359966536,0.0457099085051419,-0.0037070687377842647,0.034346726876983744,0.027340730011463157,0.9030808935916771
116,SC,single,SC sub=0.8 col=0.8 (d9 LR0.005 MCW8),2023,0.7532543860448786,0.05139130233559729,0.046292579441078584,-0.02231732610221841,0.04062238733546025,0.03274315342307091,0.8944203037964538
116,SC,single,SC sub=0.8 col=0.8 (d9 LR0.005 MCW8),2024,0.7728349990952983,0.04542901441301752,0.04527237758532627,-0.003769241625772179,0.0357422089374482,0.029832990169525148,0.8856874636167039
116,SC,single,SC sub=0.8 col=0.8 (d9 LR0.005 MCW8),2025,0.8116022072796615,0.04582874065082433,0.04565109213174346,-0.004031284836467151,0.034362617376420636,0.02754132667183877,0.9031934204789613
117,SC,single,SC sub=0.8 col=0.85 (d9 LR0.005 MCW8),2023,0.7506565133158469,0.051661131831418225,0.046517213578103074,-0.02247268077436412,0.04082554662631601,0.032294711828231806,0.8933953267118905
117,SC,single,SC sub=0.8 col=0.85 (d9 LR0.005 MCW8),2024,0.7705948115503067,0.04565246397923273,0.045516925766564006,-0.0035152438195425483,0.035954006660531564,0.03033611047267913,0.8845623306587543
117,SC,single,SC sub=0.8 col=0.85 (d9 LR0.005 MCW8),2025,0.8073774069632349,0.04633974403435552,0.04617935631983531,-0.0038521331591123034,0.03482601528475109,0.028187739789485924,0.9004114139816353
118,SC,single,SC sub=0.8 col=0.9 (d9 LR0.005 MCW8),2023,0.7451166301297165,0.052231879411364604,0.04705860270663637,-0.02266400534982927,0.04116188484446827,0.03273614424467086,0.8908501815865655
118,SC,single,SC sub=0.8 col=0.9 (d9 LR0.005 MCW8),2024,0.7688718374471697,0.04582358232497309,0.04568837104562188,-0.003517591014414976,0.03602023346175154,0.03010821670293809,0.8841364246207974
118,SC,single,SC sub=0.8 col=0.9 (d9 LR0.005 MCW8),2025,0.805221866610434,0.046598304810688655,0.04643174348436188,-0.003936395049578559,0.0350291046654819,0.028257315337657934,0.8991892533828938
119,SC,single,SC sub=0.85 col=0.7 (d9 LR0.005 MCW8),2023,0.7585316704513656,0.050838764962212256,0.045902453794091316,-0.021852797453221048,0.04013892586524173,0.03283476433157921,0.8962465569780802
119,SC,single,SC sub=0.85 col=0.7 (d9 LR0.005 MCW8),2024,0.7771326887452048,0.04499723119422635,0.04485199910024096,-0.0036123386588695237,0.035559389672067974,0.02945611590147018,0.8872577437795237
119,SC,single,SC sub=0.85 col=0.7 (d9 LR0.005 MCW8),2025,0.8111973013241753,0.045877961955657284,0.04575160938490515,-0.0034025921093110076,0.034323478188269786,0.02723883946239948,0.903321952219018
120,SC,single,SC sub=0.85 col=0.75 (d9 LR0.005 MCW8),2023,0.7556988173461449,0.051136109989059875,0.046147777168413666,-0.022029171720972855,0.04028711876156283,0.03207693684101105,0.895093641438946
120,SC,single,SC sub=0.85 col=0.75 (d9 LR0.005 MCW8),2024,0.7734652603409615,0.04536595004479074,0.045199547177007554,-0.0038820559824744995,0.03580116517961945,0.030102493017911902,0.8860189474769165
120,SC,single,SC sub=0.85 col=0.75 (d9 LR0.005 MCW8),2025,0.8104498163704148,0.045968689501580014,0.045778188998294694,-0.004180649146307202,0.034526639625714006,0.02801470071077347,0.9027229643625485
121,SC,single,SC sub=0.85 col=0.8 (d9 LR0.005 MCW8),2023,0.7497526595075359,0.051754681240141924,0.04659193107063251,-0.02253306437400626,0.040868841180620744,0.032731613397598266,0.8930228336522571
121,SC,single,SC sub=0.85 col=0.8 (d9 LR0.005 MCW8),2024,0.7691990481030194,0.04579113436450022,0.045625176681351735,-0.003895028043940893,0.03608209353178024,0.029633459210395813,0.884117045598807
121,SC,single,SC sub=0.85 col=0.8 (d9 LR0.005 MCW8),2025,0.8085386531522418,0.04619985078936327,0.046012528103707935,-0.004156136874259132,0.03451160844125384,0.027583554252982145,0.9013812552917989
122,SC,single,SC sub=0.85 col=0.85 (d9 LR0.005 MCW8),2023,0.7500262477883489,0.0517263825449571,0.046731636672138636,-0.022175950586681474,0.040704704502519645,0.03158237898349761,0.8924037813422917
122,SC,single,SC sub=0.85 col=0.85 (d9 LR0.005 MCW8),2024,0.768565832370147,0.045853906649192346,0.04572468778506431,-0.0034400120651985216,0.03603770829437502,0.030128379225730903,0.8837576719414635
122,SC,single,SC sub=0.85 col=0.85 (d9 LR0.005 MCW8),2025,0.8066568768129916,0.046426333089955425,0.046262798991837446,-0.003893306379591092,0.034748777651815964,0.028470926374197,0.9000517893189499
123,SC,single,SC sub=0.85 col=0.9 (d9 LR0.005 MCW8),2023,0.7451459002889856,0.05222888023702755,0.04709739006705652,-0.022576354462440613,0.041096230036557636,0.032411149501800546,0.8907532302976868
123,SC,single,SC sub=0.85 col=0.9 (d9 LR0.005 MCW8),2024,0.7690841340887888,0.04580253247227033,0.04564833589442168,-0.0037551845327709796,0.03586751046498174,0.030197090744972233,0.884543060877188
123,SC,single,SC sub=0.85 col=0.9 (d9 LR0.005 MCW8),2025,0.8059214644586542,0.046514544383190214,0.04632836775011325,-0.004157544829695649,0.034712749273751224,0.028136601567268372,0.8994791038364578
124,SC,single,SC sub=0.9 col=0.7 (d9 LR0.005 MCW8),2023,0.7590049762088751,0.05078891560311171,0.0458283075685406,-0.021892468433245972,0.04020514516358383,0.03317501470446588,0.8965760248695502
124,SC,single,SC sub=0.9 col=0.7 (d9 LR0.005 MCW8),2024,0.7754051638112944,0.0451712894346516,0.04501940367990587,-0.003701172104651685,0.03575963284540442,0.029951192736625665,0.8863411316218299
124,SC,single,SC sub=0.9 col=0.7 (d9 LR0.005 MCW8),2025,0.8120466799043137,0.04577464859203342,0.045619882526576935,-0.0037609537124449637,0.03430238769617005,0.02717607633769512,0.9040104600778736
125,SC,single,SC sub=0.9 col=0.75 (d9 LR0.005 MCW8),2023,0.7566280536025238,0.051038765395701756,0.04598256034403819,-0.02214858277723231,0.04022105028661951,0.03268707475066185,0.8958739600700656
125,SC,single,SC sub=0.9 col=0.75 (d9 LR0.005 MCW8),2024,0.7730310474015478,0.045409407070991385,0.04525014230918172,-0.0037998514176117923,0.035889335474398744,0.030278135538101186,0.8855837709841303
125,SC,single,SC sub=0.9 col=0.75 (d9 LR0.005 MCW8),2025,0.8119120226500753,0.04579104304803826,0.045602177363152425,-0.0041546419096993616,0.034391688109595184,0.02766729795932768,0.9036101011559173
126,SC,single,SC sub=0.9 col=0.85 (d9 LR0.005 MCW8),2023,0.7493571310938092,0.05179556552022797,0.046652139066808956,-0.022502411592138796,0.040701386037512104,0.03167294865846634,0.8927942266819643
126,SC,single,SC sub=0.9 col=0.85 (d9 LR0.005 MCW8),2024,0.7697116799253717,0.04574025276831026,0.045623404809460574,-0.0032673626939732562,0.0360062762325882,0.030282785952091218,0.88419623752405
126,SC,single,SC sub=0.9 col=0.85 (d9 LR0.005 MCW8),2025,0.8095462013758818,0.04607812914825846,0.0458823303084177,-0.004243318388102352,0.034448843082779464,0.028070289373397825,0.9017291610089043
127,SC,single,SC sub=0.9 col=0.9 (d9 LR0.005 MCW8),2023,0.7460913611246383,0.05213191055138363,0.04701250889246255,-0.022529094670682457,0.04085146346697798,0.0316799309849739,0.8911667040831492
127,SC,single,SC sub=0.9 col=0.9 (d9 LR0.005 MCW8),2024,0.7655964342110038,0.046147131595453035,0.04602632422510167,-0.0033369484881185137,0.03624862671711228,0.03072096484899521,0.8826710711091659
127,SC,single,SC sub=0.9 col=0.9 (d9 LR0.005 MCW8),2025,0.8030115032783658,0.04686196022566655,0.04668014442757601,-0.004124006548522368,0.034886704160819404,0.028128062844276422,0.8976078179737902
128,SC,single,SC sub=0.95 col=0.7 (d9 LR0.005 MCW8),2023,0.7582739672262813,0.05086588615867837,0.04592950241875334,-0.02185907549790256,0.040266411994614865,0.03280570277571679,0.8961275936094519
128,SC,single,SC sub=0.95 col=0.7 (d9 LR0.005 MCW8),2024,0.7726609284088476,0.045446416621489384,0.04534502555392073,-0.0030340472713598476,0.035967794863363385,0.03071843335032462,0.8849824948958639
128,SC,single,SC sub=0.95 col=0.7 (d9 LR0.005 MCW8),2025,0.8128335579735428,0.04567872891045,0.04553962283958865,-0.0035621656040698444,0.03415264955595765,0.027433916509151463,0.9040514552043797
129,SC,single,SC sub=0.95 col=0.75 (d9 LR0.005 MCW8),2023,0.7518064470185992,0.051541867579436955,0.04635193340174787,-0.0225402391838753,0.04070476689980462,0.032933534860610944,0.894125146008744
129,SC,single,SC sub=0.95 col=0.75 (d9 LR0.005 MCW8),2024,0.7736238299023434,0.0453500696590618,0.04521279316123888,-0.0035259250191712853,0.03583815025172706,0.029749018609523767,0.8858431807989275
129,SC,single,SC sub=0.95 col=0.75 (d9 LR0.005 MCW8),2025,0.8111972782471412,0.045877964759449996,0.045669498726530075,-0.004368585441840849,0.03430860917521094,0.02737308132648468,0.903093733129729
130,SC,single,SC sub=0.95 col=0.8 (d9 LR0.005 MCW8),2023,0.7462225770477113,0.05211843834186508,0.04681448800361818,-0.022907102101167243,0.041141697211796065,0.032859521269798284,0.8920380932784966
130,SC,single,SC sub=0.95 col=0.8 (d9 LR0.005 MCW8),2024,0.7699062167457111,0.04572092907157533,0.0455829605570023,-0.0035492345191998403,0.0360557955100455,0.030357658207416535,0.884320853890128
130,SC,single,SC sub=0.95 col=0.8 (d9 LR0.005 MCW8),2025,0.812247741557241,0.04575015849744072,0.04554454147579381,-0.00433263713091489,0.03413815453006328,0.027886728540062893,0.903356023246556
131,SC,single,SC sub=0.95 col=0.85 (d9 LR0.005 MCW8),2023,0.7456454646458286,0.052177665668073116,0.04696977239029721,-0.022723320084923317,0.04110529804044901,0.03242985773086547,0.8913484907507857
131,SC,single,SC sub=0.95 col=0.85 (d9 LR0.005 MCW8),2024,0.7668254684586704,0.04602599234368444,0.04591608639249562,-0.0031788334080799278,0.03625810384991264,0.029937240958213818,0.8828193777206679
131,SC,single,SC sub=0.95 col=0.85 (d9 LR0.005 MCW8),2025,0.8095596865052657,0.046076497832586986,0.045907704654450605,-0.0039403430439462735,0.03438135451123686,0.028042329162359228,0.9015389700580805
132,SC,single,SC sub=0.95 col=0.9 (d9 LR0.005 MCW8),2023,0.7400029536285306,0.052753236549027145,0.047539182225760666,-0.022867665355518547,0.04125830697073249,0.03198324072360992,0.8886169349830637
132,SC,single,SC sub=0.95 col=0.9 (d9 LR0.005 MCW8),2024,0.7618227704209068,0.04651710988340081,0.04642530710014647,-0.002921022932567533,0.0365356133090936,0.03056241178512574,0.880750453848544
