id,group,track,Configuration,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson,Train Time (s),Inference Time (s)
102,SB,single,SB L2=3.0 L1=0.0 (d9 LR0.005 MCW8),0.7784348933479481,0.04794977067883606,0.04673946929899955,-0.010705256442923737,0.03725866109924194,0.03041783142089846,0.8888072862727127,16.671362921595573,0.34833404049277306
103,SB,single,SB L2=3.0 L1=0.01 (d9 LR0.005 MCW8),0.7787822476143154,0.04791216978886593,0.04671053366919353,-0.010663116823424922,0.03723856752937114,0.030617062151432048,0.8889355028051574,16.616656929254532,0.24710183963179588
104,SB,single,SB L2=3.0 L1=0.03 (d9 LR0.005 MCW8),0.7774500305446209,0.04805622152000908,0.04685546503346503,-0.010675477662457437,0.03737225960320666,0.03083567106723785,0.8881822453645125,16.478316696360707,0.41400251630693674
105,SB,single,SB L2=3.0 L1=0.05 (d9 LR0.005 MCW8),0.7765148339376158,0.048157086284610975,0.04693513529294131,-0.010779519294125793,0.03750227703746082,0.030960234284400936,0.8877156501097883,16.3080472368747,0.273202202282846
106,SB,single,SB L2=3.0 L1=0.08 (d9 LR0.005 MCW8),0.7751153152675705,0.048307636672166386,0.04705706697655076,-0.010920632247043788,0.03771575681973935,0.03103894442319871,0.8870488175023346,16.15935896616429,1.4237610045820475
107,SB,single,SB L2=3.0 L1=0.1 (d9 LR0.005 MCW8),0.7744732013855354,0.04837655397870648,0.04711896121744816,-0.010958762172839158,0.03779723936051265,0.03104188084602355,0.8867065425702116,16.270677221007645,1.1155581194907427
108,SB,single,SB L2=0.65 L1=0.02 (d9 LR0.005 MCW8 plateau),0.778925598852968,0.04789664349893559,0.046735178532805254,-0.010483870844617257,0.03712718084610526,0.03035850861668587,0.8889733446454176,16.941430335864425,0.5959017621353269
109,SB,single,SB L2=0.65 L1=0.04 (d9 LR0.005 MCW8 plateau),0.7779347955917972,0.048003854232823905,0.04681984193188764,-0.010595868167137088,0.03725866365200443,0.030470475882291792,0.8884827533519687,16.65248868893832,0.5830229083076119
110,SB,single,SB L2=0.9 L1=0.02 (d9 LR0.005 MCW8 plateau),0.7791235113914632,0.047875199431347604,0.04672044475147554,-0.010451543698570155,0.037128575973865485,0.030450294494628896,0.8890183022960653,16.735617879778147,0.2493140697479248
111,SB,single,SB L2=0.9 L1=0.04 (d9 LR0.005 MCW8 plateau),0.7783892283144458,0.047954711698447554,0.04678477288607236,-0.010528029113393442,0.03722218941857763,0.030514751434326165,0.8886467416196208,16.692915740422904,0.09893027413636446
112,SB,single,SB L2=1.25 L1=0.02 (d9 LR0.005 MCW8 plateau),0.7788100039049012,0.04790916391386224,0.0467103208046538,-0.010650535965202164,0.03718858060414292,0.030425194457173343,0.8890507009322448,16.67003817204386,0.07680915482342243
113,SB,single,SB L2=1.25 L1=0.04 (d9 LR0.005 MCW8 plateau),0.7775401909605255,0.048046486160696004,0.04684043628552224,-0.01069758671030762,0.03730626338300523,0.03044469758868217,0.8883131941803424,16.47828017640859,0.05460452567785978
114,SC,single,SC sub=0.8 col=0.7 (d9 LR0.005 MCW8),0.7854160013647118,0.04718832026339312,0.046148382255390114,-0.00985212591543028,0.036753041088148905,0.030242449283599863,0.8916183648383625,14.688414631411433,1.3662610808387399
115,SC,single,SC sub=0.8 col=0.75 (d9 LR0.005 MCW8),0.7831080406527551,0.04744140882500554,0.04636960099617477,-0.010027331426091421,0.0368164592436253,0.03002185320854188,0.890610888181017,15.361976375803351,1.072975903749466
116,SC,single,SC sub=0.8 col=0.8 (d9 LR0.005 MCW8),0.780372894616131,0.04773960488182142,0.04658873513000471,-0.01041919541684657,0.037066941824188494,0.030102468550205222,0.8895631170627123,15.786805463954806,0.98040278442204
117,SC,single,SC sub=0.8 col=0.85 (d9 LR0.005 MCW8),0.7774009410558598,0.0480615212854455,0.046937778481786596,-0.010332220585925608,0.03734948604239933,0.03040142983198167,0.887905722787154,16.276437661610544,1.2832070235162973
118,SC,single,SC sub=0.8 col=0.9 (d9 LR0.005 MCW8),0.7741652246518843,0.04840957393513009,0.047273611961382946,-0.01042556767108712,0.03755158422028595,0.030348716273903842,0.8863065061062173,16.611220732331276,1.2496946128085256
