Year,Configuration,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson
2023,Baseline (MAE),0.628678997291679,0.06556427098996437,0.056787063159495214,-0.03277046060349325,0.050938296653982855,0.040661039829254175,0.8509227220011382
2023,Baseline (MSE),0.6421719026469926,0.06436202489353614,0.05649435703698107,-0.030835983385881855,0.050259932417839735,0.04056800127029419,0.8530384653440071
2023,MSE Reg d=8 L2=3.0 L1=0.1 MCW=2,0.6499534416118005,0.06365835113316742,0.05604677306903796,-0.030185176784995126,0.049733667838144195,0.041140455961227416,0.8549593962884481
2023,MSE Reg d=8 L2=3.0 L1=0.1 MCW=10,0.6510632739643167,0.06355735573073246,0.056223491117394095,-0.02963876708055146,0.04947745451204726,0.040920606136322035,0.8544209526332883
2023,MSE Reg d=8 L2=3.0 L1=0.1 MCW=30,0.6498596485964527,0.06366687901133229,0.056586173986259335,-0.02918006848244904,0.04972813653727656,0.041270417213439936,0.8528110173928997
2023,MSE Reg d=8 L2=3.0 L1=1.0 MCW=2,0.6247171594471232,0.06591311445831732,0.05732018524313602,-0.03254128180155493,0.052135218852498305,0.04382985281944275,0.8477163910108031
2023,MSE Reg d=8 L2=3.0 L1=1.0 MCW=10,0.624791054912031,0.06590662479305652,0.05795091843222624,-0.03139067129696656,0.05209278474801337,0.04387929546833039,0.8445711523469542
2023,MSE Reg d=8 L2=3.0 L1=1.0 MCW=30,0.6262526819981837,0.06577812984818131,0.05822956309414142,-0.0305954301847457,0.051715509545504766,0.042552936911582934,0.8435392454138547
2023,MSE Reg d=8 L2=3.0 L1=5.0 MCW=2,0.5929750166605483,0.06864406801769043,0.059252200034184084,-0.034658113986863054,0.053885673962644876,0.044620647430419935,0.8371155580768378
2023,MSE Reg d=8 L2=3.0 L1=5.0 MCW=10,0.5953172694991626,0.06844627458352003,0.05952839499271451,-0.033782579740955575,0.05378723206551365,0.044221128463745124,0.8357384894242658
2023,MSE Reg d=8 L2=3.0 L1=5.0 MCW=30,0.5959478395764863,0.06839292785609076,0.0597315038872832,-0.033312760679540664,0.05348055260473175,0.043932539224624645,0.8351826216821189
2023,MSE Reg d=8 L2=10.0 L1=0.1 MCW=2,0.6403110403289428,0.06452916319080763,0.056710237089122054,-0.030788990100382444,0.05067125371203103,0.04152423638105393,0.8512009397962019
2023,MSE Reg d=8 L2=10.0 L1=0.1 MCW=10,0.6398630435824026,0.0645693365939838,0.05684961795765605,-0.030615684971199698,0.05054200332827563,0.04191960632801056,0.8505811231805077
2023,MSE Reg d=8 L2=10.0 L1=0.1 MCW=30,0.6370692318137443,0.06481930547506652,0.05760049297500966,-0.02972752211850192,0.05065060456847868,0.04138858461380005,0.8475144437830677
