Configuration,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson,Train Time (s),Inference Time (s)
Baseline (MAE),0.6451811838393267,0.0627247714411656,0.05897251655229383,-0.02136911892979982,0.04756935678112108,0.036548693895339976,0.8315376436028873,9.682436099996266,0.08441010000387905
Baseline (MSE),0.6491307622612645,0.06237469182224601,0.058754085205429775,-0.020941815862794103,0.04686765327836738,0.0354062272310257,0.8338638833062701,8.060300599994662,0.08640010000090115
MSE Reg d=8 L2=3.0 L1=0.1 MCW=2,0.6481982855850112,0.062457520902986154,0.0587863504989904,-0.02109755703631451,0.04692184934211538,0.03611464333534241,0.8331196202174256,15.804037099995185,0.164531900001748
MSE Reg d=8 L2=3.0 L1=0.1 MCW=10,0.6494348452100427,0.06234765726144191,0.058900903109461805,-0.02044294447621397,0.046761607893301756,0.03569236731529235,0.8331023057182861,16.031211900000926,0.14670839999598684
MSE Reg d=8 L2=3.0 L1=0.1 MCW=30,0.6460944703677587,0.06264399415947491,0.059397510302659634,-0.01990491834183779,0.046947741065761044,0.03563962751626967,0.8310743775814048,14.99301430000196,0.15903390000312356
MSE Reg d=8 L2=3.0 L1=1.0 MCW=2,0.6284658772305887,0.0641852326346147,0.06023042563022711,-0.022181972784330213,0.04869793542088672,0.03782282489538191,0.8237734826511951,12.205336299994087,0.1766797999953269
MSE Reg d=8 L2=3.0 L1=1.0 MCW=10,0.6309336141372912,0.06397171771639566,0.060244334864015224,-0.0215174530176427,0.048366165337623356,0.03702738213539125,0.8245560773593479,12.346581999998307,0.15573030000086874
MSE Reg d=8 L2=3.0 L1=1.0 MCW=30,0.6266496357171538,0.06434192586147192,0.060971982150753314,-0.0205499590267173,0.04848648355393376,0.0367004423737526,0.8209511237346011,12.117071799999394,0.15517080000427086
MSE Reg d=8 L2=3.0 L1=5.0 MCW=2,0.6190362379808023,0.06499464853206108,0.060842486810588736,-0.022858174415263825,0.04948169074529772,0.03776683884859086,0.8189568956829939,6.3735202999960165,0.1542736999981571
MSE Reg d=8 L2=3.0 L1=5.0 MCW=10,0.6209925397017639,0.06482755548011383,0.060942347775365696,-0.022105252716359703,0.04924008951096608,0.03739504039287568,0.8186952082229331,6.445138399998541,0.13925249999738298
MSE Reg d=8 L2=3.0 L1=5.0 MCW=30,0.6196081951415127,0.06494584058546161,0.06128500789372603,-0.021496744324721206,0.04909358078648443,0.03677636268734932,0.8170697348440017,7.163815100000647,0.15993090000119992
MSE Reg d=8 L2=10.0 L1=0.1 MCW=2,0.6458551204205212,0.06266517396761162,0.05897424601437549,-0.0211887313377734,0.047283519646654615,0.036305186659097675,0.8317085998955706,17.404354199999943,0.16229990000283578
MSE Reg d=8 L2=10.0 L1=0.1 MCW=10,0.6469708568426213,0.0625663825165496,0.05908851792429356,-0.020569377019957886,0.047073733095498976,0.035659074425697324,0.8315234664936404,15.911568800001987,0.18255170000338694
MSE Reg d=8 L2=10.0 L1=0.1 MCW=30,0.6406656820951515,0.06312263419094781,0.0598088736377708,-0.020183299563763194,0.04735885585636617,0.03527056825160981,0.828972775801107,14.922489399999904,0.16179360000387533
MSE Reg d=8 L2=10.0 L1=1.0 MCW=2,0.6303396105854973,0.0640231774963859,0.06015436465384072,-0.02191847782578529,0.04848197702777919,0.037599853038787844,0.824326865243458,11.961278399998264,0.1750194000051124
MSE Reg d=8 L2=10.0 L1=1.0 MCW=10,0.6315072502106933,0.06392198309316789,0.0603436403502598,-0.021087081158430325,0.048290080908556195,0.036715399920940396,0.823996571782067,12.37238420000358,0.1571994999976596
MSE Reg d=8 L2=10.0 L1=1.0 MCW=30,0.6253530258436337,0.06445355568279797,0.06105071242490883,-0.020665704740376663,0.04851109046216655,0.0368749213218689,0.8205180705266416,12.126190100003441,0.18446330000006128
MSE Reg d=8 L2=10.0 L1=5.0 MCW=2,0.6173066320701224,0.0651420218978057,0.06101503209379139,-0.022817731615078097,0.049565435506498855,0.03769363236427306,0.8183626335233545,6.837266599999566,0.15852560000348603
