Configuration,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson,Train Time (s),Inference Time (s)
MSE Reg d=8 L2=10.0 L1=5.0 MCW=10,0.6212997800758842,0.06480127409695467,0.06096966008108426,-0.021952350085992483,0.049280694014375,0.037807867318391794,0.8185318769461071,6.9164334000015515,0.16822849999880418
MSE Reg d=8 L2=10.0 L1=5.0 MCW=30,0.6186168236856553,0.06503041595772965,0.06145609034072076,-0.021262736434930898,0.049170449959678716,0.03683097153902053,0.8160399593423971,6.614632700002403,0.16793830000096932
MSE Reg d=8 L2=30.0 L1=0.1 MCW=2,0.6375121692059742,0.06339901081839314,0.05930271785422136,-0.022419237874285926,0.04790136856847708,0.03632809895277024,0.8298578230848028,15.957074500001909,0.1678299999985029
MSE Reg d=8 L2=30.0 L1=0.1 MCW=10,0.6415843129521945,0.06304189669335265,0.059094728665710756,-0.021956634129661836,0.04759710782098786,0.035464566946029674,0.8313449739681982,15.592396000000008,0.16703890000644606
MSE Reg d=8 L2=30.0 L1=0.1 MCW=30,0.636557938519843,0.06348240330053324,0.0599860490896589,-0.02077713751697829,0.047507550026078996,0.03555917584896087,0.8273904331003389,15.189290300004359,0.18272309999883873
MSE Reg d=8 L2=30.0 L1=1.0 MCW=2,0.6242110106805225,0.06455171599816721,0.06076831066154711,-0.021774674671020594,0.048855162760543705,0.03728517919778824,0.8207745795061743,11.837854500001413,0.1541715999992448
MSE Reg d=8 L2=30.0 L1=1.0 MCW=10,0.6261078754823983,0.06438859149244973,0.06060108295451389,-0.021757744808460558,0.04860651766103564,0.03678844398260117,0.8220337359726482,12.493399099999806,0.15788729999621864
MSE Reg d=8 L2=30.0 L1=1.0 MCW=30,0.6209435170684761,0.0648317478972214,0.06130538551188676,-0.021090406391385482,0.04870722420993373,0.03688620927929878,0.8188695036516975,12.418380199997046,0.15754179999930784
MSE Reg d=8 L2=30.0 L1=5.0 MCW=2,0.6154952439007126,0.06529600704476261,0.061134745668398216,-0.022937118570259835,0.049758181217559885,0.03817637169361113,0.8173001911732825,6.485303300003579,0.14762189999601105
MSE Reg d=8 L2=30.0 L1=5.0 MCW=10,0.6173375511921027,0.0651393903199241,0.06118780962090407,-0.022342607848532033,0.04947597855161453,0.03753879362344742,0.8173937199931024,6.374271199994837,0.14474389999668347
MSE Reg d=8 L2=30.0 L1=5.0 MCW=30,0.6144614253680967,0.0653837288574829,0.06172497680653189,-0.021565232156468515,0.04955135553895128,0.03725449001789091,0.8145244245695143,7.207889099998283,0.15150540000468027
MSE Samp d=5 sub=0.6 col=0.4 MCW=2,0.6126743238987122,0.06553509148599411,0.060853215044906324,-0.02432559218351237,0.04971344628693736,0.03832242256402969,0.822115443075688,7.481717299997399,0.15228930000012042
MSE Samp d=5 sub=0.6 col=0.4 MCW=10,0.6175033070124052,0.06512528075337508,0.06069323353903952,-0.023614266773939827,0.04937137632841636,0.03781210601329803,0.8231553391920446,7.113054200002807,0.15235799999936717
MSE Samp d=5 sub=0.6 col=0.4 MCW=30,0.6151763388188924,0.06532307941808814,0.06090484127059846,-0.023615778948029516,0.04947677582182983,0.037769117355346674,0.8215731332290899,7.927260500000557,0.16305780000402592
MSE Samp d=5 sub=0.6 col=0.6 MCW=2,0.619435735359378,0.06496056129730839,0.06109647105255452,-0.022070245756664532,0.04899228343711733,0.03738561183214188,0.8217623258204219,7.417906299997412,0.15668880000157515
MSE Samp d=5 sub=0.6 col=0.6 MCW=10,0.6158378930571257,0.06526690648341887,0.06121992397337065,-0.022624985963795804,0.049442654497126357,0.038027187228202836,0.8208371169666363,7.296215800000937,0.16319430000294233
MSE Samp d=5 sub=0.6 col=0.6 MCW=30,0.6194166218576418,0.06496219257003552,0.06095772991554288,-0.02245532513803724,0.04910546198319891,0.03757799032330514,0.8221044407015273,7.368805499994778,0.15654899999935878
MSE Samp d=5 sub=0.8 col=0.4 MCW=2,0.6194803570133043,0.06495675283060916,0.06061987214170004,-0.023336898676138782,0.04929876493094638,0.038160490185022336,0.8231569637046036,7.262147000001278,0.1571643999996013
MSE Samp d=5 sub=0.8 col=0.4 MCW=10,0.6161042306434565,0.06524427795764576,0.060786923213919236,-0.023701598543493806,0.049542928668085955,0.038728048980236046,0.82221538862522,7.712789700002759,0.16077040000527631
MSE Samp d=5 sub=0.8 col=0.4 MCW=30,0.6174886431390533,0.0651265291036664,0.060453803918592675,-0.02422400430381177,0.04941564945013864,0.038077496290206916,0.8240511587605481,7.399740799999563,0.16777819999697385
MSE Samp d=5 sub=0.8 col=0.6 MCW=2,0.6171315143585943,0.06515692445172169,0.061049514334823266,-0.022767995167216455,0.04922528955930941,0.03784197556972503,0.821612641252095,7.124858499999391,0.15540820000023814
MSE Samp d=5 sub=0.8 col=0.6 MCW=10,0.6169450742148579,0.06517278680172735,0.06121824401473091,-0.02235662628666413,0.04938671253263696,0.03804118871688841,0.8209420683956404,7.90527860000293,0.16371810000418918
MSE Samp d=5 sub=0.8 col=0.6 MCW=30,0.6185686924839682,0.06503451930249457,0.06078175053904665,-0.023131526155482245,0.04914787824976527,0.037632665872573856,0.8228128119384575,7.17189469999721,0.15816720000293572
MSE Samp d=6 sub=0.6 col=0.4 MCW=2,0.6335027844323458,0.06374866669955495,0.05976149203517538,-0.022191362634217487,0.04819503695575528,0.036680694937705996,0.8277534605053383,9.015108699997654,0.16626410000026226
MSE Samp d=6 sub=0.6 col=0.4 MCW=10,0.6336844930300976,0.06373286150856032,0.05973611413395993,-0.022214281536600235,0.04804173153780787,0.0361938134431839,0.8279942037221946,8.58053320000181,0.16657080000004498
MSE Samp d=6 sub=0.6 col=0.4 MCW=30,0.6316728340062164,0.06390761967096681,0.060133370204560076,-0.021637043209966178,0.0482841910914447,0.036671526491642,0.8260181921935673,8.345404899999266,0.15965159999905154
MSE Samp d=6 sub=0.6 col=0.6 MCW=2,0.6353956144092916,0.0635838338107262,0.059811643036335474,-0.021574783430859307,0.04806968150442704,0.03696486026048662,0.8289785026886649,9.064726199998404,0.15102920000208542
MSE Samp d=6 sub=0.6 col=0.6 MCW=10,0.6345132900577706,0.06366072216891829,0.05986638171935357,-0.021649570137610517,0.04794591514943316,0.03652529761195182,0.828947684086162,8.612565100003849,0.20791209999879356
MSE Samp d=6 sub=0.6 col=0.6 MCW=30,0.6262671876628125,0.0643748723216466,0.06049842896415258,-0.022001460830714293,0.04838635091828753,0.03675881558656692,0.8247973527290583,8.812922299999627,0.1879214000000502
MSE Samp d=6 sub=0.8 col=0.4 MCW=2,0.6300613683349684,0.06404726798949328,0.06024583722214032,-0.021736872684852485,0.04798206733725924,0.035940352976322185,0.8252090475074509,8.896136000003025,0.18072400000528432
MSE Samp d=6 sub=0.8 col=0.4 MCW=10,0.6332981839967488,0.06376645835606029,0.05997344869704529,-0.02166441006376968,0.04784451172578016,0.03601821124553681,0.8268529054724816,8.929712500001187,0.16358739999850513
MSE Samp d=6 sub=0.8 col=0.4 MCW=30,0.6303190035253197,0.06402496198712783,0.060157393884529044,-0.021915376311954393,0.0481585697800999,0.03616576999425887,0.8260947602128753,8.35383770000044,0.17026689999329392
MSE Samp d=6 sub=0.8 col=0.6 MCW=2,0.6337962424720356,0.06372313948638561,0.05987139558754621,-0.02181867312981262,0.0480202584659764,0.03667586421966554,0.8288544821590408,9.379421699995873,0.16743409999617143
MSE Samp d=6 sub=0.8 col=0.6 MCW=10,0.6330454104549106,0.06378843219979531,0.059767215097695975,-0.022289999576806482,0.04815624081711506,0.03707740497589111,0.8292562963983638,8.893066500000714,0.1547673000022769
MSE Samp d=6 sub=0.8 col=0.6 MCW=30,0.6332968991468486,0.06376657006842754,0.05987205281660059,-0.02194339876998089,0.04802552435893446,0.03657540208101272,0.8285846640390279,9.075452799996128,0.1748961999983294
Huber Slope 1.5 d=6 MCW=2,0.6221400872781686,0.0647293396026029,0.06098011084245848,-0.021709755572803205,0.04882336782358572,0.03715693652629852,0.8220665327171932,9.262733600000502,0.1587223999958951
Huber Slope 1.5 d=6 MCW=10,0.6264674957582475,0.06435761863679358,0.06068447261883605,-0.021431235605365796,0.04861988151581656,0.03675598919391633,0.8242332610934142,9.312285499996506,0.15450240000063786
Huber Slope 1.5 d=6 MCW=30,0.6238390364726054,0.06458365630921112,0.0610452199279381,-0.02108387502847133,0.04876233588824966,0.03698478674888611,0.8225248135766846,9.22573679999914,0.15623580000101356
Huber Slope 1.5 d=8 MCW=2,0.637106882511047,0.06343444317673483,0.05959666947166818,-0.021729371114396906,0.048054599094339984,0.03744495248794555,0.8279579679680539,13.866512900000089,0.16237220000039088
Huber Slope 1.5 d=8 MCW=10,0.6406478628927996,0.06312419928088138,0.059526248504415624,-0.02100691014506848,0.04763496593691424,0.03688749420642853,0.8285719934293522,13.094877800001996,0.15840559999924153
Huber Slope 1.5 d=8 MCW=30,0.6323395424803522,0.06384975392814408,0.06048727164719714,-0.020447030233335182,0.04805933208956769,0.036459395885467524,0.8241457155679355,13.478826700003992,0.1652964000022621
Huber Slope 3.0 d=6 MCW=2,0.6169580261678237,0.06517168497278851,0.06128584721346603,-0.02216739617953325,0.049396813357433456,0.0376039097905159,0.8212337472569481,9.42516859999887,0.16462180000235094
Huber Slope 3.0 d=6 MCW=10,0.6242301837846893,0.06455006923283194,0.06099780474104369,-0.021118220895187313,0.04881013153688582,0.03718577313423156,0.8225256206593498,9.240333100002317,0.18570229999750154
Huber Slope 3.0 d=6 MCW=30,0.6255173432698242,0.06443941970328854,0.061077045913793544,-0.020543448450437582,0.04859251380079892,0.036408834457397454,0.8229537979611532,9.277677699996275,0.15637250000145286
Huber Slope 3.0 d=8 MCW=2,0.6384610338184067,0.06331597838006087,0.05953298834400681,-0.021557746112380125,0.047876681299637854,0.036965413510799405,0.8283432679001467,13.318153200001689,0.15997810000408208
Huber Slope 3.0 d=8 MCW=10,0.6386166376952543,0.06330235153353367,0.05972990473166024,-0.020964879922607295,0.04764693221578409,0.03639338433742522,0.8275756050067363,14.10208650000277,0.15556330000254093
Huber Slope 3.0 d=8 MCW=30,0.6340425215754443,0.06370170836122725,0.060301123702704996,-0.020534900250005816,0.047899375166204156,0.03644956076145172,0.8251623518571491,13.436116899996705,0.2019852000012179
Huber Slope 5.0 d=6 MCW=2,0.6210817036252975,0.06481992948352126,0.0611042734710021,-0.02163078873714177,0.04912631050192809,0.03760112291574477,0.8216692717428628,9.415382999999565,0.16531489999761106
Huber Slope 5.0 d=6 MCW=10,0.6234748823506231,0.06461490983863503,0.060968049742898926,-0.021400548690157076,0.04885100683814299,0.03738538670539855,0.8225142151166444,9.563494699999865,0.16686630000185687
Huber Slope 5.0 d=6 MCW=30,0.6278145545381717,0.06424146837473188,0.06090216748561604,-0.020442413128124035,0.0484108718936161,0.03670768761634827,0.8234651300856513,9.34372770000482,0.17566549999901326
Huber Slope 5.0 d=8 MCW=2,0.6382221878164438,0.06333688936458892,0.059528954129743177,-0.021630191277912613,0.04789603535842022,0.037031860113143925,0.828200896600041,13.92751159999898,0.16865710000274703
Huber Slope 5.0 d=8 MCW=10,0.6412047886163317,0.06307526521547759,0.05955685508041051,-0.020771858246647568,0.04738839640227818,0.03594124549627304,0.8284780765128946,13.6186125000022,0.19475059999967925
Huber Slope 5.0 d=8 MCW=30,0.6330175768161463,0.06379085134178678,0.060476343602584685,-0.020294939753079083,0.0479738591633481,0.0363704265654087,0.8240166545097801,13.59613349999563,0.19671119999838993
MSE Depth 8 LR 0.01 Heavy L2,0.631828301907789,0.06389413080414441,0.059951768244282125,-0.02209627650091284,0.048346943134954606,0.03667806756496429,0.8252596983160445,24.397483699998702,0.30630810000002384
MSE Depth 8 LR 0.01 Heavy L1,0.623475390923715,0.06461486620088813,0.06050574810597238,-0.022674553594323278,0.0490847080919253,0.03680651175975799,0.8209235721243046,15.012655300000915,0.37517689999367576
MSE Depth 6 LR 0.01 Moderate Reg,0.6224615675297457,0.06470179813599063,0.06065668351087612,-0.022518646227325165,0.048972081661023494,0.037568433225154865,0.8229831914557281,18.512171099995612,0.32307440000295173
MSE Depth 6 LR 0.01 Heavy Reg,0.6140884372951905,0.06541534885236193,0.06114517628596024,-0.023247263986691812,0.049673970169276244,0.03729269206523894,0.8188029728004715,13.559079500002554,0.2828155000024708
Huber Depth 8 LR 0.01 slope 3.0 Mod Reg,0.6376765017349806,0.06338463833473122,0.059551797726574776,-0.02170704410130242,0.047701846532649174,0.035798650026321405,0.8279607404421429,26.445130800006154,0.3189550999959465
Huber Depth 8 LR 0.01 slope 3.0 Heavy Reg,0.6221434003300572,0.06472905583059682,0.060890594752226655,-0.021958737217986267,0.04887721823581388,0.036929863989353176,0.820122399845609,20.73202090000268,0.3013546000001952
Huber Depth 6 LR 0.01 slope 3.0 Mod Reg,0.6253652450533387,0.064452504589383,0.06045765410673169,-0.022338249879067087,0.048835096755367374,0.037443558752536785,0.8243878419849721,18.514192900001945,0.3381721999976435
Huber Depth 6 LR 0.01 slope 3.0 Heavy Reg,0.6107414276061263,0.06569840998092695,0.061682177215865094,-0.02261835731732339,0.04980547721482105,0.03788029581308365,0.8168932476869648,17.27245689999836,0.29103699999541277
Huber Depth 7 LR 0.01 slope 1.5 Heavy Reg,0.6250127207047191,0.06448282176415482,0.06048280592233172,-0.02235764948355163,0.04866129002941241,0.03646035355329513,0.8232661862191851,21.020136200000707,0.31174340000143275
