family,ece_input,policy,seed,deployable,r2,rmse,ubrmse,bias,mae,pearson
Guarded_Backbone54_k2,v3,c0_only,13,False,-15.395039742191344,0.19050481237261782,0.05143131761447817,0.18343092189040808,0.18343092189040808,-0.4775805774290588
Guarded_Backbone54_k2,v3,c1_only,13,False,-0.5093872903829058,0.057802957323671855,0.04987220391597624,0.0292223399461014,0.05084833649866441,0.08793662967135016
Global_Single_54,v3,direct,13,True,-0.6153786430169275,0.059798030786048756,0.05735588212108861,0.016914705791145852,0.05203449217629217,-0.0855890960750126
Clustering_V0_Full_k2,v3,as_routed,101,True,-11.782169713168823,0.16821007475260114,0.11797925123910419,0.11989797965493829,0.14104535756580688,-0.6679409586694414
Clustering_V0_Full_k2,v3,auto_hard,101,True,-0.5547826512733456,0.05866574052608475,0.050683841249346405,0.029543482321570606,0.050690860232439225,0.1028471568882957
Clustering_V0_Full_k2,v3,auto_soft,101,True,-0.5547850643409022,0.05866578605152849,0.050683837323345436,0.029543579458562074,0.050690919970746595,0.10284706535864467
Clustering_V0_Full_k2,v3,c0_only,101,False,-0.5547826512733456,0.05866574052608475,0.050683841249346405,0.029543482321570606,0.050690860232439225,0.1028471568882957
Clustering_V0_Full_k2,v3,c1_only,101,False,-16.228598055596052,0.1952876069230015,0.051203401534062026,0.18845546181804962,0.18845546181804962,-0.512563406879925
Clustering_Backbone54_k2,v3,as_routed,101,True,-12.028037209437052,0.16982014571713414,0.0892537196922693,0.14447371876048076,0.14956916072453436,-0.13520072579206432
Clustering_Backbone54_k2,v3,auto_hard,101,True,-0.5547826512733456,0.05866574052608475,0.050683841249346405,0.029543482321570606,0.050690860232439225,0.1028471568882957
Clustering_Backbone54_k2,v3,auto_soft,101,True,-0.5547844532353421,0.058665774522284865,0.050683838317597193,0.02954355485880523,0.050690904842134794,0.10284708853836479
Clustering_Backbone54_k2,v3,c0_only,101,False,-0.5547826512733456,0.05866574052608475,0.050683841249346405,0.029543482321570606,0.050690860232439225,0.1028471568882957
Clustering_Backbone54_k2,v3,c1_only,101,False,-16.228598055596052,0.1952876069230015,0.051203401534062026,0.18845546181804962,0.18845546181804962,-0.512563406879925
Guarded_Backbone54_k2,v3,as_routed,101,True,-12.028037209437052,0.16982014571713414,0.0892537196922693,0.14447371876048076,0.14956916072453436,-0.13520072579206432
Guarded_Backbone54_k2,v3,auto_hard,101,True,-16.228598055596052,0.1952876069230015,0.051203401534062026,0.18845546181804962,0.18845546181804962,-0.512563406879925
Guarded_Backbone54_k2,v3,auto_soft,101,True,-16.22858554856475,0.19528753603886317,0.051203398160148884,0.18845538928081507,0.18845538928081507,-0.5125633809333235
Guarded_Backbone54_k2,v3,c0_only,101,False,-16.228598055596052,0.1952876069230015,0.051203401534062026,0.18845546181804962,0.18845546181804962,-0.512563406879925
Guarded_Backbone54_k2,v3,c1_only,101,False,-0.5547826512733456,0.05866574052608475,0.050683841249346405,0.029543482321570606,0.050690860232439225,0.1028471568882957
Global_Single_54,v3,direct,101,True,-0.5484324733966806,0.05854581409972286,0.056752138118781575,0.014380791617503058,0.05023567895742042,-0.06172864301280209
Clustering_V0_Full_k2,v3,as_routed,123,True,-11.81569120160557,0.1684304974262621,0.11859781962334837,0.11959677940415372,0.1411311923272675,-0.6730529022698173
Clustering_V0_Full_k2,v3,auto_hard,123,True,-0.5033275729672932,0.057686810244471705,0.050238133997325955,0.028353094516267666,0.04990613188808959,0.10305859529840451
