feature,importance_mean,importance_std
V_rollmin_LST_modis_kobs30,0.034904744,0.012369326
V_ema_LST_modis_kobs30,0.011074244,0.0033230064
V_rollmin_G_API_kobs30,0.007551434,0.0047427337
API_x_year,0.0070739263,0.0060521904
V_rollmean_LST_modis_kobs30,0.0061786524,0.00183503
SMAP_sm_pm_interp_rollmean30,0.0049543325,0.0046029687
D_sin_DOY,0.0041602314,0.0029190015
C_lag_G_API_kobs1,0.003931084,0.0014080721
V_ema_G_API_kobs7,0.0037629853,0.0018517749
year,0.0037274628,0.0016301696
DOY,0.0032974295,0.0024488668
G_rain_sum_30d,0.0021689073,0.0013710959
G_API,0.0021188676,0.00090748974
aspect,0.0021059134,0.0013535869
V_ema_G_API_kobs14,0.002077893,0.0011462758
V_rollmin_E_SAR_diff_kobs30,0.0020706335,0.0015762133
longitude,0.0018947126,0.0018939705
V_rollmin_G_API_kobs14,0.0018332544,0.0010301099
G_rain_sum_3d,0.0017863483,0.0010002659
G_rain_sum_7d,0.001490842,0.00095037476
SMAP_x_year,0.0014821301,0.0013383466
V_rollmin_G_API_kobs7,0.0014476002,0.001147732
V_rollmean_G_API_kobs7,0.0014340146,0.0008047751
sin_year,0.0013296388,0.0008651493
SMAP_sm_pm_interp_lag30,0.0012671588,0.0009814613
V_ema_SMAP_sm_interp_kobs30,0.0012339291,0.0012725863
A_d_LST_modis_kobs30,0.001184384,0.0033837634
V_rollmin_SMAP_sm_interp_kobs30,0.0011812742,0.0009493429
V_rollmean_G_API_kobs30,0.0011740794,0.0011391497
SMAP_sm_pm_interp_rollmean7,0.0011469043,0.0008586876
