regime,feature,importance_mean,importance_std
base,V_rollmin_LST_modis_kobs30,0.05939650461768094,0.020932889619678634
base,D_cos_DOY,0.039032140110466185,0.0008178094241412987
base,aspect,0.036233037847354724,0.0012482314031645471
base,DOY,0.028341769142576044,0.006555367343552696
base,D_sin_DOY,0.017873575658282313,0.005220746255100581
base,V_rollmin_G_API_kobs30,0.014284800735605363,0.0027189599400189164
base,G_rain_sum_30d,0.0111089444019564,0.0021387974828416256
base,V_rollmax_G_API_kobs14,0.008802057804734243,0.001116325853456231
base,API_x_year,0.00857922186226343,0.005705505291282651
base,V_rollrng_E_SAR_diff_kobs30,0.008294415417908874,0.0006490735907158323
base,latitude,0.007726318546270395,0.0004707922609126354
base,V_rollmin_E_SAR_diff_kobs30,0.007702216994971511,0.002883537946021784
base,V_rollrng_F_NDMI_kobs30,0.007278486681713714,0.0012993006443554344
base,V_rollmean_G_API_kobs30,0.006680731988276567,0.0005963246476762516
base,SMAP_sm_am_interp_lag30,0.0059273627292878,0.0017425796913456352
base,V_rollmean_F_NDVI_kobs30,0.005554958840853397,0.000824758947285639
base,V_rollcv_E_SAR_ratio_kobs30,0.004730205524426845,0.0007748286404081452
base,C_lag_F_NDVI_kobs30,0.004696387598144325,0.0009473764330460656
base,V_rollmin_SMAP_sm_interp_kobs30,0.004533485269268578,0.0017361771882236587
base,V_rollmax_LST_modis_kobs14,0.004294932069430079,0.00037602708685760257
base,V_rollmax_F_NDMI_kobs30,0.004289449743198714,0.0010027852600362937
base,V_rollstd_s2_b11_kobs30,0.003992806685209138,0.0019130312203249978
base,V_rollmean_s2_b11_kobs30,0.0037211639939644494,0.0014173614895865074
base,SMAP_sm_am_interp_ema02,0.0034539481208863965,0.00011521163370171399
base,F_MSI,0.003391051404551737,0.000798505795801202
base,V_rollrng_s2_b11_kobs30,0.0032771761396013233,0.0038741314318062633
base,C_lag_SMAP_sm_interp_kobs5,0.0032701473468455867,0.000748815053692817
base,V_rollcv_s2_b12_kobs30,0.003265649062223952,0.00045829373713586556
base,V_rollmax_SMAP_sm_interp_kobs30,0.003173402758127564,0.0004642433433578035
base,J_bio_bio09,0.0029753251391814173,0.00020650574696794553
transition,base_pred,1.146351733374328,0.028702211606864304
transition,SMAP_x_year,0.00534185764491073,0.0012428510595461108
transition,C_lag_SMAP_sm_interp_kobs12,0.004310339067016278,0.0008754725278774153
transition,V_rollmax_E_SAR_ratio_kobs30,0.002316241496164384,0.0005085301913857167
transition,API_x_year,0.0019516787837706052,0.0008610289757442792
transition,latitude,0.0019158916809580706,0.00030778415829713063
transition,SMAP_sm_interp_lag30,0.001400820628721,9.352909494351323e-05
transition,V_ema_E_SAR_diff_kobs14,0.0012065461116410158,6.193762006329447e-05
transition,V_rollmean_G_API_kobs30,0.0010960766162733781,6.321144327362888e-05
transition,D_sin_DOY,0.0009395281425918167,0.0002015112951027315
transition,C_lag_G_API_kobs30,0.0008449122828306122,0.00019352252399145334
transition,F_NDMI,0.0008178858039343373,0.00014080561459588154
transition,SMAP_sm_am_interp_lag30,0.000773284679017272,9.133365655634876e-05
transition,s1_vv,0.0007628678656960153,3.770494929542101e-05
transition,SMAP_sm_am_interp_lag7,0.0007469685324047015,0.00022213375963819686
