family,ece_input,policy,seed,station,n,r2,rmse,ubrmse,bias,mae,pearson
Clustering_V0_Full_k2,v3,as_routed,42,ECE_BBG_Lost_Meadow,30,-682.03172275147,0.19950784283546524,0.02089889722054195,0.19841022011939285,0.19841022011939285,0.10811681850618245
Clustering_V0_Full_k2,v3,as_routed,42,ECE_BBG_Main_St,30,-1147.9814211166463,0.1898785431855716,0.05949301376001958,0.18031761554552872,0.18031761554552872,-0.5395124241793084
Clustering_V0_Full_k2,v3,as_routed,42,ECE_Renton_Garden_North,30,-3.276363488866739,0.05357803800071423,0.01947777667647936,-0.0499121465351589,0.0499121465351589,0.7196986557504618
Clustering_V0_Full_k2,v3,as_routed,42,ECE_Renton_Garden_Shed,30,-69.51999649318279,0.03795043618306185,0.024390710343267865,0.029074539642708976,0.029074539642708976,0.4641757194236694
Clustering_V0_Full_k2,v3,as_routed,42,ECE_Renton_Home,30,-9346.983201010746,0.24099492420766272,0.017715763624619543,0.24034289091432204,0.24034289091432204,0.1279168827183063
Clustering_V0_Full_k2,v3,c0_only,42,ECE_BBG_Lost_Meadow,30,-41.72183339175476,0.049895855878127074,0.024273196725416925,0.04359367333157459,0.04359367333157459,-0.33840988448593534
Clustering_V0_Full_k2,v3,c0_only,42,ECE_BBG_Main_St,30,-77.90417201157823,0.04975873963046516,0.01625480341659674,0.04702885853920143,0.04702885853920143,0.6846481680460642
Clustering_V0_Full_k2,v3,c0_only,42,ECE_Renton_Garden_North,30,-3.276363488866739,0.05357803800071423,0.01947777667647936,-0.0499121465351589,0.0499121465351589,0.7196986557504618
Clustering_V0_Full_k2,v3,c0_only,42,ECE_Renton_Garden_Shed,30,-69.51999649318279,0.03795043618306185,0.024390710343267865,0.029074539642708976,0.029074539642708976,0.4641757194236694
Clustering_V0_Full_k2,v3,c0_only,42,ECE_Renton_Home,30,-1335.6948595617932,0.09113077695608689,0.02543235274138102,0.08751007909182819,0.08751007909182819,0.5540225907421332
Clustering_V0_Full_k2,v3,c1_only,42,ECE_BBG_Lost_Meadow,30,-702.9274716361805,0.20253658957332174,0.008906726163521868,0.2023406542073051,0.2023406542073051,-0.2858880021184928
Clustering_V0_Full_k2,v3,c1_only,42,ECE_BBG_Main_St,30,-1410.270826401879,0.2104381958703991,0.00903293730868615,0.2102442396946128,0.2102442396946128,-0.20763666355246474
Clustering_V0_Full_k2,v3,c1_only,42,ECE_Renton_Garden_North,30,-14.534987964552023,0.10211862535675148,0.02723101897222314,0.09842095940645462,0.09842095940645462,-0.3118373743234669
Clustering_V0_Full_k2,v3,c1_only,42,ECE_Renton_Garden_Shed,30,-1555.843440185401,0.17831303882595415,0.006397327609800199,0.17819824357944475,0.17819824357944475,-0.24545657772233603
Clustering_V0_Full_k2,v3,c1_only,42,ECE_Renton_Home,30,-9575.443299077706,0.24392204634075523,0.004298055971828955,0.24388417621060324,0.24388417621060324,0.5897065760744774
Clustering_V0_Full_k2,v3,gapi_transplant,42,ECE_BBG_Lost_Meadow,30,-41.72183339175476,0.049895855878127074,0.024273196725416925,0.04359367333157459,0.04359367333157459,-0.33840988448593534
Clustering_V0_Full_k2,v3,gapi_transplant,42,ECE_BBG_Main_St,30,-77.90417201157823,0.04975873963046516,0.01625480341659674,0.04702885853920143,0.04702885853920143,0.6846481680460642
Clustering_V0_Full_k2,v3,gapi_transplant,42,ECE_Renton_Garden_North,30,-3.276363488866739,0.05357803800071423,0.01947777667647936,-0.0499121465351589,0.0499121465351589,0.7196986557504618
Clustering_V0_Full_k2,v3,gapi_transplant,42,ECE_Renton_Garden_Shed,30,-69.51999649318279,0.03795043618306185,0.024390710343267865,0.029074539642708976,0.029074539642708976,0.4641757194236694
Clustering_V0_Full_k2,v3,gapi_transplant,42,ECE_Renton_Home,30,-1335.6948595617932,0.09113077695608689,0.02543235274138102,0.08751007909182819,0.08751007909182819,0.5540225907421332
Clustering_V0_Full_k2,v3,dynamic_transplant,42,ECE_BBG_Lost_Meadow,30,-41.72183339175476,0.049895855878127074,0.024273196725416925,0.04359367333157459,0.04359367333157459,-0.33840988448593534
Clustering_V0_Full_k2,v3,dynamic_transplant,42,ECE_BBG_Main_St,30,-77.90417201157823,0.04975873963046516,0.01625480341659674,0.04702885853920143,0.04702885853920143,0.6846481680460642
Clustering_V0_Full_k2,v3,dynamic_transplant,42,ECE_Renton_Garden_North,30,-3.276363488866739,0.05357803800071423,0.01947777667647936,-0.0499121465351589,0.0499121465351589,0.7196986557504618
Clustering_V0_Full_k2,v3,dynamic_transplant,42,ECE_Renton_Garden_Shed,30,-69.51999649318279,0.03795043618306185,0.024390710343267865,0.029074539642708976,0.029074539642708976,0.4641757194236694
Clustering_V0_Full_k2,v3,dynamic_transplant,42,ECE_Renton_Home,30,-1335.6948595617932,0.09113077695608689,0.02543235274138102,0.08751007909182819,0.08751007909182819,0.5540225907421332
Clustering_V0_Full_k2,v3,seasonal,42,ECE_BBG_Lost_Meadow,30,-41.72183339175476,0.049895855878127074,0.024273196725416925,0.04359367333157459,0.04359367333157459,-0.33840988448593534
Clustering_V0_Full_k2,v3,seasonal,42,ECE_BBG_Main_St,30,-77.90417201157823,0.04975873963046516,0.01625480341659674,0.04702885853920143,0.04702885853920143,0.6846481680460642
Clustering_V0_Full_k2,v3,seasonal,42,ECE_Renton_Garden_North,30,-3.276363488866739,0.05357803800071423,0.01947777667647936,-0.0499121465351589,0.0499121465351589,0.7196986557504618
Clustering_V0_Full_k2,v3,seasonal,42,ECE_Renton_Garden_Shed,30,-69.51999649318279,0.03795043618306185,0.024390710343267865,0.029074539642708976,0.029074539642708976,0.4641757194236694
Clustering_V0_Full_k2,v3,seasonal,42,ECE_Renton_Home,30,-1335.6948595617932,0.09113077695608689,0.02543235274138102,0.08751007909182819,0.08751007909182819,0.5540225907421332
Clustering_V0_Full_k2,v3,margin_fallback,42,ECE_BBG_Lost_Meadow,30,-69.27674242762056,0.06399489734026197,0.022145763762401172,0.060040919654603786,0.060040919654603786,-0.5714392073354692
Clustering_V0_Full_k2,v3,margin_fallback,42,ECE_BBG_Main_St,30,-58.499253227173696,0.04320909252179284,0.021804375334964876,0.03730408681108317,0.03730408681108317,0.7440412943399772
Clustering_V0_Full_k2,v3,margin_fallback,42,ECE_Renton_Garden_North,30,-8.020343211388928,0.07781458946530848,0.015679184390987783,-0.07621859032078658,0.07621859032078658,0.8015361397088475
Clustering_V0_Full_k2,v3,margin_fallback,42,ECE_Renton_Garden_Shed,30,-22.32423533018622,0.02182550685301169,0.021613182838791423,0.0030369519205664425,0.016095155879987937,0.4369409339012569
Clustering_V0_Full_k2,v3,margin_fallback,42,ECE_Renton_Home,30,-797.7268563087582,0.07044466005313389,0.0240101042848196,0.06622661868337901,0.06622661868337901,0.6550951982904153
Clustering_Backbone54_k2,v3,as_routed,42,ECE_BBG_Lost_Meadow,30,-41.72183339175476,0.049895855878127074,0.024273196725416925,0.04359367333157459,0.04359367333157459,-0.33840988448593534
Clustering_Backbone54_k2,v3,as_routed,42,ECE_BBG_Main_St,30,-1410.270826401879,0.2104381958703991,0.00903293730868615,0.2102442396946128,0.2102442396946128,-0.20763666355246474
Clustering_Backbone54_k2,v3,as_routed,42,ECE_Renton_Garden_North,30,-14.068350736093617,0.10057322110081149,0.0724190237622571,0.069788665268182,0.09401821079579661,-0.8449687497417441
Clustering_Backbone54_k2,v3,as_routed,42,ECE_Renton_Garden_Shed,30,-1221.7381729374292,0.1580255702456425,0.051588299038009745,0.1493677617621198,0.1493677617621198,-0.4243030085175348
Clustering_Backbone54_k2,v3,as_routed,42,ECE_Renton_Home,30,-9575.443299077706,0.24392204634075523,0.004298055971828955,0.24388417621060324,0.24388417621060324,0.5897065760744774
Clustering_Backbone54_k2,v3,c0_only,42,ECE_BBG_Lost_Meadow,30,-41.72183339175476,0.049895855878127074,0.024273196725416925,0.04359367333157459,0.04359367333157459,-0.33840988448593534
Clustering_Backbone54_k2,v3,c0_only,42,ECE_BBG_Main_St,30,-77.90417201157823,0.04975873963046516,0.01625480341659674,0.04702885853920143,0.04702885853920143,0.6846481680460642
Clustering_Backbone54_k2,v3,c0_only,42,ECE_Renton_Garden_North,30,-3.276363488866739,0.05357803800071423,0.01947777667647936,-0.0499121465351589,0.0499121465351589,0.7196986557504618
Clustering_Backbone54_k2,v3,c0_only,42,ECE_Renton_Garden_Shed,30,-69.51999649318279,0.03795043618306185,0.024390710343267865,0.029074539642708976,0.029074539642708976,0.4641757194236694
Clustering_Backbone54_k2,v3,c0_only,42,ECE_Renton_Home,30,-1335.6948595617932,0.09113077695608689,0.02543235274138102,0.08751007909182819,0.08751007909182819,0.5540225907421332
Clustering_Backbone54_k2,v3,c1_only,42,ECE_BBG_Lost_Meadow,30,-702.9274716361805,0.20253658957332174,0.008906726163521868,0.2023406542073051,0.2023406542073051,-0.2858880021184928
Clustering_Backbone54_k2,v3,c1_only,42,ECE_BBG_Main_St,30,-1410.270826401879,0.2104381958703991,0.00903293730868615,0.2102442396946128,0.2102442396946128,-0.20763666355246474
Clustering_Backbone54_k2,v3,c1_only,42,ECE_Renton_Garden_North,30,-14.534987964552023,0.10211862535675148,0.02723101897222314,0.09842095940645462,0.09842095940645462,-0.3118373743234669
Clustering_Backbone54_k2,v3,c1_only,42,ECE_Renton_Garden_Shed,30,-1555.843440185401,0.17831303882595415,0.006397327609800199,0.17819824357944475,0.17819824357944475,-0.24545657772233603
Clustering_Backbone54_k2,v3,c1_only,42,ECE_Renton_Home,30,-9575.443299077706,0.24392204634075523,0.004298055971828955,0.24388417621060324,0.24388417621060324,0.5897065760744774
Clustering_Backbone54_k2,v3,gapi_transplant,42,ECE_BBG_Lost_Meadow,30,-41.72183339175476,0.049895855878127074,0.024273196725416925,0.04359367333157459,0.04359367333157459,-0.33840988448593534
Clustering_Backbone54_k2,v3,gapi_transplant,42,ECE_BBG_Main_St,30,-77.90417201157823,0.04975873963046516,0.01625480341659674,0.04702885853920143,0.04702885853920143,0.6846481680460642
Clustering_Backbone54_k2,v3,gapi_transplant,42,ECE_Renton_Garden_North,30,-3.276363488866739,0.05357803800071423,0.01947777667647936,-0.0499121465351589,0.0499121465351589,0.7196986557504618
Clustering_Backbone54_k2,v3,gapi_transplant,42,ECE_Renton_Garden_Shed,30,-69.51999649318279,0.03795043618306185,0.024390710343267865,0.029074539642708976,0.029074539642708976,0.4641757194236694
Clustering_Backbone54_k2,v3,gapi_transplant,42,ECE_Renton_Home,30,-1335.6948595617932,0.09113077695608689,0.02543235274138102,0.08751007909182819,0.08751007909182819,0.5540225907421332
Clustering_Backbone54_k2,v3,dynamic_transplant,42,ECE_BBG_Lost_Meadow,30,-41.72183339175476,0.049895855878127074,0.024273196725416925,0.04359367333157459,0.04359367333157459,-0.33840988448593534
Clustering_Backbone54_k2,v3,dynamic_transplant,42,ECE_BBG_Main_St,30,-77.90417201157823,0.04975873963046516,0.01625480341659674,0.04702885853920143,0.04702885853920143,0.6846481680460642
Clustering_Backbone54_k2,v3,dynamic_transplant,42,ECE_Renton_Garden_North,30,-3.276363488866739,0.05357803800071423,0.01947777667647936,-0.0499121465351589,0.0499121465351589,0.7196986557504618
Clustering_Backbone54_k2,v3,dynamic_transplant,42,ECE_Renton_Garden_Shed,30,-69.51999649318279,0.03795043618306185,0.024390710343267865,0.029074539642708976,0.029074539642708976,0.4641757194236694
Clustering_Backbone54_k2,v3,dynamic_transplant,42,ECE_Renton_Home,30,-1335.6948595617932,0.09113077695608689,0.02543235274138102,0.08751007909182819,0.08751007909182819,0.5540225907421332
Clustering_Backbone54_k2,v3,seasonal,42,ECE_BBG_Lost_Meadow,30,-41.72183339175476,0.049895855878127074,0.024273196725416925,0.04359367333157459,0.04359367333157459,-0.33840988448593534
Clustering_Backbone54_k2,v3,seasonal,42,ECE_BBG_Main_St,30,-77.90417201157823,0.04975873963046516,0.01625480341659674,0.04702885853920143,0.04702885853920143,0.6846481680460642
Clustering_Backbone54_k2,v3,seasonal,42,ECE_Renton_Garden_North,30,-3.276363488866739,0.05357803800071423,0.01947777667647936,-0.0499121465351589,0.0499121465351589,0.7196986557504618
Clustering_Backbone54_k2,v3,seasonal,42,ECE_Renton_Garden_Shed,30,-69.51999649318279,0.03795043618306185,0.024390710343267865,0.029074539642708976,0.029074539642708976,0.4641757194236694
Clustering_Backbone54_k2,v3,seasonal,42,ECE_Renton_Home,30,-1335.6948595617932,0.09113077695608689,0.02543235274138102,0.08751007909182819,0.08751007909182819,0.5540225907421332
Clustering_Backbone54_k2,v3,margin_fallback,42,ECE_BBG_Lost_Meadow,30,-69.27674242762056,0.06399489734026197,0.022145763762401172,0.060040919654603786,0.060040919654603786,-0.5714392073354692
Clustering_Backbone54_k2,v3,margin_fallback,42,ECE_BBG_Main_St,30,-58.499253227173696,0.04320909252179284,0.021804375334964876,0.03730408681108317,0.03730408681108317,0.7440412943399772
Clustering_Backbone54_k2,v3,margin_fallback,42,ECE_Renton_Garden_North,30,-8.020343211388928,0.07781458946530848,0.015679184390987783,-0.07621859032078658,0.07621859032078658,0.8015361397088475
Clustering_Backbone54_k2,v3,margin_fallback,42,ECE_Renton_Garden_Shed,30,-22.32423533018622,0.02182550685301169,0.021613182838791423,0.0030369519205664425,0.016095155879987937,0.4369409339012569
Clustering_Backbone54_k2,v3,margin_fallback,42,ECE_Renton_Home,30,-797.7268563087582,0.07044466005313389,0.0240101042848196,0.06622661868337901,0.06622661868337901,0.6550951982904153
Global_Single_54,v3,direct,42,ECE_BBG_Lost_Meadow,30,-69.27674242762056,0.06399489734026197,0.022145763762401172,0.060040919654603786,0.060040919654603786,-0.5714392073354692
Global_Single_54,v3,direct,42,ECE_BBG_Main_St,30,-58.499253227173696,0.04320909252179284,0.021804375334964876,0.03730408681108317,0.03730408681108317,0.7440412943399772
Global_Single_54,v3,direct,42,ECE_Renton_Garden_North,30,-8.020343211388928,0.07781458946530848,0.015679184390987783,-0.07621859032078658,0.07621859032078658,0.8015361397088475
Global_Single_54,v3,direct,42,ECE_Renton_Garden_Shed,30,-22.32423533018622,0.02182550685301169,0.021613182838791423,0.0030369519205664425,0.016095155879987937,0.4369409339012569
Global_Single_54,v3,direct,42,ECE_Renton_Home,30,-797.7268563087582,0.07044466005313389,0.0240101042848196,0.06622661868337901,0.06622661868337901,0.6550951982904153
Global_Single_50,v3,direct,42,ECE_BBG_Lost_Meadow,30,-35.20535110698604,0.04593311698929303,0.013598686745938093,0.043873989505604886,0.043873989505604886,-0.5134418860478287
Global_Single_50,v3,direct,42,ECE_BBG_Main_St,30,-7.021387493920079,0.015865148304290737,0.006673969201575604,0.014393090905485158,0.014393090905485158,0.527531150398218
Global_Single_50,v3,direct,42,ECE_Renton_Garden_North,30,-8.293509805970888,0.07898404659765217,0.037524597543827636,-0.06950096543296254,0.06950096543296254,-0.37806068473377563
