family,ece_input,policy,seed,r2,rmse,ubrmse,bias,mae,pearson
Clustering_V0_Full_k2,v3,as_routed,42,-11.490652874085125,0.1662808682750264,0.1154729948286132,0.11964662393735875,0.1396114825514223,-0.6684653733615411
Clustering_V0_Full_k2,v3,c0_only,42,-0.5884692319639686,0.05929787327473716,0.05026498823922665,0.03145900081403086,0.051423859428094416,0.11779274311713835
Clustering_V0_Full_k2,v3,c1_only,42,-15.897985283247607,0.19340476858047786,0.05078637114341301,0.1866176546196841,0.1866176546196841,-0.528885073960909
Clustering_V0_Full_k2,v3,gapi_transplant,42,-0.5884692319639686,0.05929787327473716,0.05026498823922665,0.03145900081403086,0.051423859428094416,0.11779274311713835
Clustering_V0_Full_k2,v3,dynamic_transplant,42,-0.5884692319639686,0.05929787327473716,0.05026498823922665,0.03145900081403086,0.051423859428094416,0.11779274311713835
Clustering_V0_Full_k2,v3,seasonal,42,-0.5884692319639686,0.05929787327473716,0.05026498823922665,0.03145900081403086,0.051423859428094416,0.11779274311713835
Clustering_V0_Full_k2,v3,margin_fallback,42,-0.5771841742984403,0.059086861103285024,0.05625338360366099,0.018077997349769167,0.0511770742699681,-0.07771454844479983
Clustering_Backbone54_k2,v3,as_routed,42,-11.771842905520367,0.16814211195302267,0.08783608329502458,0.14337570325341847,0.1482216123589414,-0.13480788776653735
Clustering_Backbone54_k2,v3,c0_only,42,-0.5884692319639686,0.05929787327473716,0.05026498823922665,0.03145900081403086,0.051423859428094416,0.11779274311713835
Clustering_Backbone54_k2,v3,c1_only,42,-15.897985283247607,0.19340476858047786,0.05078637114341301,0.1866176546196841,0.1866176546196841,-0.528885073960909
Clustering_Backbone54_k2,v3,gapi_transplant,42,-0.5884692319639686,0.05929787327473716,0.05026498823922665,0.03145900081403086,0.051423859428094416,0.11779274311713835
Clustering_Backbone54_k2,v3,dynamic_transplant,42,-0.5884692319639686,0.05929787327473716,0.05026498823922665,0.03145900081403086,0.051423859428094416,0.11779274311713835
Clustering_Backbone54_k2,v3,seasonal,42,-0.5884692319639686,0.05929787327473716,0.05026498823922665,0.03145900081403086,0.051423859428094416,0.11779274311713835
Clustering_Backbone54_k2,v3,margin_fallback,42,-0.5771841742984403,0.059086861103285024,0.05625338360366099,0.018077997349769167,0.0511770742699681,-0.07771454844479983
Global_Single_54,v3,direct,42,-0.5771841742984403,0.059086861103285024,0.05625338360366099,0.018077997349769167,0.0511770742699681,-0.07771454844479983
Global_Single_50,v3,direct,42,-0.2723251900344079,0.05306996202479047,0.051378662436953236,0.013291121679614276,0.04266936217520569,-0.035792342196289434
Clustering_V0_Full_k2,v3,as_routed,7,-11.071982454626186,0.1634703572885533,0.11567594742685917,0.11550598642038336,0.13735649519237536,-0.6641031601734775
Clustering_V0_Full_k2,v3,c0_only,7,-0.5378334161855345,0.05834509628343409,0.05118713520197296,0.02800049017674753,0.049862142418481914,0.097238957771399
Clustering_V0_Full_k2,v3,c1_only,7,-15.176105817537412,0.18922856836865054,0.05056340246049816,0.18234800086227088,0.18234800086227088,-0.42373198839324083
Clustering_V0_Full_k2,v3,gapi_transplant,7,-0.5378334161855345,0.05834509628343409,0.05118713520197296,0.02800049017674753,0.049862142418481914,0.097238957771399
Clustering_V0_Full_k2,v3,dynamic_transplant,7,-0.5378334161855345,0.05834509628343409,0.05118713520197296,0.02800049017674753,0.049862142418481914,0.097238957771399
Clustering_V0_Full_k2,v3,seasonal,7,-0.5378334161855345,0.05834509628343409,0.05118713520197296,0.02800049017674753,0.049862142418481914,0.097238957771399
Clustering_V0_Full_k2,v3,margin_fallback,7,-0.5852697742541058,0.05923812497641875,0.056513148182132246,0.017760054427455155,0.0514497662400383,-0.07829498875392488
Clustering_Backbone54_k2,v3,as_routed,7,-11.236874424089558,0.16458299673004737,0.08718267510326913,0.13959492818322805,0.14465709484496234,-0.12773800509293293
Clustering_Backbone54_k2,v3,c0_only,7,-0.5378334161855345,0.05834509628343409,0.05118713520197296,0.02800049017674753,0.049862142418481914,0.097238957771399
Clustering_Backbone54_k2,v3,c1_only,7,-15.176105817537412,0.18922856836865054,0.05056340246049816,0.18234800086227088,0.18234800086227088,-0.42373198839324083
Clustering_Backbone54_k2,v3,gapi_transplant,7,-0.5378334161855345,0.05834509628343409,0.05118713520197296,0.02800049017674753,0.049862142418481914,0.097238957771399
Clustering_Backbone54_k2,v3,dynamic_transplant,7,-0.5378334161855345,0.05834509628343409,0.05118713520197296,0.02800049017674753,0.049862142418481914,0.097238957771399
Clustering_Backbone54_k2,v3,seasonal,7,-0.5378334161855345,0.05834509628343409,0.05118713520197296,0.02800049017674753,0.049862142418481914,0.097238957771399
Clustering_Backbone54_k2,v3,margin_fallback,7,-0.5852697742541058,0.05923812497641875,0.056513148182132246,0.017760054427455155,0.0514497662400383,-0.07829498875392488
Global_Single_54,v3,direct,7,-0.5852697742541058,0.05923812497641875,0.056513148182132246,0.017760054427455155,0.0514497662400383,-0.07829498875392488
Global_Single_50,v3,direct,7,-0.29700753671698954,0.05358225216808295,0.05164384058653112,0.014281858313153475,0.043487266902232,-0.05409656996274197
