station_id,n_samples,R2,RMSE,MAE,bias
Spokane,638,0.9438366246581065,0.027300570596923507,0.019153613894779917,-0.006659213799320364
Darrington,735,0.8919651273324252,0.02803158137027878,0.022562876459606526,-0.00926813320374103
Touchet_WA_824,522,0.6284072093479467,0.051783022663983505,0.038459811166712925,0.033752478133033795
SourdoughGulch_WA_985,751,0.34444580848015227,0.0662473750513644,0.04946624999113873,0.005097174374667702
Quinault,762,0.06515775177730154,0.060455790879025986,0.05439963844841281,0.054343674491634957
