feature,importance
C_smm_G_API_alpha0.85_n5,0.20236939349026264
G_API,0.15191775670101393
DOY,0.1314402337420223
C_smm_LST_modis_alpha0.85_n5,0.11637226281810994
G_rain_sum_30d,0.05690584666014391
aspect,0.042844624006616656
LST_modis,0.04146616369223025
s2_b8,0.032605550474588636
D_z_F_NDMI,0.018928111972176365
D_sa_F_NDMI,0.016631153682301215
C_smm_F_NDMI_alpha0.85_n5,0.01428055634883399
G_rain_sum_7d,0.013587303884955155
C_smm_E_SAR_ratio_alpha0.85_n5,0.012802765021502292
D_z_E_SAR_ratio,0.010489130346615626
F_MSI,0.009861684757530818
D_sa_E_SAR_ratio,0.00980443838273791
F_NDMI,0.009701211972466244
E_SAR_ratio,0.00944620860414253
V_rollstd_G_API_kobs7,0.009365385306833058
G_rain_sum_3d,0.009237450341032077
s1_vh,0.008863825100514587
E_SAR_diff,0.00814186765694927
s1_vv,0.007676641865490313
s2_b11,0.006902821228344748
F_NDVI,0.006842364918356011
s2_b12,0.006768598414605668
s2_b4,0.0059885200877626875
D_sa_LST_modis,0.00512695815801122
D_z_LST_modis,0.004986545826798305
precip_mm,0.004697479645021331
A_d_G_API_kobs1,0.0034731724465306597
V_rollstd_LST_modis_kobs7,0.00294377846786262
V_rollstd_E_SAR_ratio_kobs7,0.0021935865134558373
V_rollstd_F_NDMI_kobs7,0.00216979287423729
G_DSLR,0.0020146299134452543
A_d_F_NDMI_kobs1,0.0004828106346003718
A_d_E_SAR_ratio_kobs1,0.000426461426185145
A_d_LST_modis_kobs1,0.00024291261571335215
G_DSLR_isnan,0.0
