n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,val_R2,val_RMSE,val_MAE,val_bias
300,20.0,10,4,sqrt,0.7787081794665157,0.05053740000059431,0.03985508276799377,0.010246657991917263
300,15.0,5,1,sqrt,0.7787025518939997,0.05053804259342599,0.03989972894846313,0.01031266201960391
100,20.0,5,1,sqrt,0.7786925790946019,0.050539181332455545,0.04003631253904829,0.010239927412811076
100,25.0,2,1,0.5,0.7786846024734306,0.050540092120421154,0.038913156211426554,0.010437702881514748
100,20.0,2,2,sqrt,0.7786502824759344,0.05054401066521017,0.039682487019200144,0.009865622799808472
100,20.0,10,2,sqrt,0.7786211963188374,0.050547331389444644,0.039759183013340256,0.010247584396841796
200,10.0,10,1,0.5,0.7786144610109066,0.050548100318643964,0.039175622564250175,0.009990738018115189
200,,10,2,0.5,0.7786110702220648,0.050548487419985445,0.03895572264554647,0.010105744109485495
500,15.0,5,1,sqrt,0.7785980347631092,0.050549975554542506,0.039959006723226595,0.010324759809221021
300,15.0,5,4,sqrt,0.7785877334605726,0.05055115152543758,0.03986069216788146,0.010148878586898537
300,15.0,2,4,sqrt,0.7785877334605726,0.05055115152543758,0.03986069216788146,0.010148878586898537
100,15.0,5,4,sqrt,0.7785781164204713,0.05055224935795628,0.0396554158035573,0.01042558918566163
100,15.0,2,4,sqrt,0.7785781164204713,0.05055224935795628,0.0396554158035573,0.01042558918566163
500,10.0,2,4,sqrt,0.778516968111423,0.050559229181109715,0.03995709046662043,0.009516207869940315
500,10.0,5,4,sqrt,0.778516968111423,0.050559229181109715,0.039957090466620424,0.009516207869940316
100,20.0,2,4,log2,0.7784545579308014,0.05056635204814003,0.04028493152011225,0.010256753837365068
100,20.0,5,4,log2,0.7784545579308014,0.05056635204814003,0.04028493152011225,0.010256753837365068
500,20.0,10,1,0.5,0.7784488379816699,0.05056700481511166,0.03905183109913851,0.010221017273842142
300,25.0,10,2,sqrt,0.7784384391736997,0.05056819151708569,0.03991677597387076,0.010411267395808327
200,15.0,10,4,log2,0.7784066107351799,0.05057182357485209,0.03996540220452844,0.009423451997903839
100,15.0,2,1,sqrt,0.7783341266720629,0.05058009401908986,0.039836430772394175,0.01057789186503727
300,,2,1,sqrt,0.7783169633408493,0.050582052160164176,0.040011209898278575,0.010476814358372456
200,15.0,5,4,sqrt,0.7783142204524012,0.05058236508554514,0.0399022392226041,0.010235336012884637
200,15.0,2,4,sqrt,0.7783142204524012,0.05058236508554514,0.0399022392226041,0.01023533601288464
300,15.0,5,2,sqrt,0.7783026513021805,0.05058368494319833,0.03993568680102802,0.010141010217821399
100,,10,2,sqrt,0.778298785335622,0.0505841259813592,0.039808579949796856,0.010068132997154422
300,10.0,10,1,0.5,0.7782844667317685,0.05058575944639911,0.0392092077164908,0.010131622307074059
100,25.0,10,2,0.5,0.7782161689048966,0.05059355013063086,0.039021495948199786,0.010079805757796177
500,25.0,5,2,log2,0.7782108550037781,0.05059415623322845,0.040219080684997,0.01003071689802407
100,15.0,5,2,sqrt,0.7782065351195995,0.05059464895308362,0.03999302336583603,0.010112310725641178
500,10.0,5,1,sqrt,0.7782030229210455,0.05059504954592684,0.04003987821448621,0.009866637964597507
500,15.0,2,2,sqrt,0.7781679682601028,0.05059904762168455,0.04004941673449897,0.010264440447146295
500,10.0,2,2,0.5,0.7781576432595232,0.05060022515477791,0.03914557887213753,0.01009006534944044
200,25.0,10,1,0.5,0.7781535069733477,0.05060069687721918,0.03904150551564981,0.010139236837186405
100,10.0,10,2,0.5,0.7781178660049831,0.050604761366550885,0.03911481722888298,0.01032438200828451
500,15.0,10,4,log2,0.7780947178288959,0.05060740100534302,0.04012302885581927,0.009601520860444888
300,,5,2,sqrt,0.7780903778335192,0.05060789588948987,0.04003396004188804,0.010429125737160722
500,,2,4,log2,0.7780714477220881,0.05061005440940679,0.04007019381052558,0.01004499761392353
500,,5,4,log2,0.7780714477220881,0.05061005440940679,0.04007019381052558,0.010044997613923532
200,,10,1,0.5,0.7780572137326024,0.05061167738992098,0.03932939122474861,0.010539751304259097
500,15.0,10,1,sqrt,0.7780497668445706,0.05061252647436177,0.039947513911516956,0.010165233962168443
500,10.0,5,1,0.5,0.778038699306549,0.050613788354266775,0.03917422865849954,0.010203829857330055
300,10.0,5,1,0.5,0.7780376852700621,0.05061390396939732,0.0391395120154036,0.010228434921487109
100,25.0,2,4,log2,0.7780048330333369,0.05061764946654424,0.04006369025642835,0.010192590352934731
100,25.0,5,4,log2,0.7780048330333368,0.05061764946654424,0.04006369025642836,0.010192590352934731
100,10.0,10,4,0.5,0.7780028551210292,0.05061787496030213,0.03916824065543279,0.010147598481243868
