feature,median_cluster0,median_cluster1,rank_biserial_r
soil_moisture_5cm,0.0626,,
precip_mm,0.0,,
G_API,4.8515,,
G_rain_sum_7d,0.95,,
LST_modis,299.4392,,
SMAP_sm_pm_interp,0.0,,
G_DSLR,4.0,,
latitude,47.4963,,
longitude,-122.1447,,
elev,141.637,,
slope,4.1086,,
J_soil_texture_usda_b0,7.0,,
J_lc_code,30.0,,
