feature,median_cluster0,median_cluster1,rank_biserial_r
soil_moisture_5cm,0.0626,0.0623,0.098
precip_mm,0.0,0.0,0.121
G_API,4.8515,2.4705,-0.27
G_rain_sum_7d,0.95,3.05,-0.15
LST_modis,299.1243,302.1045,0.818
SMAP_sm_pm_interp,0.0,0.0,0.0
G_DSLR,4.0,0.0,-0.762
latitude,47.4963,47.4963,0.0
longitude,-122.1447,-122.1447,0.0
elev,141.637,141.637,0.0
slope,4.1086,4.1086,0.0
J_soil_texture_usda_b0,7.0,7.0,0.0
J_lc_code,30.0,30.0,0.0
