n_features,candidate_mean_nrmse,candidate_ucb,fold_id,validation_year,held_out_stations,beta,n_train,n_validation,rmse,nrmse
140,0.5902002351237554,0.6316793628877811,outer_year_2021_stations_0_beta_0,2021,['SourdoughGulch_WA_985'],0.0,1186,365,0.05296997826996579,0.4827124027956696
140,0.5902002351237554,0.6316793628877811,outer_year_2021_stations_0_beta_0.2,2021,['SourdoughGulch_WA_985'],0.2,1186,365,0.05168932088124701,0.471041844765311
140,0.5902002351237554,0.6316793628877811,outer_year_2021_stations_1_beta_0,2021,['Spokane'],0.0,1461,330,0.06547256398829357,0.6408727375093651
140,0.5902002351237554,0.6316793628877811,outer_year_2021_stations_1_beta_0.2,2021,['Spokane'],0.2,1461,330,0.06514477821231145,0.6376642337518545
140,0.5902002351237554,0.6316793628877811,outer_year_2022_stations_0_beta_0,2022,['SourdoughGulch_WA_985'],0.0,1186,365,0.04865279741156586,0.505524120567175
140,0.5902002351237554,0.6316793628877811,outer_year_2022_stations_0_beta_0.2,2022,['SourdoughGulch_WA_985'],0.2,1186,365,0.04726747206985816,0.49112997650302037
140,0.5902002351237554,0.6316793628877811,outer_year_2022_stations_1_beta_0,2022,['Spokane'],0.0,1461,277,0.08327389891297925,0.7507569157072417
140,0.5902002351237554,0.6316793628877811,outer_year_2022_stations_1_beta_0.2,2022,['Spokane'],0.2,1461,277,0.08229145161947855,0.7418996493904061
135,0.6052137761974213,0.6522157875580362,outer_year_2021_stations_0_beta_0,2021,['SourdoughGulch_WA_985'],0.0,1186,365,0.053104715608785574,0.483940256510023
135,0.6052137761974213,0.6522157875580362,outer_year_2021_stations_0_beta_0.2,2021,['SourdoughGulch_WA_985'],0.2,1186,365,0.05091232998978869,0.4639611709116301
135,0.6052137761974213,0.6522157875580362,outer_year_2021_stations_1_beta_0,2021,['Spokane'],0.0,1461,330,0.06830089283150233,0.6685575987383829
135,0.6052137761974213,0.6522157875580362,outer_year_2021_stations_1_beta_0.2,2021,['Spokane'],0.2,1461,330,0.06744818550516465,0.6602109441210072
135,0.6052137761974213,0.6522157875580362,outer_year_2022_stations_0_beta_0,2022,['SourdoughGulch_WA_985'],0.0,1186,365,0.04957577270843824,0.5151142428228321
135,0.6052137761974213,0.6522157875580362,outer_year_2022_stations_0_beta_0.2,2022,['SourdoughGulch_WA_985'],0.2,1186,365,0.04729190408345436,0.4913838359488077
135,0.6052137761974213,0.6522157875580362,outer_year_2022_stations_1_beta_0,2022,['Spokane'],0.0,1461,277,0.0879057450765367,0.7925153848695499
135,0.6052137761974213,0.6522157875580362,outer_year_2022_stations_1_beta_0.2,2022,['Spokane'],0.2,1461,277,0.0849676305953376,0.7660267756571377
130,0.5973558637263561,0.6359639598762485,outer_year_2021_stations_0_beta_0,2021,['SourdoughGulch_WA_985'],0.0,1186,365,0.05365478631381019,0.48895301959587256
130,0.5973558637263561,0.6359639598762485,outer_year_2021_stations_0_beta_0.2,2021,['SourdoughGulch_WA_985'],0.2,1186,365,0.05134791240994706,0.46793060876147374
130,0.5973558637263561,0.6359639598762485,outer_year_2021_stations_1_beta_0,2021,['Spokane'],0.0,1461,330,0.07102704847582314,0.6952423461230259
130,0.5973558637263561,0.6359639598762485,outer_year_2021_stations_1_beta_0.2,2021,['Spokane'],0.2,1461,330,0.07133364646219434,0.6982434549672695
130,0.5973558637263561,0.6359639598762485,outer_year_2022_stations_0_beta_0,2022,['SourdoughGulch_WA_985'],0.0,1186,365,0.05019239995005845,0.5215212730579264
130,0.5973558637263561,0.6359639598762485,outer_year_2022_stations_0_beta_0.2,2022,['SourdoughGulch_WA_985'],0.2,1186,365,0.048748348269314436,0.5065169363126742
130,0.5973558637263561,0.6359639598762485,outer_year_2022_stations_1_beta_0,2022,['Spokane'],0.0,1461,277,0.07713568851054368,0.6954178002118776
130,0.5973558637263561,0.6359639598762485,outer_year_2022_stations_1_beta_0.2,2022,['Spokane'],0.2,1461,277,0.07820092690583791,0.7050214707807283
125,0.5573030644155746,0.5776339396462102,outer_year_2021_stations_0_beta_0,2021,['SourdoughGulch_WA_985'],0.0,1186,365,0.05335651037874911,0.48623484794445815
125,0.5573030644155746,0.5776339396462102,outer_year_2021_stations_0_beta_0.2,2021,['SourdoughGulch_WA_985'],0.2,1186,365,0.05520108208695773,0.5030443251328442
125,0.5573030644155746,0.5776339396462102,outer_year_2021_stations_1_beta_0,2021,['Spokane'],0.0,1461,330,0.05856057641075537,0.5732153230045711
125,0.5573030644155746,0.5776339396462102,outer_year_2021_stations_1_beta_0.2,2021,['Spokane'],0.2,1461,330,0.057737428564825714,0.5651580088983112
125,0.5573030644155746,0.5776339396462102,outer_year_2022_stations_0_beta_0,2022,['SourdoughGulch_WA_985'],0.0,1186,365,0.050304650641269176,0.5226876074719035
125,0.5573030644155746,0.5776339396462102,outer_year_2022_stations_0_beta_0.2,2022,['SourdoughGulch_WA_985'],0.2,1186,365,0.051221893856161035,0.532218170856203
125,0.5573030644155746,0.5776339396462102,outer_year_2022_stations_1_beta_0,2022,['Spokane'],0.0,1461,277,0.07054048719761816,0.6359586772358476
125,0.5573030644155746,0.5776339396462102,outer_year_2022_stations_1_beta_0.2,2022,['Spokane'],0.2,1461,277,0.07097849638886196,0.6399075547804581
