dataset,candidate_index,n_features,beta,outer_R2,outer_RMSE,outer_MAE,outer_Bias,retrospective_test_R2,retrospective_test_RMSE,retrospective_test_MAE,retrospective_test_Bias
derived_8.0,13,40,0.2,0.8281138908388812,0.043563273000058605,0.033805753717111316,0.014411905807497747,0.7954497039992363,0.042587658361782035,0.03205645620260402,-0.002803098359712922
derived_8.0,5,50,0.2,0.8256413529029086,0.04387547756080808,0.033944943423262416,0.01749976424412692,0.7762063920857629,0.04454588015190404,0.03322063063013839,0.005110355829307997
derived_8.0,12,50,0.2,0.8215023272249649,0.04439319375977383,0.03448043909666731,0.01468630768873674,0.7957588920879595,0.04255545949288417,0.031912787920880724,-0.002833772103194577
derived_8.0,4,65,0.2,0.8354380184869886,0.042625046458340234,0.032700305464885684,0.0170051023196429,0.779664405253685,0.044200383394088764,0.0327263536201085,0.005265721871870093
derived_8.0,11,65,0.2,0.8185499440214881,0.04475882371808463,0.034963257035130965,0.013321782694800811,0.7884007455559194,0.043315244673774705,0.032701078929392946,-0.0030491471440787336
derived_8.0,3,80,0.2,0.833098276074602,0.042926998433986216,0.032842771747752145,0.017517470861182494,0.7774153149466537,0.044425399818018435,0.0328631793271112,0.00446649060726344
derived_8.0,10,80,0.2,0.8227666465664867,0.04423569334260984,0.03460234223207568,0.013223049329155509,0.7894956697989454,0.043203031557243164,0.03250970394106441,-0.003387142901683589
derived_8.0,2,100,0.2,0.8226170462090289,0.044254358789953624,0.03403468892177676,0.01899886842893765,0.7763720916392658,0.0445293859380716,0.032778163731528594,0.005149923731205592
derived_8.0,9,100,0.2,0.8212463971872306,0.04442500784996644,0.03467847094139193,0.014483333230785588,0.79030712422068,0.04311968139281042,0.032293285607237855,-0.0028047975336323925
derived_8.0,1,125,0.2,0.8278976966785886,0.04359066080254206,0.033707337785183505,0.01897607276402414,0.7796778109215111,0.044199038752812586,0.03243968163211032,0.00521731196005506
derived_8.0,8,125,0.2,0.8318084565641365,0.04309254951033303,0.03361633999836357,0.014230548124431688,0.7926145881737308,0.0428817802635685,0.03204590879811115,-0.0018401894586613447
derived_8.0,0,150,0.2,0.8305899556755214,0.04324836457012131,0.0330139439856524,0.017108670342384894,0.783099219985306,0.04385450993902435,0.03228732609918036,0.004554747129460256
derived_8.0,7,150,0.2,0.8341311169546813,0.04279396935752018,0.03306940276666599,0.014045704826931743,0.794314447497689,0.042705675836271426,0.031747377741414,-0.0007620091874642196
derived_8.2,6,40,0.0,0.752637464056064,0.057090836752575216,0.03935005497977456,-0.0007691031817973701,0.5623130916689028,0.0696654656822986,0.050771721417021146,-0.013649247136485089
derived_8.2,13,40,0.0,0.7389356616585567,0.058650702913026105,0.03961281358033464,-0.006091079390354133,0.614764144652884,0.06535805463998229,0.04746486537239841,-0.02034354810838189
derived_8.2,5,50,0.0,0.7599932299641026,0.05623558174069751,0.03799018198255059,-0.0031455221713998283,0.63060056072678,0.06400057593133734,0.04682005090597398,-0.01414583903207615
derived_8.2,12,50,0.0,0.7403491957367746,0.058491705145054015,0.03981956282859583,-0.005885125284762562,0.6078068894525732,0.06594558821713481,0.0476948218490402,-0.0203393769633553
derived_8.2,4,65,0.0,0.7601962490736187,0.0562117921761252,0.03793289505857607,-0.0032271907002146484,0.630561656485005,0.06400394603434933,0.046608973120711036,-0.014102430258030783
derived_8.2,11,65,0.0,0.7389506991046588,0.05864901373270725,0.03993768961383906,-0.006073837531665136,0.6116083151729913,0.06562521328963854,0.04750202841485947,-0.020541433638353018
derived_8.2,3,80,0.0,0.7585395304728217,0.05640563157402703,0.03803405536845241,-0.0029719891062581893,0.6350662219109401,0.06361254892016817,0.04650475614991142,-0.014083305375920441
derived_8.2,10,80,0.0,0.7418868657431672,0.058318252003342064,0.03956902583381783,-0.006221821857675971,0.6074006885695441,0.06597972984667898,0.0478811204812013,-0.020301575243339136
derived_8.2,2,100,0.0,0.7533156275568325,0.057012523570746376,0.0382403806751217,-0.003688131737790753,0.616717753467783,0.06519212205662325,0.04743329010214518,-0.01512330944332292
derived_8.2,9,100,0.0,0.7439010103611472,0.058090267790158585,0.03961765161056188,-0.0056286937697214885,0.6032692298363088,0.06632598508132953,0.04803895044127922,-0.020655142308707665
derived_8.2,1,125,0.0,0.7480589161288552,0.057616774595027107,0.038810312566865256,-0.004867482834620015,0.6237879403796712,0.06458804254378732,0.047117640719872275,-0.014154829366130522
derived_8.2,8,125,0.0,0.7464158164122303,0.05780435069789388,0.039079244075663225,-0.005490520444111751,0.6021073444317377,0.0664230368598891,0.04803331696966395,-0.020660741342189363
derived_8.2,0,150,0.0,0.7413993299898167,0.05837330309489077,0.03954169120056043,-0.0053799220320311005,0.6207305381858936,0.06484995871125254,0.04734241889900262,-0.014453888416558106
derived_8.2,7,150,0.0,0.745146283895366,0.05794886460992096,0.03930907878200897,-0.0057202751589731865,0.5988520975249411,0.06669419409211316,0.04817101711666174,-0.020937516437550922
derived_8.2,6,40,0.2,0.7424404132374027,0.05825568399642156,0.040026674230143076,-0.0008747252886704535,0.5614006483027054,0.06973804347304652,0.05059399725711365,-0.013180443210685901
derived_8.2,13,40,0.2,0.7309851554571447,0.05953708519797606,0.039947901558377456,-0.0059885089668815375,0.6117317208648969,0.06561478674271749,0.047540592150316155,-0.020887722973748822
derived_8.2,5,50,0.2,0.7393021399751178,0.058609521954302295,0.03927547257735956,-0.003227289706747887,0.6182909502628394,0.0650581926933954,0.04740992195744564,-0.01453658359322192
derived_8.2,12,50,0.2,0.7320446331258212,0.05941973025956878,0.039922725726456255,-0.005988096151148161,0.607359255002564,0.06598321139052259,0.04783999601275673,-0.02077798866002352
derived_8.2,4,65,0.2,0.7410614553988367,0.05841142445375946,0.0391280076687345,-0.0028699041732058914,0.6153085904306489,0.06531185372463257,0.047573792347825536,-0.01446623177050044
derived_8.2,11,65,0.2,0.7302575049163215,0.05961755089984287,0.04011076718752227,-0.006235383055554951,0.6097867132147273,0.0657789281885391,0.04761601752715683,-0.020656092673700808
derived_8.2,3,80,0.2,0.7401792484302125,0.05851084408385743,0.03927009216274043,-0.003086008402030273,0.6163141482155368,0.06522643744690199,0.047430057409806776,-0.014592072124488965
derived_8.2,10,80,0.2,0.7343982199918204,0.059158198000281874,0.039718571164613345,-0.005470961836296822,0.6049624458426325,0.06618429667343065,0.047978644948860304,-0.02069024688841733
derived_8.2,2,100,0.2,0.7272432298137583,0.059949727804076536,0.040102272235033216,-0.003484295602252657,0.6098308420167073,0.06577520864916599,0.047697035561054375,-0.015066862219352448
derived_8.2,9,100,0.2,0.7321303357136063,0.059410227124844645,0.04025632743252493,-0.005610692612556899,0.6052273061579558,0.0661621057035491,0.047784319570796506,-0.02096068976864041
derived_8.2,1,125,0.2,0.7221809054793664,0.06050349907236508,0.040609660119114266,-0.004944438862348707,0.617545659261199,0.06512167512945852,0.04733945735755381,-0.01481942954502114
derived_8.2,8,125,0.2,0.727673649890136,0.059902407706057544,0.04028102050906111,-0.006333617018092544,0.6095766849079349,0.06579662822448562,0.047519345362510235,-0.021033799676279406
derived_8.2,0,150,0.2,0.7162164482595822,0.06114952050537304,0.04111117900948639,-0.006014532613043921,0.6119076942410571,0.06559991588568968,0.04760445380799423,-0.014795951571224295
derived_8.2,7,150,0.2,0.7313213954331339,0.059499866048655786,0.04006589193897058,-0.005538158912427909,0.606624649293712,0.06604490772965857,0.047594077323479915,-0.021099530433314858
