Year,Configuration,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson
2023,Baseline (MAE),0.6291849810870396,0.06551958489961907,0.056911154697975724,-0.03246438780883063,0.0509215448049372,0.04056323087215424,0.8502811829760551
2023,Baseline (MSE),0.6423304491570194,0.06434776454745107,0.056503435433662846,-0.03078955322150783,0.05028754116271883,0.040875970602035516,0.8529705795725956
2023,MSE Reg d=6 L2=0.5 L1=0.0,0.6110561015012982,0.06710207666342731,0.05886572491675885,-0.03221048159400603,0.05140429149342711,0.03953007392585278,0.8413966549100843
2023,MSE Reg d=6 L2=0.5 L1=0.1,0.6056026018081813,0.06757086834250828,0.05930613634793387,-0.032382162364963114,0.05180426183406367,0.03952836972475052,0.8392613222449435
2023,MSE Reg d=6 L2=0.5 L1=0.5,0.5926756706713205,0.06866930547314777,0.060649710628087175,-0.03220382140068918,0.05336510290829808,0.04357503056526185,0.8328291588915083
2023,MSE Reg d=6 L2=3.0 L1=0.0,0.6052776225869319,0.06759870144512888,0.05909006702681435,-0.032832124769382985,0.05212573992822695,0.04075835621356963,0.8400715168679492
2023,MSE Reg d=6 L2=3.0 L1=0.1,0.6112998270127723,0.06708104914391622,0.05895183995105403,-0.03200855700956782,0.051618455762802405,0.04059292483329774,0.8411564874379666
2023,MSE Reg d=6 L2=3.0 L1=0.5,0.5950372826914831,0.0684699483640819,0.060510277231050236,-0.03204122618782036,0.053118497083963406,0.04326530313491822,0.833021475590699
2023,MSE Reg d=6 L2=5.0 L1=0.0,0.6146675452418078,0.06678982014122507,0.058791053492072115,-0.03169372342231344,0.051561607818801584,0.040673779368400574,0.8429338787648488
2023,MSE Reg d=6 L2=5.0 L1=0.1,0.6166104812176811,0.0666212224315936,0.058569282132034224,-0.031749432570129625,0.051340146715607556,0.040555874168872824,0.8428424832793595
2023,MSE Reg d=6 L2=5.0 L1=0.5,0.5989832736367612,0.06813554327005142,0.06024027036904429,-0.031836489830046735,0.05277557030560714,0.04282189750671389,0.8341336189858212
2023,MSE Reg d=8 L2=0.5 L1=0.0,0.6553655155302918,0.06316432289624452,0.055914549758381955,-0.0293818789897478,0.04894069056652047,0.0388218219280243,0.8564308899606368
2023,MSE Reg d=8 L2=0.5 L1=0.1,0.6446974729359358,0.06413448734289749,0.05638321893889022,-0.030564114403776505,0.04994800129055358,0.041380357980728144,0.85332671775497
2023,MSE Reg d=8 L2=0.5 L1=0.5,0.6336505237209651,0.06512387992603871,0.057054958749379735,-0.03139827094431017,0.050903450242135995,0.04184137463569643,0.8495176626843347
2023,MSE Reg d=8 L2=3.0 L1=0.0,0.6414865378813042,0.06442363319436101,0.0562916226745706,-0.03133141765394269,0.050111252824455575,0.04107307612895966,0.85374948189234
2023,MSE Reg d=8 L2=3.0 L1=0.1,0.6376224769377434,0.06476988194209786,0.056800635045470525,-0.031125961284917365,0.0503646367068812,0.04008326733112336,0.8510480015702583
2023,MSE Reg d=8 L2=3.0 L1=0.5,0.6264638688937316,0.06575954317039512,0.05769711274140581,-0.03154933754665061,0.05144448630964661,0.04198036694526672,0.8456299609921847
2023,MSE Reg d=8 L2=5.0 L1=0.0,0.6475221446835224,0.06387904253969062,0.05608317482284672,-0.03058119645699754,0.04982494143246786,0.04112720203399656,0.8548921332498796
2023,MSE Reg d=8 L2=5.0 L1=0.1,0.6312840085351203,0.06533388236058825,0.057028658349819426,-0.031878649754302504,0.05109255418199154,0.041951928138732913,0.8493408780164308
2023,MSE Reg d=8 L2=5.0 L1=0.5,0.6372067748381207,0.06480702174364245,0.0568967977903562,-0.031027479249691868,0.05065346370521464,0.04120225590467453,0.8500204444788839
2023,MSE Samp d=6 sub=0.7 col=0.6,0.6219583644185556,0.06615494247004783,0.057670878792299485,-0.032412129722286645,0.0508067937586212,0.04072102880477904,0.8473200204378907
2023,MSE Samp d=6 sub=0.7 col=0.7,0.6054133275716015,0.06758708027812493,0.05923739167077579,-0.032541432801854606,0.05172426157977079,0.0406526415348053,0.8388198870443904
2023,MSE Samp d=6 sub=0.8 col=0.6,0.616482618875082,0.06663233076272972,0.05845827000676045,-0.03197652535614786,0.05127536819931171,0.040371328353881825,0.8431308238017672
2023,MSE Samp d=6 sub=0.8 col=0.7,0.6006972357830564,0.06798978028290165,0.05949854257136271,-0.0329018792324507,0.05198346457005839,0.04111545157432556,0.838176083130262
2023,MSE Samp d=6 sub=0.9 col=0.6,0.6023408899517042,0.0678497024594139,0.059497617597828636,-0.03261312043310225,0.05188439517724562,0.04209054112434385,0.8373255639970069
2023,MSE Samp d=6 sub=0.9 col=0.7,0.5867896958464407,0.06916367331995718,0.060879695108690325,-0.03282188951950958,0.05273533934245649,0.041532859742641454,0.8299945892520635
2023,MSE Samp d=8 sub=0.7 col=0.6,0.6178136748789624,0.06651660138986944,0.05760876500026798,-0.03325189399974335,0.05094226209236367,0.04152244251966476,0.8462890985526866
2023,MSE Samp d=8 sub=0.7 col=0.7,0.62009535497267,0.06631774968732093,0.05777321096075063,-0.03256224841075537,0.05061176495066581,0.039988642930984475,0.8459342137818893
2023,MSE Samp d=8 sub=0.8 col=0.6,0.6191253525388931,0.06640235956207398,0.05754828936800572,-0.03312805075144981,0.050990530120556155,0.042544649541378016,0.8474583303723793
2023,MSE Samp d=8 sub=0.8 col=0.7,0.6068731779092396,0.06746193863302634,0.05848762359879352,-0.03362009888409722,0.051647413265418184,0.04170209765434263,0.8421809807472488
2023,MSE Samp d=8 sub=0.9 col=0.6,0.6278758477044191,0.06563513888245298,0.05701979860238726,-0.03250713801567905,0.05021321547181233,0.04053791737556456,0.8501819118411856
