seq_len,feature_count,best_epoch,epochs_run,val_r2,val_rmse,test_r2,test_rmse,train_n,val_n,test_n
5,58,9,69,0.892349362373352,0.03447502851486206,0.753611147403717,0.04675619304180145,6843,2700,3991
7,58,11,71,0.894088625907898,0.03420446440577507,0.6739039421081543,0.05379409343004227,6833,2692,3981
10,58,6,66,0.8963726758956909,0.03384639322757721,0.7647864818572998,0.045691292732954025,6818,2680,3966
14,58,9,69,0.8935133218765259,0.03429935872554779,0.6785653829574585,0.05338754877448082,6798,2664,3946
20,58,17,77,0.8970593810081482,0.03376088663935661,0.7609870433807373,0.04606856778264046,6768,2640,3916
30,58,18,78,0.900854766368866,0.03314565494656563,0.6899620294570923,0.052680131047964096,6718,2600,3866
