n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,val_R2,val_RMSE,val_MAE,val_bias
100,15.0,2,4,sqrt,0.7822003013468501,0.05013705858689942,0.039037402224483736,0.010242120753219773
500,20.0,10,4,0.5,0.7821949468804947,0.05013767487687843,0.03873245601320248,0.010141800994978132
500,15.0,10,4,sqrt,0.7821608344480933,0.050141600982032165,0.03955438469055427,0.010153040502187578
300,25.0,10,2,0.5,0.7821444165538699,0.05014349045858407,0.0386989069652659,0.009965766391356858
500,15.0,10,4,0.5,0.7821182521349459,0.05014650148056543,0.038641026424010363,0.010116852231888202
200,20.0,5,2,0.5,0.7820925277146935,0.050149461690902425,0.03852678574360545,0.009865778653817407
200,15.0,5,1,0.5,0.7820759778779905,0.050151366053416656,0.03879620977438597,0.010060796244828028
500,20.0,2,4,0.5,0.7820569417369727,0.050153556421462166,0.038715349821070714,0.009924642420969175
500,20.0,5,4,0.5,0.7820569417369727,0.050153556421462166,0.03871534982107072,0.009924642420969174
500,15.0,10,2,0.5,0.782023243353394,0.05015743364625202,0.03872172251737792,0.0100596649048405
300,15.0,5,1,0.5,0.7819969042339873,0.05016046392972805,0.038793419064368,0.010149465587531532
300,25.0,2,2,sqrt,0.7819618619980933,0.050164495212342786,0.03949849946843204,0.00987984268866927
300,25.0,2,2,0.5,0.7818953271505236,0.050172148535027605,0.03861090003524351,0.010275942632677636
500,,5,2,sqrt,0.7818317176987443,0.05017946426596394,0.03956216274638467,0.010168344584906633
100,15.0,5,1,0.5,0.7817809427354007,0.05018530313540515,0.03872569175415019,0.009948630214124767
500,20.0,5,1,0.5,0.7817433956754241,0.05018962042456201,0.03874617312285052,0.010078318133463538
100,25.0,5,2,sqrt,0.781720595834904,0.0501922418468593,0.039475071132028416,0.009842514381154162
500,25.0,10,2,0.5,0.7817040829802171,0.050194140334544765,0.03875981125237873,0.009897079606830755
500,15.0,2,2,0.5,0.7816302846897718,0.050202624067959424,0.03878583830035312,0.010225355107112562
300,20.0,5,4,0.5,0.7815975388129757,0.05020638802239686,0.03871680806699726,0.009977230813241141
300,20.0,2,4,0.5,0.7815975388129756,0.05020638802239687,0.03871680806699726,0.009977230813241141
500,,10,4,0.5,0.7815150070367177,0.05021587333446159,0.03871695549298409,0.010054884236062918
200,15.0,10,4,0.5,0.7815012164786168,0.05021745809774944,0.03862181320453332,0.01012009081243936
500,20.0,10,2,0.5,0.7814962945781144,0.05021802369343918,0.038701297823681716,0.010001535064563095
500,25.0,5,2,0.5,0.7814931802056152,0.050218381575412786,0.03880012337644535,0.010040201811627663
200,20.0,2,4,0.5,0.7814576475380378,0.05022246456129792,0.038606436033990055,0.009817123300806443
200,20.0,5,4,0.5,0.7814576475380378,0.05022246456129792,0.038606436033990055,0.009817123300806441
300,,2,2,sqrt,0.7814478437362139,0.05022359103761317,0.03955297481551077,0.01022457390458816
500,20.0,5,2,sqrt,0.7814203627026868,0.05022674852832055,0.03962078753462052,0.00989336998200834
300,15.0,10,4,0.5,0.7813905547666784,0.05023017314894363,0.03864625660481162,0.010117255904298171
200,20.0,2,2,0.5,0.781389870463562,0.05023025176548532,0.038738362039389504,0.010117373630703384
500,,5,2,0.5,0.7813869408064655,0.05023058833936876,0.03873036474984159,0.009997614761197392
500,25.0,2,2,sqrt,0.7813865649259334,0.05023063152226971,0.03961340447366503,0.009953643635415276
500,,5,4,0.5,0.7813622357021273,0.050233426497512126,0.03872833059266759,0.010161555426814276
500,,2,4,0.5,0.7813622357021273,0.050233426497512126,0.038728330592667594,0.010161555426814276
200,,2,2,sqrt,0.7813453995031849,0.05023536057254226,0.039573981630984204,0.010149775305989829
300,15.0,5,4,sqrt,0.7813375873406988,0.05023625797715471,0.03940787172523411,0.0101889793518621
300,15.0,2,4,sqrt,0.7813375873406987,0.05023625797715471,0.03940787172523412,0.0101889793518621
500,25.0,2,2,0.5,0.7813271082757314,0.05023746171102404,0.038688926127756644,0.010176720969945943
500,15.0,5,4,sqrt,0.7812939736628873,0.050241267705855505,0.03951414774275062,0.009991366417870243
500,15.0,2,4,sqrt,0.7812939736628873,0.050241267705855505,0.03951414774275062,0.009991366417870243
200,,5,1,sqrt,0.7812879859101287,0.050241955456063664,0.0396928184710103,0.01013946693650867
200,,5,2,0.5,0.7812705037493639,0.05024396339420752,0.038650244740559433,0.009913890612248785
500,,2,1,0.5,0.7812484568418373,0.05024649550835255,0.038740343896713623,0.010180160798122104
200,25.0,2,4,sqrt,0.7812391829511243,0.05024756058785476,0.03955941449273902,0.010096934393232471
200,25.0,5,4,sqrt,0.7812391829511243,0.050247560587854775,0.03955941449273902,0.01009693439323247
500,15.0,2,4,0.5,0.7812100019807201,0.0502509117905613,0.038710295500816776,0.010005192539288225
500,15.0,5,4,0.5,0.7812100019807201,0.0502509117905613,0.038710295500816776,0.010005192539288225
300,25.0,10,1,0.5,0.7812030940196939,0.05025170508230985,0.03876804012075347,0.009969460899362821
300,,5,1,sqrt,0.7812004872566316,0.05025200443274599,0.03970777540758169,0.010191744951595106
300,20.0,5,2,sqrt,0.7811883687695033,0.05025339604881777,0.03950565622620729,0.0097820399466208
300,15.0,2,2,0.5,0.7811686704282665,0.05025565800870578,0.038775284739470256,0.01021908784605838
200,25.0,2,2,sqrt,0.7811639426412925,0.05025620088518164,0.03950365983685341,0.009806707698628896
100,25.0,10,2,0.5,0.7811479780173124,0.05025803400794758,0.03884080220256653,0.0100334201560221
100,25.0,10,4,0.5,0.7811293571048274,0.05026017205204402,0.03876992822426097,0.010351628098363881
300,,2,4,0.5,0.7811223677914858,0.0502609745381199,0.03875184852560077,0.010265613521433748
300,,5,4,0.5,0.7811223677914858,0.0502609745381199,0.03875184852560077,0.010265613521433748
500,20.0,5,4,sqrt,0.7810835792674623,0.05026542785441744,0.03966020062032031,0.010148185067916787
500,20.0,2,4,sqrt,0.7810835792674623,0.05026542785441744,0.03966020062032031,0.010148185067916786
500,,5,1,0.5,0.7810732931914,0.05026660873417796,0.03874048876350586,0.009955636291805297
200,,10,2,0.5,0.7810625919032528,0.05026783725238573,0.038669811244581694,0.009841488150463868
300,25.0,2,4,0.5,0.7810358529142923,0.050270906782897265,0.03882153758111766,0.010066479704067328
300,25.0,5,4,0.5,0.7810358529142923,0.050270906782897265,0.03882153758111766,0.010066479704067327
200,25.0,2,2,0.5,0.7810122673032414,0.050273614162492514,0.038688389124647574,0.010141376198457005
300,15.0,2,1,0.5,0.7809984939502025,0.05027519513084272,0.038660849834393336,0.009897634297717213
500,25.0,10,4,0.5,0.780996554970316,0.05027541769181533,0.03875307197594623,0.01003196416597605
500,20.0,10,4,sqrt,0.7809762785565428,0.05027774501040455,0.039625229309661,0.010117842165198732
500,15.0,5,2,sqrt,0.7809581718608269,0.050279823198579814,0.03969151710081481,0.01020347390858877
300,20.0,10,2,0.5,0.780957077738931,0.05027994877319554,0.03876490654567485,0.010040224279249114
300,,5,2,0.5,0.7808465946290006,0.050292627532098594,0.03879557281685171,0.009982966079961028
100,15.0,10,4,0.5,0.7808353658471331,0.050293915939435045,0.03882760073356582,0.010273954878580157
300,25.0,5,2,0.5,0.7807791028223382,0.050300371146652624,0.03887117280955279,0.010148220431784734
500,20.0,2,2,0.5,0.7807087704947102,0.050308439397723004,0.038788382073309584,0.009985648953504934
100,15.0,2,1,0.5,0.7807018761925112,0.05030923021562098,0.038777084808833656,0.010019111976830858
300,,5,2,sqrt,0.7806940263716222,0.05031013062212107,0.03970223770434146,0.010361204317478038
500,15.0,2,1,0.5,0.7806661435926281,0.05031332876042307,0.038782559249724353,0.009953733817827484
500,25.0,5,2,sqrt,0.7806517048593515,0.050314984794723475,0.03965135896208454,0.010360321664000393
200,25.0,5,4,0.5,0.7806484084171779,0.0503153628688147,0.03874301300366599,0.009926378342815111
200,25.0,2,4,0.5,0.7806484084171779,0.0503153628688147,0.038743013003666005,0.009926378342815111
200,20.0,10,2,sqrt,0.7806028596817576,0.05032058663348537,0.039528637844955423,0.010163855303588107
300,,2,1,0.5,0.7805965757954947,0.05032130725951193,0.03879997456964007,0.01029967136150236
300,25.0,5,4,sqrt,0.7805673386060865,0.0503246599979349,0.03964334977537803,0.01003460481963692
300,25.0,2,4,sqrt,0.7805673386060865,0.0503246599979349,0.03964334977537803,0.010034604819636918
100,,10,4,0.5,0.7805596619725478,0.05032554026933931,0.038873486162913806,0.010573258720390418
300,20.0,10,4,0.5,0.7805532235279654,0.05032627854706061,0.0388174118920066,0.010152770994697562
500,20.0,10,2,sqrt,0.7805312106767419,0.05032880261490027,0.039664493316995376,0.010139363017703825
100,15.0,5,4,0.5,0.780500281786966,0.050332348811959526,0.038767865895403875,0.010115327313123635
100,15.0,2,4,0.5,0.780500281786966,0.050332348811959526,0.038767865895403875,0.010115327313123635
100,25.0,10,4,log2,0.7804896536846058,0.050333567334890535,0.03999377595952821,0.009711182295753107
500,20.0,10,1,0.5,0.7804228598628549,0.05034122464050319,0.03886974184439014,0.010063807000921096
500,15.0,2,1,sqrt,0.7804196179631048,0.05034159626525679,0.039731213013344736,0.01021302284017358
300,25.0,2,1,sqrt,0.7803921293029628,0.050344747229180274,0.03954298482366152,0.01032160826782899
300,20.0,5,4,sqrt,0.7803395477637577,0.050350773984626805,0.039765111112210816,0.010082702990671044
300,20.0,2,4,sqrt,0.7803395477637577,0.050350773984626805,0.039765111112210816,0.010082702990671044
500,,2,2,0.5,0.7803389800103356,0.05035083905506954,0.03883770033805201,0.01015982874959873
100,15.0,5,2,0.5,0.7803298562369793,0.05035188472278449,0.038797014619985457,0.010079993420590811
200,20.0,10,2,0.5,0.7803165211721274,0.05035341300388584,0.038786995685188515,0.009895335184059174
300,25.0,5,1,0.5,0.7803119793423484,0.050353933515145596,0.03881926771356693,0.009880570797307713
200,20.0,10,4,sqrt,0.7803001020180611,0.05035529467701581,0.03973974989672965,0.010115349710186025
500,15.0,10,1,0.5,0.7802600312210912,0.05035988658809844,0.0387923990821066,0.010080073564739838
100,25.0,2,4,0.5,0.7802491576531094,0.05036113257188407,0.03893565664015974,0.009952712397372008
100,25.0,5,4,0.5,0.7802491576531094,0.05036113257188407,0.03893565664015974,0.00995271239737201
300,,10,2,0.5,0.78023714821822,0.05036250867691538,0.03882215695415025,0.009923966104119948
300,15.0,2,1,sqrt,0.7802051749136932,0.05036617216519108,0.03966066127061729,0.009990416555768482
500,25.0,10,1,0.5,0.7801575537352038,0.050371628086575714,0.0388637417343933,0.009970547264212294
200,25.0,5,2,sqrt,0.7801432943427244,0.05037326165911874,0.03963104307991814,0.010103815047258729
200,25.0,10,1,0.5,0.7801399955773879,0.050373639561956986,0.0388841040851033,0.010206313551402202
200,20.0,10,4,0.5,0.7800947720800185,0.05037882002902011,0.038855507367909846,0.01000134237487939
200,15.0,5,4,0.5,0.7800912259162422,0.05037922622860924,0.03874500744562802,0.010128421914430953
200,15.0,2,4,0.5,0.7800912259162421,0.05037922622860924,0.03874500744562801,0.010128421914430953
100,,5,2,sqrt,0.7800493856077622,0.05038401862973596,0.0396973966254372,0.00980461775362822
500,,10,2,0.5,0.780039550739635,0.050385145052231434,0.038878343529534086,0.009942916847880342
300,20.0,2,2,0.5,0.7800178647291709,0.0503876287393137,0.03885982733827607,0.010094427256252996
200,25.0,10,1,sqrt,0.7800021295416494,0.050389430805214026,0.03971689455210338,0.009896405117254828
500,,10,1,0.5,0.779996396849422,0.05039008732342469,0.03886583387290223,0.010011570747550581
100,10.0,2,4,sqrt,0.779984141466535,0.05039149080319739,0.039791171785962996,0.009820917142948587
100,10.0,5,4,sqrt,0.7799841414665349,0.050391490803197395,0.039791171785963,0.009820917142948587
200,,2,1,0.5,0.7799759835855067,0.050392425017619445,0.03885053257042254,0.010414391138497651
200,,2,4,0.5,0.7799295115412093,0.05039774651706728,0.038732599155730914,0.010315557570951216
200,,5,4,0.5,0.7799295115412093,0.05039774651706727,0.038732599155730914,0.010315557570951216
200,20.0,5,2,sqrt,0.7799289264358577,0.05039781351371867,0.039717108739556084,0.009837015351549575
300,20.0,10,4,sqrt,0.7799252260802625,0.050398237215580705,0.039736150336346615,0.010126207577875891
200,20.0,2,4,sqrt,0.7799008568510557,0.05040102747676133,0.03971910337566253,0.009877964572211287
200,20.0,5,4,sqrt,0.7799008568510557,0.05040102747676133,0.03971910337566253,0.009877964572211287
500,15.0,2,2,sqrt,0.7798912789829386,0.050402124094257574,0.039770870888456336,0.01011291754851858
500,15.0,5,2,0.5,0.7798747702237501,0.05040401420775239,0.03881469807395593,0.009969530720499917
100,,10,2,0.5,0.7798691968654453,0.05040465229420284,0.03887677925028931,0.00976222453407163
500,,5,1,sqrt,0.7798636718953966,0.05040528483277288,0.03979206888299053,0.01013510479832064
100,10.0,2,2,0.5,0.7798556010323482,0.050406208829338134,0.03897328022944741,0.010042008547858354
200,25.0,5,2,0.5,0.7798483661519219,0.05040703710364156,0.03880268029092259,0.010175192465544502
300,20.0,5,1,sqrt,0.7798307262247357,0.05040905652688579,0.0398930349494256,0.010403141481106257
100,25.0,5,4,log2,0.7797915031576753,0.05041354650343724,0.039789757309333845,0.009820111724700781
100,25.0,2,4,log2,0.7797915031576753,0.05041354650343724,0.039789757309333845,0.00982011172470078
500,,10,2,sqrt,0.7797668527548276,0.05041636810086042,0.039788595463894634,0.01033354059846291
500,25.0,2,4,sqrt,0.7797009570625555,0.05042391004685519,0.039763801302899346,0.009972512983868238
500,25.0,5,4,sqrt,0.7797009570625555,0.05042391004685519,0.039763801302899346,0.009972512983868238
100,,2,2,sqrt,0.779700671083424,0.05042394277550696,0.03969224885795121,0.009722267807718513
200,,5,2,sqrt,0.7796713322139506,0.050427300325961086,0.03978121111807258,0.009994632625515703
300,25.0,5,2,sqrt,0.7796271542518544,0.050432355645642225,0.03975143225549676,0.01047457326707975
100,,5,1,sqrt,0.7796240868470511,0.050432706632423545,0.03987390594975549,0.01011536248204036
300,15.0,2,4,0.5,0.7796033835812695,0.05043507553289262,0.0388022854816626,0.010180312192182428
300,15.0,5,4,0.5,0.7796033835812695,0.05043507553289262,0.038802285481662584,0.010180312192182427
200,15.0,2,1,0.5,0.779568016872459,0.05043912199038166,0.038713581126820634,0.009805875096811346
300,10.0,2,2,0.5,0.7795677922446872,0.05043914768997511,0.03893041081711074,0.010023515715067379
100,20.0,2,2,0.5,0.7795645014824495,0.05043952418355728,0.03885607063643795,0.010208173807505523
200,25.0,5,1,0.5,0.7795532090357078,0.0504408161223554,0.038814676652382654,0.009908408552387853
500,,10,4,sqrt,0.7795439288419695,0.0504418778198688,0.03970504317885739,0.01003029541659578
500,25.0,10,4,sqrt,0.7795430711759053,0.050441975939744844,0.03975953954645011,0.010115545056254628
300,15.0,5,2,0.5,0.7795148185671316,0.05044520802631073,0.03884152574364914,0.009892893607805897
300,20.0,10,2,sqrt,0.7794953288884718,0.050447437516661114,0.03973766865440767,0.010071598067392554
500,20.0,10,1,sqrt,0.7794893467970583,0.05044812180859594,0.039690216358131566,0.00990378055663942
100,10.0,5,1,0.5,0.7794556003696422,0.050451981891378006,0.03911873019461974,0.009979840889326883
100,,5,2,0.5,0.7794488515561337,0.050452753818510845,0.038829554415263916,0.010107549647258714
500,25.0,10,1,sqrt,0.7794487024615969,0.050452770871762996,0.039872103729234894,0.00996482002663066
500,20.0,5,1,sqrt,0.7794097916208662,0.05045722124946101,0.03990185121286822,0.010261173355730195
300,10.0,10,4,0.5,0.7793799646375661,0.05046063240681946,0.03885015331159761,0.009760171099452765
100,25.0,10,2,log2,0.7793673518319699,0.050462074798598586,0.03988397722705059,0.00988555630081316
200,10.0,2,4,sqrt,0.7793324594414603,0.05046606485361966,0.039871681661954435,0.009822937146500673
200,10.0,5,4,sqrt,0.7793324594414602,0.050466064853619666,0.039871681661954435,0.009822937146500673
300,25.0,10,1,sqrt,0.7793314517862351,0.05046618007748938,0.039835406786659575,0.009972879674959662
300,15.0,2,2,sqrt,0.7793179282406131,0.050467726449272124,0.03975724287725521,0.009895050175301274
300,25.0,5,1,sqrt,0.7793097903586708,0.05046865696576195,0.039736592388545086,0.01034448567814122
500,25.0,5,1,sqrt,0.7792977286303766,0.05047003611826562,0.03973847638523594,0.010126563050328293
500,15.0,10,2,sqrt,0.7792865266517187,0.0504713169322106,0.03986448313114337,0.010180274783531043
300,,10,2,sqrt,0.7792806531755258,0.050471988481848654,0.03978965550236334,0.010419783334884608
500,25.0,10,2,sqrt,0.7792691317710982,0.05047330576692479,0.039742247014764254,0.010240508881162617
300,,5,1,0.5,0.7792668080313498,0.050473571444578084,0.038896088936923034,0.009910649179420722
100,20.0,10,4,sqrt,0.7792479373187559,0.05047572891780568,0.03970354312246348,0.009869821642956515
300,10.0,5,4,sqrt,0.7792289069770348,0.0504779045479158,0.03984215407306635,0.00972019013582646
300,10.0,2,4,sqrt,0.7792289069770347,0.0504779045479158,0.03984215407306635,0.00972019013582646
300,,5,4,sqrt,0.7792099304814308,0.05048007392873793,0.03974685018102374,0.009846877987942732
300,,2,4,sqrt,0.7792099304814307,0.05048007392873794,0.039746850181023745,0.009846877987942732
500,,2,4,sqrt,0.779201372708164,0.05048105221739505,0.039830460126445144,0.010013167098161102
500,,5,4,sqrt,0.779201372708164,0.05048105221739505,0.03983046012644515,0.010013167098161106
200,,5,1,0.5,0.7791944716951241,0.050481841098381025,0.03898778642095083,0.009964803212168062
200,25.0,2,1,0.5,0.7791927419569872,0.050482038829378593,0.03890094845163761,0.010160039458351304
300,15.0,10,1,0.5,0.779191920126096,0.05048213277479671,0.03888319704317647,0.010014158655759822
200,,5,4,sqrt,0.7791825685099076,0.050483201767679564,0.03974121265502365,0.009900675606362782
200,,2,4,sqrt,0.7791825685099076,0.050483201767679564,0.03974121265502365,0.009900675606362782
200,20.0,5,1,sqrt,0.7791569215123465,0.0504861333862374,0.03997625445791123,0.01040934431559321
300,15.0,5,2,sqrt,0.7791498486137896,0.05048694183457865,0.03987144865040061,0.010145812274497523
100,20.0,5,1,log2,0.7791284395614263,0.05048938885890942,0.03982053929452617,0.010160946326844155
100,,10,1,sqrt,0.7791201836361463,0.050490332467778475,0.03960718857967109,0.009838909214966707
200,10.0,2,2,0.5,0.7790714276739715,0.05049590465845948,0.038977230984293704,0.01003134877098628
500,20.0,2,1,sqrt,0.7790286022685543,0.05050079855420978,0.03987218240552347,0.010353721393622293
500,20.0,2,2,sqrt,0.7790034448836787,0.05050367320649614,0.039676886952079056,0.010123448928845306
100,25.0,2,1,sqrt,0.7789805566230095,0.0505062884312183,0.03969436290662966,0.010750520513955319
500,10.0,10,4,0.5,0.7789772169720474,0.0505066700101758,0.03896617153234246,0.009883721315603534
300,20.0,10,1,0.5,0.7789717318163514,0.0505072967221059,0.03896888562844352,0.010127680155564754
500,25.0,2,1,0.5,0.7789488812648903,0.05050990745096169,0.03890386414594076,0.009869519577992219
500,10.0,5,4,sqrt,0.778939197791908,0.05051101376965053,0.03992623973866967,0.009589715189293321
500,10.0,2,4,sqrt,0.778939197791908,0.05051101376965053,0.03992623973866967,0.009589715189293321
300,25.0,10,2,sqrt,0.7788923977668804,0.050516360243525696,0.039699942935110685,0.010308033682045938
500,15.0,10,1,sqrt,0.7788875463374655,0.05051691444249765,0.03980873742778842,0.00998449369203784
100,,10,2,sqrt,0.7788526186631324,0.05052090419665459,0.0396866689768567,0.01013489080772644
500,10.0,2,2,0.5,0.778821248761494,0.050524487281354113,0.03903564005999483,0.010188641605200206
500,25.0,2,1,sqrt,0.778806471958473,0.05052617500660513,0.03976498186921584,0.010171648515782492
100,25.0,10,1,sqrt,0.7787965802801942,0.0505273047482499,0.03977258068756821,0.009785152388034155
300,,10,4,sqrt,0.778772648989623,0.050530037868087255,0.039835807283568704,0.010273174368868562
200,10.0,10,4,0.5,0.7787717763692341,0.05053013752461166,0.03883711833027948,0.009652835598572466
100,,2,2,0.5,0.7787223844624995,0.050535777945420426,0.03889240093893131,0.010160686231950756
200,15.0,2,1,sqrt,0.7787127200644024,0.050536881519639615,0.03978521760649842,0.010085025825797116
300,25.0,10,4,sqrt,0.7787011762570564,0.0505381996713566,0.03989072080808398,0.010352224447568153
200,15.0,5,2,0.5,0.7786938459043791,0.05053903668384774,0.038833887777742875,0.009842048882836152
100,20.0,5,2,sqrt,0.7786879271184023,0.05053971250721743,0.03968714372608309,0.009851123043052563
100,25.0,2,1,0.5,0.7786648697949043,0.05054234517007967,0.039064012905754945,0.010680890324830447
100,25.0,10,1,0.5,0.7786628246883989,0.05054257867173855,0.03920102674777837,0.010356240280679833
300,25.0,2,1,0.5,0.778662378559151,0.05054262960875628,0.038968272908887665,0.010102119176053885
200,20.0,5,1,log2,0.7786353238780575,0.050545718493812675,0.04003963460729533,0.010216380803620768
200,15.0,2,2,sqrt,0.7786334339891268,0.050545934259018904,0.03975216110018251,0.009988885413575128
100,20.0,2,2,log2,0.7786126101087519,0.050548311622852615,0.03992811296689927,0.01031989906236696
500,15.0,5,1,sqrt,0.7785957177174477,0.050550240065056186,0.03974481142933218,0.009989378955637665
100,20.0,10,4,0.5,0.7785505091219846,0.05055540073467546,0.03893014439653405,0.010151033158211507
300,10.0,5,4,0.5,0.7785186273469993,0.05055903979904246,0.03916756192764547,0.010223865688614784
300,10.0,2,4,0.5,0.7785186273469993,0.05055903979904246,0.03916756192764547,0.010223865688614784
300,,2,1,sqrt,0.7785083145384092,0.05056021687236539,0.03983774941314555,0.010450664123630679
500,10.0,5,4,0.5,0.7784877028909918,0.050562569342431626,0.03913067269515787,0.01014842597853173
500,10.0,2,4,0.5,0.7784877028909918,0.050562569342431626,0.03913067269515787,0.010148425978531729
300,15.0,10,2,sqrt,0.7784857722722144,0.050562789684223904,0.04001737313739698,0.010264631607763275
100,25.0,5,4,sqrt,0.7784692254962126,0.05056467813071323,0.039784322074392205,0.010086913103229029
100,25.0,2,4,sqrt,0.7784692254962124,0.05056467813071323,0.039784322074392205,0.010086913103229024
100,,5,1,0.5,0.7784546287846351,0.0505663439621687,0.03916537074119363,0.010033857839416556
200,,10,4,sqrt,0.7784529145189323,0.0505665395969974,0.03982004209965265,0.010290212680687775
300,20.0,10,1,sqrt,0.7784085407944981,0.05057160333626061,0.03982553910397485,0.010111952182726668
200,15.0,10,2,sqrt,0.7783991502902643,0.050572674875357486,0.04008747429226446,0.01043961789807875
100,,10,1,0.5,0.7783879919862627,0.050573948106434244,0.03930258273652937,0.01072621412590526
100,,5,4,0.5,0.7783774269397858,0.05057515361363805,0.03901318821383274,0.01049907513987293
100,,2,4,0.5,0.7783774269397858,0.05057515361363805,0.03901318821383274,0.01049907513987293
200,20.0,10,1,0.5,0.7783762159214355,0.050575291793054034,0.038999922633062054,0.010165975083299646
100,25.0,2,2,sqrt,0.7783755826436766,0.05057536405105806,0.03987043785580738,0.00976349156254229
500,10.0,2,1,0.5,0.7783681995255263,0.05057620646901662,0.039149838825159045,0.010206794060560442
200,,10,1,sqrt,0.7783625538306314,0.05057685063653157,0.039831226315175515,0.010045694143400417
100,10.0,10,4,0.5,0.778359542253726,0.05057719425075504,0.03893977932143715,0.00964877205767831
200,25.0,2,1,sqrt,0.778299041385882,0.0505840967706885,0.039780023108583036,0.010336774866232459
200,,2,2,0.5,0.7782948606890585,0.0505845737099337,0.03901130867945712,0.010201761934820362
300,10.0,10,2,0.5,0.7782533061397988,0.050589314061644915,0.039261801381678264,0.010329854282042349
100,,2,4,log2,0.778236655130356,0.05059121340751287,0.03991628798018175,0.009901611481170604
100,,5,4,log2,0.778236655130356,0.05059121340751287,0.039916287980181736,0.009901611481170604
200,10.0,2,1,0.5,0.7782355421880062,0.05059134035597976,0.03911500893773077,0.010067342540290833
100,20.0,10,2,0.5,0.7782028273138073,0.050595071856320464,0.03882091806491689,0.009599779847617633
300,10.0,5,1,0.5,0.7781819686159628,0.05059745088237474,0.0391215637611382,0.010181994933079358
200,,10,2,sqrt,0.778167306935493,0.05059912304444975,0.03985971006830041,0.010529905934177651
200,20.0,2,1,sqrt,0.778134175406497,0.050602901485983155,0.03985238112668438,0.010199046837881691
300,,10,1,sqrt,0.7780860696753726,0.05060838713849171,0.039772758003772,0.009875323700343787
500,10.0,5,2,0.5,0.7780799386020789,0.050609086241939744,0.039199965243000005,0.010416875031915924
300,10.0,2,1,0.5,0.7780755577277927,0.05060958577079934,0.03906452939642481,0.010203614979043258
100,,5,2,log2,0.7780263381478053,0.05061519769084959,0.04005679298685728,0.010133014053209866
