,importance
air_temp_mean,0.3680227
rh_mean,0.11444647
MSI,0.113187954
NDMI,0.07503837
s1_vv,0.063288644
precip_mm,0.057396997
SAR_ratio,0.04941478
s1_vh,0.046550572
solar_radiation,0.04646693
NDVI,0.038184043
rain_mm,0.028002521
elev,0.0
slope,0.0
