n_features,candidate_ucb,fold_id,fold_family,validation_year,held_out_stations,beta,n_train,n_validation,rmse,nrmse
100,0.7556322546996245,year_2019_stations_0_beta_0,station_time,2019,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,4298,1004,0.06759854853398459,0.7433648479835004
100,0.7556322546996245,year_2019_stations_0_beta_0.2,station_time,2019,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,4298,1004,0.06642976184704759,0.7305119841764727
100,0.7556322546996245,year_2019_stations_1_beta_0,station_time,2019,"['Darrington', 'Paradise_WA']",0.0,4878,689,0.05720146978967074,0.7149327403426396
100,0.7556322546996245,year_2019_stations_1_beta_0.2,station_time,2019,"['Darrington', 'Paradise_WA']",0.2,4878,689,0.054484622368164835,0.6809762147622288
100,0.7556322546996245,year_2019_stations_2_beta_0,station_time,2019,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.0,4863,730,0.09820218476906918,0.9881819499207579
100,0.7556322546996245,year_2019_stations_2_beta_0.2,station_time,2019,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.2,4863,730,0.09989775609411182,1.0052440242743022
100,0.7556322546996245,year_2019_stations_3_beta_0,station_time,2019,"['MartenRidge_WA_999', 'Quinault']",0.0,4849,729,0.06771991706174742,0.8358488326284481
100,0.7556322546996245,year_2019_stations_3_beta_0.2,station_time,2019,"['MartenRidge_WA_999', 'Quinault']",0.2,4849,729,0.0684034550434442,0.8442855592053208
100,0.7556322546996245,year_2020_stations_0_beta_0,station_time,2020,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,6446,1059,0.08529538711151624,0.8006672475809035
100,0.7556322546996245,year_2020_stations_0_beta_0.2,station_time,2020,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,6446,1059,0.08708639276961652,0.8174794061188341
100,0.7556322546996245,year_2020_stations_1_beta_0,station_time,2020,"['Darrington', 'Paradise_WA']",0.0,7341,729,0.05548307722852744,0.5110698168087567
100,0.7556322546996245,year_2020_stations_1_beta_0.2,station_time,2020,"['Darrington', 'Paradise_WA']",0.2,7341,729,0.05514359996536661,0.5079427987816251
100,0.7556322546996245,year_2020_stations_2_beta_0,station_time,2020,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.0,7285,717,0.09152886934159275,0.8284777990317778
100,0.7556322546996245,year_2020_stations_2_beta_0.2,station_time,2020,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.2,7285,717,0.09096786870047792,0.8233998757519473
100,0.7556322546996245,year_2020_stations_3_beta_0,station_time,2020,"['MartenRidge_WA_999', 'Quinault']",0.0,7272,725,0.047908840570710653,0.5678592108475928
100,0.7556322546996245,year_2020_stations_3_beta_0.2,station_time,2020,"['MartenRidge_WA_999', 'Quinault']",0.2,7272,725,0.04901003193553442,0.5809115338003488
100,0.7556322546996245,year_2021_stations_0_beta_0,station_time,2021,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,8617,1059,0.06530434626146164,0.5823356486442128
100,0.7556322546996245,year_2021_stations_0_beta_0.2,station_time,2021,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,8617,1059,0.06110471266580903,0.5448864359348342
100,0.7556322546996245,year_2021_stations_1_beta_0,station_time,2021,"['Darrington', 'Paradise_WA']",0.0,9842,700,0.05560783540072297,0.5184472565397278
100,0.7556322546996245,year_2021_stations_1_beta_0.2,station_time,2021,"['Darrington', 'Paradise_WA']",0.2,9842,700,0.06180757948091143,0.576249188344114
100,0.7556322546996245,year_2021_stations_2_beta_0,station_time,2021,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.0,9798,726,0.09417254997611167,0.9557184600585604
100,0.7556322546996245,year_2021_stations_2_beta_0.2,station_time,2021,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.2,9798,726,0.09753635872017427,0.9898563708788846
100,0.7556322546996245,year_2021_stations_3_beta_0,station_time,2021,"['MartenRidge_WA_999', 'Quinault']",0.0,9777,710,0.05103499674563624,0.5142657498058083
100,0.7556322546996245,year_2021_stations_3_beta_0.2,station_time,2021,"['MartenRidge_WA_999', 'Quinault']",0.2,9777,710,0.05256800261096617,0.5297134320055334
100,0.7556322546996245,year_2022_stations_0_beta_0,station_time,2022,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,10753,906,0.07449174616291067,0.6635084244162907
100,0.7556322546996245,year_2022_stations_0_beta_0.2,station_time,2022,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,10753,906,0.07611943593800495,0.6780064853927299
100,0.7556322546996245,year_2022_stations_1_beta_0,station_time,2022,"['Darrington', 'Paradise_WA']",0.0,12337,701,0.0862830331986024,0.6869157132496247
100,0.7556322546996245,year_2022_stations_1_beta_0.2,station_time,2022,"['Darrington', 'Paradise_WA']",0.2,12337,701,0.0796014213487105,0.6337221246681795
100,0.7556322546996245,year_2022_stations_2_beta_0,station_time,2022,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.0,12267,701,0.10808139353207667,0.9664839479826881
100,0.7556322546996245,year_2022_stations_2_beta_0.2,station_time,2022,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.2,12267,701,0.11404730112441609,1.0198322046503159
100,0.7556322546996245,year_2022_stations_3_beta_0,station_time,2022,"['MartenRidge_WA_999', 'Quinault']",0.0,12262,716,0.08224431618563915,0.7096274142633857
100,0.7556322546996245,year_2022_stations_3_beta_0.2,station_time,2022,"['MartenRidge_WA_999', 'Quinault']",0.2,12262,716,0.08125827167849527,0.701119541058218
80,0.7511725533605546,year_2019_stations_0_beta_0,station_time,2019,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,4298,1004,0.060625587649540645,0.6666848878323793
80,0.7511725533605546,year_2019_stations_0_beta_0.2,station_time,2019,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,4298,1004,0.06356531901860796,0.6990124009176701
80,0.7511725533605546,year_2019_stations_1_beta_0,station_time,2019,"['Darrington', 'Paradise_WA']",0.0,4878,689,0.061131127819871296,0.7640475829239759
80,0.7511725533605546,year_2019_stations_1_beta_0.2,station_time,2019,"['Darrington', 'Paradise_WA']",0.2,4878,689,0.06243501853141678,0.7803442648613491
80,0.7511725533605546,year_2019_stations_2_beta_0,station_time,2019,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.0,4863,730,0.09403277972708395,0.9462263578523407
80,0.7511725533605546,year_2019_stations_2_beta_0.2,station_time,2019,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.2,4863,730,0.09698937230103637,0.9759777470064622
80,0.7511725533605546,year_2019_stations_3_beta_0,station_time,2019,"['MartenRidge_WA_999', 'Quinault']",0.0,4849,729,0.07170304178879243,0.8850114763197925
80,0.7511725533605546,year_2019_stations_3_beta_0.2,station_time,2019,"['MartenRidge_WA_999', 'Quinault']",0.2,4849,729,0.07238094326537775,0.8933786330208896
80,0.7511725533605546,year_2020_stations_0_beta_0,station_time,2020,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,6446,1059,0.08382775482284051,0.7868905927719096
80,0.7511725533605546,year_2020_stations_0_beta_0.2,station_time,2020,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,6446,1059,0.08389682726811638,0.7875389753693227
80,0.7511725533605546,year_2020_stations_1_beta_0,station_time,2020,"['Darrington', 'Paradise_WA']",0.0,7341,729,0.06347766121000889,0.5847101189507795
80,0.7511725533605546,year_2020_stations_1_beta_0.2,station_time,2020,"['Darrington', 'Paradise_WA']",0.2,7341,729,0.0605891563742346,0.5581033099738731
80,0.7511725533605546,year_2020_stations_2_beta_0,station_time,2020,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.0,7285,717,0.08964536959610049,0.8114292138711912
80,0.7511725533605546,year_2020_stations_2_beta_0.2,station_time,2020,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.2,7285,717,0.09230906478923798,0.8355397742525947
80,0.7511725533605546,year_2020_stations_3_beta_0,station_time,2020,"['MartenRidge_WA_999', 'Quinault']",0.0,7272,725,0.052635468515534675,0.6238835099695145
80,0.7511725533605546,year_2020_stations_3_beta_0.2,station_time,2020,"['MartenRidge_WA_999', 'Quinault']",0.2,7272,725,0.051141686553885755,0.6061778457159965
80,0.7511725533605546,year_2021_stations_0_beta_0,station_time,2021,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,8617,1059,0.05982542738844353,0.533478720148002
80,0.7511725533605546,year_2021_stations_0_beta_0.2,station_time,2021,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,8617,1059,0.055938934762837844,0.4988218659928192
80,0.7511725533605546,year_2021_stations_1_beta_0,station_time,2021,"['Darrington', 'Paradise_WA']",0.0,9842,700,0.060966759575112425,0.5684099913988608
80,0.7511725533605546,year_2021_stations_1_beta_0.2,station_time,2021,"['Darrington', 'Paradise_WA']",0.2,9842,700,0.06138895161785957,0.5723462047888954
80,0.7511725533605546,year_2021_stations_2_beta_0,station_time,2021,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.0,9798,726,0.09302182262969505,0.9440402017153007
80,0.7511725533605546,year_2021_stations_2_beta_0.2,station_time,2021,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.2,9798,726,0.09429953471999962,0.957007175973233
80,0.7511725533605546,year_2021_stations_3_beta_0,station_time,2021,"['MartenRidge_WA_999', 'Quinault']",0.0,9777,710,0.05146399148695097,0.518588612867886
80,0.7511725533605546,year_2021_stations_3_beta_0.2,station_time,2021,"['MartenRidge_WA_999', 'Quinault']",0.2,9777,710,0.05594841168799893,0.5637768927580662
80,0.7511725533605546,year_2022_stations_0_beta_0,station_time,2022,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,10753,906,0.07160703530430204,0.637813900455125
80,0.7511725533605546,year_2022_stations_0_beta_0.2,station_time,2022,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,10753,906,0.06702470797237861,0.5969984686149994
80,0.7511725533605546,year_2022_stations_1_beta_0,station_time,2022,"['Darrington', 'Paradise_WA']",0.0,12337,701,0.08786266745743487,0.699491483402279
80,0.7511725533605546,year_2022_stations_1_beta_0.2,station_time,2022,"['Darrington', 'Paradise_WA']",0.2,12337,701,0.08051241185835487,0.6409746941768988
80,0.7511725533605546,year_2022_stations_2_beta_0,station_time,2022,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.0,12267,701,0.10465965503679164,0.9358861251584853
80,0.7511725533605546,year_2022_stations_2_beta_0.2,station_time,2022,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.2,12267,701,0.10776634082816879,0.9636666880349327
80,0.7511725533605546,year_2022_stations_3_beta_0,station_time,2022,"['MartenRidge_WA_999', 'Quinault']",0.0,12262,716,0.0760936763923541,0.6565579401039485
80,0.7511725533605546,year_2022_stations_3_beta_0.2,station_time,2022,"['MartenRidge_WA_999', 'Quinault']",0.2,12262,716,0.07914709276243179,0.6829036873100767
65,0.7436057536232974,year_2019_stations_0_beta_0,station_time,2019,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,4298,1004,0.05660122231588436,0.6224299180236786
65,0.7436057536232974,year_2019_stations_0_beta_0.2,station_time,2019,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,4298,1004,0.061374704252397494,0.6749227414798528
65,0.7436057536232974,year_2019_stations_1_beta_0,station_time,2019,"['Darrington', 'Paradise_WA']",0.0,4878,689,0.060980160038298294,0.7621607116568511
65,0.7436057536232974,year_2019_stations_1_beta_0.2,station_time,2019,"['Darrington', 'Paradise_WA']",0.2,4878,689,0.06088075332650623,0.7609182765737794
65,0.7436057536232974,year_2019_stations_2_beta_0,station_time,2019,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.0,4863,730,0.0925482936839558,0.9312883774379724
65,0.7436057536232974,year_2019_stations_2_beta_0.2,station_time,2019,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.2,4863,730,0.08953194839986564,0.9009357129684816
65,0.7436057536232974,year_2019_stations_3_beta_0,station_time,2019,"['MartenRidge_WA_999', 'Quinault']",0.0,4849,729,0.06810937365956847,0.8406557913013502
65,0.7436057536232974,year_2019_stations_3_beta_0.2,station_time,2019,"['MartenRidge_WA_999', 'Quinault']",0.2,4849,729,0.06994478854863787,0.8633098266129808
65,0.7436057536232974,year_2020_stations_0_beta_0,station_time,2020,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,6446,1059,0.08383011287554497,0.7869127277974071
65,0.7436057536232974,year_2020_stations_0_beta_0.2,station_time,2020,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,6446,1059,0.08166795151367445,0.7666165330668375
65,0.7436057536232974,year_2020_stations_1_beta_0,station_time,2020,"['Darrington', 'Paradise_WA']",0.0,7341,729,0.058750988614129813,0.5411714434057822
65,0.7436057536232974,year_2020_stations_1_beta_0.2,station_time,2020,"['Darrington', 'Paradise_WA']",0.2,7341,729,0.0558600809390214,0.5145425012178202
65,0.7436057536232974,year_2020_stations_2_beta_0,station_time,2020,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.0,7285,717,0.09414581820247518,0.8521652328222153
65,0.7436057536232974,year_2020_stations_2_beta_0.2,station_time,2020,"['BeaverPass_WA_990', 'RainyPass_WA_711']",0.2,7285,717,0.09546432094404247,0.8640997214399464
65,0.7436057536232974,year_2020_stations_3_beta_0,station_time,2020,"['MartenRidge_WA_999', 'Quinault']",0.0,7272,725,0.053033989269716635,0.6286071408960894
