step,train_loss_model_0,val_loss_model_0,train_loss_model_1,val_loss_model_1,train_loss_model_2,val_loss_model_2,train_loss_model_3,val_loss_model_3,train_loss_model_4,val_loss_model_4,train_loss_model_5,val_loss_model_5,train_loss_model_6,val_loss_model_6,train_loss_model_7,val_loss_model_7,train_loss_model_8,val_loss_model_8,train_loss_model_9,val_loss_model_9,train_loss_model_10,val_loss_model_10,train_loss_model_11,val_loss_model_11,train_loss_model_12,val_loss_model_12,train_loss_model_13,val_loss_model_13,train_loss_model_14,val_loss_model_14,train_loss_model_15,val_loss_model_15,train_loss_model_16,val_loss_model_16,train_loss_model_17,val_loss_model_17
10,0.06522588691153068,0.06820485352971023,0.07683867744358595,0.08209402933079724,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197,0.10077041914277735,0.09916985823122197
11,0.0631655907718164,0.06682121030144332,0.07452636059202881,0.0805162470640325,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274,0.09993710525190834,0.09852083248312274
12,0.06113346870969861,0.06559113804790792,0.07225809963755263,0.07898214199108054,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448,0.09910092035526455,0.0978731579533448
13,0.05920932067317973,0.06449247196557763,0.07010220628605639,0.0776934256920413,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053,0.09828455508592883,0.09726267429925053
14,0.05739421870896724,0.06348432668207925,0.06802635963988438,0.07656374712144728,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062,0.09747767636809204,0.09663352024965062
15,0.05561082689665769,0.0625102705014834,0.06606915923657641,0.07538394282745908,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278,0.09666385978658969,0.09602281307022278
16,0.05390210861559171,0.06166105908497589,0.064104567432453,0.07430998728210891,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153,0.09587129167971824,0.09543277478065153
17,0.05228455989019947,0.0606540197004792,0.06224085822854641,0.07331585609626966,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326,0.09508673868969478,0.09484204993142326
18,0.05072443495392773,0.05993534876835049,0.0605284624110019,0.07235133198265346,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472,0.09432084357080216,0.09423664334985472
19,0.04925191147600212,0.05912233585873847,0.05879690963584167,0.07148074626778354,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098,0.0935487985088082,0.0936784557150098
20,0.04787483867894391,0.05842207595572073,0.05720881346791885,0.0708178470872236,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047,0.09278941119173338,0.0931133208779047
21,0.04651662195099342,0.05787089397372074,0.05563474503946134,0.07008842908097856,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882,0.09202050370816175,0.09254521194165882
22,0.04525737174431386,0.05731455151429406,0.05413300699277123,0.06935300856928903,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017,0.09127831669594827,0.0920156857058017
23,0.04407832034762587,0.0568140550830195,0.05276806150921001,0.06873212209105627,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323,0.09054976740510082,0.09149770968282323
24,0.04296174057166107,0.05641129470514638,0.05143748133850592,0.0681470993434591,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999,0.08982901138468329,0.09097184828848999
25,0.04184650933497224,0.05596270697064559,0.05013928296884686,0.06763060115607177,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851,0.08910335487297351,0.09045370264393851
26,0.04079153491305151,0.05545051355886609,0.04883412783748164,0.06712308259833413,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486,0.0883912248451844,0.08994896190020486
27,0.03971632662732659,0.05498144148163275,0.04760246613365854,0.06667886024389479,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896,0.08768817131193116,0.08945054395133896
28,0.03875172581669226,0.05463488751922369,0.04642418674492091,0.06624851275884017,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788,0.08698986852258236,0.08894053593510788
29,0.03786065282706583,0.05426437872284331,0.04527935742313989,0.06589898506899525,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248,0.08629627823219366,0.08846129703077248
30,0.03700323117286357,0.0538375298667325,0.04422619618891522,0.06555210278601813,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482,0.0856039517924248,0.08798357858416482
31,0.03615045616422702,0.05340350507121425,0.04321582952784687,0.06516261052016034,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504,0.0849238190977942,0.08750506946286504
32,0.03534589323813804,0.05310355649285572,0.04232630479050389,0.06488524907681784,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002,0.08426340109362103,0.08704880153933002
33,0.03461310920242261,0.05283090065209765,0.04142013780088125,0.06458263609270226,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517,0.08360433767276322,0.08659324273939517
34,0.03389949533811744,0.05259466757133714,0.04055600217991549,0.06436079572340188,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859,0.08296244919315043,0.0861399016531859
35,0.03310440176921783,0.05230958766271106,0.03967467983060267,0.06412058455084066,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034,0.08230467485810543,0.08567363732822034
36,0.03242187059586671,0.05205030757845975,0.03882641549889011,0.06396016303348835,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656,0.08166423315028001,0.08523058787537656
37,0.03178216234473531,0.05175256447866978,0.03794957173034905,0.06369869179237422,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052,0.08102213199610424,0.08477116379611052
38,0.03118150992363734,0.05155503604551884,0.03724175664833736,0.06352117562596392,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307,0.08039991078417479,0.08435697481241307
39,0.03054534788006495,0.05128034679970295,0.03653705999705156,0.06334994100388511,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364,0.07977187495732438,0.08393051591247364
