Year,Configuration,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson
2023,Baseline (MAE),0.6286139711665155,0.06557001158075311,0.05685855608711217,-0.032657786489424266,0.05093341499421521,0.04052776139974594,0.8505295297453783
2023,Baseline (MSE),0.6421278824840744,0.06436598369346226,0.056501027931279986,-0.03083202392863252,0.050277800289475774,0.040600400447845464,0.852995607127919
2023,MSE d=8 LR=0.01 MCW=10 Est=500,0.6572987295105321,0.06298691482678861,0.05506818946280647,-0.030575250590724263,0.04898599147396477,0.039793818950653065,0.8602988089622914
2023,MSE d=8 LR=0.01 MCW=10 Est=1000,0.6580573793557412,0.06291715802625418,0.05512167117245382,-0.030334306342102674,0.04895970203334833,0.04020358085632324,0.8604581860117914
2023,MSE d=8 LR=0.01 MCW=10 Est=1500,0.6581389452251352,0.06290965355261288,0.05516658821302924,-0.0302369319714167,0.049017206752740426,0.04016852712631225,0.8602067600676084
2023,MSE d=8 LR=0.01 MCW=10 Est=2000,0.6576860052181106,0.06295131502088257,0.055214646680595766,-0.030235919942934408,0.04905819771709623,0.0405606786608696,0.8599685828728204
2023,MSE d=8 LR=0.01 MCW=10 Est=2500,0.6572127405150923,0.06299481652177792,0.055265383860499034,-0.03023382634342826,0.049109029442008255,0.0404444532394409,0.8597039563604549
2023,MSE d=8 LR=0.01 MCW=10 Est=3000,0.656856867980744,0.06302750780322237,0.055304772078696086,-0.03022993425743442,0.04914635678444616,0.040636421263217926,0.8594964546352077
2023,MSE d=8 LR=0.01 MCW=10 Est=3500,0.6567349665228304,0.06303870205736248,0.055329524066437916,-0.03020797450439865,0.04915921766422564,0.04053092598915098,0.8593813672185792
2023,MSE d=8 LR=0.01 MCW=10 Est=4000,0.6566071722746434,0.06305043531461108,0.05533723537268334,-0.030218335074424597,0.049179466413604,0.04064423561096192,0.8593368007081325
2023,MSE d=8 LR=0.01 MCW=10 Est=4500,0.6565538942490348,0.063055326320115,0.055343014766145206,-0.030217956481708923,0.049190725413735106,0.04063551330566406,0.8593080934061916
2023,MSE d=8 LR=0.01 MCW=10 Est=5000,0.6563586004227995,0.0630732513535627,0.05535550037418769,-0.030232492696322204,0.04921112845318326,0.040599732637405406,0.8592453344326455
2023,MSE d=8 LR=0.01 MCW=10 Est=5500,0.6562104421389179,0.0630868466562111,0.05536569093911182,-0.030242197140073642,0.04922535889649631,0.040599085807800306,0.8591966309405341
2023,MSE d=8 LR=0.01 MCW=10 Est=6000,0.656145217167565,0.06309283090227084,0.0553724773432413,-0.030242256267262842,0.049236154537485394,0.040563156127929684,0.8591634814594568
