,importance
air_temp_mean,0.4225598
NDMI,0.11380465
MSI,0.08599348
precip_mm,0.07296696
SAR_ratio,0.058327574
s1_vv,0.054303225
solar_radiation,0.053166457
s1_vh,0.049604796
rain_mm,0.04680454
NDVI,0.04246849
elev,0.0
slope,0.0
