artifact_arm,dataset,model,beta,station,test_row_count,test_target_mean,test_target_standard_deviation,R2,RMSE,MAE,Bias,Pearson
crossed,derived_8.2,2.1_c1,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.5446500339927234,0.0614824372672561,0.0491662556243399,-0.0370626046735638,0.8464488751161627
crossed,derived_8.2,2.1_c1,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-0.6898127597420887,0.056570558240301,0.0480427069454416,-0.0374096722979613,0.3079448306962209
crossed,derived_8.2,2.1_c1,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.7676207500869299,0.0575729720325299,0.0460033839675946,0.0006201425061443,0.8879619976692801
crossed,derived_8.2,2.1_c1,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.8071234946135399,0.0410328243339093,0.03283592821507,-0.022884864463015,0.939543834452456
crossed,derived_8.2,2.1_c1,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.6529777774937056,0.0871271197388977,0.0556927870679437,-0.0107135383165284,0.8113661142744466
crossed,derived_8.2,2.1_c1,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,-0.1617250390508255,0.1158184064620635,0.0870692379337322,-0.0754262664084193,0.5958088064908801
crossed,derived_8.2,2.1_c1,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.7602791394914153,0.0481857147388166,0.0390391248936896,-0.0132499075331973,0.8871843239240901
crossed,derived_8.2,2.1_c1,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.6562048354239622,0.0406940546488358,0.0322973795061595,0.0226126586566482,0.8731344022942279
crossed,derived_8.2,2.1_c1,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,0.0344665714150104,0.0733637888046003,0.0615518128660943,-0.0253834747306957,0.4010877053765781
crossed,derived_8.2,2.1_c1,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.5233406069496898,0.0553462202374535,0.0402377004560255,-0.0038690217129442,0.7543050900321088
crossed,derived_8.2,2.1_c1,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9057380740810188,0.0352627382947815,0.0252994969487356,0.0033920856206413,0.9553759367474512
crossed,derived_8.2,2.1_c1,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-1.6684417973299173,0.049457577135066,0.044890318547773,0.0257621044032057,-0.3202078314569238
crossed,derived_8.2,2.2_global,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.430894706735061,0.068734493003919,0.0624353848104945,-0.0588232441016565,0.9259199338516758
crossed,derived_8.2,2.2_global,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-1.0214627362538442,0.0618734085823108,0.0526107158674214,-0.0406988046542415,0.2030514038172368
crossed,derived_8.2,2.2_global,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.7217995607414086,0.0629939559059236,0.0488211739457089,0.0030025293024379,0.8603816579857044
crossed,derived_8.2,2.2_global,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.7827570158877514,0.0435476402447977,0.0348545332459417,-0.0288143446905775,0.9417732391448712
crossed,derived_8.2,2.2_global,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.7023493413933606,0.0806915648423568,0.0463918073388298,-0.0188658526422602,0.847904217561194
crossed,derived_8.2,2.2_global,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,-0.5280067457015887,0.1328276673915339,0.1081885656349266,-0.1063930660674843,0.6807685820835855
crossed,derived_8.2,2.2_global,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.7914040356675582,0.0449488248810071,0.0341331289032266,-0.0149390486361914,0.906554812302875
crossed,derived_8.2,2.2_global,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.6942385055369393,0.0383771286601396,0.0299260513628636,0.0183678784280501,0.874651073462877
crossed,derived_8.2,2.2_global,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,0.0966299628855037,0.0709628314393084,0.0593168389873681,-0.0199795073907044,0.410194568006954
crossed,derived_8.2,2.2_global,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.4418706629530621,0.0598895865064402,0.0430971243195975,-0.0099785139371227,0.7378305937007162
crossed,derived_8.2,2.2_global,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.936784744640151,0.0288774491576826,0.0216493929268059,-0.003220748984096,0.9722256705488668
crossed,derived_8.2,2.2_global,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-0.7819801509769047,0.040416192816418,0.0382319824312165,0.0280429333002246,0.3141770956834129
crossed,derived_8.2,V3,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.4738523754513364,0.0660894637593985,0.0566506883885723,-0.0438355580477859,0.8407726930493632
crossed,derived_8.2,V3,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-1.2167514455636814,0.064793236198714,0.054593802740237,-0.0418417632346594,0.1267374828749109
crossed,derived_8.2,V3,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.7875471901175359,0.0550492258753106,0.0448210070787013,-0.0077065319995517,0.8925303411443659
crossed,derived_8.2,V3,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.7979024677746156,0.0420022206257904,0.0338578187451885,-0.0258530418935779,0.9472533721620294
crossed,derived_8.2,V3,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.698797234927744,0.0811716157905234,0.0543951355697733,-0.009055580665891,0.8402002999088349
crossed,derived_8.2,V3,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,-0.0309243618725514,0.109103657945697,0.0906301466525355,-0.0881920185647433,0.8034955815668661
crossed,derived_8.2,V3,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.698710381879846,0.0540203600841552,0.0426926973277551,-0.0207085435964383,0.8630147341813423
crossed,derived_8.2,V3,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.720392826611695,0.0366990850126039,0.0299515728939081,0.0186158506318755,0.8911939855264495
crossed,derived_8.2,V3,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,-0.1123761079798324,0.0787451692753242,0.0649315030674845,-0.0341175218753169,0.350455730025592
crossed,derived_8.2,V3,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.3319885437115983,0.0655202950423965,0.0475394210165436,-0.0102298487638006,0.6897745908893996
crossed,derived_8.2,V3,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9583361310833448,0.0234437821824286,0.0172485772016289,-0.005266796165502,0.9811874688426042
crossed,derived_8.2,V3,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-1.3611024671428398,0.0465223224593758,0.0404967630857612,0.0253453735622048,0.0253812012614446
nested,derived_8.0,2.2_global,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.8594705979363912,0.0350247743341913,0.0281777847747843,-0.0195375209970696,0.961192090264756
nested,derived_8.0,2.2_global,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.5516845036837617,0.0464700304777008,0.0373990089472568,0.0347649061657574,0.8964244853026122
nested,derived_8.0,2.2_global,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.4392286066508876,0.0600311709321159,0.0434812995480912,-0.0011197181309822,0.7201726783163616
nested,derived_8.0,2.2_global,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.8961750910826356,0.0370082593545271,0.0272337023653879,-0.0008138970795649,0.9496371730423848
nested,derived_8.0,2.2_global,0.0,Touchet_WA_824,170,0.19887058823529416,0.029957337600737613,-0.864194496856117,0.0409024031024895,0.0329936469596975,0.0154116839268628,0.0908954597693048
nested,derived_8.0,hand_mdr_v25,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.8910071701626491,0.0308454216172688,0.0238759287404823,-0.0158899741622062,0.9599074797189836
nested,derived_8.0,hand_mdr_v25,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.7913357909056159,0.0317033433152505,0.0247731355015916,0.0135659017908276,0.9110520141851878
nested,derived_8.0,hand_mdr_v25,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.4203244274097159,0.0610346402278341,0.0451478491066307,-0.0035863319484077,0.6908504671036894
nested,derived_8.0,hand_mdr_v25,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9396819105097676,0.0282079592930119,0.0219726515116799,-0.0059754425484101,0.976231629907597
nested,derived_8.0,hand_mdr_v25,0.0,Touchet_WA_824,170,0.19887058823529416,0.029957337600737613,-0.0207348725372358,0.0302663249038029,0.0194893632972941,-0.0080409428554422,0.3283107001989929
nested,derived_8.2,2.1_c1,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.5446500339927234,0.0614824372672561,0.0491662556243399,-0.0370626046735638,0.8464488751161627
nested,derived_8.2,2.1_c1,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-0.6898127597420887,0.056570558240301,0.0480427069454416,-0.0374096722979613,0.3079448306962209
nested,derived_8.2,2.1_c1,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.7676207500869299,0.0575729720325299,0.0460033839675946,0.0006201425061443,0.8879619976692801
nested,derived_8.2,2.1_c1,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.8071234946135399,0.0410328243339093,0.03283592821507,-0.022884864463015,0.939543834452456
nested,derived_8.2,2.1_c1,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.6529777774937056,0.0871271197388977,0.0556927870679437,-0.0107135383165284,0.8113661142744466
nested,derived_8.2,2.1_c1,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,-0.1617250390508255,0.1158184064620635,0.0870692379337322,-0.0754262664084193,0.5958088064908801
nested,derived_8.2,2.1_c1,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.7602791394914153,0.0481857147388166,0.0390391248936896,-0.0132499075331973,0.8871843239240901
nested,derived_8.2,2.1_c1,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.6562048354239622,0.0406940546488358,0.0322973795061595,0.0226126586566482,0.8731344022942279
nested,derived_8.2,2.1_c1,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,0.0344665714150104,0.0733637888046003,0.0615518128660943,-0.0253834747306957,0.4010877053765781
nested,derived_8.2,2.1_c1,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.5233406069496898,0.0553462202374535,0.0402377004560255,-0.0038690217129442,0.7543050900321088
nested,derived_8.2,2.1_c1,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9057380740810188,0.0352627382947815,0.0252994969487356,0.0033920856206413,0.9553759367474512
nested,derived_8.2,2.1_c1,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-1.6684417973299173,0.049457577135066,0.044890318547773,0.0257621044032057,-0.3202078314569238
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.4470907088707084,0.0677493862201618,0.0559085337786247,-0.0499777403888991,0.8713775438241086
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-0.9816171394974212,0.0612605718893721,0.0504796041809931,-0.0379375101492656,0.1819313538588013
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.6335862831445965,0.0722945964912245,0.0552439735044107,0.0131709549843879,0.8037498236125813
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.785436212358275,0.0432782767880733,0.0329989590829199,-0.0238231414162718,0.9279757180656256
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.7248050385464637,0.0775880707095645,0.0442441264148173,-0.0110552585049626,0.854933282175394
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,0.1182742733307629,0.1009003485726755,0.0772968312403069,-0.0624205884205389,0.7205439130076181
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.5879946227344763,0.063170866403517,0.0503040875671632,-0.0013295651638309,0.7811830898259362
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.6977190699880054,0.0381580749556505,0.0317695706102469,0.0151932820689746,0.8681511937495209
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,-0.0444958143772991,0.0763047276739267,0.065577062291197,-0.0291404814026781,0.4251555263971568
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.3591260782308577,0.0641756371286518,0.046072554478319,-0.0068754600778583,0.6988096090416047
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9533558912612304,0.0248054025414683,0.0193763585022361,-0.0068639223285044,0.9816120029385392
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-8.194391926795287,0.0918048184008684,0.0830833370399753,0.0707972153313675,-0.4178597443439786
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.4831101112019429,0.0655054507571939,0.0579973581940792,-0.0423575345063552,0.8385144020551316
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-0.9966449806387916,0.0614924217541104,0.050643310754734,-0.0365741017722804,0.1653258646587225
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.5568332321405516,0.0795066709734828,0.0596014568377269,0.0137486472990257,0.7576854923599801
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.8090494666222459,0.0408274433150927,0.0319622288413711,-0.0204628595957407,0.9333758119119276
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.6945623921657311,0.0817402513260106,0.0548014873185854,-0.0025944727089967,0.8360434802656432
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,0.0581365171490053,0.1042845303921176,0.0800559186567234,-0.0627935863371136,0.6994447271398276
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.5665167423436432,0.0647965011226325,0.0523704221812273,-0.0057185996371446,0.7671763562594371
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.7182166469975897,0.0368416224995939,0.0299446391794416,0.0183689958831131,0.890791113487274
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,-0.0711293586557846,0.0772714490066513,0.0649816703392272,-0.0275084382780727,0.3680627956772019
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.4127487003739344,0.0614321736770142,0.0438719602962071,-0.005723216760698,0.7167822335183534
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9469338209161532,0.026457986391564,0.0206759000996516,-0.0086750672456113,0.979921761911156
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-8.360053974242197,0.0926281832636036,0.0819056726641822,0.0715291056880476,-0.4254845624021369
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.4453165285290226,0.0678579965845556,0.0560059036660118,-0.0498312308152262,0.8687564342961254
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-0.916941998842643,0.0602525813998874,0.0497078823307301,-0.0371086589304533,0.1932884481711706
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.62478365460227,0.0731578360611744,0.0556321001323034,0.0143150986036032,0.799734036660429
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.7797626730509224,0.0438467300151081,0.0336010823092303,-0.0245266172934222,0.9269135594656408
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.7301731632973386,0.0768276032305848,0.0457992530230725,-0.0078587872493133,0.8561810663147128
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,0.0888397869652517,0.1025706916321829,0.0784856538221805,-0.0628234541868861,0.712158444134582
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.5835581661613918,0.0635100663420251,0.050470255370635,-0.0010680009362679,0.7794607969613522
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.6959750877741131,0.0382679914093825,0.0320324642288273,0.0150416444342483,0.8668859304850535
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,-0.0383128683197935,0.0760785475992473,0.0654125637560478,-0.0280837259121224,0.4182736095706947
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.3434063921136991,0.0649579355996904,0.0468658184388089,-0.0083186239212027,0.6931229781380757
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.954173961369582,0.0245869148982647,0.018872331702357,-0.0072208130402841,0.9817404970346356
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-8.332218862032635,0.092490350960547,0.0841283144745213,0.0703857142315273,-0.4519459273612946
nested,derived_8.2,2.2_global,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.5311963096556733,0.0623841025768951,0.053975964391479,-0.0447536350849527,0.8789457031317061
nested,derived_8.2,2.2_global,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-1.0076699710041308,0.0616619611728116,0.0510340941585903,-0.0353231075433332,0.1430246374616588
nested,derived_8.2,2.2_global,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.6586186579222483,0.0697814303406424,0.0519942657651378,0.007888656811973,0.8157522561263842
nested,derived_8.2,2.2_global,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.7711501566077227,0.0446958351311456,0.0359137092965381,-0.0277586366157154,0.9383114044531486
nested,derived_8.2,2.2_global,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.6789471293914802,0.0838036612232758,0.0537172203984823,-0.0041318910158752,0.8250489691664052
nested,derived_8.2,2.2_global,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,0.1826025117138815,0.0971499451343533,0.0784488714241528,-0.068947260826826,0.7819291341167206
nested,derived_8.2,2.2_global,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.6681078746345834,0.0566974942175546,0.0449321940792017,-0.0053004678772184,0.8216608608314161
nested,derived_8.2,2.2_global,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.7105447905953322,0.0373397810432504,0.0299162324503692,0.0174527160592691,0.88041740602508
nested,derived_8.2,2.2_global,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,0.0937176564303259,0.0710771252548021,0.0592915218840929,-0.022383778163706,0.4357220065296863
nested,derived_8.2,2.2_global,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.4626612315216818,0.0587635435844472,0.0440328235886086,-0.0059487157863365,0.7300214588752526
nested,derived_8.2,2.2_global,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.951287612758972,0.0253493942768338,0.0193764012534848,-0.0073668117125995,0.9804968373916892
nested,derived_8.2,2.2_global,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-5.414194188141887,0.076678749499851,0.0682113576357127,0.0629296406831657,-0.2361924883573709
nested,derived_8.2,V3,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.4738523754513364,0.0660894637593985,0.0566506883885723,-0.0438355580477859,0.8407726930493632
nested,derived_8.2,V3,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-1.2167514455636814,0.064793236198714,0.054593802740237,-0.0418417632346594,0.1267374828749109
nested,derived_8.2,V3,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.7875471901175359,0.0550492258753106,0.0448210070787013,-0.0077065319995517,0.8925303411443659
nested,derived_8.2,V3,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.7979024677746156,0.0420022206257904,0.0338578187451885,-0.0258530418935779,0.9472533721620294
nested,derived_8.2,V3,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.698797234927744,0.0811716157905234,0.0543951355697733,-0.009055580665891,0.8402002999088349
nested,derived_8.2,V3,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,-0.0309243618725514,0.109103657945697,0.0906301466525355,-0.0881920185647433,0.8034955815668661
nested,derived_8.2,V3,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.698710381879846,0.0540203600841552,0.0426926973277551,-0.0207085435964383,0.8630147341813423
nested,derived_8.2,V3,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.720392826611695,0.0366990850126039,0.0299515728939081,0.0186158506318755,0.8911939855264495
nested,derived_8.2,V3,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,-0.1123761079798324,0.0787451692753242,0.0649315030674845,-0.0341175218753169,0.350455730025592
nested,derived_8.2,V3,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.3319885437115983,0.0655202950423965,0.0475394210165436,-0.0102298487638006,0.6897745908893996
nested,derived_8.2,V3,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9583361310833448,0.0234437821824286,0.0172485772016289,-0.005266796165502,0.9811874688426042
nested,derived_8.2,V3,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-1.3611024671428398,0.0465223224593758,0.0404967630857612,0.0253453735622048,0.0253812012614446
original,derived_8.0,2.2_global,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.8533791502896889,0.0357758213032525,0.0282557245159709,-0.0208509143192071,0.9516973359871876
original,derived_8.0,2.2_global,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.6281221191251403,0.0423234688705001,0.0324873543681712,0.0272179836419293,0.8845505970156635
original,derived_8.0,2.2_global,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.5246481120456559,0.0552702591214725,0.0396401011801055,-0.0038097013168645,0.7642288262230572
original,derived_8.0,2.2_global,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.8777810044731995,0.0401529293484233,0.0307572018912138,-0.0082081641844881,0.9438973427707276
original,derived_8.0,2.2_global,0.0,Touchet_WA_824,170,0.19887058823529416,0.029957337600737613,-0.7158217161100966,0.0392409302026017,0.0316325541433165,0.0076856179370599,-0.0304289231809479
original,derived_8.0,hand_mdr_v25,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.8910071701626491,0.0308454216172688,0.0238759287404823,-0.0158899741622062,0.9599074797189836
original,derived_8.0,hand_mdr_v25,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.7913357909056159,0.0317033433152505,0.0247731355015916,0.0135659017908276,0.9110520141851878
original,derived_8.0,hand_mdr_v25,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.4203244274097159,0.0610346402278341,0.0451478491066307,-0.0035863319484077,0.6908504671036894
original,derived_8.0,hand_mdr_v25,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9396819105097676,0.0282079592930119,0.0219726515116799,-0.0059754425484101,0.976231629907597
original,derived_8.0,hand_mdr_v25,0.0,Touchet_WA_824,170,0.19887058823529416,0.029957337600737613,-0.0207348725372358,0.0302663249038029,0.0194893632972941,-0.0080409428554422,0.3283107001989929
original,derived_8.2,2.1_c1,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.5446500339927234,0.0614824372672561,0.0491662556243399,-0.0370626046735638,0.8464488751161627
