artifact_arm,dataset,model,beta,year,R2,RMSE,MAE,Bias
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.2,2023,0.6459279759137415,0.0640233340042502,0.0492227056950062,-0.0258274332123706
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.2,2024,0.6095477633600949,0.0623634259435871,0.0459281338924392,-0.0070218251468009
nested,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.2,2025,0.6144791361522954,0.0650294764348446,0.0474478230893617,-0.0016334077657563
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,2023,0.642115396800142,0.064367106505606,0.0501675169310479,-0.0260866380951159
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,2024,0.5934445446863481,0.0636364441316767,0.0469071086416915,-0.0077432251369177
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.0,2025,0.548943367679111,0.0703399168740874,0.0503128853892449,0.0015952182688815
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.2,2023,0.6476786759713136,0.0638648569972449,0.0499723104943029,-0.0256675584129204
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.2,2024,0.607386676375981,0.0625357732931864,0.0461114051927954,-0.0074719612885768
nested,derived_8.2,2.2_clustering_frozen_k2_shared_only,0.2,2025,0.5663479754938021,0.0689694882144129,0.0497281287744599,0.0016335525443767
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,2023,0.6386413803430059,0.0646787605235419,0.0499102286162229,-0.0268634689815494
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,2024,0.5968918314688667,0.0633660750074793,0.0465531051515923,-0.0079080547490248
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.0,2025,0.5831698764797492,0.0676185514246413,0.0494440893070269,-0.0008105904275806
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.2,2023,0.6502395565155457,0.0636323298427548,0.0486912549253931,-0.0257781917121867
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.2,2024,0.6062859516121887,0.0626233741101963,0.046053958615409,-0.0069060847774066
nested,derived_8.2,2.2_clustering_refit_k2_shared_plus_delta,0.2,2025,0.616182635622643,0.0648856446303992,0.0474426216748092,-0.0012587669373656
nested,derived_8.2,2.2_global,0.0,2023,0.6823150475527927,0.0606444136792911,0.0470815971193947,-0.0275899189584318
nested,derived_8.2,2.2_global,0.0,2024,0.6541170169761751,0.0586962837635922,0.0445854338749761,-0.0103676846450153
nested,derived_8.2,2.2_global,0.0,2025,0.6181051555758341,0.0647229363224876,0.0472588005982566,0.0005385800614935
nested,derived_8.2,2.2_global,0.2,2023,0.6750709215021226,0.0613319494166829,0.0480891615012942,-0.0271046689769772
nested,derived_8.2,2.2_global,0.2,2024,0.6381806288618928,0.0600332582537212,0.0447183400875235,-0.0108128589958614
nested,derived_8.2,2.2_global,0.2,2025,0.6048678350216747,0.0658351010097499,0.0475707574323583,0.0010726798913054
nested,derived_8.2,V3,0.0,2023,0.6566348367565445,0.0630478955225456,0.0491418205892117,-0.0306672664439356
nested,derived_8.2,V3,0.0,2024,0.633560321040388,0.0604153442850371,0.0442032379236919,-0.0200207343951968
nested,derived_8.2,V3,0.0,2025,0.6444629527805887,0.0624494682600843,0.0459004146116312,-0.0100991595595675
nested,derived_8.2,V3,0.2,2023,0.6288999010707637,0.0655447655622336,0.0508371514575985,-0.0309296250671289
nested,derived_8.2,V3,0.2,2024,0.6315015059389879,0.0605848262062141,0.044279930940338,-0.01996595109749
nested,derived_8.2,V3,0.2,2025,0.6276530427392376,0.0639087346408425,0.0467473943241543,-0.0087166905922411
original,derived_8.0,2.2_global,0.0,2023,0.8075450354127727,0.0415468776449073,0.0298120326640622,0.0015214892191956
original,derived_8.0,2.2_global,0.0,2024,0.7922795333266449,0.0407065007838917,0.0319005171331437,0.0015758546500779
original,derived_8.0,2.2_global,0.0,2025,0.7554402428446918,0.0485683245822964,0.0363209524974523,-0.0049333352776823
original,derived_8.0,2.2_global,0.2,2023,0.8040389791689881,0.0419236105792655,0.0298951197653467,0.0011703521612955
original,derived_8.0,2.2_global,0.2,2024,0.7723683662805025,0.0426128355427331,0.0336266535844925,0.0026533697799636
original,derived_8.0,2.2_global,0.2,2025,0.7417691412698079,0.0499073712160736,0.0374815764457888,-0.0050369102069685
original,derived_8.0,hand_mdr_v25,0.0,2023,0.8119995229281203,0.0410632488817241,0.0290284900201534,1.2754660929551238e-05
original,derived_8.0,hand_mdr_v25,0.0,2024,0.8319438678857252,0.0366143482754132,0.0275968194091212,0.0010659754831301
original,derived_8.0,hand_mdr_v25,0.0,2025,0.8261273020636389,0.040952113625491,0.0283927589412852,-0.0105768341384857
original,derived_8.0,hand_mdr_v25,0.2,2023,0.8118891607287707,0.0410752998234103,0.0289797751762526,0.0009485377057045
original,derived_8.0,hand_mdr_v25,0.2,2024,0.8351509530546438,0.0362633019879513,0.0270053202209561,0.0012283590208521
original,derived_8.0,hand_mdr_v25,0.2,2025,0.8235998033315621,0.0412486897150488,0.0286834826733303,-0.0105814115096627
original,derived_8.2,2.1_c1,0.0,2023,0.6444707865367495,0.0641549432877889,0.0466240538186667,-0.0265890922788433
original,derived_8.2,2.1_c1,0.0,2024,0.6091055924370268,0.062398727945314,0.0447382649812534,-0.0124960716079657
original,derived_8.2,2.1_c1,0.0,2025,0.7134953195659113,0.0560598814195013,0.0436651950126485,-0.0002176198236244
original,derived_8.2,2.1_c1,0.2,2023,0.6401788744036391,0.0645410175625263,0.046803871870316,-0.0258161088158448
original,derived_8.2,2.1_c1,0.2,2024,0.6128808141063664,0.0620966763368559,0.0445545091867437,-0.0125842680213767
original,derived_8.2,2.1_c1,0.2,2025,0.7086447004737262,0.0565324458225367,0.0432463761663215,0.0009485368574078
original,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,2023,0.5801075082969791,0.0697206670917386,0.0508696200798561,-0.0304941234347939
original,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,2024,0.5999217966815082,0.0631274800508801,0.0459953563351733,-0.0127665380535699
original,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.0,2025,0.6697425998137425,0.060188371528368,0.0435748629012317,-0.0001364577016095
original,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.2,2023,0.5955113094707052,0.0684298630781527,0.0500665935944876,-0.0296346523951048
original,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.2,2024,0.6009934782895358,0.0630428741857701,0.046119748302383,-0.0123817571521062
original,derived_8.2,2.2_clustering_dynamic_k2_shared_plus_delta,0.2,2025,0.6703200074621685,0.0601357331475214,0.0436574475243508,-0.000469626806217
original,derived_8.2,2.2_global,0.0,2023,0.5797777007768612,0.0697480430120786,0.0514476882468228,-0.0300350245532827
original,derived_8.2,2.2_global,0.0,2024,0.5764914138809751,0.0649496952249312,0.0472267141968278,-0.0125609240907476
original,derived_8.2,2.2_global,0.0,2025,0.6390457337939695,0.062923432250186,0.0463469662937679,-0.001087889691518
original,derived_8.2,2.2_global,0.2,2023,0.5916570664154818,0.0687551132275376,0.0509628941844085,-0.0294612807160039
original,derived_8.2,2.2_global,0.2,2024,0.5850638239209678,0.0642889981361575,0.0462256532447965,-0.0120931066192345
original,derived_8.2,2.2_global,0.2,2025,0.6333680504827907,0.0634163830274443,0.0469005191722829,-0.0025144567331664
original,derived_8.2,V3,0.0,2023,0.6566348367565445,0.0630478955225456,0.0491418205892117,-0.0306672664439356
original,derived_8.2,V3,0.0,2024,0.633560321040388,0.0604153442850371,0.0442032379236919,-0.0200207343951968
original,derived_8.2,V3,0.0,2025,0.6444629527805887,0.0624494682600843,0.0459004146116312,-0.0100991595595675
original,derived_8.2,V3,0.2,2023,0.6288999010707637,0.0655447655622336,0.0508371514575985,-0.0309296250671289
original,derived_8.2,V3,0.2,2024,0.6315015059389879,0.0605848262062141,0.044279930940338,-0.01996595109749
original,derived_8.2,V3,0.2,2025,0.6276530427392376,0.0639087346408425,0.0467473943241543,-0.0087166905922411
