station,n,r2,mae,rmse,ubrmse,bias,dry_n,dry_r2,dry_mae,dry_rmse,dry_ubrmse,dry_bias,transition_n,transition_r2,transition_mae,transition_rmse,transition_ubrmse,transition_bias,wet_n,wet_r2,wet_mae,wet_rmse,wet_ubrmse,wet_bias
Darrington,3047,0.7297944421761653,0.044590295085671854,0.05432062835595768,0.05394742750801666,0.006356550184916308,1075,-0.3998464054508353,0.04992324194156846,0.056141466006944835,0.029142988299005676,-0.04798489802440931,1396,-0.4844184095956474,0.028264741749809603,0.036094222938873786,0.029906525548342975,0.020208727302515404,576,-9.991811238730206,0.07420410513215596,0.08105128890745729,0.032607693227655755,0.0742027612419592
Quinault,3204,0.49789515665989226,0.043878468509358864,0.05288716423549262,0.04494213725852539,-0.02787931920811255,1216,-0.5471022263955894,0.0495573444643401,0.05919800671819659,0.05348676989208741,-0.02536867055875298,1802,-1.717993607885428,0.04176072381779171,0.04982168516296488,0.03590128311292475,-0.034544148322447024,186,-1.83343916087706,0.02726912857896539,0.03497117345845899,0.028492572621324232,0.02027698889086324
SourdoughGulch_WA_985,3096,0.544734145943212,0.0518295015953409,0.06460260656271241,0.059067195686289764,0.02616415808800589,1040,-1.7185261081923402,0.05667643452178544,0.06909024761704387,0.06879996994417784,-0.00632664614662958,1121,-2.2173609608494034,0.041702977134594414,0.05740246953746125,0.04933256106008757,0.029348627365720154,935,-24.047590215937173,0.058579259538650515,0.06752303178034473,0.03374584617165189,0.05848570497966706
Spokane,2690,0.7280540696202333,0.049943940731606074,0.057735932663071414,0.05700257399816159,-0.00917302992793707,1453,-0.17405687843161388,0.05384605417322144,0.06143199681884055,0.03699837735586566,-0.0490409044184852,1061,-1.262745362163383,0.04102343325492461,0.04858461815582996,0.03649542549401386,0.03207099997441123,176,-110.36127353631072,0.07150580210712823,0.07458338848838199,0.02179585593807908,0.07132757182419301
Touchet_WA_824,1567,0.4031155047174103,0.05853751161253293,0.06767063999203983,0.059543084898713336,-0.03215488388529612,1005,0.14255270312875012,0.06264220980438427,0.07040479195941433,0.0434466465948222,-0.05540057427963214,520,-2.379450196387605,0.044808325901512916,0.052867502637804174,0.05286634844049878,-0.0003493389843748217,42,-154.90109998803672,0.13029834225348066,0.13280693436498928,0.02569092877693205,0.13029834225348066
