feature,importance
SMAP_sm_pm_interp_ema02,0.13238476037979124
V_rollmin_LST_modis_kobs30,0.08459178447723388
D_sin_DOY,0.03178871870040893
G_rain_sum_3d,0.02256599426269531
V_ema_G_API_kobs7,0.018840358257293698
V_rollmin_G_API_kobs30,0.015779273509979246
V_ema_G_API_kobs14,0.010489616394042969
G_rain_sum_7d,0.008027274608612061
C_lag_G_API_kobs1,0.0075490355491638185
C_lag_LST_modis_kobs30,0.0066525816917419435
C_smm_G_API_alpha0.85_n5,0.005680239200592041
V_ema_G_API_kobs30,0.005117802619934082
C_lag_s2_b11_kobs30,0.004781446456909179
V_rollcv_G_API_kobs30,0.0045384478569030755
SMAP_ampm_diff_interp,0.004081320762634277
G_API,0.003822944164276123
A_pct_G_API,0.0035784006118774413
G_DSLR,0.0033946633338928223
V_rollrng_LST_modis_kobs30,0.002682948112487793
V_rollmin_G_API_kobs7,0.0023148345947265623
V_rollmean_G_API_kobs14,0.0022847533226013185
C_lag_LST_modis_kobs5,0.0021439433097839356
D_z_LST_modis,0.002124359607696533
C_lag_LST_modis_kobs6,0.0018195939064025875
V_rollmax_G_API_kobs14,0.0013886213302612305
A_d_LST_modis_kobs14,0.0012085437774658203
V_rollmean_G_API_kobs7,0.001022031307220459
A_d_E_SAR_diff_kobs14,0.0008884310722351074
A_d_G_API_kobs1,0.0008840298652648927
C_lag_G_API_kobs6,0.000861530303955078
V_rollcv_G_API_kobs7,0.0007552289962768555
V_rollcv_LST_modis_kobs30,0.0007213807106018067
A_grad_SMAP_sm_interp_kobs14,0.0007012653350830079
A_grad_s2_b12_kobs7,0.0006474447250366211
V_rollstd_LST_modis_kobs30,0.000637049674987793
V_rollcv_G_API_kobs14,0.000595691204071045
C_lag_G_API_kobs5,0.0005825829505920411
A_d_E_SAR_diff_kobs30,0.0005733394622802734
D_fft_ent_E_SAR_ratio_kobs30,0.0004449820518493652
V_rollstd_LST_modis_kobs14,0.0003815293312072754
V_rollstd_E_SAR_ratio_kobs7,0.00024442911148071295
A_grad_E_SAR_diff_kobs14,0.00021191358566284178
V_rollcv_E_SAR_ratio_kobs7,0.00019235610961914061
A_d_s2_b12_kobs7,0.00015513181686401364
D_fft_ent_LST_modis_kobs30,0.00014505863189697265
SMAP_sm_pm_interp_rollrange7,0.00013813495635986325
V_rollcv_F_NDVI_kobs7,0.0001249551773071289
D_fft_dom_LST_modis_kobs30,0.00011943101882934569
V_ema_LST_modis_kobs7,0.00010623931884765627
V_rollrng_F_NDMI_kobs7,0.00010124683380126952
A_d_E_SAR_ratio_kobs5,7.967948913574218e-05
A_grad_E_SAR_diff_kobs30,7.054805755615234e-05
V_rollstd_s2_b12_kobs7,5.936622619628906e-05
A_d_s2_b12_kobs5,5.789518356323242e-05
V_rollrng_s2_b12_kobs7,4.6787261962890614e-05
A_d_E_SAR_diff_kobs1,4.678010940551758e-05
A_pct_F_NDVI,4.4975280761718754e-05
V_rollcv_LST_modis_kobs14,4.2140483856201165e-05
A_d_s2_b12_kobs14,3.762960433959961e-05
A_grad_s2_b12_kobs14,3.304481506347657e-05
A_pct_E_SAR_diff,1.935958862304688e-05
A_d_s2_b12_kobs2,1.935005187988281e-05
V_rollstd_F_NDMI_kobs7,1.8486976623535154e-05
A_pct_SMAP_sm_interp,1.5561580657958983e-05
A_d_E_SAR_diff_kobs2,1.5289783477783202e-05
A_d_E_SAR_ratio_kobs1,1.4324188232421875e-05
A_d_SMAP_sm_interp_kobs14,1.265525817871093e-05
A_d_E_SAR_ratio_kobs7,9.205341339111328e-06
A_d_F_NDVI_kobs1,7.63416290283203e-06
SMAP_sm_am_interp_rollrange7,7.188320159912111e-06
SMAP_sm_am_interp_pctchg,4.44173812866211e-06
SMAP_sm_interp_pctchg,9.131431579589843e-07
SMAP_sm_am_interp_diff1,7.390975952148437e-08
G_DSLR_isnan,0.0
SMAP_sm_interp_mask,0.0
SMAP_sm_am_interp_mask,0.0
SMAP_sm_pm_interp_mask,0.0
SMAP_sm_interp_rollstd7,-4.673004150390627e-07
SMAP_sm_interp_rollrange7,-8.821487426757758e-07
SMAP_sm_interp_diff1,-1.6784667968749998e-06
SMAP_sm_pm_interp_pctchg,-7.5745582580566405e-06
A_d_SMAP_sm_interp_kobs1,-9.675025939941406e-06
V_rollstd_E_SAR_diff_kobs7,-1.0600090026855467e-05
A_grad_SMAP_sm_interp_kobs7,-2.0411014556884765e-05
A_d_E_SAR_ratio_kobs2,-2.1038055419921877e-05
A_pct_E_SAR_ratio,-2.1705627441406248e-05
V_rollstd_F_NDVI_kobs7,-2.3899078369140627e-05
SMAP_sm_am_interp_rollstd7,-2.861738204956055e-05
SMAP_sm_pm_interp_diff1,-3.224849700927735e-05
A_d_E_SAR_diff_kobs5,-3.463029861450195e-05
A_d_F_NDVI_kobs2,-3.788232803344726e-05
A_d_SMAP_sm_interp_kobs7,-3.984451293945313e-05
V_rollstd_SMAP_sm_interp_kobs7,-5.2506923675537114e-05
D_fft_dom_E_SAR_ratio_kobs30,-6.244897842407228e-05
A_grad_E_SAR_diff_kobs7,-6.330251693725586e-05
SMAP_sm_pm_interp_rollstd7,-6.690263748168946e-05
A_grad_E_SAR_ratio_kobs7,-7.181644439697264e-05
A_d_F_NDMI_kobs2,-7.31205940246582e-05
A_d_SMAP_sm_interp_kobs2,-8.48984718322754e-05
