feature,importance
SMAP_sm_pm_interp_ema02,0.14131821632385255
V_rollmin_LST_modis_kobs30,0.08602184295654297
D_sin_DOY,0.030115151405334474
G_rain_sum_3d,0.028798654079437252
V_ema_G_API_kobs7,0.015818707942962647
V_rollmin_G_API_kobs30,0.015091652870178223
C_lag_LST_modis_kobs30,0.010236089229583741
V_ema_G_API_kobs14,0.010111978054046632
G_rain_sum_7d,0.009118824005126954
C_lag_G_API_kobs1,0.007811901569366455
C_lag_s2_b11_kobs30,0.004586241245269776
V_rollcv_G_API_kobs30,0.004221050739288331
SMAP_ampm_diff_interp,0.004067869186401367
V_ema_G_API_kobs30,0.003755915164947509
G_API,0.003749115467071533
G_DSLR,0.0037094187736511227
A_pct_G_API,0.003560359477996826
V_rollmean_G_API_kobs7,0.0030444693565368657
V_rollmin_G_API_kobs7,0.002937932014465332
V_rollrng_LST_modis_kobs30,0.002741243839263916
C_lag_LST_modis_kobs6,0.002403395175933838
V_rollmean_G_API_kobs14,0.002367696762084961
C_smm_G_API_alpha0.85_n5,0.0019844746589660644
D_z_LST_modis,0.0017746496200561526
V_ema_LST_modis_kobs7,0.001560370922088623
A_d_E_SAR_diff_kobs14,0.0011285805702209472
A_d_E_SAR_diff_kobs30,0.0008053612709045411
A_grad_SMAP_sm_interp_kobs14,0.0007572078704833984
A_d_LST_modis_kobs14,0.0007284808158874512
V_rollcv_G_API_kobs14,0.0005984830856323243
V_rollcv_G_API_kobs7,0.0005722260475158692
V_rollmax_G_API_kobs14,0.0005238699913024902
A_d_G_API_kobs1,0.0004935431480407715
C_lag_G_API_kobs5,0.0004822468757629394
V_rollstd_LST_modis_kobs30,0.00047034978866577153
V_rollcv_LST_modis_kobs30,0.00040123462677001955
D_fft_ent_E_SAR_ratio_kobs30,0.00036537647247314453
C_lag_G_API_kobs6,0.0003653144836425782
SMAP_sm_pm_interp_rollrange7,0.0003618693351745606
V_rollstd_LST_modis_kobs14,0.00031280517578125
A_grad_s2_b12_kobs7,0.00028016567230224607
A_grad_E_SAR_ratio_kobs7,0.00024066448211669924
A_grad_E_SAR_diff_kobs14,0.00014418601989746094
D_fft_ent_LST_modis_kobs30,0.00013339519500732422
A_pct_E_SAR_diff,0.00012484788894653317
A_d_E_SAR_ratio_kobs5,0.00012057065963745118
V_rollcv_F_NDVI_kobs7,7.055521011352538e-05
A_d_s2_b12_kobs5,6.907701492309568e-05
A_d_s2_b12_kobs7,6.609439849853516e-05
A_d_F_NDVI_kobs5,5.500555038452148e-05
SMAP_sm_pm_interp_pctchg,5.46431541442871e-05
D_fft_dom_LST_modis_kobs30,5.205631256103515e-05
A_d_E_SAR_diff_kobs1,4.451751708984375e-05
SMAP_sm_pm_interp_diff1,3.810405731201172e-05
SMAP_sm_am_interp_pctchg,2.9492378234863275e-05
A_d_E_SAR_ratio_kobs1,2.9273033142089844e-05
V_rollcv_LST_modis_kobs14,2.184867858886719e-05
A_grad_E_SAR_diff_kobs30,1.943826675415039e-05
SMAP_sm_interp_pctchg,9.415149688720704e-06
SMAP_sm_pm_interp_rollstd7,9.26971435546875e-06
A_d_s2_b12_kobs2,8.938312530517577e-06
A_d_SMAP_sm_interp_kobs2,8.363723754882812e-06
SMAP_sm_interp_diff1,6.418228149414062e-06
A_pct_F_NDVI,4.649162292480469e-06
V_rollrng_SMAP_sm_interp_kobs7,3.3211708068847647e-06
A_pct_SMAP_sm_interp,2.7656555175781243e-07
SMAP_sm_pm_interp_mask,0.0
SMAP_sm_interp_mask,0.0
SMAP_sm_am_interp_mask,0.0
G_DSLR_isnan,0.0
A_d_SMAP_sm_interp_kobs1,0.0
SMAP_sm_am_interp_rollstd7,-1.2159347534179674e-07
SMAP_sm_am_interp_diff1,-4.2676925659179667e-07
A_d_E_SAR_diff_kobs2,-3.848075866699218e-06
A_grad_E_SAR_diff_kobs7,-6.134510040283202e-06
