feature,importance
SMAP_sm_pm_interp_ema02,0.08981619119644166
V_rollmin_LST_modis_kobs30,0.08129522085189819
D_sin_DOY,0.040357952117919926
G_rain_sum_3d,0.025842738151550294
V_ema_G_API_kobs7,0.015072281360626221
C_lag_G_API_kobs1,0.012473959922790528
V_rollmin_G_API_kobs30,0.009160799980163574
V_ema_G_API_kobs14,0.008815965652465821
G_rain_sum_7d,0.008144161701202393
V_rollmax_G_API_kobs30,0.005554919242858887
V_rollmin_LST_modis_kobs14,0.004133343696594238
V_rollmin_G_API_kobs7,0.003997349739074707
C_lag_LST_modis_kobs30,0.0038183450698852537
A_pct_G_API,0.0037540745735168456
G_API,0.0032175087928771975
G_DSLR,0.003210339546203613
V_rollcv_G_API_kobs30,0.0028868222236633303
C_smm_G_API_alpha0.85_n5,0.0025809311866760256
V_rollmean_G_API_kobs7,0.0022122168540954588
D_z_LST_modis,0.0021505761146545415
V_rollmax_G_API_kobs14,0.002077498435974121
V_rollmean_G_API_kobs14,0.0019871616363525387
C_lag_G_API_kobs5,0.0016211652755737302
C_lag_LST_modis_kobs6,0.0015165281295776369
A_d_G_API_kobs1,0.0012982869148254394
V_rollrng_LST_modis_kobs30,0.0011533212661743164
V_ema_G_API_kobs30,0.0010952234268188476
V_rollmin_LST_modis_kobs7,0.0010906267166137695
V_rollcv_G_API_kobs7,0.0010653305053710937
C_lag_s2_b11_kobs30,0.0010592126846313476
C_lag_G_API_kobs6,0.0009925031661987304
V_rollstd_F_NDVI_kobs14,0.0009422826766967773
A_d_E_SAR_diff_kobs14,0.0007673907279968263
V_rollrng_G_API_kobs30,0.0007529926300048828
V_rollcv_LST_modis_kobs30,0.0006245636940002442
V_rollcv_G_API_kobs14,0.0005877423286437988
SMAP_ampm_diff_interp,0.00040833234786987306
V_rollrng_s2_b12_kobs7,0.0003848981857299805
A_d_E_SAR_ratio_kobs5,0.0003620004653930664
C_smm_LST_modis_alpha0.85_n5,0.00032060146331787105
A_d_E_SAR_diff_kobs30,0.00031502962112426756
A_d_F_NDMI_kobs5,0.00030636548995971685
D_fft_ent_E_SAR_ratio_kobs30,0.00026782512664794925
V_rollrng_F_NDMI_kobs7,0.000201258659362793
A_grad_LST_modis_kobs14,0.00017737627029418943
V_rollcv_LST_modis_kobs14,0.00016716241836547851
V_rollstd_LST_modis_kobs30,0.00015765666961669922
A_grad_s2_b12_kobs7,0.0001526618003845215
D_fft_ent_LST_modis_kobs30,0.00013003349304199218
V_rollcv_F_NDVI_kobs7,0.0001245594024658203
V_rollrng_E_SAR_diff_kobs7,0.00012350797653198242
A_d_E_SAR_diff_kobs5,0.00010328054428100585
V_rollrng_SMAP_sm_interp_kobs7,9.825706481933594e-05
V_rollcv_F_NDVI_kobs14,9.239912033081054e-05
A_d_F_NDVI_kobs5,9.206295013427735e-05
V_rollcv_E_SAR_ratio_kobs7,8.610486984252929e-05
C_lag_LST_modis_kobs5,7.805824279785157e-05
SMAP_sm_pm_interp_rollrange7,7.670164108276368e-05
A_d_E_SAR_diff_kobs7,5.601167678833008e-05
A_grad_F_NDVI_kobs7,5.2094459533691406e-05
V_rollstd_E_SAR_ratio_kobs7,5.1348209381103523e-05
A_grad_E_SAR_diff_kobs14,4.897594451904297e-05
A_pct_F_NDVI,4.156112670898437e-05
A_d_s2_b12_kobs5,3.674745559692383e-05
V_rollstd_F_NDMI_kobs7,3.374338150024414e-05
A_d_E_SAR_diff_kobs2,3.0899047851562505e-05
A_pct_E_SAR_ratio,2.9246807098388672e-05
A_d_G_API_kobs5,2.6996135711669926e-05
V_rollrng_s2_b11_kobs7,2.6774406433105465e-05
SMAP_sm_interp_grad7,2.3853778839111327e-05
V_rollstd_F_NDVI_kobs7,2.2263526916503905e-05
V_rollrng_F_NDVI_kobs7,2.198457717895508e-05
A_d_E_SAR_ratio_kobs1,2.1767616271972656e-05
V_rollstd_s2_b12_kobs7,2.1631717681884767e-05
A_d_s2_b12_kobs7,2.1626949310302736e-05
V_rollcv_E_SAR_diff_kobs7,2.104759216308594e-05
A_d_s2_b12_kobs2,1.9474029541015623e-05
V_rollstd_SMAP_sm_interp_kobs7,1.7488002777099608e-05
A_d_F_NDVI_kobs2,1.4121532440185546e-05
A_grad_s2_b11_kobs14,1.0924339294433592e-05
A_grad_E_SAR_ratio_kobs7,1.0738372802734375e-05
SMAP_sm_am_interp_rollrange7,7.805824279785155e-06
D_fft_dom_LST_modis_kobs30,6.847381591796873e-06
A_grad_E_SAR_diff_kobs7,6.163120269775391e-06
SMAP_sm_interp_rollrange7,5.419254302978517e-06
SMAP_sm_interp_pctchg,4.024505615234376e-06
A_grad_E_SAR_diff_kobs30,1.7285346984863226e-06
V_rollstd_E_SAR_diff_kobs7,1.5234947204589851e-06
SMAP_sm_interp_diff1,9.584426879882814e-07
A_pct_SMAP_sm_interp,5.555152893066407e-07
A_d_F_NDVI_kobs1,2.336502075195312e-07
SMAP_sm_am_interp_mask,0.0
G_DSLR_isnan,0.0
