n_features,candidate_ucb,fold_id,fold_family,validation_year,held_out_stations,beta,n_train,n_validation,rmse,nrmse
115,1.2042919298165924,year_2019_stations_0_beta_0,station_time,2019,"['BeaverPass_WA_990', 'BurntMountain_WA', 'Darrington']",0.0,2777,295,0.09877925531294943,3.381268101406762
115,1.2042919298165924,year_2019_stations_0_beta_0.2,station_time,2019,"['BeaverPass_WA_990', 'BurntMountain_WA', 'Darrington']",0.2,2777,295,0.10320110243637366,3.5326303543450224
115,1.2042919298165924,year_2019_stations_1_beta_0,station_time,2019,"['HartsPass_WA_515', 'RainyPass_WA_711', 'SourdoughGulch_WA_985']",0.0,2875,526,0.045681446612465725,0.6437025758639523
115,1.2042919298165924,year_2019_stations_1_beta_0.2,station_time,2019,"['HartsPass_WA_515', 'RainyPass_WA_711', 'SourdoughGulch_WA_985']",0.2,2875,526,0.041120977839801676,0.5794404801160936
115,1.2042919298165924,year_2019_stations_2_beta_0,station_time,2019,"['Paradise_WA', 'Quinault', 'Touchet_WA_824']",0.0,2678,469,0.05854070832848958,1.2492967209929895
115,1.2042919298165924,year_2019_stations_2_beta_0.2,station_time,2019,"['Paradise_WA', 'Quinault', 'Touchet_WA_824']",0.2,2678,469,0.06241900554965674,1.3320621015253327
115,1.2042919298165924,year_2019_stations_3_beta_0,station_time,2019,"['CayusePass_WA', 'MartenRidge_WA_999', 'Spokane']",0.0,2941,389,0.07521315772320158,1.0046853755809315
115,1.2042919298165924,year_2019_stations_3_beta_0.2,station_time,2019,"['CayusePass_WA', 'MartenRidge_WA_999', 'Spokane']",0.2,2941,389,0.07575617370375579,1.0119388965190805
115,1.2042919298165924,year_2020_stations_0_beta_0,station_time,2020,"['BeaverPass_WA_990', 'BurntMountain_WA', 'Darrington']",0.0,4161,443,0.0734944449650856,0.7051256408160251
115,1.2042919298165924,year_2020_stations_0_beta_0.2,station_time,2020,"['BeaverPass_WA_990', 'BurntMountain_WA', 'Darrington']",0.2,4161,443,0.06774727364570156,0.6499857202222261
115,1.2042919298165924,year_2020_stations_1_beta_0,station_time,2020,"['HartsPass_WA_515', 'RainyPass_WA_711', 'SourdoughGulch_WA_985']",0.0,4028,446,0.061947981700984305,0.6757748672498982
115,1.2042919298165924,year_2020_stations_1_beta_0.2,station_time,2020,"['HartsPass_WA_515', 'RainyPass_WA_711', 'SourdoughGulch_WA_985']",0.2,4028,446,0.06273584100971107,0.6843694252184909
115,1.2042919298165924,year_2020_stations_2_beta_0,station_time,2020,"['Paradise_WA', 'Quinault', 'Touchet_WA_824']",0.0,3888,462,0.05994841550069149,0.9334863277638545
115,1.2042919298165924,year_2020_stations_2_beta_0.2,station_time,2020,"['Paradise_WA', 'Quinault', 'Touchet_WA_824']",0.2,3888,462,0.06155751787978515,0.9585424540736298
115,1.2042919298165924,year_2020_stations_3_beta_0,station_time,2020,"['CayusePass_WA', 'MartenRidge_WA_999', 'Spokane']",0.0,4231,443,0.06005703636994193,0.813268706265698
115,1.2042919298165924,year_2020_stations_3_beta_0.2,station_time,2020,"['CayusePass_WA', 'MartenRidge_WA_999', 'Spokane']",0.2,4231,443,0.059499133702807586,0.8057138083262184
115,1.2042919298165924,year_2021_stations_0_beta_0,station_time,2021,"['BeaverPass_WA_990', 'BurntMountain_WA', 'Darrington']",0.0,5512,458,0.11789806420047581,0.9354437994576874
115,1.2042919298165924,year_2021_stations_0_beta_0.2,station_time,2021,"['BeaverPass_WA_990', 'BurntMountain_WA', 'Darrington']",0.2,5512,458,0.12098039611787896,0.9599000812427929
