feature,mean_abs_shap,normalized_mean_abs_shap
D_sin_DOY,0.04556194,0.2781521
elev,0.044464495,0.2714523
J_clay_wfrac_b0,0.018739037,0.11440037
year_frac,0.008725337,0.05326751
J_sand_wfrac_b0,0.008438441,0.05151603
G_rain_sum_7d,0.005570117,0.034005135
V_rollmin_LST_modis_kobs30,0.005105199,0.031166844
sin_year,0.003833006,0.023400204
V_rollmax_G_API_kobs30,0.003767037,0.02299747
G_rain_sum_3d,0.0022664897,0.013836744
API_x_year,0.0022524698,0.013751154
SMAP_sm_pm_interp_ema02,0.0016444976,0.010039531
cos_year,0.0015236239,0.009301607
V_ema_G_API_kobs14,0.0012244859,0.007475392
C_lag_G_API_kobs1,0.0011785441,0.007194921
V_ema_G_API_kobs7,0.0010665248,0.006511051
G_DSLR,0.0009890356,0.006037986
C_lag_LST_modis_kobs30,0.00089555886,0.0054673175
C_lag_LST_modis_kobs6,0.00089355203,0.005455066
V_rollmin_G_API_kobs30,0.00065394095,0.003992259
A_d_SMAP_sm_interp_kobs14,0.00057473517,0.0035087138
G_API,0.000541916,0.0033083553
V_rollmean_G_API_kobs14,0.0005288369,0.0032285084
V_ema_LST_modis_kobs7,0.000525413,0.003207606
V_ema_G_API_kobs30,0.0004610723,0.002814811
slope,0.00045996864,0.002808073
V_rollmean_G_API_kobs7,0.00039370384,0.0024035315
A_d_E_SAR_diff_kobs14,0.00029280892,0.0017875759
V_rollmean_s2_b11_kobs7,0.00021511508,0.001313261
V_rollstd_SMAP_sm_interp_kobs30,0.00021140599,0.0012906173
SMAP_sm_interp_grad7,0.00019879715,0.0012136413
SMAP_x_year,0.00016009304,0.0009773556
K_aspect_cos,0.00011775581,0.0007188901
SMAP_ampm_diff_interp,9.924685e-05,0.00060589437
C_lag_s2_b11_kobs30,8.719754e-05,0.00053233426
K_slope_sin,5.9133923e-05,0.00036100805
A_d_LST_modis_kobs14,5.5390272e-05,0.00033815333
K_slope_cos,2.6310337e-05,0.00016062259
