feature,mean_abs_shap,normalized_mean_abs_shap
D_sin_DOY,0.08378823,0.49010494
elev,0.024830237,0.14524023
year_frac,0.013903614,0.08132682
J_sand_wfrac_b0,0.012939193,0.075685605
J_clay_wfrac_b0,0.008761774,0.0512505
sin_year,0.004911307,0.02872785
V_rollmin_LST_modis_kobs30,0.0035237456,0.020611549
V_rollmin_G_API_kobs30,0.0016900444,0.009885626
cos_year,0.0016586327,0.009701889
G_rain_sum_7d,0.001624907,0.009504616
C_lag_G_API_kobs1,0.0015022283,0.0087870285
G_rain_sum_3d,0.001290225,0.0075469506
SMAP_sm_pm_interp_ema02,0.0012709023,0.007433926
V_rollmax_G_API_kobs30,0.0010022752,0.0058626374
V_ema_G_API_kobs7,0.0007727354,0.0045199837
API_x_year,0.0007139887,0.004176355
G_API,0.0006462767,0.0037802851
V_ema_G_API_kobs14,0.0006364397,0.0037227455
C_lag_LST_modis_kobs30,0.00056355,0.0032963895
C_lag_LST_modis_kobs6,0.00055739615,0.0032603936
G_DSLR,0.00053660595,0.003138785
slope,0.0005185861,0.0030333807
A_d_E_SAR_diff_kobs14,0.0004966837,0.0029052666
C_lag_s2_b11_kobs30,0.00048176988,0.0028180308
A_d_SMAP_sm_interp_kobs14,0.00046850467,0.002740438
V_rollmean_G_API_kobs7,0.00034196995,0.0020002949
V_ema_LST_modis_kobs7,0.00027958836,0.0016354044
V_ema_G_API_kobs30,0.000274685,0.0016067231
V_rollmean_G_API_kobs14,0.00024955688,0.0014597403
V_rollstd_SMAP_sm_interp_kobs30,0.00016331978,0.0009553112
SMAP_sm_interp_grad7,0.00013733127,0.0008032958
SMAP_x_year,0.00011483353,0.0006716991
V_rollmean_s2_b11_kobs7,9.38996e-05,0.0005492497
K_aspect_cos,6.6787194e-05,0.00039066028
K_slope_sin,5.541032e-05,0.0003241132
SMAP_ampm_diff_interp,5.1550556e-05,0.00030153617
A_d_LST_modis_kobs14,3.0509249e-05,0.00017845865
K_slope_cos,1.0477899e-05,6.128868e-05
